,AML-GZMB CD8 T ,AML-GZMK CD8 T ,AML-MAIT,AML-NK,AML-Naïve CD4 T ,AML-Naïve CD8 T ,AML-T reg,Effector memory CD8 T,GZMB CD8 T ,GZMB DN T,GZMB NK,GZMK CD8 T ,GZMK NK,MAIT,Naïve CD4 T,Naïve CD8 T ,T reg
23630,AC091978.1,LINC01948,EFHB,LINC01644,STAU2,HMX2,TIFAB,C4orf47,CPTP,SLC39A6,ALDH16A1,CCDC117,CCSER2,MCMBP,BCAS2,DLG1,ZW10
23631,HARBI1,TNNC1,AC004540.2,RGPD2,SLFN12,DNAH10OS,AC068724.3,AP004608.1,TEX2,PDRG1,LIPE,MTAP,PLA2G4C,DPH6,USP38,PHF23,AL441992.1
23632,CCNE1,AL513548.1,AC093110.1,AC114730.1,CISD2,AC120498.9,MAFIP,LINC01004,PPFIA1,ZNF586,PDHX,TMEM33,AL049840.4,MRPL19,C1orf122,EXOC1,SNX3
23633,ZNF502,MAGI1,AL590062.1,ZFY-AS1,NIBAN2,OOEP,AC015712.2,AC018362.1,BNIP2,ASAP1,ADAT1,PHF12,CLEC10A,GDE1,STXBP3,CDKN1A,FAM43A
23634,AL358852.1,CRLF1,RNF17,AC231533.1,GNAO1,AL590062.1,AC010967.1,ADGRB2,WDR4,USP48,AC015982.2,PHF21A,AC114730.1,SNX1,HECTD4,GPN3,HEATR3
23635,RBIS,AC021037.1,AL442125.1,AC243830.1,APOLD1,FOXD1,AC016134.1,ITGA9-AS1,AC083798.2,GOLGA1,KLF5,ELOVL1,AC005041.4,STK26,COPS2,SARDH,ZMYM1
23636,NACC1,SSPN,KCNQ2,CLEC10A,TRBV12-4,PARVA,AC010999.2,AC215522.2,NUDT2,RASGEF1B,VPS35,ZNF664,AC105206.3,GRIPAP1,BORCS5,TMEM87B,TLK2
23637,AC004943.2,AC118658.1,AL157935.1,FIGNL2,PPP1R3B,CTXN1,ALMS1-IT1,AC100835.1,PIGQ,DONSON,CDK5RAP1,NDUFS8,AC021016.3,ALDH16A1,ECI1,GTF2H5,MAP2K2
23638,AC097382.3,AL050341.2,AC092802.1,AC232271.3,GBE1,FO393418.1,AP3B2,CDH26,SLC35A4,KIR2DL4,ZC3H12A,FOPNL,RGPD2,ZMAT1,TBL3,SPOP,LYPD3
23639,ZNF441,SGSM3,GPR63,AC072022.2,DAB1,AC130895.1,MEFV,CLNK,NDUFS1,BCKDHB,TMEM138,ARFGEF2,AC024075.1,WARS2,THOC6,ST3GAL5,PPCDC
23640,EPCAM,TRIO,AC005498.2,AL645608.1,UCKL1-AS1,AC011939.2,C5orf58,Z98752.4,KTN1,MTMR12,PDE6B,CXorf40A,CEBPB-AS1,ANKS3,PPM1D,NKTR,COG5
23641,AL137779.2,RALB,AC073046.4,AL049840.4,TMEM38A,LINC01629,CT45A1,AC091045.1,FCGBP,ZNF48,RIOK1,NFAT5,LRP3,C2orf74,PRDX3,ZDHHC20,CHCHD6
23642,TEX9,HAAO,SGMS2,NCS1,LINC00189,SPAG6,AC025917.1,CCDC17,NCOA6,GRHPR,CASS4,UFSP2,ZFY-AS1,KCMF1,CCNT2,ZNF430,SRSF6
23643,AC104971.3,S100A16,AL136038.2,APOE,SORT1,AF111169.4,CHSY3,NRG4,SNURF,SFT2D1,MAVS,APPL1,ST6GALNAC2,DCAF11,ACTR1B,SOCS2,RIDA
23644,TPSB2,CENPK,AC007066.2,AL121928.1,TCAP,ARHGEF35,BCL2L10,TMEM272,ECH1,RBMX2,NFYA,FAM120A,AC005785.1,CCDC117,NPC2,MED30,ADAR
23645,AL157400.3,FBXO30,DGAT2,MIF-AS1,HOMER3-AS1,TCN1,IGHV3-72,TIAF1,ZNF66,SEC14L2,POLDIP2,COQ9,MEG3,SENP5,SLC41A3,TXNIP,CASP10
23646,AC093525.6,VEGFA,TREX1,STON1,SHC2,DTX4,AC012676.1,AC006008.1,ZNF3,TYMP,TAF8,TMEM69,LHX4,TRIM52-AS1,TAZ,CCNC,TMEM91
23647,HEXA-AS1,SOGA3,ZBTB20-AS4,AL096701.3,KIR3DL3,NKAPL,AC090181.2,ACSBG1,TGIF2,MRS2,TRBV24-1,BLOC1S6,AC097460.1,WNK1,ZCCHC8,AKT2,NCBP2
23648,ZSCAN31,AC145207.5,AC073475.1,ZNF233,ITPKB-IT1,AC112236.2,AC013402.1,AC011921.1,RRP7A,SLC35D1,EDA,LETM2,NACA2,NREP,SHMT2,CUX1,USP44
23649,ZNF793-AS1,ESR1,AL133227.1,TMPRSS3,CLIC2,CCDC13,WASIR2,LINC01772,AC108134.3,RELL2,AC136475.5,KBTBD4,AC144521.1,INPP5B,ZMAT5,EXOSC3,ZNF8
23650,JAG1,SLC5A5,AL109809.5,FAM209A,CNTNAP1,LINC02158,INSYN2B,LILRA5,NDUFB11,OPA3,EIF3J,TMEM251,AC048382.6,LMF1,DBF4,GPHN,GMEB1
23651,NKILA,CERS6-AS1,AL390195.2,AL157834.2,LTBP1,AC084876.1,LINC01579,TM4SF19-AS1,CMTR2,MYO15B,MAP1LC3A,NBPF1,MDFI,INPP4A,SMARCA2,FCHO2,SLC12A2
23652,AL021396.1,LRRC25,AC006517.2,AIFM3,AL590666.5,MTCP1,AC109446.3,AL109917.1,PRH1,ZNF134,DMAP1,SACM1L,AC073342.1,MGRN1,RPA3,SHLD2,ALDH5A1
23653,AC097662.1,RAB6B,AC092171.3,AL121985.1,CATSPERE,PDZK1IP1,PCDHGC3,AC011726.3,CLPX,FAM102B,ZNF83,GIMAP8,AC006480.2,INTS10,SDHB,KLHL5,FAM98C
23654,AC027682.4,ME1,PLSCR2,AC005363.2,FAM156A,U62317.1,AC007278.2,LRRC6,HINFP,APOBEC3D,ZNF160,MTOR,LINC00824,SH2D3A,EVA1B,TBL3,AREL1
23655,AC053527.2,BAIAP2-DT,AL139317.3,AL078644.2,TRO,AC008750.7,AC113382.1,C1orf53,RABL2B,BLCAP,RBM27,KLHL11,MERTK,FBXW5,FAM133B,NAPRT,STAU1
23656,MYO5C,ZNF670,AC233723.1,CLEC7A,HAS3,AF129408.1,GOLGA8Q,SLC7A7,C12orf66,NEDD9,TARBP2,LMF1,WNT2B,PSMB5,NFU1,TFG,ABCB8
23657,AC090948.3,CLN8,TFAP2A,AL031123.5,TPO,RORB,AC107081.4,LINC02249,QSOX2,ZNF154,ADNP2,BRD4,IGHV4-61,NCAM1,BICRAL,ZNF664,NME6
23658,AC007881.3,XPO6,PDZK1IP1,RFPL2,AC118469.2,BCL2L14,AC009554.1,PLGLB1,MAP3K3,EXD2,KRT18,PLEKHM2,MIR193BHG,IGHMBP2,VRK2,ACSL1,NAA60
23659,ANKRD18A,CHRNE,AC006547.3,OVGP1,AC132807.2,AC073046.4,IGKV2-30,CCDC154,SYVN1,DDX11,ATP13A2,GOT2,APOE,NDUFA1,FAM76B,PSMD13,EPS8
23660,SERINC4,CAPN10-DT,ADAMTS14,LINC01006,PIANP,TMED6,AC093525.4,LOXL2,PPIF,TRIM66,HSPBAP1,RMDN1,FAM184B,EEF1AKNMT,COPS7A,ANKMY1,MYPOP
23661,HIST1H2AJ,TJP3,KHDRBS2,AC064807.1,LINC02284,AC008494.3,AC012379.2,ZNF492,TRAV8-1,CEP83,WDR46,SLC39A8,RNASEH2B-AS1,FBLN7,IRF8,GINS2,HLA-DQB1
23662,HDHD5-AS1,NUBPL,AL135744.1,ZNF395,AC245164.2,C2CD4B,AL445685.1,AC107068.1,EXT1,AIDA,TMEM120A,SLA2,TBILA,LSM7,LSM6,EXTL3,SH2D3C
23663,AC092119.3,RGS18,OOEP,WDR76,AL133467.1,AL109809.5,RTL8B,C1R,ZNF211,CMKLR1,ZNF496,HADHB,AC232271.3,ATG7,NF1,PRPF4,CARF
23664,BX293535.1,ZNF284,PNLDC1,C16orf95,CLEC5A,CERKL,CC2D2B,IGHG3,AMZ2,TMEM134,MSH6,GLIPR1,PRL,TMCC1,LATS1,GPATCH2L,FBXO4
23665,LINC01954,HDAC4,AC124045.1,NPR3,MPV17L,PLS3,CELF5,TSACC,ACVR1,ZNF324,DNAJC27,HOOK2,AC108463.3,ATE1,RAMP1,NEPRO,CD72
23666,LARP1B,PRR29,AC109460.2,ZNF341,ETV5,LINC00997,MRAS,NOL3,ETFB,MTMR6,ATF7,SENP1,AC005363.2,LATS1,MTDH,CAMK2N1,GIPC3
23667,RO60,SNX19,TCF7L1,ANKRD27,SOAT2,GJA3,AC092068.3,ST6GALNAC3,MRPL13,ZMYM6,KAT6A,DHRS1,NTSR1,VPS25,HDGFL2,ATP10A,BNC2
23668,ARVCF,TTLL5,AC107204.1,CCDC34,HLA-DOB,PLSCR2,AC107027.1,AL732509.1,CDK5R1,KANSL3,ZNF540,AC004687.1,ANKRD23,UBLCP1,MMADHC,TENT4A,PORCN
23669,DDX42,LRRC61,AL138963.1,SPNS2,SLC26A4-AS1,ASCL5,PAPSS2,AC106795.2,ZFAND2B,DCAF8,SRP14-AS1,ZC3H14,CBWD6,PSMD11,RPAP2,PCMTD2,GMDS-DT
23670,NOMO1,TRIM46,SP7,CUL9,CPNE5,AC064836.3,ACKR1,AC022868.2,TRMU,DNAAF2,TUBGCP4,RAB2A,GSDMA,EIF4EBP2,UCK2,AC245060.5,LINC00539
23671,VPS37C,SMIM1,MACROD2,ZNF470,DAPL1,DPYSL3,AC125437.1,AC023632.2,SMIM15,PITRM1,TMPO-AS1,U2AF1L4,AC103703.1,ZNF281,CDK2AP1,CPNE8,KYAT1
23672,NEU3,AL021707.6,AL359715.1,CEP76,PTPRR,HCAR3,CACTIN-AS1,GP9,PEX5,PUSL1,KNOP1,UNC13D,NCS1,ALG8,TMX2,ERI3,FSD1
23673,DLG4,GPC3,CCDC110,RAP2C-AS1,AL135978.2,CCDC9B,AC114930.1,SCNN1A,CERS4,KIF16B,TMEM70,GHITM,AC124068.2,PCYOX1L,ST8SIA6,LINC01871,AC107884.1
23674,GPN3,MAST4-AS1,AC010210.1,AC010442.1,EFCC1,CREB3L3,CFAP58-DT,FLVCR2,WDR60,CANT1,LYL1,ABHD13,MYO16,KANSL1-AS1,RBM10,AC017083.2,TBCE
23675,MAML1,AC073957.2,DPP10,KRT73,CD86,AC078802.1,RBM20,OGN,TP53BP2,ZNF714,EHMT2,MINDY2,SDK1,MORF4L1,DICER1,PHF20L1,FPGT
23676,CD33,AC020978.5,PLS3,AC009065.4,MINDY4,AP001318.2,TDRD1,SPA17,FBLN2,MTIF2,ING1,FBXO33,UNCX,AMMECR1,PFKFB3,NPRL2,USP38
23677,AC005229.4,LINC01841,ARHGEF28,CAPS2,AL137786.1,EFHB,OLFML2B,RUVBL1,ARL8B,TTC31,CYP4V2,NFRKB,LRG1,CDHR3,TRAPPC6A,SOAT1,SAE1
23678,AZIN2,TMPRSS13,SORCS3,CCR10,LINC00504,GPR22,AL391988.1,TRIM52-AS1,PPP1R8,SMARCA4,DDX31,LDB1,TMPRSS3,SF3B2,MAU2,ANKMY2,TPT1-AS1
23679,SPATA24,AC009226.1,LINC02709,FOXO3B,AC110611.1,DLX2,AL592430.1,MFSD14A,PIGG,SLC9A8,ADAMTS6,LINC01003,LYSMD1,KCTD20,NSUN2,MIGA1,HIST1H2AE
23680,DCLRE1B,TLDC2,FGF22,AGAP9,RXFP1,AC018926.2,AL109910.2,C1orf159,TTC17,PAOX,UBA1,MON2,AL121928.1,NAALADL1,ELAC2,PIP4K2B,BUD31
23681,CSRNP2,GNAS-AS1,AC004528.2,AC098818.2,AL450384.2,AL732314.6,LINC00867,ZMAT1,GATAD2A,ROGDI,CMSS1,ZNF641,MIR210HG,ZCCHC3,ENDOD1,AC147067.1,UAP1L1
23682,NFYB,AC083843.3,LINC02285,AFF2,AC026785.2,MIR194-2HG,PKLR,C7orf31,MED7,FAM91A1,MTHFD1L,ATPAF2,AL021707.2,VPS13A,RGL2,SLFN12,IRAK2
23683,ATXN7,DISP3,ZNF774,AC005082.1,SEMA4G,IL10,AC005532.1,CHAF1B,AGO3,TRAV35,DMTN,TMEM245,AC092445.1,STAMBP,TLK2,GATAD2A,KBTBD4
23684,TSPYL4,Z99774.1,SPATA32,AL135999.1,AC008549.2,CAMSAP3,LINC00707,DEPTOR,PXYLP1,TRAV2,BSDC1,GGT7,TBXA2R,VRK1,SENP5,IDE,CA2
23685,GPRC5D-AS1,ZFAT-AS1,AC090510.1,HIST1H2BG,AC021739.4,AP002812.5,CCDC151,MMD,DZIP3,RENBP,LY96,ORC4,TCAF2C,SLC4A7,CANT1,GFM1,DUS2
23686,RSKR,AC004706.1,CCDC13,PIANP,B4GALNT4,DMC1,AL731559.1,FANCG,TMED5,INSIG2,SLC39A8,MCRIP2,LINC01644,FBH1,FRMD8,MAGT1,SLC66A3
23687,P2RY14,RAB36,DPYSL3,AL133467.1,AC023424.3,AL132639.3,AP000471.1,POU4F1,LINC01128,UTP4,PRPF39,RNFT1,FOXD2-AS1,NAB1,CDK10,QSOX1,PHKB
23688,ZNF704,DSG2,CCDC9B,AC114811.2,C6orf201,AC008750.1,AC104472.4,TRIM16L,NECAP1,DOHH,LZTS2,MOB1B,AL512306.2,PHC1,YIPF4,MANBAL,IGF2BP2
23689,AL034550.1,AL354977.2,LYNX1,BAALC-AS2,LINGO2,PROS1,RET,AC009126.1,CCM2,LDLR,MKNK1,MIATNB,AC072022.2,WDR46,GAS7,UTP11,BTBD11
23690,GLIPR1L2,AL109615.4,TRBV5-3,LINC00189,SH3RF2,SMAD5-AS1,AC007292.2,CCDC15,GTPBP1,ACER3,LARP1B,JOSD1,OVGP1,DNAJA3,PHF3,MFSD5,TRH
23691,GRAPL,ZSCAN23,RGMA,AC011246.1,AC114811.2,AC008750.2,TMEM72,USP42,FAM13B,HIRIP3,TTN-AS1,THOC6,TLR4,UBTF,POLR2D,PRR12,SULT1A1
23692,ALG1L2,AL158206.1,ABCC2,AC011379.2,BAALC-AS2,AC087501.4,ACER1,PLBD2,DDX19A,UBXN11,LIMK2,SLC2A11,AL121985.1,UFC1,FEZ2,SLC17A5,SPATA5
23693,AC092120.3,AC027601.2,AC010336.5,LEAP2,CDHR2,AL139288.1,CP,WIPI1,TRIM44,GPATCH2L,BCL2L11,ANKRD52,TMEM132E,GCFC2,CCNC,ARHGAP33,TOP2B
23694,LINC01422,GPR3,AC064836.3,AC090948.2,IGHV5-51,PNLDC1,PRODH,AL139274.2,CFP,NAA35,MRPL35,CHMP4B,TMEM246,UBR1,SEC22C,CPNE3,GATD1
23695,KLHL35,LINC02062,AC010422.4,PPP2R3A,AL138820.1,ARHGEF28,AC091965.4,METAP1,R3HDM1,PLEKHG4,GMPPB,REEP3,FAM20C,SGTA,ASCC2,TTYH2,MRPS18A
23696,AC234917.3,SLC6A9,KLHDC9,CXADR,AC146944.4,AC124045.1,AGAP6,TP53INP2,SERPINH1,GLCE,DCAKD,EHD4,FAM83F,SLC35D2,NUDT2,RNF123,TMEM150A
23697,ST3GAL5-AS1,LINC02055,EBF1,TTC34,TRIM9,FAM227A,CCDC170,EPB41L4A,RNF165,CMSS1,ZNHIT6,DDX60,RFPL2,RFC5,FCHSD1,FBXO30,CC2D1B
23698,ZNF391,RARRES2,AC006441.1,DGCR11,KIAA0408,AC009133.1,IGLV5-52,CEP135,APTX,POLA2,RNF25,HPF1,AC231533.1,GHDC,CCDC59,CDKN2C,BEND5
23699,PXDN,AC091564.2,ST7-OT4,EFCC1,KIAA0895,ADAMTSL4,FLG-AS1,FKBP14,AARS2,TTC30A,RECK,CPSF3,AC004494.1,NCSTN,FGL2,AL021155.5,MAT2A
23700,AC021016.2,OR3A2,AC007314.1,CPNE5,PSD4,AC026979.4,FOLR2,MED10,PXMP2,YES1,RGMB,ICOS,AC135050.1,WDR70,WDR18,VPS53,TMEM177
23701,JARID2-AS1,FREM1,TBC1D3L,TMEM86A,ANGPTL6,AL137779.2,HDAC2-AS2,POGLUT3,XPNPEP3,DCHS1,PTK2,PRCC,AC015726.1,TMEM209,EMC8,NET1,PGM2L1
23702,ZNF285,NPTX1,ZNF695,AC132807.2,BYSL,JAG1,NIM1K,KIF18A,MRRF,NUP62,LIAS,RNF130,DDO,TXLNA,KIN,SESN2,RALGPS1
23703,DGUOK-AS1,H3F3C,AL591848.3,FSIP2,LINC00958,KCTD15,RCOR2,AL135818.2,TMEM109,HMG20B,SLC43A3,CCDC32,ROBO4,UBE2A,DCTPP1,PMM1,AC073896.2
23704,NEXN,MAPK6-DT,MCAM,C6orf201,CRYGD,TNFSF13,AC027601.6,GRIK5,ATP6V1E2,TAPT1,TP53TG1,BRPF1,ZBED8,CKS2,HPGD,FBXL14,COG3
23705,FAM182A,LINC00309,HOXB5,AC023424.3,AC069224.1,AC025423.4,AL136987.1,C17orf53,SNRK,NDUFAF6,SRP72,KRTCAP2,KIF18B,RAF1,EXT2,NEFL,TMEM138
23706,AL139246.3,AC119403.1,AC008494.3,SPTY2D1OS,SCRIB,PNMT,GRM2,MORF4L2-AS1,NMT1,CASK,CIAO3,SIN3B,YY2,GLUL,SBDS,SLC2A8,CYCS
23707,AL031772.1,PTGES3L,AP001318.2,LINC01962,PEX11G,BEND3,ARAP1-AS2,MARCH10,PAK1IP1,NDUFV3,GOLGB1,ACLY,AC243830.1,EIF6,CEBPG,IL18,FER
23708,BX322234.1,AL590560.2,NPTN-IT1,ITGA6-AS1,LCN10,ECM1,AL008721.2,LINC00544,CSTF3,NPRL3,FBRSL1,ZNF317,DNAH10,SLC35B2,ISG20L2,TNFRSF9,SLC4A1AP
23709,SNTG2,SUSD2,AC011933.2,TRAV40,TCEAL9,C3orf80,AANAT,LY86-AS1,EIF1AX,ALG1,TRAF4,RPRD2,AC106707.1,CISD1,DUSP10,STRAP,ZNF17
23710,C3orf14,IGHV3-21,DLX2,AC104389.5,SLC2A1-AS1,NRXN2,AC087289.2,ZNF462,EML3,BYSL,RPN2,MIB1,C9orf163,BNIP3,SPPL3,PTRH1,IGSF8
23711,AIM2,AL132709.8,AP000866.6,AC091180.2,HOXA7,SYP,RSF1-IT1,DLGAP1-AS2,KIAA0100,CDC34,PTPRM,PDIA3,AC092142.1,FKBP15,CERS4,MAML1,PHF14
23712,ADM2,IGHV5-78,AL139288.1,AC118469.2,PSMA8,AC092119.3,ELF3,LRRC37A,ZNF148,COX15,YIPF4,C16orf87,JAG2,KDM7A,SAFB2,AZIN1,C10orf143
23713,PPP1R26,AL603783.1,AP001496.1,AC021739.4,CDC25A,AC097662.1,TMEM158,PTPN14,ZNF276,NIPA1,CENPT,OAS3,LINC01303,KLF12,ZNF160,DEDD,SAMD9
23714,AC093227.1,PRSS16,VSIG2,AC005899.8,C8orf31,ANKRD18A,TTC36,AF131215.5,NAB1,ACAP3,GLRX3,WDR89,OPLAH,NFE2L2,GALNT2,AEN,CNBD2
23715,TRIP13,AL049712.1,AC136475.8,SEMA4G,STBD1,ZSCAN31,NOTUM,HYMAI,TRAPPC6B,TMEM69,DUS4L,FIS1,CRYGN,DCAF17,CHMP4B,FADS2,UCHL5
23716,BRWD1-AS2,AC009318.3,IL10,KIAA0408,GJC2,STON2,PLN,LHFPL6,RPF2,NXF1,CHRAC1,HLTF,AC092053.5,EIF3J-DT,CORO1A,TP53TG1,MARCH5
23717,DOK7,AC027307.3,GDF9,KCNC3,AL359636.2,OIP5,HMX3,ARHGEF17,NSUN6,SPRTN,UBAC2-AS1,ITPRIP,C8G,CLDND1,LILRB1,SMCO4,ZCRB1
23718,GTSCR1,AL450992.2,AL513320.1,CD86,AK4,ZBTB8A,AC068580.1,ARHGAP23,CSGALNACT2,PARP12,LMF1,CLEC16A,LCN12,CDK8,DPM3,CACNB1,ASB6
23719,FANK1,AL034428.1,AC117528.1,PNMA3,ST18,PTPRO,DDR2,RAB25,CHKA,DHX36,ACIN1,SUGP1,CDC25C,SLC5A3,GBA,TBC1D1,PDSS1
23720,AC093827.4,SEMA5A,OSBPL6,RGS5,SASS6,PRSS53,AL731571.1,HOXB-AS3,ZNF92,METTL5,EPS8,SLU7,TPH1,FBXL17,SMAD2,KNOP1,NADK2
23721,Z99572.1,MYLK4,SMAD5-AS1,HECW2,SH2B2,VCAN,DOCK1,PITRM1-AS1,SCFD2,CELF1,ADAT2,HIP1R,AC008734.1,ZNF316,NDRG1,CSNK2A1,SPTSSA
23722,CFAP97D2,CCL20,AC018926.2,AL138820.1,ZNF675,ZNF521,MIR924HG,RPP38-DT,ZC3H12A,USP33,GEMIN4,ZBED1,AL031846.2,ATAD2B,MIA3,AC005670.3,SYNJ2BP
23723,AL359644.1,TUSC3,PLCH1,AC055822.1,AC009950.1,ZNF763,BRSK2,AC124242.1,ZNF717,KLC1,ZNF460,KLHL8,STOML1,ASPSCR1,MPPE1,PHF8,ATG7
23724,TM7SF2,LINC01088,ATP6AP1L,AC110611.1,NIBAN3,NECTIN1,AL136984.1,UXT-AS1,C11orf58,ZNF559,TSGA10,ATP1B3,AC100861.1,LINC00426,IARS2,NMD3,FUCA1
23725,PRKCE,TPD52L1,SIGLEC15,TPO,NRG2,AC069287.2,AC015967.1,AC022506.2,E2F6,A1BG-AS1,FOXJ3,SCOC,LINC00663,MCOLN1,COX19,XPR1,AF213884.3
23726,SPICE1,UPB1,AC084876.1,TLCD2,L3MBTL4,TADA2B,LINC00470,ZBTB47,ASB16-AS1,ACYP2,SETD4,NUP42,SIAE,TSR1,PDS5A,ATP23,RHOT2
23727,MRPS31,AC008750.4,SAMD14,NMU,PIK3C2B,ALDH2,GREB1L,LINC01341,TELO2,CCDC144A,UBE2D1,DGLUCY,ELMOD2,THUMPD3,MBD1,HIRA,LLGL1
23728,LINC01136,SLC1A3,AC012150.1,AC020928.1,RLN1,ZNF781,AC124798.1,AC127526.4,PRR14,TARS2,AL590764.1,RRAS2,CERCAM,ST6GALNAC6,BRAF,GPR137B,TRIM58
23729,DNAJC18,CA8,DNAH10OS,CNTNAP1,ZNF710-AS1,SCML2,APCDD1,PDZD2,FOXJ2,AC026471.1,CDIPT,MCFD2,DDA1,MECP2,PIM3,NADK,PMAIP1
23730,TRMT10B,LINC01163,FAM227A,AP000919.2,CD300LF,EEPD1,RABGAP1L-IT1,EAF1-AS1,UBE2E2,BTBD6,KLHL24,Z99127.4,FANCC,C1orf50,IWS1,CRAMP1,ABHD13
23731,LINC02580,AC092375.2,GPR22,SHC2,DZANK1,AC093462.1,AC087521.2,TFAP2E,ATAD2,USP19,ZNF529,WASHC2C,ZC4H2,GPCPD1,TAX1BP3,ZCCHC9,POLR2B
23732,CCDC125,AC092953.2,NEK5,GDF10,RUNDC3B,IQCE,LINC02803,LINC00899,RUNX2,EIF2AK3,XPO7,TBXAS1,LIPT2,MRTFA,NINJ1,RPF1,SLC25A4
23733,ZNF579,PTGR1,FOXC1,C17orf50,RNASE3,CTBP1-AS,AC018761.2,AVIL,BMT2,ZFPL1,FOXP3,TRAPPC11,C10orf88,AFG3L2,GCLC,HNRNPH2,ATP10D
23734,VWA5A,OCM,AC004241.3,SOAT2,ZNF329,CD274,AL590226.2,LRRC46,PMS2,PRPF18,ALCAM,NOC3L,IGLV1-40,POLR1A,LINC002481,RAB32,PDGFRB
23735,SLC9B1,NLGN3,CGN,TMEM38A,ZNF81,NEDD4L,AP000866.2,PSRC1,SLF1,ZNF699,HEMK1,NEPRO,AC022182.1,TSPAN3,ACTR10,SS18L1,LINC02132
23736,DMKN,AC107068.2,NUPR2,DUSP27,SPDYA,GVQW3,AC099063.1,ALG1L,TMEM222,NUDT14,LMTK3,MRPL55,POU3F1,PSME3,AFF4,CAPZA2,ALOX12-AS1
23737,TREML2,AC069431.1,ZNF730,UTF1,MORF4L2,LRRFIP2,FRAS1,AC103858.3,GALNT12,RPP30,USP6NL,IL18R1,CTH,C1GALT1C1,IL12RB2,P2RX4,ZNF641
23738,USP11,AC009812.4,BCL2L14,SLC26A4-AS1,CCNB2,FDXR,REELD1,MYO7B,CNDP2,ZNF677,ZBTB8OS,MRGBP,LINC01597,POLR2D,MLX,UBE2H,NDUFA10
23739,ZNF225,HIST2H3PS2,AC134349.1,AL121917.1,BAD,TRAV24,EXTL3-AS1,LINC00565,LSM2,PELP1,UBAP1,ALYREF,UBTD1,GTF3C2,ZNF451,KIZ,POP4
23740,SH3D21,STRIP2,TAS2R19,TRIM9,TMEM237,ZNF611,SFRP1,EDDM13,DHX36,TOB1,YEATS4,AC013264.1,LINC01184,MRPL20-AS1,BRD8,ERCC5,TCEAL4
23741,PLXNA4,LINC01480,WDFY3,DAB1,HNRNPA1P48,ANKRD33B,AC103843.1,PLCE1,SEL1L3,RRP12,FIP1L1,PRKY,KTN1-AS1,SHPRH,RAD51C,HCFC2,KIF9-AS1
23742,INSR,XKRX,PTENP1-AS,ZNF396,MCCC2,INKA1,AC021236.1,AC012313.7,METAP1D,SLC37A3,TRAF7,RAP1GDS1,HLA-DQB1,TMEM11,RNF11,CHMP4A,CNOT8
23743,KDM7A-DT,HRH4,AP003068.1,AL450384.2,MPV17L2,POLE,AC245884.8,IL2,AGBL2,UBLCP1,LINC02762,UNG,SCAF4,LINC00662,DIAPH2,AC099343.3,CAPN5
23744,TIGD7,GPR12,GTF3C2-AS1,TAS2R30,ATP23,DLG3,AC021613.1,SCHIP1,INTS3,HTATIP2,NOC4L,DNAJA3,C9orf139,EXOC5,DYM,GPBP1L1,FBXO8
23745,BICD2,GPRIN1,AC005726.3,SH3RF2,TNRC6C,CCDC153,GTF2IRD1,ABCC11,NEK1,AREL1,LRRC47,SLC30A5,AL137802.2,FRA10AC1,BAG5,ANKRD17,RAF1
23746,ADGRF3,CCDC173,UPK3B,PARD3B,ARRDC5,AS3MT,FHDC1,RBFOX2,PARG,AF213884.3,AC025159.1,ABRAXAS1,TXNL4B,SNAPC2,CASTOR2,NUDT14,MRPL13
23747,ALOX5,EIF2S3B,IGHV2-5,AF230666.1,TRBV11-3,ACPP,LINC02246,BCL2L2,THRAP3,PITPNA,IGFLR1,TOM1L2,MADCAM1,CHCHD3,PLCD1,DDA1,TMUB2
23748,ST3GAL2,CDRT1,BX088651.4,SRSF12,AC069185.1,PRLR,PRKCG,AC121761.1,ZNHIT2,AKAP7,WDR4,FRA10AC1,NUTM2B-AS1,USP21,ICAM1,LIN37,ZDHHC2
23749,RANBP10,KCNG3,AL359198.1,AL162457.1,BAMBI,CC2D2A,AC034114.2,AC109322.1,TNFSF14,FANCG,GPR137,AIDA,BOK,C11orf1,SMC6,TIPRL,TMEM87B
23750,GALE,LINC02777,AC246787.2,ADD3-AS1,EML2-AS1,KCP,AC010487.2,AC007163.1,TSPAN31,SLC4A10,BLOC1S5,EIF2B5,SPATA7,RECQL,MRPL40,TIA1,SLC26A2
23751,NIPAL2,AC097634.1,RAB9B,CDHR2,TCHP,AL031595.3,PIWIL2,PRR4,CAT,AC008969.1,SPPL3,RPAP2,CDC42BPB,ARHGEF6,SEC22B,SLC35B2,ERMP1
23752,PTPDC1,L1CAM,AC068025.1,TGFB3,TMEM147-AS1,GATA3-AS1,AVP,SMIM2-AS1,ELF2,FANCA,NUMB,MRPS6,CDC42BPG,METTL4,MEGF9,CSNK1E,PDXP
23753,TIMP2,CUZD1,NXF3,AL603839.3,KLF12,MAK,AP003117.1,SMARCA1,SLC50A1,CDC37,LINC00957,AARS,KIAA0232,TM7SF2,TMEM256,LZIC,ZMAT3
23754,GJC2,AP001160.3,CRABP2,AC146944.4,TRAV27,LINC01686,ROR1,AC008443.1,RAB18,VCPKMT,ZNF382,VPS28,DGCR11,HSCB,SNHG16,COX5A,PACSIN2
23755,GPRC5B,NBAT1,PTPRD,AL135978.2,LOXL1-AS1,HTR1F,ZNF334,RGL2,USP14,C1orf109,ARIH2OS,KLHL2,UCN,SLAIN1,VRK1,SNX14,PSMD6-AS2
