,AML-GZMB CD8 T ,AML-GZMK CD8 T ,AML-MAIT,AML-NK,AML-Naïve CD4 T ,AML-Naïve CD8 T ,AML-T reg,Effector memory CD8 T,GZMB CD8 T ,GZMB DN T,GZMB NK,GZMK CD8 T ,GZMK NK,MAIT,Naïve CD4 T,Naïve CD8 T ,T reg
109,1.7020705,0.68972224,1.5965886,1.3020102,0.7801892,1.3860271,2.4169064,0.6660228,1.0105665,2.6603987,1.1864896,1.1281327,1.0354925,1.1623728,0.98173594,0.5375407,0.31718123
110,1.2015967,0.76551706,0.8647987,1.6425647,0.9937487,1.0203351,0.7974531,0.786635,0.4311397,0.55280936,1.3188797,0.5086867,1.1963543,1.3862374,0.7368751,0.39701414,0.40746403
111,2.6041515,1.2729433,1.3062267,1.0231665,1.2134701,0.84381795,2.2961159,0.5298473,0.83785135,2.1812332,1.046478,0.670097,2.241391,-0.03424475,0.3580092,0.3467182,0.62342536
112,0.9842977,1.1190481,1.1846613,2.7465305,1.9321668,1.0189095,0.76720303,1.2099497,2.1439438,1.3478018,2.1758368,0.28719452,0.8674532,1.663413,0.73551506,0.69748753,1.3513169
113,2.358775,0.8643328,1.100173,1.6543143,0.81712925,0.96328914,2.1199136,0.5958161,0.5882869,1.7165868,1.1551905,0.256506,1.3318932,-0.0046760864,0.044066243,0.88764334,0.75644606
114,1.0346092,0.8656298,1.1166267,1.5361308,1.1458613,0.9029925,0.7871843,0.6542206,0.77582514,0.7635567,1.4109176,0.5989849,1.1047941,1.0643203,2.4278998,0.29047164,0.9191223
115,2.1247587,1.1689283,1.202344,3.2654674,0.674865,0.8515364,0.91246957,0.77065384,0.67639554,0.8722953,1.7547147,1.5178897,1.0487992,0.36878958,0.6245612,0.5267341,0.74709296
116,0.97595644,1.0983932,2.2879794,2.6350818,0.7174838,0.7987374,0.95418316,0.54070663,0.42974028,1.0146167,1.6795806,0.55262434,0.6191839,0.082414985,0.2206608,0.29483104,0.4449767
117,0.97861063,0.8301071,1.0633872,3.1477795,0.99752843,0.8381745,2.1801367,0.4754986,0.61959046,0.26277128,1.2383828,0.2583403,4.511174,0.09940127,1.648387,0.3429951,0.50728124
118,2.496104,0.6126315,1.0335975,2.5420828,0.78441876,0.87415624,1.9043269,3.3509524,0.78515875,1.2895203,2.8040798,0.08864615,1.1340737,0.3997095,2.2873123,0.46077365,2.2055306
119,1.1832137,0.8850443,3.4756336,3.5809357,0.7992295,1.4372936,0.6517705,0.7234135,2.4753616,0.42419153,1.0925862,1.2678614,1.2843314,1.2136147,0.06447255,0.663259,0.63417685
120,1.2864192,1.444747,1.4632771,2.2585921,0.85125524,0.816527,0.6934931,1.3539088,1.3007946,0.44052207,1.7081642,0.41417584,0.48371953,0.655314,1.3543943,0.55529106,0.40549797
121,1.1577567,0.8751833,1.0556009,0.78131646,0.72926325,1.1509967,0.7211566,1.2200574,0.97887844,2.3301682,2.8674808,-0.013975227,0.83062226,0.7220342,0.42846444,0.4231321,0.54118025
122,0.9562417,1.0715411,1.5367974,1.0635109,0.84648347,1.7284036,0.8562226,0.6518811,0.8719358,0.54741514,1.9243977,1.2461013,1.181706,0.64896363,0.8392859,0.9048646,0.92198944
123,0.8581981,1.4170923,1.0740857,1.6736343,0.85400325,0.80487317,1.2925426,1.0336633,0.91900015,0.55695754,1.5548042,0.769801,2.0188873,0.5031527,0.14010486,0.41112408,1.2046342
124,0.97571117,0.82682544,2.7657857,1.697349,0.71821356,0.92329806,1.3287076,3.8887758,1.3279254,0.41013888,2.8657665,0.056637213,1.1783698,2.017883,0.3757462,0.51984155,1.0625939
125,1.4277649,0.6677485,0.8367359,1.4337969,0.8411608,0.9405789,1.5623146,0.7201946,0.46428746,0.763383,1.117228,1.6317196,2.0301063,0.9733472,0.38452867,0.47578838,0.8168948
126,1.0997103,1.130468,1.0149243,1.56313,0.7951411,1.3253171,2.0419672,1.0824487,1.7112699,0.5802767,0.9167312,-0.039963983,1.594906,4.278743,0.79495525,0.50917876,0.68817204
