,AML-GZMB CD8 T ,AML-GZMK CD8 T ,AML-MAIT,AML-NK,AML-Naïve CD4 T ,AML-Naïve CD8 T ,AML-T reg,Effector memory CD8 T,GZMB CD8 T ,GZMB DN T,GZMB NK,GZMK CD8 T ,GZMK NK,MAIT,Naïve CD4 T,Naïve CD8 T ,T reg
12,1.9576412059366228e-49,1.2430344229568162e-36,5.038401401002004e-33,5.020022765202023e-65,4.730681686167488e-49,1.5603142557483073e-34,9.157200488812317e-30,3.5401235232473514e-13,1.6263703206161534e-43,2.0357629923046406e-30,3.1243036162843422e-232,4.6909576061813225e-18,6.52103781909541e-48,1.334014243968479e-06,1.6569503717291635e-104,3.1698684362479235e-68,1.4991207983252533e-35
13,9.146847704718547e-45,1.5364535784668396e-36,3.2842323769638155e-27,9.792402778946146e-62,8.544065540708968e-48,2.268645346760389e-34,1.2504764253038509e-29,6.708719428841583e-13,4.566528290940058e-42,3.832906965690943e-30,7.141669053110144e-230,1.50414703332717e-17,1.2194771604284473e-45,1.8574176672922933e-06,1.1111252385097898e-90,2.4385289554868526e-65,4.510058596525874e-35
14,1.825704926900346e-43,4.081089269615368e-36,7.433221482859214e-27,2.992119686959928e-61,1.298369425899667e-46,3.6431255295568367e-32,4.0094551338616293e-29,1.0940131929560422e-12,4.850072950858132e-40,1.0732241281046105e-29,3.639372689156639e-228,4.452194659908363e-14,1.8860074848323853e-43,2.2123027154519177e-06,4.767910657841651e-86,3.964195547453042e-62,1.6136564262978927e-32
15,4.466853246004807e-42,1.9591612482194692e-35,8.310835206578091e-26,7.460003003742857e-58,2.5720165727268793e-45,5.490081983602682e-32,3.530521003036705e-27,3.3803355027820083e-12,7.208930961727747e-36,8.990566877248232e-29,2.8027419957502276e-217,8.653880121931228e-14,8.314666787693733e-42,0.00026777979250931696,1.276936341219227e-76,2.5192259969097416e-56,3.1976652661645674e-32
16,5.662925351476884e-41,1.1076607917756406e-31,6.170016448032482e-24,7.460003003742857e-58,6.15362273727845e-45,2.2548093873540662e-31,1.842357884406129e-25,3.3803355027820083e-12,3.757182665252214e-35,4.731784327129454e-26,1.1047112488433669e-209,1.5326391770589944e-13,5.6092866505412766e-40,0.00031041496631624486,1.0828371336554953e-67,6.614135427461906e-56,6.178700313186327e-31
17,1.6311488309302835e-40,9.886959729569511e-29,2.7380991158648554e-22,7.496365622900627e-58,7.660693201063554e-45,1.5617751784054825e-30,1.2475339967606756e-24,3.471478419231339e-11,7.69761248557681e-33,5.843065672876975e-26,7.014937659018961e-209,1.962327569353526e-13,3.1849552294883267e-38,0.000663406311596818,3.780423089022035e-66,4.582505331031579e-55,2.2985008748822573e-27
18,3.285247801989297e-39,9.886959729569511e-29,2.7380991158648554e-22,1.0350278093937125e-56,4.763772241163541e-44,2.623335910491422e-29,6.85426295070475e-24,4.870652281523774e-10,1.9923334197749595e-30,1.9811905059881247e-25,4.1017854339584644e-198,2.7537509341855627e-13,3.939193601631209e-38,0.0007395665657609902,6.549206127292849e-64,7.43884336747936e-51,1.1247454348880571e-25
19,3.435067521589642e-37,4.166105456302887e-28,3.951976165535653e-21,6.986497020554555e-53,8.839726535831112e-41,1.1855647480558164e-28,1.8663331180251937e-23,5.969522294810335e-10,2.2554269340535853e-29,1.577497279024363e-23,1.8735476926788603e-175,8.994391589986245e-13,1.527753686388004e-36,0.0007634289001909384,7.574237294573425e-60,3.516748965915357e-50,1.1247454348880571e-25
20,2.668991080280177e-34,5.173980947999936e-28,2.8945533021307845e-20,1.175988330046808e-51,2.340153136329032e-40,4.839389054537288e-28,2.189947712738491e-23,2.1894336943340687e-09,1.181561436445168e-28,3.618524606623333e-23,5.265150420198754e-174,6.549710367007698e-12,2.3798451399640456e-31,0.0012288155463271036,1.2220100372223213e-57,1.0752622263919695e-49,1.4712413588800127e-25
21,4.483519083211843e-34,1.2364823052875388e-24,7.153013425582592e-20,6.542861292046082e-51,1.2889138205537298e-37,7.361842551816306e-28,2.743001676513552e-23,2.2985360638938763e-09,8.351262442495991e-28,1.6353926471889052e-21,1.1080149637166215e-161,4.977381035518658e-11,1.862707542534808e-29,0.0012537339376962697,3.8483674705908055e-57,2.6863908033949122e-48,1.0781583058966371e-24
22,1.4232143604603535e-33,1.0051576678696071e-23,2.8026935397918767e-19,7.67574526680261e-50,4.559573828863586e-36,1.4146563227905876e-27,8.724632922840218e-23,7.859801315421904e-09,1.3599959622009052e-26,6.8912758333147e-21,8.14127135582567e-151,1.0135266690247242e-10,1.8849554272601462e-29,0.003364965789573296,2.74383116899207e-56,3.8217028261728515e-48,6.974685237297816e-22
23,4.743872469886506e-31,4.811045629288189e-22,3.708970872091858e-19,8.82557007567105e-48,2.3478408518827736e-35,3.1051294019829618e-27,8.724632922840218e-23,8.104421939270912e-09,5.788613228356044e-26,1.0471245203458529e-20,1.4960693051828818e-146,1.2214305905753188e-10,6.899479704167622e-28,0.0036134656672823723,1.2170293553696302e-37,3.786282135375258e-46,1.5267382027879462e-21
24,1.1824591333281859e-30,7.983039528876204e-21,9.75184039655849e-19,1.7624400663922284e-45,2.545153551618622e-35,3.2083226491639633e-27,6.768711979567306e-22,3.731770165174891e-08,5.869148125217458e-25,4.5509648803237006e-17,6.966116929416943e-142,3.236038096198166e-10,7.833075467977455e-28,0.003815255094999387,1.2186961839612326e-36,1.6077252575657636e-45,1.8344450455454307e-20
25,4.701038865013845e-29,1.7627915658644238e-20,1.0268924283734424e-17,2.8271306786808702e-43,8.29205627936269e-34,3.583592891136009e-27,7.1862630650657625e-22,1.0921315213023699e-07,1.4472369027942347e-24,4.6083522866840044e-17,3.9939940337995e-138,2.840197207304194e-09,2.5877163093654863e-25,0.004655444871329323,7.475006059391155e-36,2.2438904464011867e-43,2.860104473057837e-20
26,2.057108395045984e-28,6.945375123451297e-20,1.3967900573199144e-17,1.614310340005758e-39,5.1666960259085185e-33,4.62184677313264e-27,1.2949518839518061e-21,1.328201529821057e-07,2.4987561117254877e-23,4.577359824946658e-15,8.793377064378426e-137,3.859971232340503e-09,6.43029720090277e-25,0.007530255981513454,8.106838867589927e-36,3.228803860387962e-41,2.874015276707881e-19
27,3.2273100956557113e-28,2.7654070781430957e-19,2.0133264666804383e-17,2.3372506495036287e-39,2.8802360560973307e-32,4.656010604898417e-27,2.2514870228094745e-21,1.60156151917569e-07,1.0661177521071419e-21,1.697000119215802e-14,1.137506632844325e-136,7.19469807060832e-09,8.768533492551408e-25,0.008154662872827715,9.477775406674999e-34,1.6670140151178967e-37,1.4121564024744037e-18
28,1.0477802116140228e-27,1.5121491916557888e-17,3.2045624130911426e-17,1.427727464851942e-38,7.579636623990379e-32,5.837347165155245e-26,3.6916520940637273e-20,1.9669784864788635e-07,6.7126742800382416e-21,6.420981182735356e-14,1.1215186772642533e-125,2.1120519083790213e-08,2.7765147779445883e-24,0.008494200362209811,1.3944315413323884e-33,1.6688357021324785e-35,2.2718365004854454e-17
29,3.505426694911683e-27,6.221790407344717e-17,5.823921438046312e-17,2.3007690490147152e-38,1.1685037526463334e-31,1.0761769443825489e-25,4.823742243991072e-20,3.3746134104462217e-07,6.7126742800382416e-21,8.435283403900616e-14,2.069061216423452e-124,2.150747493111308e-08,3.1656025474223956e-24,0.009643150710000591,4.962200758834875e-32,4.2706581862904903e-35,4.492623140705777e-17
30,3.7672101936855e-27,1.17313253840347e-16,9.590532002912788e-17,4.974714011155193e-38,1.1701725906428475e-30,5.548477873264208e-25,9.315477599335495e-20,3.4636779389128696e-07,3.691582208300373e-20,1.4979695256180336e-13,6.323498935083831e-122,2.560527340840629e-08,4.739118466140008e-22,0.016533716121396255,2.129780062547062e-31,6.201645462484055e-35,6.202633986447879e-17
31,3.8611358887250734e-27,2.244900515810909e-16,1.4683803817285853e-16,1.6491338703951635e-37,3.0921432850892186e-29,1.4654860787511661e-24,9.66915084267739e-20,6.063495293386327e-07,2.1057157024259386e-19,5.180190170555276e-13,1.0645103036587474e-111,3.6349512685997685e-08,6.246185158398159e-22,0.016874051065319744,3.0608867923012222e-30,2.353273985374176e-33,6.116591473943682e-16
32,3.693168018535809e-26,6.701909733661387e-16,1.8866223087277124e-15,1.8763760958851866e-37,3.8570102984006557e-29,2.162859228739152e-23,1.0086809093991312e-19,6.628836442420612e-07,1.7352448509600344e-18,7.56372621257091e-12,6.789691293087851e-108,6.431079922581117e-08,1.498678855505031e-20,0.03590766234233636,4.569531831998544e-30,1.5278223798094819e-30,7.029591191332799e-16
33,2.4175303699075976e-25,8.932902380758325e-16,2.471914495241533e-15,2.620674033681519e-36,7.017751894581245e-29,1.0026428201074906e-22,1.4295598975998972e-19,1.3936674757833225e-06,1.7821205662378036e-18,9.723187257721537e-12,3.3549481326618033e-103,6.984003582916687e-08,2.032314309094085e-20,0.054058230124737545,6.687592533004017e-29,2.0247658000524737e-30,3.4236486497084853e-15
34,2.671891119934151e-25,1.74089342739233e-15,4.818736937241531e-15,1.5810157668028242e-34,1.9681500422510363e-28,2.855965692480555e-22,2.2281534895953486e-19,2.1041153869591344e-06,3.4951001506900305e-18,2.155820149832978e-11,1.0682419482037837e-101,6.559920155116748e-07,3.638510440091834e-20,0.0640892851576619,3.683757584944875e-28,5.589045778083152e-30,4.05107271074714e-15
35,3.627720957185711e-25,6.722446278894907e-15,5.363043009179268e-15,2.764882430181827e-32,8.647613976155613e-28,2.542988381580789e-21,2.924001048759426e-19,2.8050952494530212e-06,4.3650234204691824e-18,6.882500961200842e-11,1.7981168685971505e-100,9.90938954671817e-07,4.6040696981685943e-20,0.1192948572114848,2.4081366353854754e-25,1.2630383161822998e-29,1.006369024341406e-14
36,2.122543065178488e-24,8.248430934778338e-15,6.389402050604204e-15,2.5490434144932533e-31,9.120858181048674e-28,3.73749960118757e-21,3.844416053464258e-19,3.3284418259346773e-06,9.131437106591347e-18,8.050763656489406e-11,2.341709274145833e-98,1.2229662212029761e-06,7.132548462699682e-20,0.1824457306918182,2.515721254740086e-25,3.65788260658544e-28,1.006369024341406e-14
37,4.70646616671785e-24,1.2987765065534277e-14,8.311723204334417e-15,2.9666062880203785e-31,2.6352105201607195e-27,5.597680915075748e-21,8.804418141533215e-19,5.8366733647036895e-06,9.262066407521805e-18,1.1381668424677452e-10,3.2613010904951684e-96,1.3458943586719387e-06,4.296861843373959e-19,0.21169857107430184,2.6064421627010584e-25,3.7024327996246408e-28,5.005135833664226e-14
38,4.9913082907001584e-24,4.491799237885999e-14,8.43175712906796e-15,1.0571319540958107e-30,2.8025951763130418e-27,3.2614097206028326e-20,1.3794014490135895e-18,5.942156006001097e-06,6.174542822577776e-17,1.555735053721087e-10,2.234696489552031e-92,1.3473958984427225e-06,4.612970519233425e-19,0.2433114580066115,7.998170809597182e-25,6.282165781264651e-28,4.734696208394505e-13
39,1.395246759407885e-23,8.891693936304061e-14,1.1546396754526942e-14,8.263311841950169e-30,8.062012752837031e-27,5.381433871646429e-20,2.2717686347143516e-18,7.989783368412062e-06,6.75620183240811e-17,5.736685813399874e-10,2.7934929649133965e-91,4.288628504856066e-06,5.532842892645822e-19,0.2561037735552474,5.4801596407196985e-24,1.8753911670779354e-25,4.860806138833503e-13
40,1.994726888544066e-23,1.1500125973967246e-13,1.4937526662476806e-14,1.2671988857611022e-29,1.373929930831236e-26,9.312683289652444e-20,3.2200687603236984e-18,9.336032515059406e-06,1.5274559768857623e-16,2.422379851098707e-09,5.565816792975472e-89,9.121599757963303e-06,8.014367693954181e-19,0.26240311144798634,1.0649319981722975e-22,3.8072724991683095e-25,1.1175957066154958e-11
41,2.8493551835673907e-23,1.907922439968973e-13,1.6646138531217528e-14,2.0966638289789208e-29,3.1746902343457294e-25,1.461223523195532e-19,1.7272840047164593e-17,9.336032515059406e-06,2.8923447573261507e-16,3.2238399042336356e-09,9.563766401466395e-89,0.00015959139067523337,3.1371624976476657e-18,0.26812481963947715,7.115518624174001e-22,7.820411994736622e-25,1.1175957066154958e-11
42,1.0372401096857656e-21,4.949367312581981e-13,2.337591763428129e-14,7.659859012627078e-28,4.631048745563726e-25,2.0898400262757985e-19,4.906657934459295e-17,1.0107634252989e-05,9.426911870131355e-16,3.799072263537092e-09,1.3713734346657654e-87,0.00016895855392188447,1.741017914847264e-17,0.28249744451455755,3.194541417649921e-20,1.1351324588014527e-24,1.5732628690622828e-11
43,1.7805034486965226e-21,6.44302544364943e-13,3.403274147293555e-14,1.1990826204054471e-27,1.544551026628175e-24,5.318821413303309e-19,7.13294223606565e-17,1.4116308022966942e-05,3.0865008754665724e-15,1.1507241279208283e-08,2.5773827684505588e-87,0.0002208445912173612,4.90928670984765e-17,0.33323376782873126,4.521431931530627e-20,8.925239754863478e-24,2.554835813121298e-11
44,2.9262649229872233e-21,7.674002697512736e-13,1.4092362666367692e-13,1.362913065281702e-27,7.8600806528161e-24,6.739520893855968e-19,2.258699798241277e-16,1.9461257468532492e-05,6.123677699965892e-15,5.108991479740972e-08,4.641489470499068e-87,0.00022931086973084085,5.415972360392107e-16,0.3589783928203959,1.1001564339413938e-19,4.170519556231487e-23,4.375510907079503e-11
45,4.4630188220577845e-21,9.180829230890911e-13,1.8754000095813107e-13,2.4124859135767102e-27,7.110337562190258e-23,1.2781254186897446e-18,5.769276341586143e-16,3.254509656654772e-05,1.0646942750854463e-14,5.639692759575143e-08,3.0207230023020865e-83,0.00032783915973828246,5.513197042049774e-16,0.3644544083857074,1.4768782276913733e-19,8.094129359305605e-23,7.813074756945414e-11
