Cell_Type_Sample,ASCL2_(+),ATF3_(+),ATF4_(+),BACH1_(+),BACH2_(+),BATF3_(+),BCL6_(+),BHLHE41_(+),BRCA1_(+),CBFB_(+),CEBPG_(+),CTCF_(+),CUX2_(+),E2F1_(+),E2F2_(+),E2F4_(+),E2F6_(+),EBF1_(+),EGR2_(+),EOMES_(+),ERG_(+),ESRRG_(+),ETS1_(+),ETV4_(+),FOSB_(+),FOXO4_(+),GATA1_(+),GATA2_(+),GATA5_(+),GRHPR_(+),HMX3_(+),HOXA10_(+),HOXA11_(+),HOXA13_(+),HOXA2_(+),HOXA5_(+),HOXA7_(+),HOXA9_(+),HOXB5_(+),HOXB6_(+),HOXB9_(+),HOXC10_(+),IKZF2_(+),IRF4_(+),IRF5_(+),IRF8_(+),JUNB_(+),KLF10_(+),KLF2_(+),KLF9_(+),LBX1_(+),LEF1_(+),LHX6_(+),LHX9_(+),MAFB_(+),MAFF_(+),MAFG_(+),MAF_(+),MAZ_(+),MTF1_(+),MXI1_(+),MYC_(+),MYF6_(+),NFE2L2_(+),NFIB_(+),NR1H3_(+),OLIG2_(+),PAX5_(+),PLAGL2_(+),POLE3_(+),POU2AF1_(+),PPARGC1A_(+),PPARG_(+),RORC_(+),RUNX1_(+),RXRA_(+),SALL2_(+),SHOX2_(+),SMAD3_(+),SOX5_(+),SPIC_(+),SREBF1_(+),STAT1_(+),STAT4_(+),STAT5B_(+),TAL1_(+),TBX19_(+),TBX21_(+),TCF4_(+),TCF7L2_(+),TCF7_(+),TEAD4_(+),TFCP2L1_(+),TP73_(+),UNCX_(+),XBP1_(+),ZNF354B_(+),ZNF467_(+),ZNF831_(+)
AML4000-M2-MLLr,-0.2395268524715233,0.5753557651091166,0.32067851172449124,0.05477413233924735,0.00926281163689021,-0.25622223085978063,-0.2790436315465694,-0.19951994095224931,0.006175994080919411,-0.24468186747073029,0.21181977470297256,0.07326947252036935,-0.16002876430668264,0.10267912062963061,0.06666861530505842,-0.1894791654138134,-0.03003376085461368,-0.27356055440786753,1.060008631855664,-0.361835077235234,0.7676588771651196,-0.20294751725303448,-0.3111131610983194,-0.04725484754369005,0.5520899250244512,0.5455099655038169,-0.12190663300122749,-0.03002364253499128,0.6071703418125071,0.7494772236382249,-0.19668550897328713,-0.2794265623567226,-0.44417560803764217,-0.016444926084404232,0.3421087979881695,-0.42916358478434335,-0.46743429914139384,-0.3362761738066875,-0.1343730790465685,-0.028275293591940646,-0.15434648262782974,-0.228264818553783,0.6639636428234651,-0.17432763921037617,-0.2895596970535072,-0.26293864285941854,0.6668651564154887,-0.5678716076694336,0.6684043373327611,0.1787777308631253,0.054307568578199794,-0.1515277964105629,0.22085605867741362,0.19181899415500123,0.018891436358085444,0.900747333556686,1.9655712556630118,0.17293994647451716,0.20924085652733124,-0.36897552233918957,0.458190343759375,0.16715028476793775,0.9233317727957219,0.24268048495456526,0.046726748045432864,0.40986776194603725,-0.11461712837351144,-0.09536738747750663,-0.2547502242309593,-0.050216493643617285,-0.30984030209992963,-0.39371632994302364,0.3221568523787052,-0.3295685550466995,1.0308420489581158,-0.23615690579820603,-0.12477261397729478,-0.06507910867812625,-0.37436507605716346,-0.0701174718158664,-0.7511368228166025,-0.010028980482637912,0.1543212077293227,-0.2578417861053365,0.1362127973266572,0.20997309280005508,-0.09332041627445974,-0.3855420612674228,-0.33728148561025656,0.2807028215948256,-0.25788235305075907,0.2104774191015651,0.39447762344993204,-0.1580743595331423,0.13344125584433206,0.3112460202030208,-0.00759590581620138,-0.3233877653170184,-0.25866517438481323
AML4010-FLT3/ITD,-0.5477836231148153,-0.4194030387010172,-0.22733285632157293,-0.34418273049382836,0.4445517257912664,-0.2679683495578271,-0.3332734266042776,-0.299815622625497,0.1702723379225021,-0.08083613649382995,0.1978852645002248,0.42957401927178784,0.19889037669534437,-0.16017650550931453,0.06932631973287595,0.03541691634606537,0.1028212846040147,-0.308780254441161,0.40106012544021313,-0.8574970975133847,-0.7403526982671432,-0.08010569255956031,-0.5554736500988179,0.2653452800971245,0.04469757537872855,0.2704268753615589,0.19450318810988212,-0.33999310201852684,0.4622921425534406,-0.47014742580853763,-0.3122894253259291,1.4136553577934245,2.0493361443551263,1.4016459120397855,2.5157422692432383,2.1191661822616967,2.6749651019746383,1.9296338119315186,0.41484617485375935,1.963420661183223,0.47906424174653445,-0.2386382643645183,-0.4877858431243937,-0.7519571344334232,-0.9606315311124158,-0.983726986550496,-0.3299647873567087,-0.6425674347529723,-0.4759801532521024,0.1776584775814833,-0.23928459450784273,-0.043876760254999925,-0.26818737551265015,0.33120637445567025,-0.4954075420744563,0.32402506416958315,-0.24364553165250802,-0.2985476412558388,-0.2101912359695302,-0.5552642140386076,0.19990157228695737,-0.06688809319791963,-0.2612091348835059,-0.21080094277990857,-0.030695430334979863,-0.5332376504393336,0.2057502368046214,-0.2125035093384576,-0.29211426165331533,0.19500492476728787,-0.2731573609352832,-0.6528966970138935,0.3611965201649499,-0.5933108623361014,0.213687020424761,-0.43572147771268477,-0.1272740084689701,-0.14598166549341296,-0.2271619889746662,0.04698637292075307,-0.6532842239427499,0.39172681761842193,-0.7121273345590416,-0.41442737356527604,0.5559894531693305,0.11295314100651203,-0.04194306128255682,-0.4929942853370934,-0.45947698103820084,-0.7155286613788311,-0.2767227304894239,0.10429591367215076,0.5011155191463489,0.15171411768862367,0.351567176414487,-0.14425755445017635,0.5119078563813806,-0.5443419976040914,-0.7256578540676077
AML4035-M6-MYB/GATA1,-1.4627930338058417,-0.9877070959893818,-0.492853407967017,-0.4688423546250354,-0.30158713733949005,-0.2667189046443609,-0.533104339205885,-0.20261678397404811,0.6780383896132078,-0.29535101526734897,-0.8412377059661362,0.037588279107119905,-0.0017747887822817511,0.45107127683426457,0.19948375053949235,1.4242429744221805,-0.19903784389033477,-0.8172855290235492,0.4562131478408884,-0.8062578464154528,-0.20599981703933842,4.227536765932942,-0.8643227441960529,0.3655245686312084,-0.6775560226127127,-0.5624536615989119,3.86184211145989,1.7823529432358103,1.1774645060611026,-0.7359434483846059,-0.3861636893002481,-1.0246810802424526,-0.600185276757871,0.5219725227071186,-0.19021851363304773,-0.805558456422371,-0.5885601918465471,-0.8676469234479882,-0.0541664139906205,-1.2032091547456143,-0.5461519652330125,-0.2891400184286802,-0.5812071230498735,-1.161439754098897,-1.7068969531385116,-1.3091730619381001,-0.6264108797247445,-1.0961642021766975,-1.2720088275130599,-0.4921828811884648,-0.46405582539014306,-0.19874275296876429,0.1294372202077564,-0.761753237409147,-0.9208378062673224,-0.5242839489892014,-0.36453053902139004,-0.5095464400206706,0.4904248451580273,-0.703792286817488,0.6517480810468809,1.7939915126905526,-0.27809950574849707,-0.6377759958232287,-0.05824192579007045,-0.8059621910744794,0.031227805123507976,-0.8475829143919752,-0.34057556061150246,0.8892899473548107,-0.07724010484619005,-0.7698756894606675,-0.8660576673015419,-0.2610954675216988,-1.1416009624030239,-0.952029863258893,-0.16835795539687234,-0.22357469341021335,-1.1764257658853572,-0.24889861125462567,-0.5820097301948963,-0.04347318997633787,0.7284353819551025,-0.8162322170598071,1.8025393753939425,3.2436482835411016,-0.18224099606872765,-0.725177525989004,-0.38192163896922987,-1.2140738794029895,-0.2703705841922624,-0.4655659118853309,-0.9282197870970125,-0.4195350328288306,-1.1373650146588614,-0.36550771845527186,-0.10760384166132772,-0.8486130666633781,-0.8202387156423063
AML4048-M5-MLLr,0.07866477807602941,-0.40311068210097567,-1.2243255068300496,0.1098933012270962,0.002557513557215239,-0.0266862895949026,0.35652758717361194,-0.407116860401729,-0.18344720467727874,0.1881482404323666,1.2700418072551587,0.1685607237290074,0.16824963575605162,-0.35876229216948724,0.06901316299912949,-0.7346950233778354,0.15651515623233667,-0.012088028914743788,-0.08568292977146147,0.15629278617029776,-0.5616904556470476,0.0095186122679301,0.28546916551450446,-0.13934033131288695,-0.7552132645529015,-0.10253241242013422,-0.03295848488615545,-1.027309184721547,0.05884920698983663,-0.7014732031976896,-0.13332709906734352,0.5802098552292979,1.2500970140573582,-0.24336302075800206,-0.04370569663433139,0.9579319632700245,0.338190926759862,0.059124531038822405,0.14379538350927373,-0.20509701415338774,0.5543353080673549,0.27265487740383076,-0.3373907091422339,0.4299683825280846,0.2797667843897446,0.3519003776386471,-0.5739200173187441,-0.08831248937480556,-0.15034735770034804,0.5902274490878625,0.471009091678561,-0.05648435657599037,-0.596234158045006,1.0201879402526284,0.2934283334613636,-0.5421241473822486,-0.17120249366899484,-0.07508290393490086,-0.7834927162474804,0.501891165946992,-0.7179054962417031,-1.2921963718897425,-0.1736496796634671,0.006458674069069125,0.011789610730309352,-0.6781485264003253,4.540816905123017,0.650074209516703,0.42763885523747786,0.07910411767260069,-0.2215311741428731,0.00827493442992787,0.3005555171113966,0.14889029167010753,-0.46435207359369696,0.39120861176253086,-0.23566729640479336,0.2691469498637105,0.6663085722152775,-0.04247978672733454,0.1571750436855791,-0.17509692668986634,0.13482578535557585,0.21871487756310565,-0.055408633192120964,-0.22315571398043674,0.1266592609055332,0.2042616070439052,-0.1810452692482914,0.3018581024925534,-0.14621439194608263,-0.3344960899093941,0.12258011655301224,0.22215230607452022,0.23536726218267506,-1.065752725677538,1.4819920512386595,0.031868418807962345,0.29256024203576614
AML4062-CBFB/MYH11,-0.6125924266749478,0.5652906668597741,0.3334662597551428,0.9685741581143704,-0.2798339450167627,0.06198703921416746,0.82365374350323,-0.005063632956676795,0.0016340438062557006,-0.4004474363050929,0.184216430640778,-0.5286229856055786,0.05309427119012275,-0.024048899213508484,-0.035943685617268704,-0.24327573398790744,-0.026290124893747407,-0.10659929574630758,-0.23120961723865718,0.11507470761424558,-0.10134784877062974,-0.16217100198698714,0.0779214808103405,-0.1474996111696269,0.4348369513945896,0.4928302024394775,-0.23582061867317508,0.0034468457521650534,0.11259083853672032,0.053634006539726435,-0.29258891658058267,-0.5635600212746474,-0.5832038587714301,-0.29110023295736426,-0.15770482609259803,-0.4819829448498178,-0.5704750198252673,-0.7421822440355068,-0.20437351691905645,-0.6503349000060625,-0.4139460010813431,-0.24061190115314243,0.010040837339343241,0.02435079426895272,0.38355032434639974,0.5469274111757504,0.3041968758414621,-0.23963936320370274,0.7983808036332877,0.5670308469399553,-0.0835454937108169,-0.17244520283997408,-0.12904663207704337,0.4049848557179792,0.6453614708887558,0.3966802432523868,0.2069605591644858,0.45485175662387417,-0.5007558111883754,0.25583394942723575,-0.08193386030063336,-0.06992853954992856,-0.14284313255127737,0.79115583912012,0.008443159907061123,0.6292438864976424,-0.13739699451229273,-0.20043662166690948,0.32671822021536717,0.08179583219682869,-0.16732775149364346,0.5420481390209987,0.8261282585426594,0.18367694192750456,0.48084860318409905,0.43170236949633084,0.16519301232510425,-0.20918536644629546,0.10240316690864076,-0.10878161078308525,0.42766979754893936,-0.4233712246983952,0.21856401216795993,0.03605264332231259,-0.0636313137720372,-0.18440145375108222,0.9522333427453857,-0.17545392416099612,-0.25141475644043343,0.8766911051296141,-0.07890481102640434,0.513238527103816,1.234784250685417,-0.09335862667094066,-0.3401556533390788,-0.021344147977449886,-0.06559181900810751,0.7464986664386559,0.19658793414817077
AML4068-M5b-FLT3/TKD,0.11592617111304418,0.4021201719731992,0.05718195899205891,0.23448540149731745,-0.346470973172819,-0.23040218444542543,-0.39894429410729504,-0.2235542185106143,-0.005564514298613851,-0.2958101993806404,-0.6094468376990485,-0.2624565976392602,-0.22322835747975295,0.1772763885923979,-0.19607359826803877,0.08627346821066685,0.24683349280873046,-0.04983209864058801,-0.27659861931211566,-0.06736685494081987,0.1304910502997458,-0.3284449789322994,-0.18566092841323265,-0.19699755151288542,0.09389372856756947,0.16954859846512402,-0.37748764765667575,0.07442179292054131,-0.0447172395111798,0.43971888975345497,-0.42739243301288277,1.1295999903904943,0.515636848944863,2.0322034083016343,-0.02615691821763202,1.0160368651372502,1.2236779162278018,1.2147184699614644,-0.2410484763276264,0.60317076217946,-0.34879160793139546,-0.32891681361615854,0.3204060474094407,0.00793356745123577,0.6612418088669038,0.7392017702968545,0.0255470090547969,1.5094607566100924,0.23323026800623742,0.14087277769882545,-0.19493740897890635,-0.3729305975666875,0.8552530545059981,0.04216166769380915,0.46541952161152383,-0.0677099255297651,0.4030162015730116,0.031292300299893036,0.02321375422566668,-0.2874101662584293,0.1415022526989533,0.13689276864653294,-0.253615244823269,0.09794373814584817,-0.06714458269261192,0.49109181450370465,-0.3104575649854838,-0.1933496687855304,0.1493934917399016,-0.19561720882992134,0.059892605395808186,-0.013392773334627739,0.3620961198582176,-0.1406060672485926,0.41960312068832567,0.31650417302032713,-0.2098752760914288,-0.07485851617956504,1.897223550668826,-0.21514154577854533,0.46811900185001337,-0.03937381746129774,0.3481579502748519,-0.3164944249291272,-0.403670280135987,-0.5162610825507824,-0.09865824224977748,-0.11503512628280049,0.9373455311603325,0.2929900137804782,-0.27219663447861486,0.4163730537944501,-0.06612031790295063,0.1818040728788267,2.7165199476901267,0.48786962327746464,-0.19731510673027558,-0.1315956271087323,-0.09831411787447057
AML4090-M1-Tri(8)/MLLr,-0.17195778913045706,0.743558815798233,1.2215189500371952,0.10539953577252766,0.0014496212473002791,-0.2529974580859288,-0.415359985250828,-0.38104688312943935,0.22334442049460376,-0.12574959190786675,-0.4961595757202005,-0.1347673922167477,-0.18833322300876604,0.3595234458519173,-0.023661088458903183,-0.18880480341868777,1.2819231054683358,-0.3508532606316078,1.175486569924109,-0.4461752439230136,0.09011772037500967,-0.22508230589041026,-0.5401417240759965,-0.4094755151177147,1.2222536607683965,0.1928720356784655,-0.3776225920293022,0.2251456499890652,-0.0011749426398824224,0.06093793332597582,-0.4206385076578253,0.30574406785872366,-0.031468909627608135,-0.20208331513798433,0.058948357700374536,0.2563750695031173,0.5704304433723962,0.8497821553987315,-0.2153218974821026,0.2368700223503776,-0.2497622809535026,-0.27187100586620166,-0.3216322367914821,-0.641470855967439,-0.20455673446468528,-0.32376255943667887,0.6453228443447039,-0.008220784456570526,0.11606781165479009,-0.6683126379463559,0.03246784440653689,-0.21841919186155306,-0.38716870287829075,-0.6778318537450273,-0.39750699008059814,0.7571485554328399,0.09307551705498913,-0.09270130440210608,-0.016238229852725126,-0.670763331017771,0.2957175384731013,0.5463595315722934,-0.13159893594131566,0.1283274816701677,-0.04475910540540772,0.40802179082676776,-0.2764510652429319,-0.6033527927611668,-0.2971383234348683,0.014096220396507014,-0.2907189427797715,-0.3623182785649962,-0.4985190659037794,-0.508906810352211,0.0159588055147664,-0.23429472839095242,-0.19414170997378175,-0.34865553864758436,-0.5990811567039349,-0.15816654673758143,-0.13678621936323798,-0.1618482421117203,-0.28479437246410677,-0.44927162578819124,-0.2158025133374239,-0.19765758060097727,-0.13914342143908912,-0.2865609494573986,-0.07880843050134446,-0.35040623675031524,-0.3027837359147154,0.12059679225934891,-0.22914785463897058,-0.7049403868521047,0.28516626646712245,0.696278292252171,-0.15138329962601918,-0.4508424056396929,-0.6620006064696621
AML4102-M1-RUNX1/RUNX1T1,-0.4293790644620283,-0.2353073438288164,-0.4478180500533823,-0.15998462244716413,-0.3723920366436975,-0.270692939134502,-0.5075698449185403,-0.49269464794016243,-0.06086369689727417,-0.17206120100279615,-0.6815346586325257,0.14212465898569399,-0.0912768919328943,0.06138424937336092,-0.0964610130395383,-0.3036041319854239,-0.24952140948145726,-0.012502610517955594,0.35158033845392245,-0.4224881327150323,1.1667465442799663,-0.23195155503122095,-0.4096739079678535,-0.1822421602884631,-0.3490466914245475,0.03617005959029122,-0.13416674780775759,-0.15698702271657805,0.24551220263905174,0.7202596551340559,-0.05719999567246433,-0.9470519399870277,-0.3418935578464329,0.013227688218659564,-0.16302886479652015,-0.5009354933549501,-0.5789523361524789,-0.5662981293073732,-0.32207286990581324,-0.5357415114462398,-0.1263394683228207,0.35046096090181494,1.951417262829629,-0.2318163673924944,0.03031424401892803,-0.6202498459421244,-0.040787607153245135,-0.6330359226482312,-0.22578552290846057,-0.8040640952765353,-0.41318531476158804,-0.2795428198664337,2.0631513348078103,-0.5819505870640804,-0.6975075950927666,-0.12857207294303383,-0.5322823122773873,-0.30351084596978445,-0.7981865101602896,-0.45014580730801657,-0.03186155294164051,0.21511764900217004,-0.3392054773231045,-0.7604981097551077,-0.03179907249896936,0.7680567155382578,-0.06434788586967928,0.24135558009478508,-0.2651390657642174,-0.24500218654231712,-0.10390624330658281,-0.7536496432767591,-0.6244049791030796,-0.3800638175093363,0.4427747242177312,-0.4530538315124679,-0.12106456521797715,-0.006335247121204854,-1.1148190373157076,-0.18304379509252872,-0.6643913717769707,-0.43822919025022106,1.772562450022998,-0.31725512757532615,-0.04918924011658074,-0.08039754332131288,-0.1667659452990072,-0.5016727563546283,0.3008374519719862,-0.106629153322762,-0.23829722687098395,-0.2661209924579846,-0.18170837217861135,-0.6407661443350996,0.028600097075893716,0.06075127790706135,-0.08038611989064733,-0.1889465842497889,-0.29399705884555905
AML4116-M1-NUP98/NSD1,-0.0717392988835054,-0.07886695987855663,0.049604695453448436,0.2698328353671058,-0.19479400274066572,0.14602888922766413,0.0919662310547695,-0.40846268926944557,0.05573682633552335,-0.38171315149880175,-0.2161653703375701,-0.1727508782907867,-0.22483298129021131,0.0028112748620240874,-0.20330141457372358,0.07308225247572785,-0.046152704983625566,-0.15108511223915794,-0.5240807527770233,-0.1954463554708768,-0.20149668291818615,-0.0770600619057918,-0.23002456194348145,-0.10750756036449524,0.11838811555531717,-0.200764019374518,-0.20880904202181175,0.3189576224038674,-0.3876426441513133,0.38598492998166145,-0.1550145580850148,1.0434189897536357,0.6413452689549536,0.24001622275928713,0.10510199627638324,0.8397345572625223,1.2245646317452805,1.354527723901813,-0.19692262424845397,0.9461986280326432,-0.135584645422034,-0.2527809271509197,-0.4354487960501329,-0.36972553191362223,0.41957665742229355,0.015527656042541875,-0.1846067784090263,0.033778596913368084,0.16621387996372167,-0.27063432187585074,0.008327548084408725,-0.25130764905686126,-0.31084022240738707,0.3357972785382458,0.19250787040347528,-0.3526707484239205,0.4192817569343695,-0.24963544667426332,0.3383626005274869,0.013771729365805388,0.1456080848510852,0.09350369011358228,-0.3294710064487658,0.08320181236552608,-0.033018014169753696,0.3519668413643339,-0.053601637693875034,-0.5187200525577116,-0.04568150022937319,-0.23910450904648706,-0.3003127728902741,0.5093815987477253,0.16506457936873814,-0.21862790447278962,-0.012660049359631697,0.3820955460911458,-0.01977355443853453,-0.07995441066335848,0.12190458179812684,-0.11132332367796893,0.355115812429359,0.0609115867459045,-0.19107703057581207,-0.20738293204693378,-0.13497314082077683,-0.042328985284943846,0.06512404523880858,-0.20708929074284194,-0.5797571446912748,-0.05836661637915937,-0.29087910916374987,-0.38139077337486627,0.24248852301928797,-0.03341047601707644,0.39413030850492015,0.0719546289350848,-0.12823545816264048,0.22253216950423976,-0.3279571896540476
AML4127-Tri(8),-0.31357876706604854,-0.08833571508484994,-0.08898413514585005,-0.43087564688291397,-0.10468420514793872,-0.14786369697660987,-0.2670686503661683,0.06806402994206186,0.1715103920086291,-0.13590384743514247,-0.2356612816665178,-0.10801578301072148,-0.1890187900355951,0.16828378514863332,0.0006260948782560006,0.9396081031077562,-0.1785683463477427,-0.2833224364246276,-0.3551416421460122,-0.6173831077325189,-0.1457904064524618,0.13662572259244832,-0.5804254417141139,-0.4411584370643376,-0.22352784066261294,-0.0589287191885877,0.7424453210699873,-0.3393128728994384,-0.1557012559669737,-0.15111578786277724,-0.33434323601815946,0.22160855732554874,0.05792212840315519,0.022575602523982267,0.10406784671139126,0.14729258017097463,0.21022684193491134,0.42893952713366995,1.1685368669335878,0.33238753091648887,1.0930177237906167,-0.1642024589674644,-0.5660715545702685,-0.6073331411009836,-0.4825763700558362,-0.763293693124529,-0.33808849643447075,-0.4510616116424316,-0.670609796359671,-0.7133981990602624,-0.2549997676921557,-0.24231666256612833,-0.274086788019126,-0.7795584921373453,-0.5410035868777591,-0.016140276639553672,-0.6567498857636614,-0.47839861861092875,0.2682576076601384,-0.2831778596679201,0.6029042699338317,0.05369267077353886,-0.36705745933217604,-0.2169007246866212,0.0040250782096238535,-0.24529869316657466,-0.23536575771190996,-0.514929693242174,-0.23252718056816007,0.27673341011433833,-0.11851639558604639,-0.24272648754589876,-0.6058690719665684,-0.5168611734086229,-0.5984824443281728,-0.2951387506961488,-0.11844832203990849,-0.4056771943883723,-0.7375240138926649,-0.20840617478998033,-0.22551766941412488,1.0559310224401572,-0.5542270649413672,-0.41754936589403896,-0.0950151695228154,0.6827495104706515,-0.12929448578464264,-0.3318819752529349,-0.3672004194463561,-0.7720405253535443,-0.27488375098554135,-0.2619182841198845,-0.42139567492001007,0.06569092495775947,-0.32759083541747414,-0.1775616114649887,-0.1106705059369056,-0.4580689673020631,-0.6353733182326556
AML4192-M5a-Tri(8)/MLLr,-0.20307881745552067,-0.7997787595514348,-0.44307895413055587,-0.33546798707293984,-0.4694534458718106,0.28276103919115453,-0.004645533959916526,-0.529463001439453,-0.5850982368851633,-0.3400380664581081,0.6400705175089824,-0.4886414468035212,-0.023683159272053125,-0.4871665813594033,-0.6428809658447753,0.11822969101300244,-0.05633369300588029,-0.3346351225392086,-0.38532476067983235,-0.44048433386976843,-0.8267178804656667,-0.2096941217439936,-0.34801739512987995,-0.46443751453800375,-0.8004179790632682,-0.4599251097747812,-0.1455208015916743,-0.38860568907406096,-0.3196098137365047,-0.33502096443793095,1.1737239092974707,0.12109577090669446,0.32791160986405565,-0.24374220347166578,-0.1464875805554692,0.30941162561609137,0.08359209937167386,-0.13860152863759123,0.16987801471394726,0.00848009277816758,0.4002347424751845,0.5622929833871324,-0.7040743686665746,-0.38495192882237783,-0.0859923992721623,0.10641466232085643,-0.9989233731780529,-0.44053150716768996,-0.6081511195692773,0.4509304358630607,1.1098209678128839,-0.3599544562863135,-0.5531346507470026,0.9848229723022017,0.02597035170481195,-0.8597299748084819,-0.23729570177125894,-0.37121638736350693,1.0249950797750562,0.7568174822081097,-0.7001780487165878,-0.6233265272883336,-0.31808006211292256,-0.5011721802867499,-0.060051483613029664,-0.8443179515483513,0.4835135456833951,0.04308968815529543,0.1900295399807989,-0.032495801432769984,-0.10762471906190946,0.9666518520986165,0.11686080914414844,-0.18600497329160467,-0.8523763905230322,-0.044932887087061085,-0.03254054791480464,0.7538958402464037,0.05443013010008083,-0.21453053534778782,0.06952158994169924,0.7165020666157886,-1.166842684633992,-0.30098997190867066,-0.24821159838405885,-0.520776628637188,-0.08956920955171896,-0.20175452466175353,-0.45568072338889287,-0.5187548128541439,-0.28534697285576266,-0.35194667711011973,-0.2607160344843491,0.8629007631542743,-0.28711123678923917,-1.164579399277517,-0.023716785437847113,-0.037872470586339746,-0.24642223618015074
AML4226-M2-NRAS(G12D),0.5061325873167494,0.17925516341005154,-0.3047193249373558,-0.3803223029263543,-0.13812437381569304,-0.1730387027255045,-0.2880475527940412,-0.25637641510033626,-0.00482822137566384,0.44886335645972786,-0.21825674787954744,-0.07932375770483986,-0.16535760727433854,-0.0645989228722806,-0.2934932753769893,-0.10573043692207543,-0.15599867954819083,-0.05755011608792223,-0.32780214009426994,-0.2758602927644968,0.34103177608169977,-0.06494017460336494,-0.3624520567347768,0.30332330227935755,-0.10934104000005766,-0.04920291776509133,-0.015017839258404752,-0.20898161188351122,-0.031230288818443603,-0.2684932498306823,-0.25890116913717476,0.6222068078127786,0.3223523661330472,-0.07356940339837684,0.009174557881707516,0.33416918689547886,0.4379470606220097,0.6990940160324588,0.24090035253462905,0.6020189197682058,0.3112955093784864,-0.20292105130231888,0.18459956548792,-0.2311846798398718,-0.016051539135603064,-0.31487055310878775,-0.16510343314546888,0.11743405951465113,-0.40814408798056717,-0.18064380819367293,-0.2688463990303981,-0.23562607543667585,0.2380413039903022,-0.5332828871543422,-0.3059773327015948,0.09274587969457641,-0.3424392351330715,0.07841871915412392,-0.4266526913009185,-0.3631328575119957,-0.2335389762963981,0.028489567016433202,-0.3480097996249661,-0.14160393962994322,0.13300682848695536,-0.3093547824349099,-0.21147648039281206,-0.04811724141575919,-0.27876330309710723,-0.19091901413296183,-0.2264516087948336,-0.19048966039453588,-0.5936110277415382,-0.47107470714198657,-0.3159273171614306,-0.29027868938442236,-0.11716972886425067,-0.295292044274296,0.11173073062951196,-0.181565061864224,-0.17889418828420856,-0.22382363497695834,0.3765592440963955,-0.1707408626101408,0.15527155372446919,-0.1029328748582388,-0.13813604431856055,-0.2278080507594748,0.0677528368084038,-0.20738877695585797,-0.20970196245586512,-0.3354864592143596,-0.28894114942634097,0.1673638582891123,-0.08892065964362408,0.21587492802198419,-0.029399260226596453,-0.6590552288388729,-0.3889436637164128
AML4232-M2-RUNX1/RUNX1T1,-0.10947589631267177,0.8855002359642872,0.7968428778291647,0.40502256444721424,0.40755648296064595,-0.05472273177319509,0.05007524957521596,0.5096266655539277,-0.27952652071520223,-0.33101020636232714,0.05814675632106369,0.10521805402424877,0.19643916850493726,0.0025372980831758784,0.08789889838775272,-0.009310283089643932,0.027022072229837095,-0.42931494238051265,0.9656660363521876,0.08820800624236652,0.2961641744331302,0.03157548480728422,0.1470226492881762,0.0703699302712976,1.2517335269787255,0.723248779209462,0.06773828376601063,0.48092192109603854,-0.29600143879631546,0.5481097407985305,-0.11667917443912346,-0.7460524396477698,-0.3558064531571199,-0.27294473825032295,-0.17673329041601604,-0.414043652985466,-0.5411011992835445,-0.6161747918809131,-0.04950559616487956,-0.18645165586061369,-0.12019278711327772,-0.1606680210755994,0.587214061210119,0.2575282698053591,0.5798328481234533,0.5154104395598336,1.4572525519076984,-0.14409453352403523,0.8565759581273367,0.47588734306632624,-0.1422851662070635,0.10291589103294031,0.272738120476234,0.020523121206734083,0.48957571977405867,1.4940945334292008,-0.18215322737401002,0.8472726077168901,0.24666452967503227,0.3907584290766148,0.8018258113003612,0.28736323905484473,-0.09014003286910399,0.33077216782169566,-0.021887197112717888,0.15687169023177785,-0.2587705360314075,-0.1720675865029413,-0.07373864267547771,-0.3382597772117673,-0.1359209614618816,0.15085017219561805,0.40151301330465194,-0.12413865872428104,0.22473056827089735,0.0010964283354856236,0.769048936126942,-0.1992727770305094,-0.3986345344064561,-0.1956781892024458,0.3618498901064767,0.3786452692733581,0.500101853231144,-0.21609072294383627,0.5151065548266819,0.34987078820999873,-0.08263959406925514,-0.2706554590202634,-0.1827487602184851,0.6108840175516462,-0.05349779128630829,0.1863146388593201,0.2610162710603781,-0.14771954023998643,-0.29676941752473285,0.1448553102450586,-0.10409421871540625,1.4645053543350013,0.22010151850911286
