"","normalized_mcc","f1","thresholds","Factor"
"381",NA,0.241578861167222,0,"MYO7B"
"382",NA,NA,Inf,"LIMS2"
"383",0.486450412544179,0.0134879956838414,1,"LIMS2"
"384",NA,0.241578861167222,0,"LIMS2"
"385",NA,NA,Inf,"LCT"
"386",0.49460528520869,0.0208106637649619,1,"LCT"
"387",NA,0.241578861167222,0,"LCT"
"388",NA,NA,Inf,"KYNU"
"389",0.531413357567778,0.194029850746269,1,"KYNU"
"390",NA,0.241578861167222,0,"KYNU"
"391",NA,NA,Inf,"TNFAIP6"
"392",0.492613429141646,0.0100523856718108,1,"TNFAIP6"
"393",NA,0.241578861167222,0,"TNFAIP6"
"394",NA,NA,Inf,"DPP4"
"395",0.482118645367466,0.00127028934368384,1,"DPP4"
"396",NA,0.241578861167222,0,"DPP4"
"397",NA,NA,Inf,"SCN2A"
"398",0.49116522882845,0.00363398502798168,1,"SCN2A"
"399",NA,0.241578861167222,0,"SCN2A"
"400",NA,NA,Inf,"DHRS9"
"401",0.525828173422558,0.0973587587350468,1,"DHRS9"
"402",NA,0.241578861167222,0,"DHRS9"
"403",NA,NA,Inf,"GAD1"
"404",0.502615815678384,0.0201507785528077,1,"GAD1"
"405",NA,0.241578861167222,0,"GAD1"
"406",NA,NA,Inf,"GPR155"
"407",0.51117487204251,0.0432830820770519,1,"GPR155"
"408",NA,0.241578861167222,0,"GPR155"
"409",NA,NA,Inf,"CDK15"
"410",0.576087452265261,0.105493903274421,1,"CDK15"
"411",NA,0.241578861167222,0,"CDK15"
"412",NA,NA,Inf,"CD28"
"413",0.47830240907848,0.00164710726786082,1,"CD28"
"414",NA,0.241578861167222,0,"CD28"
"415",NA,NA,Inf,"ICOS"
"416",0.484687321752425,0.000718855581913594,1,"ICOS"
"417",NA,0.241578861167222,0,"ICOS"
"418",NA,NA,Inf,"ADAM23"
"419",0.510641300090128,0.0270861254144036,1,"ADAM23"
"420",NA,0.241578861167222,0,"ADAM23"
"421",NA,NA,Inf,"LINC01857"
"422",0.501727241010746,0.00489723232173332,1,"LINC01857"
"423",NA,0.241578861167222,0,"LINC01857"
"424",NA,NA,Inf,"PTH2R"
"425",0.528763692891729,0.135274148750129,1,"PTH2R"
"426",NA,0.241578861167222,0,"PTH2R"
"427",NA,NA,Inf,"CXCR2"
"428",0.499231133708163,0.015858407079646,1,"CXCR2"
"429",NA,0.241578861167222,0,"CXCR2"
"430",NA,NA,Inf,"GPBAR1"
"431",0.481835799355495,0.017532633734323,1,"GPBAR1"
"432",NA,0.241578861167222,0,"GPBAR1"
"433",NA,NA,Inf,"CYP27A1"
"434",0.54951533454773,0.105546649567169,1,"CYP27A1"
"435",NA,0.241578861167222,0,"CYP27A1"
"436",NA,NA,Inf,"WNT10A"
"437",0.489803146352641,0.000589014872625534,1,"WNT10A"
"438",NA,0.241578861167222,0,"WNT10A"
"439",NA,NA,Inf,"DES"
"440",0.504892662387762,0.0155675675675676,1,"DES"
"441",NA,0.241578861167222,0,"DES"
"442",NA,NA,Inf,"SLC4A3"
"443",0.494687447941513,0.00510948905109489,1,"SLC4A3"
"444",NA,0.241578861167222,0,"SLC4A3"
"445",NA,NA,Inf,"COL4A4"
"446",0.501110532477164,0.00474671808944597,1,"COL4A4"
"447",NA,0.241578861167222,0,"COL4A4"
"448",NA,NA,Inf,"PID1"
"449",0.486556992841514,0.00590634228659823,1,"PID1"
"450",NA,0.241578861167222,0,"PID1"
"451",NA,NA,Inf,"SP140"
"452",0.483054665213097,0.0358812529219261,1,"SP140"
"453",NA,0.241578861167222,0,"SP140"
"454",NA,NA,Inf,"NMUR1"
"455",0.530690854649485,0.08438015480269,1,"NMUR1"
"456",NA,0.241578861167222,0,"NMUR1"
"457",NA,NA,Inf,"SNORC"
"458",0.499206392633296,0.0735584301688226,1,"SNORC"
"459",NA,0.241578861167222,0,"SNORC"
"460",NA,NA,Inf,"ERFE"
"461",0.475531605437622,0.00107969498616641,1,"ERFE"
"462",NA,0.241578861167222,0,"ERFE"
"463",NA,NA,Inf,"LINC02610"
"464",0.517802862963248,0.052985422352393,1,"LINC02610"
"465",NA,0.241578861167222,0,"LINC02610"
"466",NA,NA,Inf,"GPR35"
"467",0.500368773613604,0.0485985954881611,1,"GPR35"
"468",NA,0.241578861167222,0,"GPR35"
"469",NA,NA,Inf,"AGXT"
"470",0.550768437449284,0.124526457289503,1,"AGXT"
"471",NA,0.241578861167222,0,"AGXT"
"472",NA,NA,Inf,"AC104809.2"
"473",0.552420705286794,0.144344205412908,1,"AC104809.2"
"474",NA,0.241578861167222,0,"AC104809.2"
"475",NA,NA,Inf,"ANO7"
"476",0.504057358293186,0.0245296167247387,1,"ANO7"
"477",NA,0.241578861167222,0,"ANO7"
"478",NA,NA,Inf,"IL5RA"
"479",0.551373783603456,0.163208407055922,1,"IL5RA"
"480",NA,0.241578861167222,0,"IL5RA"
"481",NA,NA,Inf,"AC026202.2"
"482",0.503943713603817,0.0116558607124645,1,"AC026202.2"
"483",NA,0.241578861167222,0,"AC026202.2"
"484",NA,NA,Inf,"CAMK1"
"485",0.507343046083235,0.0657791699295223,1,"CAMK1"
"486",NA,0.241578861167222,0,"CAMK1"
"487",NA,NA,Inf,"FBLN2"
"488",0.546379036684239,0.139630156472262,1,"FBLN2"
"489",NA,0.241578861167222,0,"FBLN2"
"490",NA,NA,Inf,"LINC02084"
"491",0.488478259535164,0.00131224028577677,1,"LINC02084"
"492",NA,0.241578861167222,0,"LINC02084"
"493",NA,NA,Inf,"EOMES"
"494",0.480836219550044,0.0016755096341804,1,"EOMES"
"495",NA,0.241578861167222,0,"EOMES"
"496",NA,NA,Inf,"CCR4"
"497",0.491588695616121,0.000887180245453201,1,"CCR4"
"498",NA,0.241578861167222,0,"CCR4"
"499",NA,NA,Inf,"ARPP21"
"500",0.508539146712012,0.0807322758542271,1,"ARPP21"
"501",NA,0.241578861167222,0,"ARPP21"
"502",NA,NA,Inf,"CX3CR1"
"503",0.504846345128598,0.0716018015937175,1,"CX3CR1"
"504",NA,0.241578861167222,0,"CX3CR1"
"505",NA,NA,Inf,"VIPR1"
"506",0.488324835112422,0.0134969325153374,1,"VIPR1"
"507",NA,0.241578861167222,0,"VIPR1"
"508",NA,NA,Inf,"CCR1"
"509",0.508458305707233,0.0524699257742514,1,"CCR1"
"510",NA,0.241578861167222,0,"CCR1"
"511",NA,NA,Inf,"CCR2"
"512",0.500002841632558,0.0370225524703429,1,"CCR2"
"513",NA,0.241578861167222,0,"CCR2"
"514",NA,NA,Inf,"CACNA2D3"
"515",0.531703026641178,0.083141468406242,1,"CACNA2D3"
"516",NA,0.241578861167222,0,"CACNA2D3"
"517",NA,NA,Inf,"DNASE1L3"
"518",0.489561973539891,0.000294833050784993,1,"DNASE1L3"
"519",NA,0.241578861167222,0,"DNASE1L3"
"520",NA,NA,Inf,"LINC00877"
"521",0.496015213767522,0.0309163555380887,1,"LINC00877"
"522",NA,0.241578861167222,0,"LINC00877"
"523",NA,NA,Inf,"GXYLT2"
"524",0.492090870915735,0.0179628495611349,1,"GXYLT2"
"525",NA,0.241578861167222,0,"GXYLT2"
"526",NA,NA,Inf,"ROBO2"
"527",0.606532900974138,0.170351529381074,1,"ROBO2"
"528",NA,0.241578861167222,0,"ROBO2"
"529",NA,NA,Inf,"LINC01215"
"530",0.488460530694457,0.026685393258427,1,"LINC01215"
"531",NA,0.241578861167222,0,"LINC01215"
"532",NA,NA,Inf,"TRAT1"
"533",0.490939335887529,0.0624187256176853,1,"TRAT1"
"534",NA,0.241578861167222,0,"TRAT1"
"535",NA,NA,Inf,"BTLA"
"536",0.49063123657746,0.0136514065085494,1,"BTLA"
"537",NA,0.241578861167222,0,"BTLA"
"538",NA,NA,Inf,"TIGIT"
"539",0.482048596944907,0.0025185392472366,1,"TIGIT"
"540",NA,0.241578861167222,0,"TIGIT"
"541",NA,NA,Inf,"AC092691.1"
"542",0.500838124598502,0.0171412381357133,1,"AC092691.1"
"543",NA,0.241578861167222,0,"AC092691.1"
"544",NA,NA,Inf,"CD86"
"545",0.507957819837482,0.105373972328053,1,"CD86"
"546",NA,0.241578861167222,0,"CD86"
"547",NA,NA,Inf,"ITGB5"
"548",0.505987719698037,0.0370221327967807,1,"ITGB5"
"549",NA,0.241578861167222,0,"ITGB5"
"550",NA,NA,Inf,"GP9"
"551",0.526219962930835,0.0728540980430149,1,"GP9"
"552",NA,0.241578861167222,0,"GP9"
"553",NA,NA,Inf,"COL6A5"
"554",0.497530073368471,0.00442543147956926,1,"COL6A5"
"555",NA,0.241578861167222,0,"COL6A5"
"556",NA,NA,Inf,"ACPP"
"557",0.509825560192039,0.0410958904109589,1,"ACPP"
"558",NA,0.241578861167222,0,"ACPP"
"559",NA,NA,Inf,"RAB6B"
"560",0.512262774774473,0.0934538241128499,1,"RAB6B"
"561",NA,0.241578861167222,0,"RAB6B"
