"","normalized_mcc","f1","thresholds","Factor"
"481",NA,NA,Inf,"AC026202.2"
"482",0.500233688752318,0.00477326968973747,1,"AC026202.2"
"483",NA,0.0079576963912053,0,"AC026202.2"
"484",NA,NA,Inf,"CAMK1"
"485",0.496721234747945,0.00323275862068966,1,"CAMK1"
"486",NA,0.0079576963912053,0,"CAMK1"
"487",NA,NA,Inf,"FBLN2"
"488",0.493961996111617,0.000853606487409304,1,"FBLN2"
"489",NA,0.0079576963912053,0,"FBLN2"
"490",NA,NA,Inf,"LINC02084"
"491",0.499069159743119,0.00241545893719807,1,"LINC02084"
"492",NA,0.0079576963912053,0,"LINC02084"
"493",NA,NA,Inf,"EOMES"
"494",0.498265923044028,0.00278745644599303,1,"EOMES"
"495",NA,0.0079576963912053,0,"EOMES"
"496",NA,NA,Inf,"CCR4"
"497",0.498384019911412,0,1,"CCR4"
"498",NA,0.0079576963912053,0,"CCR4"
"499",NA,NA,Inf,"ARPP21"
"500",0.501496173718574,0.00893617021276596,1,"ARPP21"
"501",NA,0.0079576963912053,0,"ARPP21"
"502",NA,NA,Inf,"CX3CR1"
"503",0.495841153938694,0.00270941521788214,1,"CX3CR1"
"504",NA,0.0079576963912053,0,"CX3CR1"
"505",NA,NA,Inf,"VIPR1"
"506",0.497542980245484,0.00224592925322852,1,"VIPR1"
"507",NA,0.0079576963912053,0,"VIPR1"
"508",NA,NA,Inf,"CCR1"
"509",0.505109469928719,0.0138736765242789,1,"CCR1"
"510",NA,0.0079576963912053,0,"CCR1"
"511",NA,NA,Inf,"CCR2"
"512",0.535007218538959,0.0570729718711782,1,"CCR2"
"513",NA,0.0079576963912053,0,"CCR2"
"514",NA,NA,Inf,"CACNA2D3"
"515",0.502427362107382,0.010192937750273,1,"CACNA2D3"
"516",NA,0.0079576963912053,0,"CACNA2D3"
"517",NA,NA,Inf,"DNASE1L3"
"518",0.6761084583426,0.351032448377581,1,"DNASE1L3"
"519",NA,0.0079576963912053,0,"DNASE1L3"
"520",NA,NA,Inf,"LINC00877"
"521",0.510993793210007,0.0227081581160639,1,"LINC00877"
"522",NA,0.0079576963912053,0,"LINC00877"
"523",NA,NA,Inf,"GXYLT2"
"524",0.504305228150208,0.0132743362831858,1,"GXYLT2"
"525",NA,0.0079576963912053,0,"GXYLT2"
"526",NA,NA,Inf,"ROBO2"
"527",0.495328763238286,0,1,"ROBO2"
"528",NA,0.0079576963912053,0,"ROBO2"
"529",NA,NA,Inf,"LINC01215"
"530",0.500241196672142,0.00720720720720721,1,"LINC01215"
"531",NA,0.0079576963912053,0,"LINC01215"
"532",NA,NA,Inf,"TRAT1"
"533",0.493555348515536,0.00107777977366625,1,"TRAT1"
"534",NA,0.0079576963912053,0,"TRAT1"
"535",NA,NA,Inf,"BTLA"
"536",0.511047187443307,0.0247678018575851,1,"BTLA"
"537",NA,0.0079576963912053,0,"BTLA"
