normalized_mcc,f1,thresholds,Factor
0.559998028272652,0.15431135922064418,1,NRG4
0.5739890667453428,0.20667198298777248,1,MSLN
0.5621057967757296,0.15647132817413656,1,TPSB2
0.5993073667845445,0.3153996733289279,1,TPSAB1
0.5601589885525696,0.14466058178113686,1,TPSD1
0.5582218443303981,0.13296928706064973,1,ZG16B
0.5531648524663013,0.10736330019824813,1,AC099489.1
0.5547174866138505,0.1930749766946331,1,ITGAX
0.5509971473544549,0.09690010182147302,1,IRX3
0.5720274800042756,0.36654311192165134,1,CRNDE
0.5642866032046352,0.20062495844691178,1,CES1
0.5514893270260726,0.10449253121964266,1,ADGRG3
0.553836884506325,0.18024598528384983,1,TK2
0.5670856221674161,0.17650319771765438,1,PIK3R6
0.5733904188055214,0.2674844122559833,1,GAS7
0.5673316706205636,0.2007267693372556,1,MILR1
0.5501561537710852,0.13490035769034237,1,EVPL
0.5577715494523723,0.1376499198585088,1,BAIAP2.DT
0.5563727029058557,0.16315603511537521,1,BAIAP2
0.570465427498269,0.1745364848747696,1,PPP1R27
0.584762981055566,0.25891510832162695,1,PCAT18
0.5511487503788736,0.1572381860275092,1,SERPINB8
0.5969880600733428,0.33205754581143776,1,PLPPR3
0.5536744063872525,0.16088546836544607,1,ICAM1
0.5639512604037226,0.15473320915963623,1,AC011472.2
0.5518168676045827,0.17681549220010756,1,AC011446.2
0.6337890554371546,0.4630236752844551,1,HOMER3
0.5844337642566407,0.24844913956446132,1,RASGRP4
0.5950726792164671,0.3306460546235553,1,APOC2
0.5724174309927772,0.20422553950134378,1,TRPM4
0.5651513843187598,0.15998689079761302,1,SIGLEC12
0.5788140475158837,0.24247545992329195,1,VSTM1
0.5671044977852323,0.1715812603423487,1,OSCAR
0.5731014617440182,0.22249102646699187,1,LILRA5
0.5943320333348193,0.3144109152474853,1,LILRB4
0.5569929442025046,0.1350730573389418,1,SIRPB2
0.5562216354857159,0.12668261208143286,1,JAG1
0.5616324082004495,0.16983842984168296,1,SLC24A3
0.5547723678468793,0.1439414773664815,1,CD93
0.5761045523401361,0.28206812898008693,1,HCK
0.5650662165583951,0.1773666441593518,1,LAMA5
0.5550626750409603,0.11754344270316368,1,OLIG1
0.5825019693870014,0.23891934220830066,1,UMODL1
0.5666153101430436,0.1938804154580331,1,TRPM2
0.55627287215432,0.12169061235876691,1,PRAME
0.5737623532060917,0.17855547886809306,1,GGT5
0.5535542181077268,0.14439619633925135,1,TTC28
0.5691274481875308,0.2157250619823812,1,BIK
0.5708832673807817,0.2435928981209288,1,ODF3B
0.5600553852263701,0.15354077400101301,1,CSF2RA
0.5608259393626696,0.1749101812582728,1,TSPAN7
0.5574024180864624,0.12669532195468014,1,AR
0.5535024005115425,0.1330583773908711,1,IL13RA1
0.5563005714623552,0.14172946314179835,1,SOWAHD
0.5552687073875333,0.13330010522235142,1,AFF2
