normalized_mcc,f1,thresholds,Factor
0.5040409489584576,0.0845502809423892,1,SLC27A4
0.5333663850201132,0.07872064708144055,1,PHYHD1
0.5165565158401845,0.01887375782112624,1,LINC01503
0.5321286231450713,0.04112301957129543,1,ASS1
0.5295822049015013,0.09494972255865702,1,SLC2A6
0.5342922930611612,0.10152498104305333,1,FCN1
0.5279205510274421,0.1204165281931982,1,SNAPC4
0.5247562466780193,0.05308149945127939,1,LCN6
0.5093477616780723,0.013255003837751668,1,CCDC183
0.5153452727609236,0.09034110097939885,1,AJM1
0.5869824429849604,0.3018428564274626,1,PTGDS
0.5103436994440631,0.044166413252820134,1,SAPCD2
0.5025162205932304,0.09792570480003347,1,NDOR1
0.545142767243111,0.14445281984513123,1,TOR4A
0.5216350929647675,0.07381871536631576,1,PNPLA7
0.5219937973074821,0.018913783198550534,1,AL355597.1
0.5122879205756323,0.048286424319482164,1,AKR1E2
0.5632945604454012,0.1469046275783303,1,AL392086.3
0.5487911028632315,0.09396239238785682,1,PROSER2.AS1
0.5362749506223972,0.08817612557730994,1,FAM171A1
0.5137407403274192,0.014314807709335613,1,MRC1
0.5290390462350522,0.059177561481310835,1,MIR1915HG
0.5134032139241108,0.09447935368043087,1,OTUD1
0.5273993002833175,0.032697707065980346,1,NRP1
0.5199146046369411,0.10295823260623507,1,ZNF487
0.541414285226135,0.15881970058581038,1,RASSF4
0.5115912332403995,0.046090415913200726,1,DEPP1
0.5236728086615877,0.12088702095891168,1,ALOX5
0.5402027765117187,0.08809348233025129,1,AGAP9
0.50388576262334,0.03480538377591852,1,TMEM273
0.5178933271036515,0.04811225227831622,1,JMJD1C.AS1
0.5292984658540916,0.09427875065158282,1,TET1
0.5184629907774306,0.12279782746546827,1,KIF1BP
0.5206473774658166,0.029364405539128138,1,PALD1
0.5011954952227786,0.01764783740459138,1,CDH23
0.515676472341887,0.09659425367904695,1,MCU
0.5278273942369514,0.03899055834013288,1,PAPSS2
0.5444120071398676,0.1601681697972469,1,ACTA2
0.5273709562443152,0.15577882652026342,1,IFIT3
0.5255651338974451,0.09001227825056098,1,IFIT1
0.5353212328353847,0.05974838235506046,1,LINC00865
0.5134889706377956,0.02200449491017524,1,LINC01374
0.5309862146028995,0.05207579921886302,1,MYOF
0.5053911496350771,0.01631691333480598,1,TBC1D12
0.5251143405168905,0.07784414106939704,1,ENTPD1
0.5307677769734704,0.09670292557308303,1,CCNJ
0.5137696304073986,0.1274423710208562,1,R3HCC1L
0.517786829260383,0.07855044908267944,1,NKX2.3
0.5201514130166157,0.0753702360121207,1,ENTPD7
0.5478134728980495,0.14666885820731973,1,SEC31B
0.5480486753338959,0.16526822930763818,1,SH3PXD2A
