,0
1645,ZNF469
1646,SNAI3
1647,CPNE7
1648,SPATA2L
1649,VPS9D1
1650,TUBB3
1651,RPH3AL
1652,C17orf97
1653,MYO1C
1654,SLC43A2
1655,MIR22HG
1656,WDR81
1657,SERPINF2
1658,SERPINF1
1659,HASPIN
1660,CXCL16
1661,VMO1
1662,CAMTA2
1663,ZNF594
1664,SCIMP
1665,PIMREG
1666,KIAA0753
1667,CLEC10A
1668,ASGR2
1669,YBX2
1670,SOX15
1671,ATP1B2
1672,CYB5D1
1673,CTC1
1674,SLC25A35
1675,PIK3R6
1676,NTN1
1677,GAS7
1678,ZNF18
1679,HS3ST3B1
1680,PMP22
1681,TVP23C
1682,LRRC75A
1683,ZNF624
1684,CCDC144A
1685,TNFRSF13B
1686,FLCN
1687,RASD1
1688,SLC5A10
1689,EPN2
1690,B9D1
1691,MAPK7
1692,CCDC144NL-AS1
1693,NATD1
1694,KCNJ12
1695,SPAG5-AS1
1696,NEK8
1697,ADAP2
1698,RAB11FIP4
1699,LRRC37B
1700,MYO1D
1701,CCL1
1702,SLFN5
1703,SLFN12
1704,SLFN14
1705,CCL5
1706,CCL23
1707,CCL3
1708,CCL4
1709,CCL3L1
1710,CCL4L2
1711,PIGW
1712,PLXDC1
1713,PNMT
1714,IKZF3
1715,NR1D1
1716,RARA-AS1
1717,IGFBP4
1718,CCR7
1719,KRT13
1720,KRT17
1721,DHX58
1722,PSMC3IP
1723,TUBG2
1724,PLEKHH3
1725,CCR10
1726,NBR2
1727,C17orf53
1728,SLC4A1
1729,ITGA2B
1730,FZD2
1731,KIF18B
1732,MYL4
1733,TBKBP1
1734,TBX21
1735,AC018521.5
1736,SNX11
1737,HOXB6
1738,HOXB7
1739,HOXB8
1740,HOXB9
1741,GNGT2
1742,ABI3
1743,PHOSPHO1
1744,EME1
1745,ABCC3
1746,AC015912.3
1747,CUEDC1
1748,PRR11
1749,SMG8
1750,GDPD1
1751,TANC2
1752,MILR1
1753,PRKCA
1754,AC005332.4
1755,AC005332.1
1756,WIPI1
1757,CDC42EP4
1758,TTYH2
1759,GPRC5C
1760,CD300LB
1761,CD300C
1762,AC064805.1
1763,CD300E
1764,TMEM104
1765,FDXR
1766,HID1
1767,SLC16A5
1768,ARMC7
1769,SMIM5
1770,EVPL
1771,RNF157
1772,SPHK1
1773,CYGB
1774,PRCD
1775,ST6GALNAC1
1776,AC016168.2
1777,SNHG20
1778,C17orf99
1779,RBFOX3
1780,SGSH
1781,BAIAP2-DT
1782,BAIAP2
1783,AC027601.1
1784,PPP1R27
1785,LINC01970
1786,SECTM1
1787,METTL4
1788,AP001033.1
1789,RAB31
1790,NPC1
1791,PCAT18
1792,DSC2
1793,KLHL14
1794,SLC14A1
1795,LOXHD1
1796,CTIF
1797,SMAD7
1798,SKA1
1799,ONECUT2
1800,TNFRSF11A
1801,SERPINB2
1802,SERPINB10
1803,SERPINB8
1804,CD226
1805,NETO1
1806,KCNG2
1807,GZMM
1808,AC009005.1
1809,PLPPR3
1810,ATP8B3
1811,JSRP1
1812,TMPRSS9
1813,ZNF555
1814,TBXA2R
1815,SHD
1816,LRG1
1817,PTPRS
1818,SLC25A23
1819,TNFSF9
1820,CD70
1821,TNFSF14
1822,SH2D3A
1823,ADGRE1
1824,RETN
1825,MCEMP1
1826,FCER2
1827,TGFBR3L
1828,CTXN1
1829,RAB11B-AS1
1830,P2RY11
1831,ICAM1
1832,ICAM5
1833,ZGLP1
1834,PDE4A
1835,S1PR5
1836,AC011472.2
1837,EPOR
1838,ZNF700
1839,ZNF709
1840,KLF1
1841,AC011446.3
1842,AC011446.2
1843,ZSWIM4
1844,RFX1
1845,AC022098.1
1846,PTGER1
1847,CLEC17A
1848,ADGRE3
1849,CYP4F3
1850,UCA1
1851,AC020911.2
1852,C19orf44
1853,TMEM38A
1854,HAUS8
1855,PLVAP
1856,AC010618.3
1857,NIBAN3
1858,IL12RB1
1859,MAST3
1860,GDF15
1861,LRRC25
1862,HOMER3
1863,HOMER3-AS1
1864,MEF2B
1865,AC011447.3
1866,AC123912.4
1867,AC074135.1
1868,AC092329.4
1869,ZNF726
1870,AC079466.1
1871,PLEKHF1
1872,NUDT19
1873,LRP3
1874,CEBPA-DT
1875,KIAA0355
1876,AC008555.4
1877,ZNF792
1878,SCN1B
1879,FXYD7
1880,CD22
1881,FFAR2
1882,ZBTB32
1883,PROSER3
1884,THAP8
1885,ZNF382
1886,ZNF790
1887,ZNF345
1888,ZNF420
1889,ZNF585B
1890,ZNF569
1891,ZNF573
1892,PPP1R14A
1893,KCNK6
1894,RASGRP4
1895,CAPN12
1896,DLL3
1897,C19orf47
1898,PRX
1899,NUMBL
1900,CYP2S1
1901,CEACAM3
1902,ATP1A3
1903,GRIK5
1904,ZNF526
1905,CEACAM8
1906,AC005392.2
1907,PINLYP
1908,IRGQ
1909,CADM4
1910,ZNF45
1911,ZNF230
1912,ZNF234
1913,ZNF235
1914,APOE
1915,APOC1
1916,APOC2
1917,ZNF296
1918,CKM
1919,PPM1N
1920,EML2-AS1
1921,AC074212.1
1922,DMWD
1923,PGLYRP1
1924,PTGIR
1925,BBC3
1926,C5AR1
1927,C5AR2
1928,FUT1
1929,TRPM4
1930,PRRG2
1931,KCNC3
1932,NAPSA
1933,SPIB
1934,AC020909.2
1935,SHANK1
1936,SIGLEC9
1937,SIGLEC7
1938,SIGLEC12
1939,SIGLEC6
1940,SIGLEC5
1941,FPR1
1942,FPR2
1943,ZNF577
1944,ZNF610
1945,ZNF701
1946,ZNF611
1947,ZNF600
1948,ZNF28
1949,ZNF468
1950,ZNF888
1951,ZNF765
1952,ZNF761
1953,NLRP12
1954,VSTM1
1955,OSCAR
1956,LILRB3
1957,LILRA6
1958,LILRB2
1959,LILRA5
1960,LILRA4
1961,LENG8-AS1
1962,LENG9
1963,LAIR2
1964,LILRA1
1965,LILRB1
1966,LILRB4
1967,KIR2DL3
1968,KIR2DL1
1969,KIR2DL4
1970,KIR3DL1
1971,KIR3DL2
1972,FCAR
1973,NCR1
1974,NLRP2
1975,TNNT1
1976,TMEM86B
1977,BRSK1
1978,TMEM150B
1979,SSC5D
1980,ZNF530
1981,ZNF671
1982,ZNF587B
1983,ZNF587
1984,A1BG-AS1
1985,ZNF446
1986,MZF1-AS1
1987,AC016629.2
1988,SRXN1
1989,SIRPB2
1990,SIRPB1
1991,SIRPG
1992,SIGLEC1
1993,SHLD1
1994,LAMP5
1995,MKKS
1996,JAG1
1997,NDUFAF5
1998,POLR3F
1999,SLC24A3
2000,RIN2
2001,AL117332.1
2002,THBD
2003,CD93
2004,ZNF337-AS1
2005,HCK
2006,ASIP
2007,DYNLRB1
2008,MAP1LC3A
2009,TP53INP2
2010,PROCR
2011,FO393401.1
2012,SPAG4
2013,MYL9
2014,TGM2
2015,BPI
2016,PPP1R16B
2017,FAM83D
2018,MAFB
2019,PLCG1
2020,ZHX3
2021,TOX2
2022,OSER1-DT
2023,TTPAL
2024,SLPI
2025,NEURL2
2026,AL162458.1
2027,MMP9
2028,SLC12A5
2029,CD40
2030,SULF2
2031,SNAI1
2032,SMIM25
2033,RIPOR3
2034,MOCS3
2035,AURKA
2036,CASS4
2037,ZBP1
2038,TUBB1
2039,ZNF831
2040,PHACTR3
2041,C20orf197
2042,CDH4
2043,TAF4
2044,LAMA5
2045,CABLES2
2046,NTSR1
2047,COL9A3
2048,HELZ2
2049,GMEB2
2050,ZBTB46
2051,DNAJC5
2052,OPRL1
2053,CXADR
2054,N6AMT1
2055,LINC00189
2056,TIAM1
2057,AP000251.1
2058,OLIG1
2059,LINC00649
2060,RCAN1
2061,BACE2
2062,UMODL1
2063,TFF3
2064,UBASH3A
2065,AATBC
2066,GATD3A
2067,ICOSLG
2068,TRPM2
2069,ITGB2-AS1
2070,COL6A1
2071,COL6A2
2072,S100B
2073,TMEM191B
2074,CLTCL1
2075,CLDN5
2076,CCDC188
2077,USP41
2078,IGLV4-60
2079,IGLV6-57
2080,IGLV1-40
2081,PRAME
2082,IGLV3-21
2083,IGLV3-19
2084,IGLV3-1
2085,IGLC1
2086,IGLC2
2087,IGLC3
2088,LINC01659
2089,AP000345.2
2090,VPREB3
2091,MMP11
2092,GGT5
2093,ADORA2A
2094,MYO18B
2095,SEZ6L
2096,ASPHD2
2097,TTC28
2098,ZNRF3
2099,GAS2L1
2100,HORMAD2-AS1
2101,SEC14L2
2102,SEC14L4
2103,TCN2
2104,OSBP2
2105,SMTN
2106,HMOX1
2107,APOL4
2108,KCTD17
2109,IL2RB
2110,LGALS2
2111,KDELR3
2112,APOBEC3A
2113,APOBEC3B
2114,CBX7
2115,MGAT3
2116,GRAP2
2117,MEI1
2118,TNFRSF13C
2119,NFAM1
2120,SERHL2
2121,A4GALT
2122,BIK
2123,SCUBE1
2124,UPK3A
2125,RIBC2
2126,LINC00899
2127,PRR34-AS1
2128,GTSE1
2129,AL022328.3
2130,ODF3B
2131,KLHDC7B
2132,CPT1B
2133,CSF2RA
2134,WWC3
2135,CLCN4
2136,TLR7
2137,TLR8
2138,GPM6B
2139,MOSPD2
2140,PIR
2141,REPS2
2142,MBTPS2
2143,PHEX
2144,LANCL3
2145,XK
2146,CYBB
2147,TSPAN7
2148,CHST7
2149,ZNF182
2150,TBC1D25
2151,GATA1
2152,CLCN5
2153,IQSEC2
2154,ALAS2
2155,VSIG4
2156,AR
2157,STARD8
2158,KIF4A
2159,FOXO4
2160,AL590764.1
2161,CXCR3
2162,NHSL2
2163,ERCC6L
2164,TSIX
2165,XIST
2166,Z83843.1
2167,P2RY10
2168,TMSB15A
2169,SLC25A53
2170,NUP62CL
2171,ATG4A
2172,COL4A5
2173,AMMECR1
2174,IL13RA1
2175,SOWAHD
2176,SH2D1A
2177,MOSPD1
2178,CT45A1
2179,CT45A10
2180,CD40LG
2181,SLITRK4
2182,AFF2
2183,SLC6A8
2184,ABCD1
2185,AC244090.1
2186,IL9R
2187,LINC00278
2188,AC004556.3
