"","normalized_mcc","f1","thresholds","Factor"
"164",0.49155166713725,0.0035288928098809,1,"NTRK1"
"165",NA,0.0239271143286604,0,"NTRK1"
"166",NA,NA,Inf,"LINC02772"
"167",0.493671230421538,0.000776699029126214,1,"LINC02772"
"168",NA,0.0239271143286604,0,"LINC02772"
"169",NA,NA,Inf,"FCRL5"
"170",0.495932168513354,0,1,"FCRL5"
"171",NA,0.0239271143286604,0,"FCRL5"
"172",NA,NA,Inf,"FCRL3"
"173",0.577004291891723,0.164337145277425,1,"FCRL3"
"174",NA,0.0239271143286604,0,"FCRL3"
"175",NA,NA,Inf,"FCRL2"
"176",0.496196701700918,0,1,"FCRL2"
"177",NA,0.0239271143286604,0,"FCRL2"
"178",NA,NA,Inf,"FCRL1"
"179",0.495364627822948,0.00263157894736842,1,"FCRL1"
"180",NA,0.0239271143286604,0,"FCRL1"
"181",NA,NA,Inf,"CD1D"
"182",0.489871490544408,0.000448631673396142,1,"CD1D"
"183",NA,0.0239271143286604,0,"CD1D"
"184",NA,NA,Inf,"CD1C"
"185",0.493876890504997,0,1,"CD1C"
"186",NA,0.0239271143286604,0,"CD1C"
"187",NA,NA,Inf,"CD1E"
"188",0.49598770058638,0,1,"CD1E"
"189",NA,0.0239271143286604,0,"CD1E"
"190",NA,NA,Inf,"SPTA1"
"191",0.485812760379379,0.00126951885235496,1,"SPTA1"
"192",NA,0.0239271143286604,0,"SPTA1"
"193",NA,NA,Inf,"PYHIN1"
"194",0.570244253744974,0.128100577641862,1,"PYHIN1"
"195",NA,0.0239271143286604,0,"PYHIN1"
"196",NA,NA,Inf,"AIM2"
"197",0.495654169986433,0.00104329681794471,1,"AIM2"
"198",NA,0.0239271143286604,0,"AIM2"
"199",NA,NA,Inf,"ACKR1"
"200",0.494504520769717,0.00234375,1,"ACKR1"
"201",NA,0.0239271143286604,0,"ACKR1"
"202",NA,NA,Inf,"FCRL6"
"203",0.670105562209551,0.348267117497887,1,"FCRL6"
"204",NA,0.0239271143286604,0,"FCRL6"
"205",NA,NA,Inf,"LINC01133"
"206",0.492488647230689,0,1,"LINC01133"
"207",NA,0.0239271143286604,0,"LINC01133"
"208",NA,NA,Inf,"SLAMF6"
"209",0.532504392755236,0.0749751737835154,1,"SLAMF6"
"210",NA,0.0239271143286604,0,"SLAMF6"
"211",NA,NA,Inf,"SLAMF1"
"212",0.494273901297862,0,1,"SLAMF1"
"213",NA,0.0239271143286604,0,"SLAMF1"
"214",NA,NA,Inf,"SLAMF7"
"215",0.591789078655863,0.193258426966292,1,"SLAMF7"
"216",NA,0.0239271143286604,0,"SLAMF7"
"217",NA,NA,Inf,"LY9"
"218",0.506339257984808,0.0292846186027053,1,"LY9"
"219",NA,0.0239271143286604,0,"LY9"
"220",NA,NA,Inf,"FCGR2A"
"221",0.48334528150537,0.00219860754855258,1,"FCGR2A"
"222",NA,0.0239271143286604,0,"FCGR2A"
"223",NA,NA,Inf,"HSPA6"
"224",0.503644135475213,0.0216508795669824,1,"HSPA6"
"225",NA,0.0239271143286604,0,"HSPA6"
"226",NA,NA,Inf,"FCGR3A"
"227",0.730565693598521,0.430950550858314,1,"FCGR3A"
"228",NA,0.0239271143286604,0,"FCGR3A"
"229",NA,NA,Inf,"FCGR3B"
"230",0.510459896324828,0.0263000597728631,1,"FCGR3B"
"231",NA,0.0239271143286604,0,"FCGR3B"
"232",NA,NA,Inf,"FCGR2B"
"233",0.501803754172303,0.0209868274168341,1,"FCGR2B"
"234",NA,0.0239271143286604,0,"FCGR2B"
"235",NA,NA,Inf,"FCRLA"
"236",0.492560486116477,0.000657246138678935,1,"FCRLA"
"237",NA,0.0239271143286604,0,"FCRLA"
"238",NA,NA,Inf,"OLFML2B"
"239",0.492703089519019,0.000671366230278617,1,"OLFML2B"
"240",NA,0.0239271143286604,0,"OLFML2B"
"241",NA,NA,Inf,"SH2D1B"
"242",0.738575894432318,0.466950959488273,1,"SH2D1B"
