Mixture,Naïve CD4 T,Memory CD4 T,Treg,Naïve CD8 T,Memory CD8 T,GZMK CD8 T,GZMB CD8 T,GZMB DNT,MAIT,GZMK NK,GZMB NK,Proliferating T,P-value,Correlation,RMSE
TARGET.20.PAWLAN.09A,0.0876848710689896,0,0.239388439396705,0.13138834112565,0.131764662540948,0,0,0.0296960995444275,0.151382567747571,0.0471875685264377,0.127900386513001,0.0536070635362706,0,0.579644854968374,0.842611037484457
TARGET.20.PAESJZ.09A,0.0282215335344865,0.0694980174990291,0.147250037574604,0.123370294995562,0.0875692763895806,0.138960874977141,0,0.0436461380918664,0.140244171669804,0.0822829517640963,0.1001273183523,0.0388293851515312,0,0.611164704274669,0.812432075624801
TARGET.20.PAVBFN.09A,0.0645533950632241,0.0173619677839214,0.146652838549825,0.0993162980853408,0.0761679306154314,0.189277067214677,0.000571511132235356,0.0580902732120027,0.148613045415527,0.0523095512323402,0.0632676319829509,0.0838184897125249,0,0.731255383710673,0.732335292357171
TARGET.20.PAXHZL.09A,0.0956514696405771,0,0.168733689259516,0.112625946456978,0.0617905959705176,0.199243940020773,0.0343908364344397,0.0176687607034028,0.0519164083174626,0.0358255470947958,0.141617738072525,0.0805350680290131,0,0.740603486900563,0.714270957608102
TARGET.20.PASELF.09A,0.0581058475671247,0.120064028178142,0.0965302922667773,0.0648854536653173,0.115382892871246,0.151001449989693,0.0118048306266999,0.0981971043799717,0.0971989057500147,0.0660127457713275,0.0728193665047519,0.0479970824289336,0,0.677948922654377,0.77328486751471
TARGET.20.PAXCWZ.09A,0.0984487270460016,0.0183193106182788,0.0762919955866177,0.109581149252642,0.126701941078013,0.167597130157681,0.00447725390650286,0.0721236803441197,0.0689432932059247,0.0411037559972122,0.0810077511231165,0.13540401168389,0,0.712664711646942,0.744220948815143
TARGET.20.PATGXW.09A,0.0658416058352612,0.128570986437492,0.0590252905861861,0.0800807470330334,0.097456324609452,0.167937379125181,0.0371776719038804,0.0485925501900926,0.081660384996299,0.0705610236250872,0.0775761213521357,0.0855199143058997,0,0.733180950443562,0.737359055681227
TARGET.21.PASFHK.09A,0.0182253291338732,0.19310500899207,0.0824603184429945,0.0557666811753136,0.0335392949256277,0.0995312123922487,0.108423835419085,0.113829232853181,0.0528358431755231,0.120980037960043,0.0561287441558717,0.0651744613741684,0,0.449558217187534,0.892957074611629
TARGET.20.PAVFEM.09A,0.0722711395466639,0.0718446361820993,0.0977351984964651,0.105980985651708,0.0674316093490475,0.181350787404352,0.000626320766141945,0.107381220107573,0.0849415746491784,0.0457693345936708,0.100191907303994,0.0644752859491061,0,0.789882150918674,0.692006956928706
TARGET.20.PAXDDY.09A,0.0461104358431856,0.033511075377725,0.171609994681495,0.129294097966508,0.0928550210711464,0.155940609253127,0,0.085096408983394,0.0941393718297171,0.0528161611869844,0.0902755959977325,0.0483512278089846,0,0.761265730489409,0.721272967215003
TARGET.20.PAWDCZ.09A,0.11089807791737,0,0.198633485965302,0.104849134379825,0.0244449821030922,0.151466468843345,0,0.100938857672644,0.0596345844516459,0.049471873953147,0.11209280584037,0.0875697288732599,0,0.740987668711476,0.728539794179238
TARGET.20.PAYCPS.09A,0.0961982621485868,0,0.162315661435589,0.182837938715703,0.0353061078190435,0.217319585780249,0.0493019984405142,0.0160455437150532,0.034305253595579,0.0228446716581836,0.10130832842395,0.0822166482675484,0,0.757539986236091,0.699650004682931
TARGET.20.PAYHVK.Unsorted.09A,0.0615379357013901,0.0597658449775563,0.103080252169693,0.13233864431004,0.0933495930130893,0.151146111804673,0.00866967066840634,0.116953573771766,0.0830423694514309,0.0462477264589209,0.0799331197407627,0.063935157932272,0,0.733720593765392,0.739816246689564
TARGET.20.PAYISG.09A,0.0769959976285211,0.0706856157801212,0.145416890322147,0.12614675664741,0.0928455432968662,0.0509506953093949,0.0352505200859462,0.0202103117609766,0.0787804355552246,0.0672770943896698,0.161608124578422,0.0738320146453005,0,0.5934900905125,0.828249180511055
TARGET.20.PARNIA.09A,0.0773504330869019,0.0649091760079741,0.227467259167383,0.118246415993569,0.0928228203808012,0,0,0.027432170051149,0.163534716484638,0.0388906212025051,0.148928279653233,0.0404181079718453,0,0.608098173376037,0.83002877550542
TARGET.20.PARXEC.09A,0.0854824087834587,0.246470531909744,0,0.098711136706002,0.0926516782721287,0,0.0208642070698704,0.0806085250244929,0.0540359618507227,0.0876158986230316,0.0752564333450849,0.158303218415464,0,0.651361529070403,0.79919837988205
TARGET.20.PAVTLN.09A,0.0752797754415698,0.0623067297760336,0.0618576463834939,0.12681494172409,0.0876093648305576,0.0817516020318629,0.0514523469780217,0.0704800183261586,0.137503482329543,0.0869123886191525,0.0778618783328888,0.0801698252266277,0,0.607029456156161,0.823053741359418
