Mixture,Naïve CD4 T,Memory CD4 T,Treg,Naïve CD8 T,Memory CD8 T,GZMK CD8 T,GZMB CD8 T,GZMB DNT,MAIT,GZMK NK,GZMB NK,Proliferating T,P-value,Correlation,RMSE
TARGET.20.PAVVUT.09A,0.0350128968507955,0.0176608883119539,0.194762710344862,0.210546609403116,0.0815276770127569,0.00433739666035363,0.0913083901205744,0,0.0748693809679703,0.0390709167442172,0.141530258218044,0.109372875365356,0,0.596572690978085,0.829747118225981
TARGET.20.PAWWEI.09A,0.128940580224183,0.0158799297569004,0.100631629321629,0.0522126582928001,0.0901317203627671,0.216540422206572,0,0.0990233417436627,0.0662406160278633,0.0335403680896356,0.0688251629845527,0.128033570989433,0,0.736409845359858,0.708706321101774
TARGET.20.PAYHIY.Sorted.leukemic.09A,0.0259550866618405,0.0236084846971876,0.163584194862105,0.103321452302143,0.154701599409963,0.177557233299516,0.00734084364857821,0.0140553666536467,0.129556535166137,0.10087877256096,0.0415930669337661,0.0578473638041564,0,0.643102601061638,0.790474076177678
TARGET.20.PAUJNJ.09A,0.157562793960177,0,0.126133530444161,0.0686880603883,0.089019293669181,0.14889496768148,0.0432916879090921,0.101315798149557,0.0354945996150646,0.0702113955545251,0.0798000056246021,0.0795878670038608,0,0.754178639753308,0.715021877394599
TARGET.20.PAWECG.09A,0.0409635300095322,0.0186948543604007,0.209835814708609,0.228687586122551,0.136467613318076,0.0344023736747326,0.034819067290617,0,0.0837220421321852,0.0468133857560261,0.0661414658755764,0.0994522667516942,0,0.537860611259272,0.861644146147767
TARGET.20.PASNYB.09A,0.0516860323556054,0.0869764556111213,0.116422730531886,0.0785158718643204,0.143339384714492,0.0380155777878494,0.0460425546827252,0.0292605899354694,0.126947359659578,0.125400386356829,0.0913254748284685,0.0660675816716549,0,0.694874277244692,0.787173841631722
TARGET.20.PAXMGU.09A,0.146266938454532,0,0.115123140484108,0.0681378353389704,0.0752868449522217,0.146726791040987,0.0295941422346528,0.0711067517378652,0.0844903117786597,0.0645850963697392,0.0964617522174819,0.102220395390782,0,0.714422118210852,0.744674434327791
TARGET.20.PAXEMU.09A,0.0788317180899663,0.0169185139190034,0.124152462188152,0.154985943798137,0.0931472554223102,0.133902003849078,0.0318775998989287,0.0142312922616211,0.0907051513262674,0.0978053732978742,0.0882693845917503,0.0751733013569115,0,0.614226781266447,0.812360385129185
TARGET.20.PAVBUX.09A,0.105061498073769,0.0374045082147706,0.0742382663418717,0.124021650771535,0.0631785145250882,0.204913814711162,0.0668935102025777,0,0.0561589445031891,0.0584294672034445,0.135720239630528,0.0739795858220638,0,0.697217154013403,0.741055373216124
TARGET.20.PAVIXV.09A,0.101167711561034,0,0.121507391180251,0.109162662678384,0.0614725929933052,0.195656312713594,0.0709115453399256,0,0.154622597355267,0.0654775459793331,0.0539138257319319,0.0661078144669748,0,0.656291085644363,0.776862939045576
TARGET.20.PAVCPM.09A,0.068466491576365,0.0351806832159297,0.171993976416047,0.132776227970595,0.0786658705821948,0,0.0863604667699494,0.0826814536591198,0.0937264441242476,0.0787383359004499,0.083559206264983,0.0878508435201189,0,0.584268266056217,0.839561385760586
TARGET.20.PAVNKI.09A,0.0947452415857791,0.0250211232698493,0.0967269232143898,0.117419457333315,0.0684637128361842,0.168759044516,0.046451994666063,0.0685278344379349,0.0702389146544596,0.0763321330830644,0.0781884460768427,0.0891251743261187,0,0.789681959838402,0.695760334315025
TARGET.20.PASUCA.09A,0.088365760339297,0.0858336650514449,0.0797239890645307,0.148515933721919,0.113286978133009,0.145077615353468,0.0311428782189845,0.0629744607712162,0.0788376972645032,0.0708031900631288,0.041627934287471,0.0538098977310275,0,0.672581364098024,0.779296004641094
TARGET.20.PAVAAM.09A,0.118408887829104,0.0345006922407477,0.0919062942259235,0.132195695310196,0.0657463254318041,0,0.0492486988596523,0.0528186326969025,0.115443918994577,0.112916076679111,0.135553742025691,0.0912610357062917,0,0.658530233276934,0.795308069468547
TARGET.20.PAWTYT.09A,0.13578795540846,0,0.100372764744783,0.107023737175425,0.0400281342506119,0.155288301360769,0.0241924676692145,0.0711465873360681,0.0805792567477825,0.0890103245665986,0.102187921091228,0.0943825496490586,0,0.775485559311327,0.702855608121205
TARGET.20.PANSBH.09A,0.0435773920783076,0.0710272599047751,0.0536073237902341,0.0990462168801903,0.196065903335231,0.198593123119048,0,0,0.125418863165739,0.0619144244258765,0.0678892333985785,0.0828602599020192,0,0.700020389916289,0.746094316674774
TARGET.20.PAVECZ.09A,0.0413564454324605,0.0957331802327113,0.10991752356808,0.0934355266937962,0.133591438895718,0.23675669769836,0,0.0640101661702941,0.0799764623672157,0.0452065198448239,0.0659655222383538,0.0340505168581871,0,0.719838271078779,0.722205439326376
TARGET.20.PAWBTJ.09A,0.127316882268108,0.017718132133115,0.0852805136542464,0.113992037537228,0.0714011189204944,0.149012460200655,0.0206376772645233,0.0409702661308903,0.0845591717954307,0.0562337514030663,0.123972712878083,0.10890527581416,0,0.758942594787765,0.717618974291646
