Mixture,Naïve CD4 T,Memory CD4 T,Treg,Naïve CD8 T,Memory CD8 T,GZMK CD8 T,GZMB CD8 T,GZMB DNT,MAIT,GZMK NK,GZMB NK,Proliferating T,P-value,Correlation,RMSE
TARGET.20.PAUPTI.09A,0.0594414899074095,0.0746800460100888,0.0678976503653367,0.118968498327356,0.134512617460095,0.223972460951685,0,0.0592054764487353,0.105215335397817,0.0447471782700977,0.06587897491254,0.0454802719488399,0,0.836005427560008,0.609692242722132
TARGET.20.PATJVL.09A,0.0162741879934413,0.143258004253548,0.0833665321464221,0.0875001360628706,0.0902269408122323,0.183503841027751,0,0.0565466570307396,0.10593176902061,0.0725148452075133,0.0779217359632397,0.0829553504816314,0,0.79842218262204,0.668411625922051
TARGET.20.PAXDMP.09A,0.0806035265866653,0.0406067297112965,0.130832422225855,0.103505510958087,0.0757491187575307,0.227621122158055,0,0.110673420922298,0.0701238945976395,0.0764726989809531,0.0391160864494769,0.0446954686521432,0,0.886288648780477,0.546202515630715
TARGET.20.PAWWEE.09A,0.077620268703649,0.0358521622807702,0.125178422157237,0.127651343271519,0.0565229227315098,0.223073413861323,0.0189744053252992,0.0276512104820539,0.0922296095596883,0.0524708834046275,0.105955370254069,0.056819987968255,0,0.86971296747323,0.566542798494966
TARGET.20.PAUJMC.09A,0.0689826741997848,0.0635871195028837,0.144531617052255,0.100990379426908,0.129806152255517,0.00913078168556589,0.0111211385108878,0.068822973648621,0.122674874400202,0.0981799722357487,0.104391689814955,0.0777806272666707,0,0.675525888344785,0.815733281867032
TARGET.20.PAVENG.09A,0.0902046474892007,0,0.142883805628346,0.0967049393819547,0.0292912730868433,0.24270945848084,0.0168579546288182,0.0446849610036255,0.100378743815697,0.0551472212464027,0.10660191391707,0.0745350813212024,0,0.88613377661643,0.52693150852135
TARGET.20.PASPYW.09A,0.0343566081474095,0.209532935698946,0.109219331410685,0.0457879704293747,0.186657714839407,0.0397508647222089,0.002477539277951,0.0400463803912609,0.0931318194559983,0.0825037028224949,0.0978539339717439,0.0586811988325198,0,0.66690969852152,0.812272175498125
TARGET.20.PAWFZT.09A,0.0887699291508045,0.000358247128636664,0.151028686896027,0.106651379361943,0.0450324916051768,0.19279093249063,0,0.0654402817958817,0.0940985707716165,0.0453292328350067,0.137677317502557,0.0728229304617199,0,0.850064250995778,0.603394314251309
TARGET.20.PARCEV.09A,0.098129962012045,0.148029377766271,0.0446722669072817,0.0428669277422489,0.0745046532493189,0,0.0327704682526286,0.140509952237876,0.0290392519590155,0.141014722473029,0.0725434239955142,0.175918993404771,0,0.546741995548766,0.85643663906003
TARGET.20.PAULDS.09A,0.0943530100986352,0,0.119554342683245,0.111949593780066,0.0756359873317255,0.205792101059717,0,0.0492658408386552,0.0966125922159725,0.0451469411375337,0.112737103454503,0.0889524873999464,0,0.792105817971537,0.652620993955544
TARGET.20.PAEHXE.09A,0.0809393714182237,0.0217332971532009,0.129532328026966,0.0819533148880734,0.0925955143957148,0.234953015292104,0,0.0335541062105414,0.113831765353679,0.0640915369212809,0.103501726958294,0.043314023381922,0,0.867409042515814,0.558412269081504
TARGET.20.PAVXSH.09A,0.036103379117404,0.0140631131453339,0.138937950808868,0.118008208797875,0.2639576592145,0,0,0,0.150062618480769,0.0140615844809039,0.115283313470865,0.149522172483481,0,0.612404320599547,0.839414495751882
TARGET.20.PASWGL.09A,0.00258328175930488,0.200676105598763,0.120589053018226,0.0806865092966201,0.0171994989064077,0.199594249653125,0.0118335156088688,0.0569535544846816,0.0918039205122726,0.067620496686382,0.0921540236035551,0.058305790871793,0,0.832472553945765,0.619829257729946
TARGET.20.PAWESF.09A,0.0501053876710638,0.036194812395438,0.125063351634033,0.0682711064549029,0.11267437644794,0.252531949871067,0,0.0693998724128825,0.0835519964699628,0.0493140493542861,0.0916053335890994,0.0612877636993251,0,0.883695052427939,0.525981319757785
TARGET.20.PASCCS.09A,0.0980129803003885,0.0268141981762839,0.167563322426582,0.127576116232184,0.167452657944134,0,0,0.0503114965834658,0.147649513474663,0.0697357500165058,0.0723638071507195,0.0725201576950737,0,0.57767124805442,0.857628890481055
TARGET.20.PASRSY.09A,0.110169246025826,0.0264883763748254,0.184619495584142,0.0740699468712398,0.134152444826551,0,0,0.0779667584935801,0.116036211232695,0.050967237413337,0.138141227019395,0.0873890561584089,0,0.632251206283904,0.830598059457346
TARGET.20.PAVAZN.09A,0.0669738157291477,0.0353439203766684,0.144406615006818,0.0676872342691103,0.0703872195187579,0.240388998002219,0,0.0532027857532678,0.103392406917258,0.061440588185611,0.0769018152866068,0.0798746009545355,0,0.874986902218666,0.545620353379475
TARGET.20.PAEIKD.09A,0.0767674247563087,0.255852147918025,0.0489216461767654,0.0926169438319721,0.116189033309412,0.00115880875630034,0.0186621304164892,0.0432599525111369,0.0727907169518049,0.1109557354571,0.0739631349184106,0.0888623249962748,0,0.661875222660353,0.817537169640047
TARGET.20.PAVUJA.09A,0.0540229305731725,0.0887733641909745,0.123598217656374,0.0892287500284236,0.102690060449373,0.1068883537812,0,0.066713786344364,0.0590535618624732,0.08612984293536,0.130531215986623,0.0923699161916627,0,0.679463959767489,0.779548350918995
TARGET.20.PAWNBB.09A,0.0837712501746712,0.0134380190387173,0.161240051581599,0.107233223444072,0.174837213668329,0.029604467028534,0,0.0414076106550725,0.115610727605335,0.0861842022909128,0.138018473713067,0.0486547607996904,0,0.561445003016421,0.854492235431329
TARGET.20.PAVTIP.09A,0.124712177941875,0,0.132694502839309,0.104468323629312,0.0584786465058445,0.202042094415251,0,0.0459409262852579,0.0518802796248005,0.0693098281433389,0.122353386815456,0.0881198337995543,0,0.870248571869876,0.580672845461433
TARGET.20.PARTYV.09A,0.0978949110072959,0.0303794174950824,0.137450159469271,0.0771655997424941,0.0632950025722488,0.185732004150665,0.00113553834715172,0.0365344480668397,0.0926464806637273,0.125763171006384,0.0555311571903651,0.096472110288475,0,0.843932498653928,0.624064179763549
TARGET.20.PAVAGA.09A,0.0498423889233958,0.046173717134185,0.167826342063309,0.114108493455519,0.0699701308026524,0.198054427297866,0,0,0.0632520094990871,0.10695767326445,0.146229710834285,0.0375851067252499,0,0.632245884938472,0.776704298716274
TARGET.20.PAXHPH.09A,0.106418389798334,0.0351115970183716,0.13112860691661,0.13611366809041,0.120167110034482,0.0739661789917481,0,0.0429965599379559,0.0571890463497014,0.0455774237692398,0.163916757291912,0.0874146618012346,0,0.698156785116753,0.7811555637092
TARGET.20.PATHIW.09A,0.0567696796948999,0,0.172897688316143,0.156692513188051,0.102232910517167,0.0992564879791411,0,0,0.135853371350018,0.0650311721363976,0.103839313572133,0.10742686324605,0,0.625414343256273,0.810236809685743
TARGET.20.PAUXYG.09A,0.0929535265026763,0.0299842732950392,0.109259897707991,0.0741533958637352,0.105746970374632,0.0587028425710485,0.0365315321857557,0.0883861595463559,0.112684054521986,0.052533431402315,0.107928159421484,0.131135756606981,0,0.669002604100417,0.803227622981519
TARGET.20.PASYWA.09A,0.106252606804854,0.0329189664894345,0.103752346676191,0.14293610919509,0.0982497165613817,0.0413648185511263,0.0380643337780108,0.126889187910072,0.0939822430942928,0.054748788443776,0.0783431627126305,0.0824977197831402,0,0.456819159766127,0.896091945896404
TARGET.20.PAWJGZ.09A,0.177976453639214,0.0250794628177466,0.00789486020148479,0.235527830952365,0.0491936291721447,0.0198047244926565,0.00171438628881765,0.00253991721178702,0.122714541028111,0.0710261551599893,0.123201857440026,0.163326181595658,0,0.582389528369172,0.838784174939471
TARGET.20.PAXJZX.09A,0.071820580534983,0.0678390185022263,0.0826735902561613,0.121394237344292,0.11282701666145,0.0769815473155109,0.0219405199851153,0.0634295402046702,0.104849220421782,0.0438416328634995,0.112550954484023,0.119852141426286,0,0.685536295158668,0.793913996016577
TARGET.20.PARERV.09A,0.0412606387249919,0.0845803367096561,0.170882323152303,0.140038167229263,0.109390041419739,0,0.0584204166947081,0,0.159445790672392,0.0645487311384143,0.0791623420692983,0.0922712121892352,0,0.433634794129223,0.908489962162692
TARGET.20.PAWTBX.09A,0.0236226574922175,0.121511747877221,0.082385743096399,0.0770686945876778,0.099295152325682,0.0970541689997649,0.0424581468758818,0.0685300719019772,0.135035353974412,0.0876883031090153,0.0849084778574835,0.0804414819022679,0,0.559313236543577,0.845405336538251
TARGET.20.PAXJTM.09A,0.0622192539244793,0.0675702853156756,0.101368491008993,0.126341843406978,0.0455433894505573,0.191502947296188,0.0327583007149832,0.0232205499715401,0.103022747463966,0.0561578530532659,0.085643879814676,0.104650458578698,0,0.843441875297426,0.623621139565282
TARGET.20.PAUYIB.09A,0.125535263141341,0.0186943570200977,0.0765963383104936,0.215593826541035,0.106015235030255,0,0.0449898473870184,0,0.117721596635337,0.0466014313886797,0.134275646857384,0.113976457688358,0,0.555808952285437,0.857084049768187
TARGET.20.PASTHA.09A,0.0850821532544,0.0887236561473337,0.0502611107931523,0.158391525596945,0.0534867106204925,0.0831613912529179,0.0647519475968506,0.0284417680614684,0.0842120377239564,0.0948933972046198,0.0704653679058951,0.138128933841968,0,0.745187425091935,0.762803634805292
TARGET.20.PAWRUF.09A,0.0784005717289163,0.101929383631989,0.0905130447788697,0.0574451842224368,0.0428294725522015,0.203715691428607,0,0.0699406471092153,0.0879799858616871,0.0342203538355594,0.0859558600464783,0.147069804804039,0,0.702118644562292,0.728512256368319
TARGET.20.PANKEF.09A,0.0480975097525584,0.151906441779925,0.0296700429212434,0.0917315075732085,0.0741015646589125,0.228365158444811,0,0.0711396015438223,0.0365097965248416,0.0977978838171334,0.0145033338398114,0.156177159143732,0,0.783590501405998,0.656667733007622
