names,logfoldchanges,pvals_adj
CENPO,0.78344524,2.7162036843523603e-11
UBE2C,0.782268,2.2876389478365254e-52
FANCD2,0.7810563,2.6327151233161716e-24
KIF4A,0.7800689,2.535593496293478e-17
TIMELESS,0.7759794,2.098498395814141e-31
GTSE1,0.77464867,5.985221778401669e-22
STMN1,0.77433634,2.787058552705178e-127
ZNF331,0.77412885,2.51978384457603e-06
STAG1,0.7739126,2.5428467455409303e-15
LRCH1,0.7724686,1.4084370006510077e-09
TRBV28,0.768334,0.03169309837739105
TCTEX1D1,0.7679377,0.0017357416188500576
CIT,0.76726747,4.9142341119040994e-18
SPAG5,0.76517934,1.2275311400175356e-21
PLK4,0.76485395,8.492545175460806e-13
RACGAP1,0.7647695,2.742118483945478e-22
KIF23,0.7642339,1.1367999787031412e-24
POLD3,0.7629795,1.3903584916917852e-24
RHOH,0.7618193,7.87657088161829e-07
CENPU,0.760511,1.896051882575818e-44
INCENP,0.758059,2.152761188572217e-17
KNTC1,0.7555098,1.4541155479684206e-20
GMNN,0.74908346,3.3595372668766314e-31
TSPAN7,0.74876195,0.0001340142304206902
TNFAIP3,0.7432376,1.4594682676964105e-06
MMD,0.74213374,0.0014313428403084447
TMEM237,0.7411988,0.0015135869318562976
MZB1,0.73961186,1.2406938024455996e-14
MTBP,0.7394051,0.0003432052279286075
CEP152,0.73839504,6.853861932678753e-18
TACC3,0.737459,1.2336714378161057e-37
ENO2,0.7362752,0.017286676876280216
AC011446.2,0.73601115,0.00046704323460648506
ACYP1,0.73444635,2.3887397732851926e-27
SMC4,0.7338876,4.9447277899733216e-42
DNA2,0.7337489,6.021850483307404e-08
BUB1B,0.73351496,3.067556926452442e-16
NEMP1,0.7315914,9.81028120975545e-11
NRM,0.7289798,1.0339570115388708e-32
TCF19,0.7282565,1.8979962655228186e-20
CDK1,0.72792476,3.098939328143572e-29
TMPO,0.7279199,6.138862059218873e-50
HIRIP3,0.72694856,3.0226189053524003e-28
