names,scores,logfoldchanges,pvals,pvals_adj
SPAG5,10.050316,0.76517934,9.157330233437331e-24,1.2275311400175356e-21
SMC2,10.048232,0.56665355,9.352997841798414e-24,1.2476442877161923e-21
MCM3,10.00898,0.5726708,1.391803897218651e-23,1.8475858919097683e-21
RFC2,10.004712,0.5850772,1.4531429745485146e-23,1.919693129565395e-21
PRIM1,9.979081,0.6507611,1.8820173608298504e-23,2.474309939867937e-21
CMC2,9.926733,0.55669606,3.1852081528474164e-23,4.167593404199304e-21
PCNT,9.906009,0.6934793,3.9199353321744465e-23,5.104502456840115e-21
MSH2,9.877007,0.64884263,5.23742162998823e-23,6.787797720078584e-21
DDX11,9.868952,0.5830829,5.675451627727678e-23,7.320797179803824e-21
SELL,9.8476,0.6491315,7.019991747372265e-23,8.970499734749624e-21
TNFRSF1A,9.842167,0.56984496,7.409708703869385e-23,9.424460196093592e-21
CASP8AP2,9.801369,0.64708877,1.1107012599896116e-22,1.4061683636887e-20
KNTC1,9.797515,0.7555098,1.1538911501102438e-22,1.4541155479684206e-20
PHGDH,9.79299,1.0444051,1.2067406998448294e-22,1.513739962291592e-20
SF3B2,9.782706,0.41920605,1.335903239986018e-22,1.6681100456921303e-20
ZDHHC12,9.775917,0.5663255,1.4285720382997063e-22,1.7757150436065348e-20
LMF2,9.77315,0.65775734,1.4681431888688523e-22,1.8166445087243274e-20
TCF19,9.768255,0.7282565,1.5408292655089072e-22,1.8979962655228186e-20
CDCA7,9.725418,0.57352185,2.349391094616893e-22,2.881006675936931e-20
SMCHD1,9.642443,0.5043444,5.291354041188923e-22,6.459703911176441e-20
HJURP,9.629896,0.81900007,5.978978495560066e-22,7.266717597314915e-20
HIST1H2AC,9.61549,0.95269483,6.878091965949704e-22,8.322491278799142e-20
FOSB,9.604277,0.5522297,7.669442481042188e-22,9.239144232888972e-20
DSN1,9.5998745,0.7102419,8.0041958265587535e-22,9.558198212798066e-20
FAM111B,9.597096,1.3093857,8.222838069074768e-22,9.776596949431244e-20
CDK2,9.567231,0.7251142,1.0980713393386953e-21,1.299907309331427e-19
RECQL4,9.541331,0.6213099,1.4101010369119406e-21,1.6620958170428418e-19
ORC6,9.502112,0.5968413,2.0567488920144566e-21,2.4035835555994586e-19
MPHOSPH9,9.490876,0.6753103,2.2909941624326166e-21,2.665937292165206e-19
STIL,9.471048,1.014954,2.7704813863134234e-21,3.19669130760029e-19
EGR1,9.457696,0.724223,3.1480411601823644e-21,3.6170728389221404e-19
DEK,9.453024,0.38402507,3.2917952085622337e-21,3.7664197394704117e-19
HNRNPF,9.452374,0.43062878,3.3122974564622995e-21,3.7740869268507517e-19
TRIR,9.449361,0.35197023,3.409049003051113e-21,3.868209711096918e-19
EGFL7,9.447972,0.6142869,3.45458446351965e-21,3.9036804437772044e-19
PSMC3,9.42727,0.47858506,4.208995487412082e-21,4.736592205710732e-19
BTG3,9.422106,0.8447227,4.421289999990184e-21,4.955106407366048e-19
SRSF2,9.421109,0.41621536,4.4634785124288816e-21,4.981970751056334e-19
IQGAP3,9.39186,1.1967012,5.8949834316923576e-21,6.553016948091838e-19
RAD21,9.390471,0.47622734,5.973252018059825e-21,6.613139663395302e-19
RHEB,9.370598,0.501493,7.212253627084333e-21,7.952672890574523e-19
RBBP7,9.346704,0.48255,9.042162661192437e-21,9.930400808552945e-19
RBL1,9.3111925,0.7080803,1.2640463092106388e-20,1.3826644148669652e-18
IQGAP2,9.297246,0.53784186,1.4413036117767772e-20,1.5702744449262051e-18
HIST2H2BF,9.294356,1.8860968,1.4810015549059043e-20,1.6071217666847961e-18
UBE2S,9.285338,0.45340222,1.6119456781908084e-20,1.742303024340152e-18
EXO1,9.260144,1.0542201,2.0415612754624496e-20,2.197973804677014e-18
GNA15,9.243028,0.5286212,2.3961986302271484e-20,2.569664617340847e-18
ITGB1,9.242601,0.59776413,2.405753447786974e-20,2.5698333509055703e-18
SSRP1,9.237774,0.45898762,2.5167973285689796e-20,2.6779898734259656e-18
TICRR,9.207068,1.0117574,3.351539794607133e-20,3.538656649549291e-18
CIT,9.17009,0.76726747,4.7262618716842614e-20,4.9142341119040994e-18
TACC1,9.134063,0.5756013,6.597549479893126e-20,6.808173134987072e-18
CEP152,9.132932,0.73839504,6.66688829844419e-20,6.853861932678753e-18
SREK1,9.077212,0.51661247,1.1139162798528645e-19,1.1408672130657839e-17
THRAP3,9.073661,0.46809423,1.1508400424955237e-19,1.1742862612717386e-17
SF3A2,9.057104,0.45919606,1.3396001393735368e-19,1.3567668670855089e-17
MAD2L2,9.056533,0.51026773,1.3466325647544604e-19,1.3588566094382093e-17
BLM,9.030387,0.6979602,1.7106644143834677e-19,1.7198466571959675e-17
INCENP,9.0053835,0.758059,2.1491399271564955e-19,2.152761188572217e-17
NUP107,8.999748,0.57664686,2.262354336178073e-19,2.2578956816469197e-17
MELK,8.986698,1.1111512,2.547698147916689e-19,2.5334310382883554e-17
KIF4A,8.986205,0.7800689,2.5591450485518905e-19,2.535593496293478e-17
