names,scores,logfoldchanges,pvals,pvals_adj
AC123768.5,1.5438018,0.54175246,0.12263637032859848,0.5375243120701801
URI1,1.5427487,0.08349004,0.1228917540357577,0.5384829773763113
SLC2A5,1.5427375,0.0467264,0.12289447311510125,0.5384829773763113
TOP2B,1.5421886,0.062277667,0.12302776557713019,0.5389806596398914
LINC01659,1.54071,0.95105827,0.12338740094357915,0.5403830663361812
MPP6,1.5395225,0.12717444,0.12367679281846092,0.5414770375302005
LONP2,1.5393208,0.007902852,0.12372598741308093,0.5416057070270708
NUDCD1,1.5392312,0.069204584,0.1237478565792609,0.5416147384789483
RAP2A,1.5388167,0.2749899,0.12384904071985697,0.5419708541406959
MRPS23,1.5385815,0.050226007,0.12390649827313222,0.5421206415482839
TSC22D2,1.5385143,0.123815216,0.12392291853720189,0.5421206415482839
PSPH,1.5377077,0.041318167,0.12412009418580201,0.5428963684588839
SCRN3,1.5374613,0.12773106,0.12418039110033176,0.54307324084914
TUT7,1.5372596,0.04477489,0.12422974193601645,0.5432021942728343
FLT4,1.5370132,0.64440286,0.1242900804018705,0.5433791428728298
TTC24,1.5365651,0.25440544,0.12439984527453656,0.543772085818011
VSTM1,1.536229,0.11829333,0.12448221854064206,0.5440451891021892
ZNF512,1.5359938,0.103890106,0.12453990513645019,0.5442103301152712
LRPAP1,1.5347952,0.08457043,0.124834155905561,0.545408983446792
CYB5RL,1.5323867,0.34335512,0.12542704618003417,0.5478243099886942
WWP1,1.5321851,0.096313804,0.1254767828918538,0.5479540250655756
CIITA,1.5319049,0.027981764,0.12554588715449042,0.5481682628335773
TMEM62,1.5316249,0.14935698,0.12561502107051514,0.5483825616529864
RALGPS2,1.5305495,0.17003898,0.12588077100309247,0.5494549982203618
POT1,1.5301462,0.1295,0.1259805400702072,0.5498027208362409
ZNF277,1.5299333,0.117476895,0.12603322079389542,0.5499448629056749
RFXAP,1.5283091,0.11410366,0.1264358232317661,0.5515256056940303
TMEM116,1.5280514,0.3711877,0.12649977622543346,0.5517165678884695
GSK3B,1.5278722,0.012579724,0.12654428011721505,0.5518226573250459
PELI2,1.5277153,0.15486957,0.1265832310212679,0.5519045018347564
FAM221A,1.5274017,0.5150814,0.1266611608311517,0.5520682346331964
C16orf95,1.526752,0.35277438,0.1268227056740708,0.5525961933338337
GSX1,1.5264158,1.9687145,0.12690632625682863,0.5527843895857336
IFNGR1,1.5260798,0.044776212,0.12698998974609757,0.5530607197956338
ZNF800,1.5259566,0.025092661,0.12702067711177717,0.5531062796653915
SDHC,1.5257325,0.08098678,0.12707648710735914,0.5532612030628631
SIPA1L3,1.5256094,0.04803861,0.12710719073792967,0.5532673235650356
POP1,1.5255646,0.27203754,0.12711835712569,0.5532673235650356
THAP11,1.5248811,0.009657313,0.12728873914014463,0.5539207289189043
RIPK1,1.5237049,0.06975334,0.12758243574949674,0.5551104674631245
ZFY,1.5235145,0.28314048,0.1276300361694642,0.5552292346627693
PRH1,1.5223495,0.16924128,0.12792153954499733,0.5564088468900106
EDC3,1.522215,0.14089753,0.1279552078383749,0.556466780144434
NMRK1,1.521935,0.5619847,0.12802537224692528,0.5566803205874148
KCTD18,1.5218565,0.1416826,0.12804502364129447,0.5566803205874148
XPR1,1.5216774,0.3844249,0.12808994992117723,0.5567871197813563
TBCCD1,1.5210948,0.17147982,0.12823604497544042,0.5571931174702347
LIAS,1.5210836,0.1324542,0.1282388557647094,0.5571931174702347
FAM204A,1.5210612,0.03773249,0.12824447748693255,0.5571931174702347
TAPBP,1.5207363,0.08345721,0.1283260139902313,0.5573946936800033
ACSL3,1.5207139,0.0807316,0.12833163868241426,0.5573946936800033
CSNK2A2,1.5205907,0.11666826,0.1283625779151007,0.5574405360753285
ARMH3,1.5203106,0.07936292,0.12843291591588973,0.5576574338894761
SLX4IP,1.519997,0.1388559,0.12851173003887348,0.5579110604291212
SDCBP,1.5193025,0.033318546,0.12868638079232822,0.5585805982773028
CLPP,1.5187984,0.07029319,0.12881325891395112,0.5590425929631657
CASK,1.5182047,0.45274633,0.1289628177776937,0.5596028586081898
TMEM51,1.5176557,0.3824764,0.12910120916517426,0.5601144956101627
STK25,1.5173085,0.029927177,0.12918882246197178,0.5602372021365943
RNF11,1.5172412,0.017029306,0.12920578520747275,0.5602372021365943
CBWD2,1.51723,0.060404174,0.12920861249990784,0.5602372021365943
NECTIN1,1.5172188,0.25411803,0.12921143984039715,0.5602372021365943
TIMMDC1,1.514732,0.043381684,0.1298402997652122,0.5628745778978269
ATP2A1,1.513959,0.68076754,0.1300362394643291,0.5636192121072433
FASTKD1,1.5138918,0.08946646,0.13005328853933684,0.5636192121072433
EPS8,1.5126371,0.16191722,0.1303718564968457,0.5647806464193509
KRBOX4,1.5125923,0.20972608,0.13038324511246113,0.5647806464193509
STX7,1.5120882,0.07493099,0.13051142023514678,0.5652463252692942
FOCAD,1.5116961,0.11942028,0.1306111795670319,0.5655888070372216
YES1,1.5114497,0.21843296,0.13067391570420908,0.5657708832880465
DHX29,1.510968,0.023491107,0.13079660382837233,0.566184584759407
PSD3,1.510912,0.5152575,0.13081087568602112,0.566184584759407
SIK3,1.510464,0.026267273,0.13092509403458977,0.5665614235781926
RRNAD1,1.5104079,0.1011475,0.1309393767649447,0.5665614235781926
SH3D21,1.5102959,0.10356958,0.13096794585080848,0.5665953879506738
PA2G4,1.5098253,0.1074466,0.13108798880321063,0.5669600693943847
CSRNP2,1.5098029,0.43472835,0.13109370726178213,0.5669600693943847
COG6,1.5092653,0.30142823,0.13123100830725043,0.5674641292172786
TRIM5,1.5089964,0.12683947,0.13129970062838758,0.5676714013255157
ATRN,1.5082794,0.10181244,0.1314830164418238,0.5683741017417189
ZBTB34,1.5074617,0.27543783,0.13169235318169595,0.5691890453780081
PSMD5,1.5063415,0.12126126,0.1319795350128462,0.5702500180852097
TSR2,1.5043586,0.011138607,0.13248903612133398,0.5722706020808718
USP21,1.5039666,0.13728839,0.13258996508712176,0.5726161063285584
C5orf51,1.5038658,0.059235796,0.13261592787137558,0.572637796237271
HOMER2,1.5036417,0.13792768,0.1326736370425967,0.5727965390853882
LRRC20,1.5033729,0.27418807,0.1327429137151277,0.5730051647125307
MYNN,1.5032609,0.1995464,0.13277178726076347,0.5730393457122535
TMEM131L,1.5023422,0.031775754,0.13300873379651568,0.5738808511201511
ANKH,1.5011773,0.46180025,0.13330972206651565,0.5750887615761061
PEX10,1.5009532,0.1046643,0.1333676648127065,0.5752479750738599
AL590226.1,1.5004603,0.19435084,0.13349520745823856,0.5756415231733141
PSME3,1.5004379,0.01225466,0.13350100709299925,0.5756415231733141
CHCHD1,1.4994969,0.017672507,0.13374476785283118,0.5766016745551823
WDR60,1.4991385,0.012968889,0.1338377196155454,0.5769114565899597
GYG1,1.498836,0.020893076,0.13391618652952478,0.5771178710040613
ZNF580,1.4974581,0.0453248,0.1342740972918461,0.5785189009835865
TNFRSF1B,1.4967076,0.026775219,0.1344693677694994,0.5792689557379852
EEA1,1.4961698,0.050957333,0.13460939797396862,0.5797616470121787
MYO18B,1.4960243,0.65834653,0.1346473422136454,0.5797616470121787
MAFK,1.4959234,0.17291848,0.1346736161457447,0.5797834866375211
LRP12,1.4958338,0.37859634,0.1346969740789322,0.5797927676943931
LINC02767,1.495408,0.6917803,0.13480796702899123,0.5801792046545159
DENND6B,1.4949824,0.08308222,0.13491903065659297,0.5804334787429701
TLR6,1.4949377,0.7795898,0.1349307256772128,0.5804334787429701
KLHL5,1.4933918,0.14539543,0.1353346838429514,0.581988090009333
RBM18,1.4932237,0.07460315,0.13537864857662396,0.5820856169774149
SNAPC3,1.492966,0.19362012,0.13544608259662572,0.5822840079684526
EAF2,1.4925852,0.04347321,0.1355458151952725,0.5826178776094297
PELI1,1.4925067,0.11460233,0.13556635541683615,0.5826178776094297
BMT2,1.4922602,0.10980001,0.1356309260506818,0.582803787520733
KPNA5,1.4915881,0.16773641,0.13580714851264755,0.5834693296507243
BIN2,1.4910952,0.04267714,0.13593649065328423,0.5839173538100062
CCL3L1,1.4910281,0.43268248,0.1359541355850329,0.5839173538100062
SSR2,1.4882947,0.1302325,0.13667319547179324,0.5867292312985334
HNRNPA1P48,1.4879363,0.10637654,0.1367677156780658,0.5869760743194893
PNPLA6,1.4879138,-4.3013465e-06,0.13677362486520098,0.5869760743194893
LAPTM4B,1.4877234,0.08112788,0.13682386090974102,0.5870995293327754
SLIRP,1.4876113,-0.0082532745,0.13685341817352667,0.5871342286434359
AQP3,1.4861774,0.30194262,0.1372321863705397,0.5884949624771353
NUDC,1.4861662,0.1040434,0.1372351486768336,0.5884949624771353
RAB40C,1.4861662,0.048891056,0.1372351486768336,0.5884949624771353
HSD17B7,1.4858302,0.17377904,0.1373240408005415,0.588783822472814
ZNF506,1.4844972,0.13140991,0.13767708369090037,0.5902049742297165
RRAS2,1.4842843,0.7592791,0.13773351660746658,0.5903543487692446
SOCS5,1.4840379,0.20949362,0.1377988822611769,0.5905419580495445
AL021368.2,1.4838362,0.35232714,0.13785238103554295,0.5906786605763017
P2RX4,1.483321,0.049805872,0.13798917286526005,0.5911721637432871
ICOSLG,1.4813942,0.5999916,0.13850158246219224,0.5931815621004086
DBF4B,1.4804643,0.16287377,0.13874937367208487,0.5940567359381295
ZNF146,1.4794897,0.03924204,0.13900947302457267,0.5950771836772016
MFSD5,1.4792097,0.07214267,0.13908428362378356,0.5953042447919838
GNB1,1.4787728,0.10700431,0.13920105005705283,0.5957107847981481
ZNF770,1.478616,0.032913353,0.13924298461780535,0.5957515807748591
ERI3,1.47856,0.029196542,0.13925796360351866,0.5957515807748591
ID3,1.4784927,1.4616979,0.13927594002390384,0.5957515807748591
KIAA0895L,1.4781903,0.32535827,0.13935685602479742,0.5960044705746184
PSMC4,1.4775853,0.068470635,0.13951879659073566,0.5964172286337748
ETV3,1.4775853,0.18536869,0.13951879659073566,0.5964172286337748
POU2F2,1.4762523,-0.020050952,0.13987617689766682,0.5977837706938487
CNPY3,1.4759611,0.12334971,0.13995435367426293,0.5979987118088116
MTR,1.4755466,0.036268134,0.14006566319765876,0.5983808195286949
M6PR,1.4752665,0.08126657,0.14014091088354436,0.5986087705437995
CAPN1,1.4747624,0.053750202,0.14027643508351803,0.599094079930327
PURA,1.4746056,0.038674608,0.1403186187222366,0.599180660146515
FOPNL,1.4736869,0.06102957,0.14056589029038924,0.6000491470310622
MAFG,1.4731941,0.008097632,0.14069871066809012,0.6005223883142801
PSMA3,1.47269,0.07493295,0.1408346494855548,0.6010087897677874
COQ8B,1.4721522,0.11559885,0.14097976216801578,0.6015341825942517
MTAP,1.4715698,0.04525489,0.1411370972536379,0.6021115540558475
MVB12B,1.4711889,0.2782366,0.14124004314300792,0.6024567493041171
CUL5,1.4701806,0.029822309,0.1415128255355016,0.6035261583115762
PLCG2,1.4700799,-0.034993984,0.14154012602397248,0.603548461913543
GFI1B,1.4699454,0.2121351,0.14157653297003753,0.60360958381644
SLC35C2,1.469755,0.015449415,0.14162812179311213,0.6037059880889692
INTS6L,1.469699,0.2185718,0.14164329772467005,0.6037059880889692
AGFG2,1.4683435,0.40814173,0.14201093634334927,0.6051785982928517
ZMPSTE24,1.4674473,0.052392863,0.1422544053632541,0.6059977225698479
ARHGEF3,1.4673914,0.110579126,0.14226963281278515,0.6059977225698479
CHPF2,1.466484,0.08484263,0.14251649190694407,0.6069085209590175
HIST1H2BE,1.4664279,0.6365229,0.14253174089166357,0.6069085209590175
AC017083.2,1.4663607,0.2943991,0.14255004132669383,0.6069085209590175
PRMT9,1.4661143,0.26532257,0.1426171583547188,0.6070997528592995
RAB44,1.4656438,0.03631443,0.1427453582201955,0.607550905196804
METTL8,1.4655429,0.07164733,0.14277284112428043,0.6075733136297187
SNCA,1.4645796,0.044283725,0.1430356603953819,0.6083189932434835
SMG8,1.4645236,0.39255613,0.14305095199755005,0.6083189932434835
UGT3A2,1.4644227,0.37637475,0.14307848004261853,0.6083189932434835
CCDC85C,1.4644115,0.121046096,0.14308153896519,0.6083189932434835
ZNF197,1.4641203,0.34533784,0.14316108856687815,0.6084810093723152
DDX60,1.4641091,0.1791437,0.1431641488444919,0.6084810093723152
MITD1,1.4639187,0.021450168,0.1432161812437983,0.6086075667898848
LAMB2,1.4633921,0.22785576,0.14336011103218974,0.6091245488325451
TMEM161B,1.4625407,0.17280637,0.14359308331512471,0.6100196452284294
GPR183,1.4619695,0.09383865,0.14374958271550153,0.6105896379214204
AACS,1.46067,0.24673586,0.14410602920788526,0.6120086154245737
MRPS5,1.4599643,0.026643213,0.14429990025490294,0.6127368124799031
USP51,1.4593369,0.26238096,0.14447239785403493,0.6133311540063755
NBEAL1,1.459292,0.06869055,0.14448472515574748,0.6133311540063755
UTP14A,1.4591241,0.06875591,0.1445309597167264,0.6134321937627812
ZNF213,1.4589672,0.3797915,0.14457412220233484,0.6135201653856376
SBNO2,1.4573653,0.08047625,0.1450155620701027,0.6152025380653162
HIST1H2BD,1.4572421,0.8191309,0.14504956170324879,0.6152513284220632
AGO1,1.4567044,0.114961386,0.14519799519932772,0.6156731756790278
YWHAG,1.4566483,0.04324552,0.14521346370987578,0.6156731756790278
PROSER3,1.4566371,0.28893775,0.1452165575634363,0.6156731756790278
SNX11,1.4565476,0.21217996,0.14524131020940323,0.6156826645460147
RALBP1,1.4564131,0.088486776,0.145278445236997,0.6157446316569932
MEX3B,1.4551697,0.21735792,0.14562228903307906,0.6171063251043825
CLGN,1.4549457,0.56662744,0.14568430906247207,0.6172734917295261
CMC1,1.4541951,0.054070424,0.14589222350972667,0.617906685717843
C5orf24,1.4541615,-0.013928169,0.14590153842171114,0.617906685717843
PSME4,1.452694,0.048999436,0.14630873368815653,0.6194393298399641
CREB3L4,1.4523467,0.03646926,0.1464052199880349,0.6197518801536847
CREG1,1.4520555,0.082224384,0.14648618151335902,0.6199986255477969
IFNGR2,1.4518987,0.029885221,0.14652979036579902,0.6200872249060879
FBXW9,1.4516522,-0.004191005,0.14659833862761873,0.6202813195282163
THUMPD3,1.4515066,0.052906677,0.14663885594761825,0.6203567689887947
NXT2,1.4511033,-0.025118293,0.1467511024626381,0.6207355990631557
EMB,1.4499495,0.0752786,0.14707261521261927,0.6219993404893731
SHPRH,1.44921,0.054725725,0.1472789160588082,0.6226924493452045
SKIL,1.449199,0.47111785,0.14728204352975877,0.6226924493452045
CD99L2,1.4490869,0.1390196,0.1473133210318278,0.6227284088632498
PPP1R3E,1.4475074,0.11034904,0.14775487455713868,0.6243054387576505
NADSYN1,1.4472162,0.04308537,0.1478364061073863,0.6245534313938801
SCARA3,1.4469808,1.3176869,0.14790228360694488,0.6247352251336908
TRIM71,1.4466672,0.4759085,0.14799015516227843,0.625009850666821
ZNF865,1.4464096,0.069410875,0.1480623652032934,0.6252182580063714
DDX56,1.4456702,0.034697358,0.1482697260777844,0.6259972100236363
DPY19L2,1.4454349,0.16111389,0.1483357510367017,0.6261792911160304
WDR89,1.4451885,0.19436833,0.14840494412525224,0.6263709556265509
AP002360.1,1.4451101,0.08968074,0.14842696527682475,0.6263709556265509
LIG3,1.4449197,0.041974586,0.14848045560633039,0.6265000060192425
PPRC1,1.4441243,0.025565892,0.14870401554594403,0.6273464994013246
TMCO6,1.4436986,0.054972988,0.1488237728887176,0.6277245448961238
MAN2A2,1.4436426,0.04041827,0.14883953591408128,0.6277245448961238
KHK,1.4428921,0.08663844,0.14905088345366393,0.6285189605125511
SPATA13,1.4427464,0.106827095,0.14909191770889166,0.6285950634701436
SND1,1.4421527,0.09477852,0.14925930045553226,0.6290822851228429
NF2,1.4419734,0.057430092,0.1493098592688682,0.6290822851228429
PRELID3A,1.441951,0.57337224,0.14931618003939712,0.6290822851228429
RHOQ,1.4419286,0.061166916,0.14932250101412908,0.6290822851228429
WWC3,1.4417719,0.6242147,0.1493667535552233,0.6291717872336932
NABP2,1.4410213,0.01961454,0.14957867213859422,0.6299674061761894
LAMTOR3,1.4403043,0.079003096,0.14978131598191888,0.630723724490538
MIOS,1.439621,0.10011839,0.14997465576404037,0.631440636878129
WDSUB1,1.439341,0.061428074,0.15005394834927216,0.6316772277646546
GTF2H2,1.438792,0.16731277,0.1502094545580255,0.632234530451557
BTBD10,1.437515,0.13331863,0.15057172003056274,0.6335642800362776
B3GALT4,1.4366972,0.26202533,0.1508040466045011,0.6344442243764135
PSMC2,1.4352969,0.047883365,0.1512025004005961,0.6359651418105283
GBP3,1.4349833,0.21619217,0.15129186391454347,0.6362028772269884
ATG2A,1.4341767,0.10983307,0.15152184056690043,0.637071994486848
DEPTOR,1.433303,0.07452141,0.15177128232140444,0.637840017453276
SLC30A6,1.4332918,0.17968468,0.1517744823216729,0.637840017453276
TOP3B,1.433191,0.17642672,0.1518032846362314,0.6378630334453571
GTPBP3,1.4323059,0.038115308,0.1520562835967407,0.6386067000940616
GRK3,1.4322835,0.16535468,0.15206269279761783,0.6386067000940616
HINT3,1.4321603,0.01571467,0.15209794707891222,0.6386067000940616
SSX2IP,1.4321268,0.11598792,0.15210756296275155,0.6386067000940616
IRX3,1.4321043,0.2263408,0.1521139738090962,0.6386067000940616
MX1,1.4320819,0.15709531,0.15212038486113938,0.6386067000940616
SLC66A3,1.4314321,0.014620009,0.1523063948645114,0.6392894357582393
POLG,1.4310737,0.061381333,0.15240909515602274,0.6396223321265497
TNRC6C,1.4300991,0.43658662,0.1526885780145921,0.6406969241041945
ACBD5,1.429931,0.13249049,0.1527368041042834,0.6408009581214688
LRRC1,1.429315,0.6563386,0.15291373226076663,0.6414448416019212
ERH,1.4290237,0.1323034,0.15299742528217444,0.6415990786330842
ZNF200,1.4290237,0.2795495,0.15299742528217444,0.6415990786330842
INKA2,1.4287548,0.5502553,0.15307471130310168,0.6418247554882887
ARHGAP1,1.4284188,0.033682127,0.15317136058608213,0.6421315386458688
CTBS,1.4281163,0.0036485014,0.15325838461848745,0.6423978825532124
MTX1,1.427937,0.022775574,0.15330997215665904,0.6425156319687354
ORC2,1.4277803,0.15290402,0.153355122084615,0.6426063696791116
DEPDC7,1.4274442,0.49291378,0.1534519059793878,0.6428689956865898
TMEM79,1.4273994,0.36105,0.15346481400724268,0.6428689956865898
RTL10,1.4271977,0.10810403,0.15352291035010904,0.6429289098156178
KHNYN,1.4271865,0.08051292,0.15352613841497784,0.6429289098156178
AC009318.1,1.4269625,0.68307567,0.15359071055093979,0.6430564599515205
ALDH16A1,1.4269177,0.04122402,0.15360362745569123,0.6430564599515205
AKAP9,1.426716,0.056487616,0.15366176374816795,0.6432013763136998
NPHP4,1.426268,0.110055685,0.15379101540045367,0.6436438792685654
PDE8A,1.4261223,0.2834484,0.1538330399775296,0.6437212411974788
PIK3CA,1.4245988,0.11295287,0.15427320519411006,0.6453656217283362
PGAP3,1.4239827,0.2728406,0.15445148471517012,0.6459680425496039
PLEKHO2,1.4239379,0.2228738,0.1544644566017648,0.6459680425496039
ANKZF1,1.4238034,0.064398214,0.15450337722785096,0.646032011264956
GABPA,1.4237026,0.029714676,0.1545325725864484,0.6460553019338049
ZMYM6,1.4232321,0.06429221,0.15466887301167917,0.6465262918644724
C11orf74,1.4231201,0.08596313,0.15470133894967658,0.646563169023056
TUBA1C,1.422952,0.049077407,0.15475004756212388,0.6466679096323105
MYD88,1.4219887,0.02748868,0.15502953514472134,0.6477368476802979
RFX1,1.4216527,0.27630723,0.15512712093825087,0.648045562049711
SPAG5-AS1,1.4214061,0.35940832,0.15519871349183934,0.648169968352473
APBA3,1.4213837,0.15778746,0.15520522314954852,0.648169968352473
AC092821.3,1.4213053,0.18027143,0.15522800858408342,0.648169968352473
GP9,1.4198042,0.40802163,0.15566467670030562,0.6497948784989402
C12orf29,1.419513,0.12299342,0.15574951123954067,0.650049776305934
RIC8B,1.4189976,0.31730822,0.1558996890608379,0.6505461497246962
ATG12,1.4189417,0.0467111,0.1559160193555057,0.6505461497246962
PIK3R2,1.4181576,0.061702676,0.15614477978682242,0.6514012430282907
HYOU1,1.4179223,0.029526394,0.15621345754428276,0.6515883480790049
LILRA2,1.4175078,0.026867436,0.1563345169621244,0.651908081819373
ARVCF,1.4174966,0.53061473,0.15633778982562158,0.651908081819373
MARCH8,1.416354,0.17211999,0.15667189497725234,0.6532016526982685
TRAK2,1.4161636,0.15072368,0.1567276317683361,0.6533344235269694
CAPN7,1.4159955,0.034722973,0.15677682377458993,0.6533402960895971
COQ8A,1.4159955,0.019740965,0.15677682377458993,0.6533402960895971
ZBTB18,1.415637,0.48143432,0.15688180584665745,0.6535785896835306
WDR26,1.4153234,0.051936284,0.15697370887229697,0.6538618496301345
TMTC2,1.4145392,0.36626658,0.15720364499086348,0.6547199019068158
ADAT1,1.4144384,0.15636192,0.15723322671750076,0.6547433862976665
C2orf69,1.4136094,0.11676201,0.15747661422363912,0.6556570481972649
CHCHD7,1.4127804,-0.0053707506,0.15772028710639152,0.6565716199134393
PTGR1,1.4126685,0.29513797,0.15775323777135453,0.6566088341088981
RUNDC1,1.4124444,0.20487998,0.15781915474629438,0.6567832302072997
TDRD3,1.4121307,0.10060222,0.15791147356138957,0.6570674309205355
GOLGA8R,1.4120411,0.33833042,0.15793785787756143,0.6570772343708801
PJA1,1.4115483,0.34817988,0.15808303130660206,0.6575811643003255
GMFG,1.4110777,0.12738106,0.15822170019772142,0.6579578183708774
WDR20,1.4109097,0.22896546,0.15827124711863572,0.6580637864841435
EXOC2,1.4099351,0.09838235,0.1585588509737771,0.6591593704361368
RAB27B,1.4098455,0.36158717,0.15858531715577617,0.659169187253664
MREG,1.4092182,0.5542353,0.158770674077501,0.6597076329504221
CUEDC2,1.4091622,0.07761967,0.15878723177355658,0.6597076329504221
TBC1D10A,1.4082996,0.28787237,0.1590423853630284,0.6606673355821623
RGP1,1.4078963,0.15472962,0.15916178433492278,0.661031402429816
ALG10,1.4078403,0.23644267,0.15917837288818615,0.661031402429816
STX2,1.4077059,0.16576688,0.159218190753318,0.6610963626389665
SLA2,1.4075378,0.17251085,0.15926797368172574,0.6612026731896875
CORO1A,1.4074258,0.16381866,0.15930116884264778,0.6612400976276633
MBTD1,1.4070225,0.062476467,0.15942071476294717,0.661635887981113
GLMN,1.4064176,0.14765064,0.15960016087283235,0.6622584905710739
PPP1R9B,1.4063056,0.058257937,0.1596334083927704,0.6622584905710739
EEF1AKMT2,1.4057119,0.039450493,0.15980970770905945,0.6627473865653533
SIRT6,1.4051741,0.09240443,0.1599695020377886,0.6633094772896689
EFCAB11,1.4045917,0.095672995,0.1601427488608369,0.6639271695494915
CORO1B,1.4043227,0.012431478,0.1602227567582971,0.6641581789165367
PRKAG2,1.4037739,0.027095804,0.1603862000348777,0.664734923636521
DGKA,1.4035946,0.12468788,0.16043959655193651,0.6647823872401338
HSPG2,1.4034714,0.14014447,0.16047631445059307,0.664806134671401
ZNF227,1.4032362,0.32494932,0.16054642989235257,0.6649958606234889
PTPN12,1.4029897,0.06155196,0.16061990899392087,0.6651402314891404
AL031710.1,1.4029561,0.87596136,0.16062993084013322,0.6651402314891404
USE1,1.4028329,-0.011809544,0.1606666816524036,0.6651916845521013
ZNF250,1.4026089,0.39771175,0.16073351758881194,0.6653676615173556
WARS2,1.401623,0.11916556,0.16102784530740333,0.6663843005109339
AC130324.2,1.401063,0.9947115,0.16119525825030412,0.6667743960237206
STX10,1.4009733,0.04072685,0.16122205651647503,0.6667843855867402
SENP3,1.4008837,0.07594202,0.1612488581474385,0.6667943860426211
ZBTB5,1.4007716,0.21334113,0.16128236491819792,0.666832106297708
ODR4,1.4005252,0.09837878,0.16135609832336184,0.6670361095617011
AKTIP,1.4003348,1.006656,0.16141309157015826,0.6671708588388071
GRAP,1.399349,0.2787472,0.16170835848261156,0.6682447948949596
PALB2,1.3993042,0.21233065,0.16172178938838744,0.6682447948949596
UHRF1BP1L,1.3990129,0.037652347,0.16180911080477856,0.6685045994965213
RDM1,1.3984303,0.5418829,0.16198386040993773,0.669125475342924
NSUN4,1.3981615,0.05050883,0.1620645621023442,0.6693577277225048
CC2D1B,1.3980159,0.16466168,0.1621082881873478,0.6694372166673532
NLRC3,1.3977807,0.25090262,0.16217894144002953,0.6696278623915216
INPP5A,1.3963132,0.12340394,0.16262020788722875,0.6712471252655332
PLAU,1.3956523,0.10755166,0.16281924177924512,0.6719672480674973
AP4B1,1.3941511,0.10555054,0.1632719673073706,0.6737160777317215
EFR3A,1.394084,0.059125394,0.16329226077692716,0.6737160777317215
PRNP,1.3938599,0.057179652,0.16335991940978023,0.6738935519957535
ZC3HC1,1.3931093,0.12986772,0.16358672982257716,0.6747234347073471
AC004687.1,1.3930309,0.03355261,0.16361044012083736,0.6747234347073471
GOLGA2,1.3921908,0.052939296,0.1638646416034194,0.6756698566476337
ARFIP2,1.3910929,0.02773328,0.16419724658228452,0.67683718797696
METTL22,1.3909585,0.13071252,0.16423800864825233,0.6769031777686674
ATP8A1,1.3906113,0.12399403,0.16434334593415423,0.6772352528504192
ZNF836,1.390488,0.2859122,0.16438073591074398,0.6772372715351255
LIN7B,1.3904208,0.2787054,0.1644011331438796,0.6772372715351255
KLHL28,1.3903648,0.1397071,0.16441813229436475,0.6772372715351255
LAGE3,1.3900735,0.055108845,0.16450654921889496,0.6774994118885393
LARP7,1.389883,0.023515506,0.16456437964335058,0.6776355256327458
TIGD5,1.3896142,0.20009989,0.16464604865828325,0.6778697450480899
ETAA1,1.3890654,0.16064121,0.1648128843274801,0.6784084467377861
ARHGAP15,1.3890206,0.039198793,0.16482650918327546,0.6784084467377861
PGM1,1.3888973,0.021793766,0.164863981909518,0.6784605642283942
MRPL55,1.38827,-0.006036469,0.16505485160478106,0.679143841706943
ZNF768,1.3876202,0.10263943,0.1652527133908539,0.6798556793119138
ABCA1,1.387273,0.6117591,0.16535854028492925,0.6801887248242592
RBL2,1.3870153,0.033562746,0.16543708996528927,0.6804094844624455
POLR3F,1.3868585,0.1993693,0.16548491656000286,0.6805038388345621
LRWD1,1.3856934,0.02421132,0.16584052560252494,0.6818636315030291
CDK5RAP1,1.3850998,0.07704211,0.16602197042115496,0.6825070359496247
MRPL39,1.3847861,0.07147254,0.16611788831977858,0.6827805812181581
CCDC174,1.3847189,0.049927004,0.1661384475764508,0.6827805812181581
C11orf80,1.384394,0.57870066,0.16623784429462685,0.6830864147379212
SNHG14,1.3832066,0.1437599,0.16660153691371504,0.6843449238761823
SLC25A20,1.3831842,0.04687469,0.1666084047835924,0.6843449238761823
EEPD1,1.3830609,0.19224614,0.16664618187243008,0.6843449238761823
TMED7,1.3829713,0.02889627,0.16667366016302365,0.6843449238761823
TNFRSF21,1.3829377,0.29966724,0.1666839654000538,0.6843449238761823
ZNF333,1.382904,0.1377815,0.16669427111604074,0.6843449238761823
AL022328.4,1.3827921,0.25387865,0.16672862696193336,0.6843832231913883
SLC17A9,1.3826689,0.0327287,0.16676642453963453,0.6844356364191574
SPECC1,1.3820976,-0.0013695993,0.16694175201440387,0.6850523935453013
NUDT9,1.3819183,0.077982426,0.16699678525026063,0.6851754072698616
SGSM2,1.3816607,-0.00564186,0.1670759194112763,0.6853972535584701
FCHSD1,1.3814814,0.2594734,0.16713098587994757,0.6855203149652087
TTC26,1.3812574,0.5084376,0.16719983814263895,0.6856958919496557
STX16,1.381179,0.017762033,0.16722394146903585,0.6856958919496557
HNRNPM,1.3810781,0.120204195,0.16725493529623203,0.6857201590121081
PPP2R1A,1.3804845,0.092249066,0.16743754205364492,0.6862630433151939
TRIM52,1.3802603,0.097227305,0.16750648917232958,0.6863822771031398
TYW3,1.3802267,0.0142092835,0.16751683307929333,0.6863822771031398
ANKRA2,1.3801372,0.14411278,0.16754441917697216,0.6863924624439671
NLRX1,1.3795546,0.100301936,0.16772381199309583,0.6868752449516468
TRGV9,1.3795098,0.2102043,0.16773761741340953,0.6868752449516468
