"subtype","n","LS","mean_pct","pval","fdr","neglog10fdr"
"PML-RARA",55,"LS_1",3.48606391893442,0.716483792446476,1,0
"PML-RARA",55,"LS_2",1.82433782471265,0.00832093764101695,0.0497226761475403,1.30344550503377
"PML-RARA",55,"LS_3",3.26970006676674,0.498248347300812,1,0
"PML-RARA",55,"LS_4",0.908076318339781,0.000332279683832278,0.00307201971844937,2.51257600101479
"PML-RARA",55,"LS_5",1.78544462697976,0.717324597913154,1,0
"PML-RARA",55,"LS_6",3.59881857483138,0.000118649981307662,0.00132132933728987,2.87898892232387
"PML-RARA",55,"LS_7",0.0106535327409182,0.99999998762052,1,0
"PML-RARA",55,"LS_8",1.09935868212706,0.999998658719395,1,0
"PML-RARA",55,"LS_9",0.664793536465812,0.140930789646567,0.413509502555797,0.383514505796737
"PML-RARA",55,"LS_10",0.0474659653070436,0.9154796632758,1,0
"PML-RARA",55,"LS_11",0.80657949050422,0.999999345688982,1,0
"PML-RARA",55,"LS_12",0.494506996271838,0.938572321182261,1,0
"PML-RARA",55,"LS_13",0.87584842882811,0.996555319050463,1,0
"PML-RARA",55,"LS_14",0.84941389889704,0.999999999962673,1,0
"PML-RARA",55,"LS_15",0.257623111389359,0.999997051545048,1,0
"PML-RARA",55,"LS_16",0,0.999998112596966,1,0
"PML-RARA",55,"LS_17",0.457378304509264,0.995241936414889,1,0
"PML-RARA",55,"LS_18",0.122691941673623,0.99999996060566,1,0
"PML-RARA",55,"LS_19",0.686304190279914,0.99988393087811,1,0
"PML-RARA",55,"LS_20",0.459382827497634,0.999955611906209,1,0
"PML-RARA",55,"LS_21",3.2187669244251,0.999997985958801,1,0
"PML-RARA",55,"LS_22",0.817631124517084,0.999999999995217,1,0
"PML-RARA",55,"LS_23",0.469875627279793,0.00292471702858267,0.0213897215523211,1.66979486896179
"PML-RARA",55,"LS_24",2.86973060102021,0.471291173856328,0.999708550604333,0.000126593312960747
"PML-RARA",55,"LS_25",0.204780246733456,0.385349412289815,0.894887260767817,0.0482316743047092
"PML-RARA",55,"LS_26",2.92081449495371,0.00335073444020637,0.0231247869817059,1.63592225915523
"PML-RARA",55,"LS_27",0.293029214635991,0.998754004460319,1,0
"PML-RARA",55,"LS_28",1.46937193606305,0.930936177002013,1,0
"PML-RARA",55,"LS_29",1.17468043196028,0.99832983879533,1,0
"PML-RARA",55,"LS_30",1.04484506441764,0.999945921169657,1,0
"PML-RARA",55,"LS_31",1.24984218460343,0.481843419452155,1,0
"PML-RARA",55,"LS_32",1.2068992642831,0.454228992447246,0.989209805774003,0.0047115872435821
"PML-RARA",55,"LS_33",22.1913347010362,1.66436149841966e-38,4.07768567112817e-36,35.389586254908
"PML-RARA",55,"LS_34",0.582283469199484,0.976996399427332,1,0
"PML-RARA",55,"LS_35",0.394263354180446,0.999622368657278,1,0
"PML-RARA",55,"LS_36",3.47489870146173,0.00026843524521374,0.00263066540309466,2.57993438674157
"PML-RARA",55,"LS_37",1.34043116160603,0.419148160393029,0.950845363854556,0.0218901067064358
"PML-RARA",55,"LS_38",0.0238226125197302,0.9999999999358,1,0
"PML-RARA",55,"LS_39",1.9808640378679,0.0739991953537621,0.248353463858517,0.604929778394149
"PML-RARA",55,"LS_40",0.824320057336134,0.999999999999991,1,0
"PML-RARA",55,"LS_41",2.01939479078748,2.04975753855485e-05,0.000264310840497862,3.57788502426195
"PML-RARA",55,"LS_42",1.46306048484799,0.221320535782978,0.599155041622425,0.222460781937138
"PML-RARA",55,"LS_43",3.76790850997438,0.000250748792288829,0.00250748792288829,2.60076115004657
"PML-RARA",55,"LS_44",0.716009823687254,3.12536418739576e-11,9.00840265778777e-10,9.0453522099542
"PML-RARA",55,"LS_45",4.8404708345944,0.000284148592060542,0.00273005510018952,2.5638285875868
"PML-RARA",55,"LS_46",4.97288654106212,6.52811862642859e-28,7.99694531737503e-26,25.0970758736518
"PML-RARA",55,"LS_47",0.348278622272602,0.987481009360674,1,0
"PML-RARA",55,"LS_48",1.57149469913068,2.95579795158e-06,4.93070769489292e-05,4.30709074280608
"PML-RARA",55,"LS_49",3.66986122136919,0.346155166977051,0.840330623157018,0.0755498096975402
"t(8;21)",184,"LS_1",3.50556673016258,0.963206941298073,1,0
"t(8;21)",184,"LS_2",2.21522492553502,8.07135506525647e-11,2.1972022122087e-09,8.65812997238982
"t(8;21)",184,"LS_3",3.58553076475356,0.0452917425120839,0.175309622504936,0.756194245423012
"t(8;21)",184,"LS_4",0.791651678851485,0.95649668602207,1,0
"t(8;21)",184,"LS_5",2.5642866429891,0.0115969024161295,0.0639248791827232,1.19433008411236
"t(8;21)",184,"LS_6",1.22081682641296,1,1,0
"t(8;21)",184,"LS_7",0.757238173677732,0.139052308879778,0.410455610548742,0.386733803553385
"t(8;21)",184,"LS_8",4.26680381081292,5.90513103534783e-10,1.44675710366022e-08,7.83960437654841
"t(8;21)",184,"LS_9",1.25874630405886,6.65671576952344e-05,0.000776616839777734,3.10979319665985
"t(8;21)",184,"LS_10",0.0627158496904877,0.999840741760385,1,0
"t(8;21)",184,"LS_11",2.0929921778118,0.0681218848766479,0.235068475982799,0.628805608325837
"t(8;21)",184,"LS_12",0.477046553439587,0.370880578437112,0.886495041142365,0.0523236894037636
"t(8;21)",184,"LS_13",0.944910856291061,0.99998938630561,1,0
"t(8;21)",184,"LS_14",2.15531157821061,0.432875041483126,0.968533197838957,0.0138854886349323
"t(8;21)",184,"LS_15",1.16703525587574,9.06923679479517e-06,0.000134664425134837,3.87074711851752
"t(8;21)",184,"LS_16",0.28577783865479,0.958264073671221,1,0
"t(8;21)",184,"LS_17",2.877459200253,8.80759211575759e-25,7.19286689453536e-23,22.1430979763326
"t(8;21)",184,"LS_18",0.249573999277597,1,1,0
"t(8;21)",184,"LS_19",1.85293763699865,1.15519730460901e-06,2.09646918243858e-05,4.67851151723143
"t(8;21)",184,"LS_20",1.35824974271779,0.978635513537534,1,0
"t(8;21)",184,"LS_21",4.38162612861498,0.999999995143247,1,0
"t(8;21)",184,"LS_22",3.07625107061569,2.00974392235169e-05,0.000264310840497862,3.57788502426195
"t(8;21)",184,"LS_23",0.346367525570296,0.43936243668949,0.969763936837162,0.0133339702760043
"t(8;21)",184,"LS_24",1.51499123296509,0.99999999999997,1,0
"t(8;21)",184,"LS_25",0.124207876574649,0.9999937911985,1,0
"t(8;21)",184,"LS_26",2.24613094541608,0.00566770597619248,0.0348822070319761,1.45739604462579
"t(8;21)",184,"LS_27",0.889558837399526,0.948698551860625,1,0
"t(8;21)",184,"LS_28",2.76374108708279,8.03329471944276e-09,1.64013100521956e-07,6.78512146135982
"t(8;21)",184,"LS_29",3.05736683472049,1.45825494375939e-07,2.74824970170038e-06,5.56094381049752
"t(8;21)",184,"LS_30",4.45069765475373,5.1686953288985e-10,1.3329793216633e-08,7.8751765876883
"t(8;21)",184,"LS_31",0.682521432481192,0.991963754318039,1,0
"t(8;21)",184,"LS_32",0.727530919553908,0.997765971281196,1,0
"t(8;21)",184,"LS_33",3.28886905550307,3.20732435125613e-08,6.28635572846202e-07,6.20160104703194
"t(8;21)",184,"LS_34",1.91006082488933,2.35515881055053e-20,1.28225313018862e-18,17.8920262320774
"t(8;21)",184,"LS_35",2.47479863973156,3.36685021474358e-13,1.3747971710203e-11,10.8617613702005
"t(8;21)",184,"LS_36",2.07215313660548,0.999575691265388,1,0
"t(8;21)",184,"LS_37",1.29776226915211,0.0386859679331906,0.156662184192259,0.805035822795116
"t(8;21)",184,"LS_38",0.236298405644513,0.999999999829387,1,0
"t(8;21)",184,"LS_39",1.76821583225958,0.10877320666066,0.331048889836792,0.480107864174639
"t(8;21)",184,"LS_40",1.58595742812786,0.999999999998026,1,0
"t(8;21)",184,"LS_41",0.379860730972534,1,1,0
"t(8;21)",184,"LS_42",1.59619611399339,0.0553436777242111,0.193702872034739,0.712863939943811
"t(8;21)",184,"LS_43",2.63876298769959,0.51693913824959,1,0
"t(8;21)",184,"LS_44",0.475037891345832,0.279567408898938,0.717824555464233,0.143981689329316
"t(8;21)",184,"LS_45",6.74374148094986,4.37161897547299e-35,7.14031099327255e-33,32.1462828722965
"t(8;21)",184,"LS_46",1.25667753860437,0.00128501759927279,0.0101557842523172,1.99328653377541
"t(8;21)",184,"LS_47",1.02036016463757,0.941976126340497,1,0
"t(8;21)",184,"LS_48",0.521206168589891,0.999999895794343,1,0
"t(8;21)",184,"LS_49",2.78001977338481,0.0116108454025763,0.0639248791827232,1.19433008411236
"inv(16)",129,"LS_1",4.07428170410655,0.378133142476995,0.894496193781649,0.0484215030822358
"inv(16)",129,"LS_2",2.08511722212112,0.0019856091831136,0.0149684384573179,1.82482350391499
"inv(16)",129,"LS_3",2.67846753000403,0.992547897112964,1,0
"inv(16)",129,"LS_4",1.40147138730268,0.0155144570931113,0.0808732337832395,1.0921951909176
