sample,HSC_program,CellCycle_program
TARGET.20.PAWBSJ.09A,-0.18556029436765395,0.5199433782918476
TARGET.20.PAXEWG.09A,0.1590487319947807,1.071049259177528
TARGET.20.PASDXR.09A,0.1727288798167347,1.118692119715747
TARGET.20.PATJNI.09A,-0.5707767132045554,-0.01636591706270027
TARGET.20.PAVLGZ.09A,0.1856155595232157,0.08155111749691743
TARGET.20.PAWMHE.09A,-0.14032685753137147,-0.4542002280189106
TARGET.20.PARBTV.09A,0.21458469741613806,-0.13242839443445206
TARGET.20.PAKVGI.09A,1.5386937006959378,1.2945859631478913
TARGET.20.PAECBZ.09A,-0.03490074530743901,-0.6122584856363804
TARGET.20.PAXLHS.09A,0.03309947362270178,-0.9236623208493536
TARGET.20.PASPKE.09A,0.473076028249425,-1.5498975103407695
TARGET.20.PAPVCN.09A,-0.34387681201528975,-1.1418766825913111
TARGET.20.PAXETC.09A,-0.5034460229516193,-1.319630182936467
TARGET.20.PAVIYH.09A,-0.3567560259076212,0.3483101836159866
TARGET.20.PAYBSY.09A,0.2271453519593039,-0.5574106806910079
TARGET.20.PARMZF.09A,0.08622168348886734,-0.38924347510641216
TARGET.20.PAUUSX.09A,0.8746802313144044,1.4558581299645397
TARGET.20.PASBPW.09A,-0.4339088342602476,0.44316301802042946
TARGET.20.PAWLGJ.09A,-0.178936131072498,0.8535494681511729
TARGET.20.PAPXRJ.09A,0.09563024443580348,-0.8329529328387167
TARGET.20.PAVZNG.09A,-0.5635288894128674,-0.15308153565198201
TARGET.20.PAYKGV.Unsorted.09A,0.28601842579896586,-1.1622925017946573
TARGET.20.PAUTWE.09A,0.029718620676982322,1.2034748074912163
TARGET.20.PAWMEZ.09A,0.028830898224450157,0.5199874017891043
TARGET.20.PASNIY.09A,0.01600730198105733,-0.5882440274620265
TARGET.20.PANKLP.09A,0.1284275358434309,-0.07117240164374708
TARGET.20.PAVPMJ.09A,-0.25478004941678317,-1.1210011140956204
TARGET.20.PAUXKI.09A,-0.0013256942033823104,0.1235153494264416
TARGET.20.PAXLDJ.09A,0.2581429504340632,0.6474457754413865
TARGET.20.PASWIM.09A,-0.3318543219873912,0.7786826980696905
TARGET.20.PAWSKR.09A,0.572892773640736,0.23236829934131148
TARGET.20.PAULWG.09A,0.2674619021347153,0.9662175391321318
TARGET.20.PAWITY.09A,0.09249751867540179,-0.36369353966198453
TARGET.20.PAWNGI.09A,0.2432730709489527,1.433049168214389
TARGET.20.PAXIKL.09A,-0.4352903346954998,-0.28973856479637217
TARGET.20.PAUWPW.09A,0.005233163289260073,-0.6654575059502305
TARGET.20.PAUWYG.09A,0.0590790191455229,0.4213637201864065
TARGET.20.PARXFJ.09A,-0.025680712138281714,0.42620382111272137
TARGET.20.PAVTRU.09A,0.11426517595222922,0.8701506763981703
TARGET.20.PASSBI.09A,0.001192516390385212,0.25998760483020233
TARGET.20.PAWURP.09A,-0.23631156123103655,1.419567268447092
TARGET.20.PAWWWE.09A,-0.18994312957034648,1.2135203461592976
TARGET.20.PAWBUN.09A,-0.5343290611880152,0.7488455019924627
TARGET.20.PAUYWJ.09A,-0.32967891822645323,0.019903729830084645
TARGET.20.PAPBEJ.09A,0.7927574998101572,0.6807553924117516
TARGET.21.PATISD.09A,0.9744926642143021,0.016835743108016017
TARGET.20.PASYDC.09A,0.02670047628458504,-0.3796548866631947
TARGET.20.PAYHIY.Unsorted.09A,0.12344866523778628,-0.7426487428420885
TARGET.20.PAWNLU.09A,-0.12873353684645827,-0.1030317635527367
TARGET.20.PAVJPL.09A,-0.163616611716634,1.305805182305848
TARGET.20.PAWTWW.09A,-0.38373263056589674,1.721061729574355
TARGET.20.PAVGAM.09A,-0.13345305208678507,0.805630692495928
TARGET.20.PANLXM.09A,0.6399025260868131,0.918763869130103
TARGET.20.PAXIEP.09A,-0.020795874397036625,0.28566136945604986
TARGET.20.PAWAIG.09A,0.8818283580906989,-1.1615194255571524
TARGET.20.PAPUNR.09A,0.04171228061078179,0.3883885658135991
TARGET.20.PARHYP.09A,-0.09215454897625652,-1.3209994195063643
TARGET.20.PAVSIZ.09A,-0.66589549081676,-0.169421592472369
