LS,CD34,HLF,AVP,CRHBP,HOXA9,MEIS1,MLLT3,PROM1,MECOM,GATA2,MPO,ELANE,AZU1,PRTN3,CTSG,CEBPE,LYST,CFD,LYZ,CD14,CSF1R,FCN1,VCAN,S100A8,S100A9,CD68,C1QA,C1QB,C1QC,MRC1,SIGLEC1,TREM1,CD1C,FCER1A,CLEC10A,CD207,CD1E,IRF8,IRF7,LILRA4,GZMB,IL3RA,PPBP,PF4,ITGA2B,GP9,GP1BA,VWF,TUBB1,PF4V1,GATA1,KLF1,GYPA,ALAS2,TFRC,AHSP,FUT4,CEACAM8,MMP8,CD177,LTF,LCN2,CAMP,MMP9,CD19,MS4A1,CD79A,CD79B,IGHM,JCHAIN,BLNK,CD3D,CD3E,IL7R,NKG7,GNLY,CD2,GZMH,MKI67,TOP2A,CDK1,UBE2C,CENPA,BIRC5,PCNA,NUSAP1,BUB1B
LS_28,2.1160276,-0.4458974,-0.3970932,1.2180339,-0.89388865,-0.868083,-0.68772125,2.6278734,-0.3809814,0.15610142,1.7194434,0.14051867,0.06427711,0.8872504,-0.7540772,-0.0048979195,-0.07962541,0.1552789,-0.8697237,-0.32107946,-0.4522726,-0.3116399,-0.41710654,-0.4116092,-0.44600406,-1.0331117,-0.42720735,-0.30911198,-0.33402586,-0.25692633,-0.49778277,-0.3528162,-0.18161872,-0.31553516,-0.28530622,-0.14285709,-0.19203433,-0.8281422,-0.2535626,-0.29650363,-0.28511664,-0.5261212,-0.34841672,-0.21167572,-0.33966434,-0.3897389,-0.36967036,-0.38876092,-0.19956234,-0.17613405,-0.31675467,-0.13402884,-0.24766614,-0.32958195,0.9548926,-0.4540686,0.26546425,-0.22185716,-0.1620341,-0.12859015,-0.18406197,-0.24847072,-0.41389915,-0.28204092,5.312314,-0.2178135,2.1611252,1.544312,-0.23164687,-0.28506732,-0.27348253,-0.51023984,-0.25712624,-0.34766057,-0.94561666,-0.37341145,-0.44895956,-0.5567877,-0.30395523,-0.31292087,-0.2889195,-0.2879137,-0.23755926,-0.28087613,-0.24835661,-0.2381044,-0.164445
LS_29,-1.108961,-0.4458974,-0.83593243,-0.42371866,0.3168189,-0.17624436,-0.5207685,-1.1694131,-0.45519897,-0.8907528,-0.07518728,-0.025888776,1.126573,-0.11289011,1.0170609,-0.052823443,2.0654156,1.2870218,2.713835,0.444394,0.8388927,0.9468798,2.4838798,1.5827812,1.8233489,2.2006211,-0.049557388,-0.30911198,-0.33402586,0.1251594,0.7224272,0.9588989,-0.16172032,-0.18486513,0.18588321,-0.14285709,-0.093845665,1.610558,0.03272844,-0.20988047,-0.6137786,-0.500044,0.86183757,0.6718938,-0.35358256,-0.5173718,-0.41886523,-0.3867411,0.010436673,-0.17613405,-0.299801,-0.3365984,-0.23309402,1.9923406,-1.2460526,1.5299585,1.5699346,-0.027906476,-0.1620341,-0.17788857,-0.11660256,-0.24847072,3.4905798,-0.24828593,-0.5158081,-0.10908311,-0.89829177,-0.5151009,-0.5783036,-0.039894816,-0.16713038,-0.47449425,-0.43871742,-0.39117643,1.9488238,-0.3614772,-0.30054474,1.2359121,-0.20309147,-0.22774471,-0.28249678,-0.25548106,-0.1512465,-0.1334071,-0.3444681,-0.22577164,-0.29087192
LS_3,-0.06775284,-0.4458974,0.041321892,-0.111953035,0.25684732,-0.2976222,-0.2446676,-0.08292223,-0.19589952,-0.27044964,0.18737091,0.085824795,0.33318645,0.21230195,0.5333038,-0.24735378,-0.14397271,0.16796339,0.12359236,-0.27552682,-0.052967984,-0.17698564,-0.3186333,-0.20958681,-0.2159469,-0.27526346,-0.40303683,-0.24819307,-0.23219703,-0.19507235,-0.4207044,-0.3307034,-0.1491712,-0.26162794,-0.22707653,-0.14285709,-0.16831267,0.23514462,-0.7258591,-0.35758683,-0.46477965,-0.5007966,-0.30999193,-0.1855328,-0.1923693,-0.27390525,-0.23044124,-0.18227448,-0.171859,-0.17613405,-0.25975773,-0.0815455,-0.1866623,-0.049062673,0.17754629,-0.23683104,0.3696742,-0.19690603,-0.14154845,-0.17788857,-0.18406197,-0.17161208,-0.20247817,-0.026860727,0.102837175,-0.20735994,0.15517488,-0.3531193,-0.28897864,-0.2725101,-0.0937735,0.11325538,-0.06549926,-0.54948384,0.62261367,0.13256587,-0.18474692,-0.38409033,0.16658379,0.2534449,0.67818695,0.43932322,-0.05579365,0.49881116,3.24157,0.47216558,0.73171353
LS_30,-0.022827588,-0.4458974,0.14055647,0.009851735,-0.26980528,-0.663715,-0.61188453,-0.4382126,-0.2848743,-0.27002922,-0.100360826,0.03929804,-0.08412888,-0.036477234,-0.16352437,-0.35234317,-0.670818,-0.23712242,0.09373084,-0.21754085,-0.49989462,-0.19195154,-0.27501526,-0.084845856,-0.095543735,-0.65705436,0.065307215,-0.30911198,0.11420015,-0.23321053,-0.2147371,-0.2708158,-0.10734146,-0.19604759,-0.12303902,-0.14285709,-0.19203433,-0.19554235,-0.71188873,-0.35758683,1.547735,-0.82143086,-0.24116276,-0.21167572,-0.1800167,-0.2873924,-0.03257192,-0.12908134,-0.12925631,-0.17613405,-0.15432766,-0.21481085,-0.09149587,-0.42674008,-0.7448102,-0.62908995,-0.5191955,-0.100772396,-0.12106683,-0.17788857,-0.029076729,0.04142509,-0.41389915,-0.045589235,-0.24118471,0.05515893,-0.3313551,-0.8424771,-0.40060332,-0.21023013,-0.19965832,0.26942885,-0.039516076,1.204256,-0.17065671,-0.078822985,-0.18665136,0.5568284,-0.22948281,-0.20862195,-0.22494946,-0.2055904,-0.18367538,-0.16248886,-0.21364503,-0.16741171,-0.23374063
LS_31,1.441928,-0.4458974,-0.4980076,-0.052451145,-0.6317878,0.5073091,1.1555597,1.2033194,-0.4927138,-0.40491605,1.3125297,-0.7459418,-0.53074026,-0.73756045,-0.68070257,-0.33502182,-0.4751083,-0.6373109,-0.83033955,-0.3088884,-0.49931386,-0.35505894,-0.4009477,-0.39706394,-0.4047037,0.0031801604,-0.42720735,-0.30911198,-0.33402586,-0.19108246,-0.49778277,-0.38864666,-0.17483273,-0.33351752,-0.24076654,-0.14285709,-0.19203433,-0.57035536,-0.8331337,-0.23615772,-0.52475506,-0.4839225,-0.1570545,-0.08877924,-0.15784998,0.84055,0.1279369,-0.16819143,-0.24056295,-0.17613405,-0.31479862,-0.08242942,-0.24766614,-0.48122832,0.35317257,-0.57310605,0.01691439,-0.22185716,-0.1620341,-0.17788857,-0.16805892,-0.054179,-0.30961505,-0.21559292,-0.22379385,-0.18494147,-0.5083399,1.3761593,-0.045446303,-0.3015524,-0.14494847,-0.11982392,-0.19363943,-0.7878604,-0.92293173,-0.30406117,-0.32734782,-0.34000692,-0.19412872,-0.1966506,-0.08084513,-0.13696161,-0.2230504,-0.24582502,1.4938668,0.07154163,0.20594296
LS_32,-0.7361747,-0.4458974,-0.38184303,-0.28722504,0.9212102,-0.43662235,-0.062293477,-0.007450071,-0.31695494,-0.3911983,0.88973343,0.95244074,0.32009506,0.5986374,0.77352357,-0.028185517,1.4819807,1.544917,0.4666355,-0.24986048,0.4704452,-0.18121654,-0.33762014,-0.2162511,-0.25036773,-0.05554207,-0.42720735,-0.30911198,-0.18195488,-0.24875495,-0.19268781,-0.24785756,-0.18161872,-0.32879797,-0.21795829,-0.14285709,-0.19203433,-0.21263368,-0.46203324,-0.35758683,-0.13652828,-0.50072855,-0.3099973,-0.21167572,-0.30062953,-0.5340373,-0.3804564,-0.3341006,-0.17569795,-0.17613405,-0.32246524,-0.26779395,-0.24766614,-0.6424098,-0.0036053194,-0.62908995,0.8634124,0.003435751,-0.051401775,-0.17788857,-0.09462041,-0.24847072,-0.1408279,-0.029422002,-0.46882972,-0.2178135,-0.7806769,-0.8851384,-0.47059917,-0.21496168,-0.3275316,-0.41521952,-0.4567725,-0.85058826,1.5767925,-0.22791614,-0.42107004,0.14942145,-0.36175585,-0.3235375,-0.32450536,-0.29496175,-0.24132055,-0.32411656,-0.52389264,-0.30320758,-0.3803538
LS_33,-0.79134995,-0.4458974,0.90849686,-0.3204327,-0.046407122,-0.5890018,-0.58641636,-0.41062275,0.124759994,0.16613884,1.2306622,1.8714947,1.3265318,0.93075275,2.3486633,1.9126407,1.7420294,1.0688393,-0.42104146,-0.30774912,-0.298667,-0.20573217,-0.41130784,-0.38793194,-0.41671872,-0.73977005,-0.23822407,-0.15005527,-0.17394021,-0.21960852,-0.331654,-0.20457311,-0.18161872,-0.28422982,-0.25491518,-0.14285709,-0.19203433,-0.46891183,-0.75353384,-0.35758683,-0.34444156,-0.4726059,-0.2580869,-0.17268361,-0.25941578,0.32497475,-0.26519293,-0.18138283,-0.24056295,-0.17613405,-0.32683623,0.054532148,-0.23366165,-0.6424098,1.0443575,-0.62908995,-0.041905906,-0.22185716,-0.1620341,-0.17788857,-0.105458215,-0.0991363,-0.27255657,-0.11359423,-0.4178087,-0.2178135,-0.26742584,-0.23836334,-0.51074314,-0.27509326,-0.11929827,0.6011485,-0.2710914,-0.5519023,-0.1555313,0.011460088,-0.052359987,-0.5567877,-0.335791,-0.29720396,-0.2975667,-0.31785873,-0.2172807,-0.31767833,-0.28127918,-0.27090073,-0.25517437
LS_34,-0.50425065,-0.4458974,-0.5456613,-0.3326675,-0.9667101,-0.8131647,0.7022892,-1.2360886,-0.47697532,3.8784335,-1.2529902,-0.8293077,-1.1406318,-0.7933834,-0.82142025,-0.3939525,-0.73264927,-1.0168842,-0.6743564,-0.30669165,-0.8207705,-0.34794608,-0.25627878,-0.40070617,-0.4250133,-0.5365492,-0.42720735,-0.30911198,-0.33402586,-0.22193772,-0.49778277,-0.35779944,-0.13662155,6.0014496,-0.28530622,-0.14285709,-0.19203433,-0.90917265,-0.30448765,-0.35758683,-0.13575006,1.5379487,-0.16910113,-0.0016933694,0.48954523,-0.5594582,-0.08553582,-0.31485873,-0.14771035,-0.17613405,1.3770857,-0.25800318,-0.24766614,0.2091688,-1.319979,0.56423914,-1.3178362,-0.22185716,-0.1620341,-0.17788857,-0.14256936,-0.24847072,-0.2588238,-0.29147503,-0.32517484,-0.2178135,-0.6931149,-0.40281746,-0.57621485,-0.1669871,-0.3467309,-0.39879066,-0.40882564,2.361662,-1.1840487,-0.30545095,0.014833321,-0.124016024,-0.3035071,-0.31077403,-0.2996384,-0.28730857,-0.20035492,-0.32770926,-0.61041355,-0.36146918,-0.46886525
LS_35,-1.1032138,-0.4458974,-0.83593243,-0.42618522,-1.2412224,-1.1241028,-1.1301316,-1.261243,-0.47352085,-0.92779803,-1.3990892,-0.79223925,-0.99777615,-0.7923302,-0.8285679,1.0435612,0.8602762,-0.023776835,1.6430548,5.0217757,-0.25583073,5.1530933,1.9820212,4.4003806,4.0901704,1.2392383,0.27410784,-0.30911198,-0.33402586,-0.25692633,-0.42414734,2.7283173,-0.09352416,-0.32479864,-0.25161076,-0.14285709,-0.1789879,0.5921361,0.01326808,1.7748733,-0.6137786,-1.5497161,-0.2578664,-0.10741187,-0.37698922,-0.6023468,-0.41886523,-0.32097387,-0.24056295,1.438149,-0.33307627,-0.35468408,-0.21748383,-0.6424098,-1.7931318,-0.2712067,-1.0395888,6.7272058,6.8523564,6.802549,6.829057,0.7618197,4.4020143,6.6794567,-0.5178181,-0.12623629,-0.98151606,-1.4347404,-0.58188343,0.065815054,-0.37087816,-0.46699956,-0.2655712,-0.8523959,-0.15036257,-0.35604966,-0.3804321,-0.5567877,-0.35590798,-0.34286177,-0.3186153,-0.31663576,-0.22136454,-0.3461099,-0.8710811,-0.4224175,-0.5020926
LS_36,1.6083071,-0.4458974,-0.5005908,1.1390347,-0.6244649,1.2517529,0.7981603,1.3437142,-0.26997024,-0.17632505,1.1004288,-0.8458933,-0.8685945,-0.8062685,-0.85938793,-0.6380015,-0.7005385,-0.6141817,-0.7978037,-0.31393066,-0.54688084,-0.35622376,-0.41035002,-0.40502375,-0.39946556,0.5413146,-0.42720735,-0.30911198,-0.33402586,-0.18168977,-0.49778277,-0.4318365,-0.18161872,-0.33864102,-0.16509074,-0.14285709,-0.19203433,-0.69368887,0.07904646,-0.31248245,-0.6137786,1.5382639,-0.3587189,-0.21167572,-0.13898617,1.7659353,-0.1574275,-0.3265145,-0.19134267,-0.17613405,-0.31207243,-0.27993608,-0.22416571,-0.6424098,-0.120128885,-0.5227171,-0.33012417,-0.17309967,-0.1620341,-0.17788857,-0.18406197,-0.24847072,-0.2189647,-0.25269353,0.016539212,-0.12616089,-0.09961024,2.5385077,0.4199067,-0.2427113,-0.2650171,-0.19011725,-0.27004322,-0.70443445,-0.9487495,-0.26235583,-0.25199127,-0.5567877,-0.24212223,-0.30069643,-0.27158627,-0.24978489,-0.23280096,-0.27547637,-0.029987933,-0.22080202,-0.22655453
LS_37,1.5171852,-0.4458974,1.476292,-0.20481507,0.3334573,0.7744305,0.26861072,1.0107138,-0.49276254,-0.2946061,-0.91773224,-1.0050024,-1.2154639,-0.8872109,-0.8221475,-0.7842059,-1.1121076,-1.6028941,-0.96456504,-0.31705752,-0.05164154,-0.36205155,-0.4066948,-0.4021011,-0.4169923,-0.8588586,-0.42720735,-0.30911198,-0.33402586,-0.24200267,-0.4362743,-0.5156617,-0.13898966,-0.33239362,-0.28530622,-0.14285709,-0.19203433,0.27143303,-0.36623093,-0.24309485,-0.100322045,0.93222266,-0.21189103,-0.21167572,-0.3144514,-0.6291571,0.0950176,1.4742061,-0.048690304,-0.17613405,-0.33307627,-0.31321043,-0.24766614,-0.52162653,1.0801545,0.0533423,-1.4988083,-0.22185716,-0.1620341,-0.17788857,-0.18406197,-0.24847072,-0.41389915,1.1439494,-0.42620367,0.08022512,0.39390227,1.2536596,3.40064,-0.1344696,0.42370105,0.88822955,-0.049810614,-0.36786026,-0.5456266,-0.3482897,-0.39471853,-0.5567877,-0.34026015,-0.30586892,-0.28649285,-0.31068808,-0.2315512,-0.33884624,-0.036026523,-0.2908774,-0.2293794
LS_38,0.036505193,-0.4458974,-0.55652803,-0.42696622,3.2882783,4.043481,3.2051525,1.317383,1.6474223,0.033676706,-1.2520648,-0.73561877,0.119129315,-0.8073119,-0.75376904,-0.7149026,-0.7373836,0.35309374,-0.62944174,-0.32107946,0.041175153,-0.34795243,-0.3717969,-0.41257527,-0.41878936,-0.41262886,-0.42720735,-0.30911198,-0.33402586,-0.25692633,-0.49778277,-0.539133,-0.18161872,-0.31882536,-0.28530622,-0.14285709,-0.19203433,-0.8686889,-0.16674192,-0.18840991,-0.6137786,3.132789,0.1005774,-0.11934095,-0.28922915,-0.37356988,-0.027904484,-0.12824894,-0.18458211,-0.17613405,-0.30340007,-0.35398906,-0.21663424,2.5286427,-0.27988848,3.6995003,-0.7570612,-0.22185716,-0.1620341,-0.17788857,-0.18406197,-0.24847072,-0.32841855,-0.29147503,-0.5024653,-0.2178135,-0.18355952,0.32913437,2.8023603,0.2946611,-0.34958696,-0.3580829,-0.17931174,-0.91928536,-0.23461622,-0.39050934,-0.49485746,-0.07422168,-0.3558087,-0.32129562,-0.247045,-0.27979517,-0.2274893,-0.3439986,-0.2699623,-0.2971141,-0.22936605
LS_39,0.1643744,0.864067,3.449357,-0.24383883,0.05236622,0.035992485,0.4657136,-0.121687256,0.3351867,0.23698618,0.0865526,-0.26879963,-0.2680669,-0.22138396,0.15368623,-0.16821896,-0.32404605,-0.6129697,-0.2865687,-0.2606387,-0.08878045,-0.17596187,-0.258182,-0.26489684,-0.26057217,-0.52522784,-0.29750058,-0.017050063,-0.019076087,-0.16257957,-0.18626086,-0.27135655,0.10211229,0.11534105,-0.017679706,-0.14285709,0.10912555,0.5895629,-0.12303979,1.0071465,-0.19087343,-0.20162013,-0.21561986,-0.055738695,0.41047084,0.55385274,0.39625883,-0.18806727,0.18302058,-0.17613405,0.31930023,0.46566388,0.70315665,-0.2381106,0.6826221,-0.14930065,0.08520869,-0.1661233,-0.1499379,-0.17788857,-0.17469947,0.278954,-0.29474193,-0.13825603,-0.014471243,-0.023448864,0.1985159,-0.32645178,-0.09146188,0.24955657,0.26940343,0.12269034,0.48491833,0.8290225,-0.03586739,-0.07349823,0.13688031,-0.17932463,4.9141417,5.517836,5.3465867,5.740965,6.568893,5.040154,0.47626704,5.2569613,5.4549894
LS_4,-0.5694322,-0.23229472,1.7349266,-0.23481785,0.37698653,-0.074067146,-0.83756053,-0.62403005,-0.2516825,-0.115798675,0.44827083,1.139146,0.8322932,0.53234357,0.5857678,0.5936452,0.288694,1.243178,0.225688,-0.2933831,-0.02658208,-0.19066814,-0.38036436,-0.33836612,-0.36038592,0.29637975,-0.29464865,0.44748488,0.119678594,-0.22548524,0.037117038,0.34029704,-0.16582176,-0.3266819,-0.17814451,-0.14285709,-0.1704808,-0.23456238,0.109702915,-0.35758683,-0.36852428,0.8254576,-0.31294647,-0.21167572,-0.30310988,-0.13409601,-0.3551599,-0.2675319,-0.121383265,-0.17613405,-0.31888422,-0.21404332,-0.2439075,-0.22906822,-0.2885178,-0.62908995,0.15548119,-0.22185716,-0.1620341,-0.14661334,-0.1722274,-0.24847072,-0.22145423,0.054654196,-0.28245455,-0.17566054,-0.06766165,-0.07536809,-0.420941,-0.2493042,-0.20081085,0.03016861,-0.40385777,-0.6125505,0.69289494,0.49024433,-0.33096936,-0.39275935,-0.32639107,-0.3033743,-0.3204296,-0.30733624,-0.23060344,-0.3050829,-0.34060964,-0.3099873,-0.41450143
LS_40,0.12452277,0.06338074,-0.83593243,-0.20566297,-0.13952592,-0.21480915,-0.20536618,-0.2872369,-0.4774742,-0.8504133,-0.2271815,-0.8844691,-1.0437915,-0.82490295,-0.7788781,-0.7504601,-0.81427085,-1.1285466,-0.7464351,-0.31524676,0.9312337,-0.34761783,-0.38447446,-0.36636525,-0.36506677,0.09583793,0.010294545,-0.2376919,-0.1616847,0.9738569,-0.47399822,-0.43290964,0.16973251,-0.16554427,0.16537002,-0.14285709,0.70773566,4.303439,2.0444016,5.4100933,-0.11446436,1.7400712,-0.26512295,-0.11102185,-0.30226642,-0.27237824,0.021813653,-0.36318362,0.053934917,-0.17613405,-0.3194405,-0.36044753,-0.24766614,-0.6424098,1.494303,-0.41163114,-0.71108717,-0.22185716,-0.12657359,-0.17788857,-0.13077371,-0.24847072,0.20433043,-0.05742723,-0.16791894,6.826687,1.0981433,0.7611786,3.7464209,6.731305,6.5191956,-0.18083346,0.6042696,1.3864275,0.12227414,-0.15276341,1.0182528,0.21468666,-0.11322064,-0.23495206,-0.2906703,-0.2663566,-0.19095872,-0.22892275,0.016667651,-0.23126636,-0.082371816
LS_41,-0.920357,-0.4458974,-0.015362171,-0.42100915,0.7984449,-0.064891145,-0.9870598,-0.40128043,-0.43212482,-0.598259,0.8546467,0.2182772,1.5034264,-0.2700209,2.8873384,0.1989377,0.03238155,0.72950184,1.3319497,-0.31034964,-0.15327615,-0.3020707,-0.40980712,-0.042102043,-0.058221605,-0.114773534,-0.42720735,-0.30911198,-0.33402586,-0.25692633,-0.40975192,-0.45957366,-0.18161872,-0.3216395,-0.28530622,-0.14285709,-0.19203433,-0.11797753,-1.1166779,-0.35758683,-0.6137786,0.09373501,-0.40903825,-0.21167572,-0.39474773,-0.48480067,-0.41886523,-0.33433,-0.24056295,-0.17613405,-0.31829947,-0.36595905,-0.24766614,-0.6424098,-0.46488833,-0.62908995,0.23970151,-0.22185716,-0.1620341,-0.17788857,-0.18406197,-0.24847072,0.20443276,-0.29147503,-0.4565671,-0.2178135,-0.78661066,-0.7818061,-0.56466955,-0.18922399,-0.3105342,-0.4389343,-0.33906013,-0.36451334,2.1509228,1.2378963,-0.26203102,0.4975963,-0.29784927,-0.3007842,-0.33488116,-0.29279763,-0.22668897,-0.25153852,-0.4022905,-0.35958627,-0.2848431
LS_42,-0.5489012,0.07708459,0.303729,-0.3847942,-0.8720651,-0.78158844,0.20176901,-0.96917456,1.2281728,0.6805316,-0.5315267,-0.41108847,-0.46602985,-0.53673077,-0.2251035,-0.7394159,-1.2349371,-0.9800363,-0.2641835,-0.21051641,-0.6809419,-0.19136223,-0.2525703,-0.15291539,-0.1439953,-0.15731865,-0.42720735,-0.30911198,-0.33402586,-0.19039053,-0.49778277,-0.4475925,-0.13117291,0.21311672,-0.26645473,-0.14285709,-0.08982952,-0.53567207,0.04848791,-0.35758683,2.4675112,-1.1996393,-0.40903825,-0.21167572,1.9636492,0.40370086,1.0416591,-0.14805736,-0.13773406,-0.17613405,2.2705727,3.2200735,2.525821,0.96206707,0.7167225,1.6827139,-0.99333,-0.084952295,-0.1620341,-0.17788857,-0.18406197,-0.24847072,-0.41389915,-0.2504305,-0.42223713,-0.15907009,-0.78121364,-1.094704,-0.5426268,-0.31868705,-0.37087816,-0.13707134,0.07546734,1.0547787,-0.49167764,0.0646906,-0.09647372,0.50902265,2.2876766,1.839192,2.6323757,1.9598655,0.6451758,1.8831886,2.608314,2.2814527,1.614926
LS_43,-0.6568743,5.6959963,2.3979785,-0.10230859,-0.1189908,1.066899,-0.9967507,1.3587208,-0.5053224,0.026872575,-0.39155114,-0.81734836,0.60242337,0.4693035,-0.0019347727,-0.5866735,-0.947996,0.78291255,-0.8587365,-0.32107946,-0.4416744,-0.29859307,-0.41710654,-0.42097095,-0.4583845,-0.9781072,-0.42720735,-0.30911198,-0.33402586,-0.25692633,-0.44354966,0.34029016,-0.18161872,0.022102805,-0.28530622,-0.14285709,-0.19203433,-0.73835653,1.1409272,-0.35758683,-0.6137786,-0.16388862,1.3625944,0.5326866,-0.17245963,-0.11469304,0.2128958,-0.21095121,0.0343179,-0.17613405,0.21895462,-0.047524605,-0.22498077,2.6784294,-0.15926903,3.423401,-0.4407906,-0.22185716,-0.1620341,-0.17788857,-0.18406197,-0.24847072,-0.41389915,-0.29147503,-0.21123219,-0.2178135,-0.057551082,0.95772773,1.8274567,-0.1623594,-0.3117848,-0.5331631,-0.014428424,-0.3491702,-0.7601221,-0.37315112,-0.3959313,0.057529192,-0.12706667,-0.1659731,-0.09119873,-0.08617614,-0.001467863,0.017172271,0.017668903,-0.07734234,-0.10078257
LS_44,-0.6170402,-0.4458974,-0.83593243,-0.3251384,-1.1803107,-1.0974269,-0.10415768,-1.2881892,-0.5053224,-0.89991444,1.8463705,1.2656907,0.41494334,1.1285332,-0.82328767,0.6663834,1.4590546,0.75364107,1.6238618,0.41868302,5.3332906,-0.24342507,2.986193,-0.11449756,-0.090700805,1.7929093,4.3214917,0.15985622,1.6313261,6.176612,0.022540484,2.0030434,-0.08784148,0.6670524,4.6523275,-0.14285709,0.0848867,2.2960234,0.011449716,-0.35758683,-0.6137786,-0.48487353,-0.0882021,-0.21167572,-0.34010753,-0.41196394,-0.22941428,-0.3998349,-0.13610636,-0.17613405,-0.3054179,-0.2637786,-0.24766614,-0.6424098,-0.9674019,0.20774241,-0.48595867,-0.22185716,-0.1620341,-0.17788857,-0.18406197,-0.24847072,-0.41389915,-0.29147503,0.13861878,-0.2178135,-0.54543877,1.1817453,-0.5928324,-0.21626334,-0.14093517,-0.46773666,-0.34029174,0.18139695,-0.65665877,-0.32290345,-0.13077807,-0.5567877,-0.23299713,-0.33504224,-0.31205824,-0.28411984,-0.20849559,-0.28961396,-0.15840118,-0.3167171,-0.27656585
LS_45,1.1014503,-0.4458974,-0.83593243,-0.4190654,-1.2662188,0.66396695,0.6694204,-0.86150736,-0.5053224,-0.34132156,1.7855769,1.1077948,0.6087379,1.5634383,-0.62681305,1.2151636,0.7577936,0.17073648,-0.3001001,-0.29944125,0.31138942,-0.3040707,-0.35268953,-0.40865517,-0.4291659,-0.32369113,-0.42720735,-0.30911198,-0.33402586,-0.023367269,-0.49778277,0.009687728,-0.13749541,-0.3195704,-0.19131449,-0.14285709,-0.19203433,-0.54108286,-0.8227222,0.014791459,-0.13939568,-0.26455337,-0.40903825,-0.21167572,-0.19723627,0.41212335,-0.33613,-0.36086604,-0.24056295,-0.17613405,-0.30539775,-0.19708717,-0.24766614,-0.4294731,-0.69664997,0.2741019,0.7614175,-0.22185716,-0.1620341,-0.17788857,-0.13427341,-0.24847072,-0.31391853,-0.29147503,1.7071147,-0.08206834,0.26756737,1.0903584,-0.36774,-0.16630892,-0.33361167,0.058211237,-0.3182661,-0.14772947,-1.0283779,-0.3883854,-0.43069002,-0.5567877,-0.31352657,-0.25727484,-0.25415733,-0.22325094,-0.24132055,-0.31319347,0.060021836,-0.21066019,-0.3506471
LS_46,-0.9458652,-0.4458974,-0.04162428,-0.42297998,1.9958333,2.3914342,2.758237,0.3304934,1.2056507,-0.018627197,0.4726651,0.97757393,2.054973,1.2573661,1.1452873,0.80325973,0.41817188,1.0478187,-0.4476375,-0.32107946,0.10632303,-0.23835266,-0.3689962,-0.3892344,-0.40491655,-1.0236939,-0.42720735,-0.30911198,-0.33402586,-0.25692633,-0.49778277,-0.5363566,-0.18161872,-0.3115255,-0.28530622,-0.14285709,-0.19203433,-0.78520423,-1.1039013,-0.35758683,0.7689414,0.23073871,-0.13358071,-0.21167572,-0.3054497,-0.29571876,-0.3513777,-0.3465288,0.03154809,-0.17613405,-0.2575467,-0.15521546,-0.24766614,1.2364984,-1.1948837,2.1651564,-0.1647084,-0.1449369,-0.1620341,-0.17788857,-0.18406197,-0.24847072,-0.41389915,-0.29147503,-0.4934427,-0.2178135,-0.5668464,-0.15936883,0.008000926,-0.068351805,-0.37087816,-0.5376838,-0.3263605,-0.91928536,-0.45135972,-0.34796333,-0.43495762,0.12146858,-0.26035705,-0.33660647,-0.23380011,-0.25544775,-0.24132055,-0.30134028,-0.009911818,-0.27619845,-0.07051461
LS_47,-0.16862027,1.5384179,1.1436548,0.15203425,0.43155858,-0.09762464,-0.059292972,-0.06298073,0.64436245,0.2382801,-0.5513171,0.21477747,0.14104296,0.17575367,-0.09410443,-0.3846568,-0.08338056,0.29395893,-0.08395174,-0.30343753,0.20511024,-0.27985632,-0.37753478,-0.2831774,-0.30926174,-0.11513458,1.0405666,1.632955,0.8226174,-0.11946498,4.4346538,-0.35359275,-0.0072830063,-0.2095114,-0.106717736,-0.14285709,-0.13192499,-0.22076109,3.5627997,-0.35758683,-0.6137786,0.016051318,-0.3707544,-0.21167572,-0.25322282,-0.40463507,-0.10591716,-0.06834954,-0.24056295,-0.17613405,-0.2645347,-0.21936592,-0.22955069,1.5869647,-0.52654797,0.88755655,-0.082903214,-0.22185716,-0.1620341,-0.17788857,-0.18406197,-0.24847072,-0.41389915,0.20286328,0.049692206,-0.2178135,0.22346121,-0.36774048,0.07525981,-0.09561741,0.0234637,-0.31737423,-0.36695376,-0.6612205,-0.027404437,-0.116500445,0.076327726,-0.5567877,-0.28768626,-0.27401754,-0.24258228,-0.27101505,-0.17113589,-0.2982924,-0.28818107,-0.30606487,-0.349796
