sample,LS_1,LS_2,LS_3,LS_4,LS_5,LS_6,LS_7,LS_8,LS_9,LS_10,LS_11,LS_12,LS_13,LS_14,LS_15,LS_16,LS_17,LS_18,LS_19,LS_20,LS_21,LS_22,LS_23,LS_24,LS_25,LS_26,LS_27,LS_28,LS_29,LS_30
TARGET.20.PAUPTI.09A,0.0,0.0,0.0,0.32700110064488425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48797182406059453,0.0,0.0,0.035633784536826404,0.0,0.0,0.002382849268235237,0.0,0.0,0.1470104414894595,0.0,0.0,0.0,0.0,0.0
TARGET.20.PATJVL.09A,0.0,0.0,0.0,0.2603966058280425,0.0,0.0471355759049302,0.0,0.0856872138066061,0.0,0.02216616485673164,0.0,0.0,0.0,0.0,0.0,0.443177543778295,0.0,0.0,0.05346555545536251,0.0,0.0,0.002299932596440802,0.0,0.0,0.08567140777359125,0.0,0.0,0.0,0.0,0.0
TARGET.20.PAXDMP.09A,0.0,0.1161673711082882,0.0,0.0,0.0740404897127652,0.0,0.0,0.06087089423409107,0.11229769376632358,0.0,0.0,0.0,0.0,0.0,0.07546910354341414,0.2039605740514845,0.0,0.0,0.0,0.0,0.0,0.009306749105752531,0.0,0.0,0.0,0.1907473760527836,0.0,0.0,0.1571397484250973,0.0
TARGET.20.PAWWEE.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007880819478400464,0.03282005077536103,0.0,0.0,0.0,0.0,0.0,0.05034229627452792,0.6384180878345738,0.0,0.0,0.009349926005961526,0.0,0.0,0.0004857462866000875,0.0,0.0,0.0,0.2607030733445753,0.0,0.0,0.0,0.0
TARGET.20.PAUJMC.09A,0.0,0.0,0.0,0.0,0.04999149033185053,0.0,0.0,0.03674571686455439,0.274876860623971,0.0,0.0,0.0,0.0,0.0,0.13665855283451828,0.16843040748079943,0.01620140482410694,0.0,0.0,0.0017215558594522488,0.0,0.002641492316391438,0.0,0.0,0.0,0.3127325188643559,0.0,0.0,0.0,0.0
TARGET.20.PAVENG.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038771842701989176,0.05880756180483541,0.0,0.0,0.0,0.0,0.0,0.0,0.5855421752993186,0.0,0.0,0.0,0.0,0.20995998832585147,0.025046798247151014,0.0,0.0,0.0,0.0,0.0,0.0,0.08187163362085424,0.0
TARGET.20.PASPYW.09A,0.0,0.0,0.005773472102256553,0.0,0.06469387762358572,0.0,0.0,0.07975986173602659,0.28566670774032155,0.0,0.0,0.0,0.0,0.0,0.185132665241404,0.16848658993378193,0.0,0.0,0.005976787472587872,0.0,0.0601352961401093,0.003975703838339913,0.0,0.0,0.0,0.14039903817158664,0.0,0.0,0.0,0.0
TARGET.20.PAWFZT.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041798427972935336,0.10465297511710939,0.0,0.0,0.0,0.0,0.0,0.0,0.4163973265496772,0.0,0.0,0.0,0.0,0.0,0.025268797300033025,0.0,0.0,0.0,0.0,0.0,0.0,0.41188247306024506,0.0
TARGET.20.PARCEV.09A,0.018908788515950667,0.0,0.0,0.006657277669731977,0.0,0.0,0.0,0.025119874990148287,0.20426886619303822,0.0,0.05817313206352738,0.0,0.0,0.0,0.06880887386478104,0.0978726576659543,0.04534994023806635,0.0,0.0,0.008249630956860177,0.11592881379441664,0.000740162899410446,0.0,0.006280300633015906,0.15801245095530111,0.1856292295597975,0.0,0.0,0.0,0.0
TARGET.20.PAULDS.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055127745869112246,0.23124156595705816,0.0,0.0,0.0,0.0,0.0,0.006232195782620139,0.3963222380851411,0.0,0.0,0.0,0.0,0.0,0.07942507409865096,0.0,0.0,0.0,0.11809446200365478,0.0,0.0,0.11355671820376273,0.0
TARGET.20.PAEHXE.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04690818825086674,0.3792882227062514,0.0,0.0,0.0,0.0,0.0,0.0,0.45708530443023554,0.0,0.0,0.0,0.0,0.0,0.04283435757592901,0.0,0.0,0.061525585588581996,0.012358341448135437,0.0,0.0,0.0,0.0
TARGET.20.PAVXSH.09A,0.0,0.0,0.0,0.0,0.01988922406121123,0.0,0.0,0.3284643184324582,0.07754938044393583,0.0,0.0,0.0,0.0,0.0,0.38321558340607076,0.09216601144554681,0.0,0.0,0.005318711124735556,0.08444318377112697,0.0,0.008953587314914647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARGET.20.PASWGL.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10566589325530189,0.17507439387538995,0.0,0.0,0.0,0.0,0.0,0.0,0.2551401645474005,0.0,0.0,0.0,0.0,0.0,0.026876000793063685,0.057295942365679295,0.0,0.07743179820341699,0.0,0.0,0.0,0.3025158069597477,0.0
TARGET.20.PAWESF.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09268470907378114,0.10161647313285253,0.0,0.0,0.0,0.0,0.0,0.0,0.1937805515829164,0.0,0.0,0.009203447458975436,0.09551491274041105,0.0,0.10085447433274256,0.11941339821782485,0.0,0.0,0.0,0.0,0.0,0.286932033460496,0.0
TARGET.20.PASCCS.09A,0.0,0.0,0.0,0.0,0.03329141081963073,0.0,0.0,0.1201693335910595,0.24955320933399766,0.0,0.0,0.0,0.0,0.0,0.22660620212307447,0.29746872185383916,0.0,0.0,0.0,0.03642420781163482,0.0,0.010961875023480285,0.0,0.0,0.0,0.025525039443283465,0.0,0.0,0.0,0.0
TARGET.20.PASRSY.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048794314925212315,0.2335940904539074,0.0,0.0,0.0,0.0,0.028323624489392955,0.0,0.5018316791629551,0.0,0.0,0.0,0.0,0.0,0.0,0.1218917067598984,0.0,0.015306986244484531,0.0,0.0,0.0,0.05025759796414941,0.0
TARGET.20.PAVAZN.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32191507588893153,0.0,0.1507751449085114,0.0,0.0,0.0,0.0,0.0,0.0,0.1663265482200002,0.0,0.0,0.0,0.0,0.0,0.36098323098255675,0.0
TARGET.20.PAEIKD.09A,0.2957071084931036,0.0,0.0,0.0,0.0,0.0409889927145116,0.0,0.0461556872705244,0.11369782071186862,0.0,0.0,0.0,0.0,0.0,0.0,0.26353309177787454,0.0,0.0,0.0012901006616034122,0.0,0.008144552062702788,0.0,0.0,0.07947255718217286,0.034747036607822954,0.11626305251781532,0.0,0.0,0.0,0.0
TARGET.20.PAVUJA.09A,0.012042409457965104,0.0,0.0,0.0,0.07374834163846858,0.0,0.0,0.14881822091419997,0.19992118431669367,0.0,0.0,0.0,0.0,0.0,0.26935147831357675,0.21583861998073672,0.0,0.0,0.0,0.0,0.0,0.04577130026459239,0.0,0.0,0.0,0.03450844511376676,0.0,0.0,0.0,0.0
TARGET.20.PAWNBB.09A,0.0,0.0,0.0,0.0,0.06661058462128036,0.0,0.0,0.08383664742657934,0.23705225015447692,0.0,0.0,0.0,0.0,0.0,0.3288279484297889,0.28193635519904575,0.0,0.0,0.0,0.0,0.0,0.0017362141688288207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARGET.20.PAVTIP.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011116039022208606,0.0,0.0,0.0,0.0,0.0,0.0,0.1257029267963446,0.37495415255331976,0.0,0.09443166218285291,0.0,0.0,0.0,0.0075498613310546955,0.0,0.0,0.0,0.3862453581142194,0.0,0.0,0.0,0.0
TARGET.20.PARTYV.09A,0.0,0.017059007821268398,0.0,0.0,0.0,0.0,0.0,0.0,0.1484488364832573,0.0,0.0,0.0,0.0,0.0,0.21019461261990763,0.019042763677097153,0.009066829251617592,0.1633907975160458,0.0,0.0,0.06854454699363235,0.0,0.0,0.0,0.0,0.364252605637174,0.0,0.0,0.0,0.0
TARGET.20.PAVAGA.09A,0.0,0.0,0.0,0.3868932285486589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5960894223185489,0.0,0.0,0.01701734913279236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARGET.20.PAXHPH.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07196233997625914,0.09098228034601613,0.0,0.0,0.0,0.0,0.0,0.21407284317129527,0.25426894401908634,0.0,0.0,0.015831592309131157,0.08869441413979737,0.0,0.07733702762635618,0.0,0.0,0.0,0.1868505584120585,0.0,0.0,0.0,0.0
TARGET.20.PATHIW.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08610188589255315,0.06603041888731281,0.0,0.0,0.0,0.0,0.0,0.35178226949875224,0.476326037664757,0.0,0.0,0.014458987589205604,0.0,0.0,0.0,0.0,0.0,0.0,0.005300400467419047,0.0,0.0,0.0,0.0
TARGET.20.PAUXYG.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032353108683566695,0.4212099663594586,0.0,0.0,0.0,0.0,0.0,0.0,0.4342734476436353,0.0,0.0,0.06700547650230045,0.02269851963930582,0.0,0.002154457805405024,0.0,0.0,0.020305023366328154,0.0,0.0,0.0,0.0,0.0
TARGET.20.PASYWA.09A,0.0,0.0,0.0,0.0,0.011114293591344155,0.0,0.0,0.05741244625775875,0.26477441092599624,0.0,0.0,0.0,0.0,0.0,0.43844229275615426,0.08778183162234825,0.0,0.0,0.0,0.0,0.0,0.0017333230551347797,0.0,0.0,0.07621174767200277,0.06252965411926084,0.0,0.0,0.0,0.0
TARGET.20.PAWJGZ.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047158614944121595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5790247946876151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04510637506493192,0.0,0.3287102153033313,0.0,0.0,0.0,0.0
TARGET.20.PAXJZX.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11638380667785779,0.258420724306974,0.0,0.0,0.0,0.0,0.0,0.0,0.3976574856277507,0.0,0.0,0.0,0.06971098025297769,0.0,0.024562179542813086,0.0,0.0,0.08335012627186673,0.04991469731976005,0.0,0.0,0.0,0.0
TARGET.20.PARERV.09A,0.0,0.25767611047294275,0.0,0.0,0.0,0.0,0.0,0.2062625154230879,0.1174168241863759,0.0,0.0,0.0,0.0,0.0,0.23038181939391889,0.06360328030971443,0.0,0.0,0.01387705315825747,0.11067365303049563,0.0,0.0,0.0,0.0,0.0,0.00010874402520716856,0.0,0.0,0.0,0.0
TARGET.20.PAWTBX.09A,0.0,0.0,0.0,0.09870482404045082,0.0,0.0,0.0,0.07691858293832915,0.20937203653693473,0.0,0.0,0.0,0.01888192561218876,0.0,0.0,0.21571954087567943,0.009392614599597598,0.0,0.0,0.0,0.0,0.021757639786234833,0.0,0.22607258556022625,0.0,0.12318025005035851,0.0,0.0,0.0,0.0
TARGET.20.PAXJTM.09A,0.0,0.008033776510573963,0.0,0.0,0.0029652452225943852,0.0,0.0,0.047835093971562395,0.16660791405213982,0.0,0.0,0.0,0.0,0.0,0.1293510048134725,0.4487649226821996,0.0,0.0,0.03403806277563597,0.0,0.0,0.024415726878421307,0.0,0.0,0.0,0.1379882530934001,0.0,0.0,0.0,0.0
TARGET.20.PAUYIB.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045512935839685506,0.05563338831952273,0.0,0.0,0.0,0.0,0.0,0.026429449433965902,0.33108241456938864,0.0,0.07448530857297275,0.0,0.0,0.0,5.479926823183997e-05,0.0,0.0,0.0,0.4668017039962327,0.0,0.0,0.0,0.0
TARGET.20.PASTHA.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012425182604223905,0.16166960311651543,0.0,0.016840413643169173,0.0,0.0,0.0,0.0,0.5075676363479977,0.0,0.0,0.0030066848103117378,0.026244816289462992,0.0,0.015213902654953851,0.08894367410679531,0.0,0.014063360021971663,0.15402472640459816,0.0,0.0,0.0,0.0
TARGET.20.PAWRUF.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0818330916076843,0.20750058294423124,0.0,0.0,0.0,0.0,0.0,0.060534480983036466,0.10228348600917515,0.0,0.0,0.0,0.19649485327242483,0.0,0.04707528365553759,0.0,0.0,0.0,0.3042782215279104,0.0,0.0,0.0,0.0
TARGET.20.PANKEF.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775937678393859,0.0,0.0,0.0,0.13204746796318456,0.0,0.0,0.011230032694966913,0.3393912218841095,0.0,0.0,0.08086520719999828,0.0,0.013948355663821294,0.0,0.0,0.0,0.14492394675453354
TARGET.20.PARFAL.09A,0.0,0.0,0.0,0.0,0.05470860371533229,0.0,0.0,0.09623479849101103,0.2539229083820095,0.0,0.0,0.0,0.0,0.0,0.27612550853138434,0.235664978934973,0.0,0.0,0.0,0.032872996263120784,0.0,0.004404864470949321,0.0,0.0,0.0,0.046065341211219746,0.0,0.0,0.0,0.0
TARGET.20.PAURJK.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08504748066117782,0.10883752501490832,0.0,0.0,0.0,0.0,0.0,0.15360558835489957,0.2987270544786531,0.0,0.0,0.0,0.017143317993826918,0.0,0.0029394160428098818,0.0,0.0,0.0,0.3336996174537245,0.0,0.0,0.0,0.0
TARGET.20.PAUZJJ.09A,0.0,0.043723768855715564,0.0,0.0,0.0,0.0,0.0,0.13903970708954866,0.37908750487705734,0.0,0.0,0.0,0.0,0.0,0.24171151144380834,0.04168973150374162,0.0,0.0,0.0,0.15474777623012836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARGET.20.PATAML.09A,0.0,0.013700807499103016,0.0,0.0061235553092859295,0.0,0.0,0.0,0.10836514518259742,0.36850734789310746,0.0,0.0,0.0,0.0,0.0,0.3230363663156159,0.17864750520881126,0.0,0.0,0.0,0.0,0.0,0.0016192725914789994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARGET.20.PAWIUS.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051088844229903244,0.08886949825028724,0.0,0.0,0.0,0.0,0.0,0.03942034483865105,0.5979125785288212,0.0,0.0,0.002332779452553138,0.07480606578030556,0.0,0.051239072669452185,0.0,0.0,0.0,0.09433081625002633,0.0,0.0,0.0,0.0
TARGET.20.PAVSCL.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14456469394751012,0.19993348758251195,0.0,0.0,0.0,0.0,0.0,0.10003052168283307,0.40695670605463685,0.0,0.0,0.0,0.0,0.0,0.007864661224024443,0.014513489549334924,0.0,0.0,0.0,0.0,0.0,0.12613643995914875,0.0
TARGET.20.PAVHFP.09A,0.0,0.12633541365501774,0.0,0.0,0.0,0.0,0.0,0.0340435395966572,0.0,0.0,0.0,0.0,0.0,0.0,0.3486997913964037,0.28765641591089924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2032648394410221,0.0,0.0,0.0,0.0
TARGET.20.PANTRL.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092848487860986,0.0,0.0,0.0,0.11292988230406073,0.0,0.0,0.24224949700546297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22274022213408146,0.0,0.0,0.0,0.3652917842069614,0.04750376556333484
TARGET.20.PAURYA.09A,0.0,0.0,0.0,0.2325307930384371,0.0,0.0,0.0,0.012528051643839164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4595100653893069,0.0,0.0,0.016208608068815366,0.0,0.0,0.0,0.0,0.0,0.27922248185960163,0.0,0.0,0.0,0.0,0.0
TARGET.20.PAXKIB.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03408040526629962,0.014669400385482489,0.0,0.0,0.0,0.0,0.0,0.0,0.6862955394834318,0.0,0.0,0.059418345107968146,0.0,0.005546722015954589,0.002927083165127389,0.0,0.0,0.0,0.19706250457573593,0.0,0.0,0.0,0.0
TARGET.20.PAWGVW.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514103755189284,0.3807874357925058,0.0,0.0,0.0,0.0,0.0,0.1113545142109108,0.43248493487965667,0.0,0.0,0.0,0.0,0.0,0.023962739597998287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARGET.20.PAXJWS.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03782639004787475,0.0,0.0,0.0,0.0,0.0,0.0,0.19606982110137122,0.5191927011286349,0.0,0.0,0.003333642283036416,0.0,0.0,0.00871676506854806,0.0,0.0,0.0,0.23486068037053462,0.0,0.0,0.0,0.0
TARGET.20.PANRIK.09A,0.0,0.0,0.0,0.0,0.11747372435999852,0.0,0.0,0.07555404755574884,0.43329891605741994,0.0,0.0,0.0,0.0,0.0,0.238624411297232,0.1042164534995291,0.0,0.0,0.0,0.0,0.0,0.0030588340805380353,0.0,0.0,0.02777361314953351,0.0,0.0,0.0,0.0,0.0
TARGET.20.PAUWZR.09A,0.0,0.0,0.0,0.3332486095809531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4333872857886148,0.0,0.0,0.031733815899555894,0.0,0.0,0.0026539971323931866,0.0,0.0,0.19897629159848287,0.0,0.0,0.0,0.0,0.0
TARGET.20.PAWLUE.09A,0.0,0.0,0.03200793166575938,0.0,0.01059766974095999,0.0,0.0,0.033797317317554254,0.22772641016281728,0.0,0.0,0.0,0.0,0.0,0.030989634188840452,0.41323099245443823,0.0,0.0,0.0,0.0,0.11497845253750283,0.004501982458795466,0.0,0.0,0.0,0.13216960947333223,0.0,0.0,0.0,0.0
TARGET.20.PASPTM.09A,0.0,0.1854978761635808,0.0,0.0,0.0,0.0,0.0,0.06231907410913892,0.31696598966437417,0.0,0.0,0.0,0.0,0.0,0.15451227111167684,0.08595961156621929,0.0,0.0,0.0,0.1314548992920895,0.0,0.0061036506845690355,0.0,0.0,0.0,0.057186627408351426,0.0,0.0,0.0,0.0
TARGET.20.PASBHI.09A,0.0,0.13968637725354419,0.0,0.0,0.0,0.0,0.0,0.0,0.0430604034499008,0.0,0.0,0.0,0.12224103972409762,0.0,0.0,0.0011336968438413228,0.0,0.03798732729156927,0.015132407304325734,0.03733532743061372,0.12452380357132282,0.0,0.0,0.0,0.0,0.469345810708114,0.0,0.0,0.009553806422670475,0.0
TARGET.20.PAUURD.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4170456001354978,0.0,0.0,0.0,0.0,0.0,0.03773309665305833,0.36880198778581114,0.0,0.0,0.022046396055088343,0.0,0.029112937065241554,0.017166656193345262,0.0,0.0,0.0,0.10809332611195754,0.0,0.0,0.0,0.0
TARGET.20.PAWVVR.09A,0.0,0.05090072378850971,0.0,0.0,0.0,0.0,0.0,0.0823800763648531,0.008994032751913508,0.0,0.0,0.0,0.0,0.0,0.44968795641753123,0.2957912650892152,0.0,0.0032392897283343397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1090066558596429,0.0,0.0,0.0,0.0
TARGET.20.PAWZWN.09A,0.0,0.15065099933931486,0.0,0.0,0.028983805685904616,0.0,0.0,0.07848714647902934,0.04046483699435607,0.0,0.0,0.0,0.0,0.0,0.3708872803721932,0.11878836079504942,0.0,0.02624043677590612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18549713355824637,0.0,0.0,0.0,0.0
TARGET.20.PAVMZL.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019993007587465708,0.2662215708018408,0.0,0.0,0.0,0.0,0.0,0.0,0.3590472354156876,0.0,0.0,0.0,0.0,0.1780638686978685,0.015977208715063175,0.0,0.0,0.0,0.12073007695018266,0.0,0.0,0.03996703183189164,0.0
TARGET.20.PAUSXS.09A,0.0,0.0,0.002834312425859919,0.0,0.0,0.0,0.0,0.05357892501637431,0.17677766044543777,0.0,0.0,0.0,0.0,0.0,0.012736607008480448,0.3602293529539372,0.0,0.0,0.1560480139517341,0.0,0.05443443820747008,0.030754762308752875,0.0,0.0,0.0,0.15260592768195333,0.0,0.0,0.0,0.0
TARGET.20.PASVYL.09A,0.18885967986624272,0.0,0.0,0.0,0.0,0.0,0.0,0.04354987196109367,0.039879371492708725,0.0,0.0,0.0,0.0,0.0,0.0,0.31319774909990883,0.0,0.0,0.0,0.08119539766863433,0.0,0.0,0.004683251278459867,0.0,0.08901492753831608,0.21365049371288208,0.0,0.0,0.025969257381753635,0.0
TARGET.20.PAKRUP.09A,0.0,0.0,0.11915127015091244,0.0,0.0,0.0,0.0,0.1506566132550677,0.17813927676428487,0.0,0.0,0.0,0.0,0.0,0.0,0.2115769224273749,0.0,0.0,0.0,0.0,0.11149964360723119,0.0,0.0,0.0,0.0,0.20790746594303589,0.0,0.0,0.0,0.021068807852093176
TARGET.20.PASVYA.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10224447625312046,0.18515064596105774,0.0,0.0,0.0,0.0,0.0,0.0,0.2400306338128857,0.0,0.0,0.0,0.006626696455536516,0.0,0.06429045624713724,0.0,0.0,0.022346388519577064,0.30441396927878894,0.0,0.0,0.07489673347189617,0.0
TARGET.20.PAXEPC.09A,0.0,0.0,0.0,0.0,0.09540916846994549,0.0,0.0,0.12544345455182535,0.1413657312950229,0.0,0.0,0.0,0.0,0.0,0.24385437277172617,0.39333747967528393,0.0,0.0,0.0,0.0,0.0,0.0005897932361961603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARGET.20.PARJCR.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09950185501329589,0.12294164817406412,0.0,0.0,0.0,0.08335483791398025,0.20798475377547443,0.0,0.41572189796873854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07049500715444663,0.0
TARGET.20.PARIAP.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03833533059444615,0.20798434477198538,0.0,0.0,0.0,0.0,0.0,0.13698691688446862,0.05307148662032253,0.0,0.0,0.0,0.027148035982179044,0.0,0.0036078220027175607,0.0,0.03334096856832349,0.0,0.4995250945755572,0.0,0.0,0.0,0.0
TARGET.20.PAWWUN.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04915339922534792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8717308911800612,0.0,0.0,0.005578497289020115,0.0,0.0,0.00560999206700872,0.06792722023856201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARGET.20.PAESVN.09A,0.0,0.0,0.0,0.0,0.014317926221005264,0.0,0.0,0.05575496823506394,0.27762647170962923,0.0,0.0,0.0,0.0,0.007071390637139159,0.1902566378587367,0.41494518530029506,0.0,0.0,0.015500425179079355,0.0,0.0,0.0033418740195537387,0.0,0.0,0.0,0.02118512083949775,0.0,0.0,0.0,0.0
TARGET.20.PABZKY.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13474835664614682,0.05972276087786675,0.0,0.0,0.0,0.0,0.0,0.0859268004879878,0.36558813416756747,0.0,0.0,0.0,0.0,0.0,0.0,0.13928286482101893,0.0,0.1132978088567381,0.07845517436324077,0.0,0.0,0.022978099779433457,0.0
TARGET.20.PATRME.09A,0.0,0.0,0.0,0.6318239563273086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33842234072053057,0.0,0.0,0.02880140988970836,0.0,0.0,0.0009522930624524667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARGET.20.PASPMI.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002244780856617275,0.13959450554278785,0.0,0.0,0.0,0.009160558176406255,0.0,0.02295273171204869,0.08878683840650062,0.0233725900444906,0.0,0.0,0.07562262776388969,0.012008721744361562,0.08108546068315221,0.0,0.0,0.0,0.5451711850697452,0.0,0.0,0.0,0.0
TARGET.20.PABGKN.09A,0.0,0.10081305445337842,0.0,0.0,0.0,0.0,0.0,0.015664419840701597,0.044276753486874904,0.0,0.0,0.0,0.06127278743501785,0.0,0.006772334225268488,0.13169336791855069,0.11185024134798997,0.0,0.0,0.0,0.1766245308960408,0.0,0.0,0.13507325988951727,0.0,0.21595925050666015,0.0,0.0,0.0,0.0
TARGET.20.PAWWMZ.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061788418011899125,0.15448222971977768,0.0,0.0,0.0,0.0,0.0,0.04273805312150965,0.4889878756323509,0.0,0.0,0.0,0.0,0.0,0.07709739463461103,0.0,0.0,0.0,0.17490602887985168,0.0,0.0,0.0,0.0
TARGET.20.PAVGIV.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3332112711847231,0.0,0.0,0.0,0.0,0.0,0.013394345643764348,0.3305336390807881,0.0,0.0,0.0,0.0,0.17553132847076783,0.010998033149103133,0.0,0.0,0.0,0.13633138247085344,0.0,0.0,0.0,0.0
TARGET.20.PASUVD.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07855009982493417,0.0,0.0,0.0,0.0,0.0,0.0,0.23953336532236355,0.0,0.0,0.0,0.0,0.0,0.007962344487743639,0.0,0.0,0.0,0.2683951527172093,0.0,0.0,0.4055590376477492,0.0
TARGET.20.PATAPC.09A,0.0,0.0,0.0,0.16127048654926474,0.0,0.018455967457722683,0.0,0.017479624196878037,0.15447537541444906,0.028819554347849462,0.0,0.0,0.0,0.0,0.0,0.4477008655719311,0.0,0.0,0.028316585072832013,0.0,0.0,0.0037084024765684353,0.03170129062090397,0.0,0.10807184829160059,0.0,0.0,0.0,0.0,0.0
TARGET.20.PATKEA.09A,0.0,0.1872301968213104,0.0,0.0,0.048961150989145295,0.0,0.0,0.038938058165936665,0.038485621075535686,0.0,0.0,0.0,0.08207192272231842,0.0,0.1769917428213212,0.17613770146690602,0.0,0.0,0.0,0.0,0.02393063436337908,0.0,0.0,0.0,0.0,0.22725297157414723,0.0,0.0,0.0,0.0
TARGET.20.PAVNVF.09A,0.0,0.0,0.0,0.0,0.09423826802671276,0.0,0.0,0.09473665197127641,0.07086034405798258,0.0,0.0,0.0,0.0,0.0,0.1771324256289532,0.2733757151198547,0.0,0.0,0.0025935069395746618,0.0,0.0589861131791228,0.0020193678912650078,0.0,0.0,0.0,0.22605760718525772,0.0,0.0,0.0,0.0
TARGET.20.PAUNYL.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13757572039108848,0.13439347377158495,0.0,0.0,0.0,0.0,0.0,0.15390969114235356,0.42007667301135143,0.0,0.0,0.0,0.009704957737548658,0.0,0.004663465707747978,0.0,0.0,0.0,0.13967601823832496,0.0,0.0,0.0,0.0
TARGET.20.PAYKSD.Sorted.CD34.Myeloid.Mono.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06079762427980202,0.10111245774585574,0.07376248602532003,0.0,0.0,0.0,0.08671546825526404,0.0,0.28591835508600777,0.0,0.0,0.0,0.0,0.0,0.005835656446672516,0.026056453192366876,0.0,0.046816763165958994,0.0,0.0,0.0,0.3129847358027521,0.0
TARGET.20.PAXAAA.09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03702682949956629,0.20743821495309414,0.0,0.0,0.0,0.0,0.0,0.09393479398275144,0.37959375738550793,0.0,0.0,0.0,0.0,0.0,0.008118425496936513,0.0,0.0,0.03958134392677869,0.23430663475536492,0.0,0.0,0.0,0.0
