res,cluster,n_cells,mean_jaccard,sd_jaccard,top_patient_frac,top_patient,n_patients,top_cyto
3.0,7,2076,0.6580583530251818,0.19320383370620828,0.11464354527938343,AML4035,30,CN(17%)
3.0,8,1931,0.6441501617895051,0.15898763703041036,0.10150181253236665,AML4035,29,CN(17%)
3.0,9,1302,0.4242736617848643,0.1602046769885721,0.445468509984639,AML647,27,del7q(45%)
3.0,10,1720,0.4555453605908236,0.14222536052050477,0.3784883720930233,AML4226,28,CN(71%)
3.0,11,2291,0.2821254640436014,0.0442945990739227,0.32256656481885637,AML4264,26,RUNX1/RUNX1T1(43%)
3.0,12,2696,0.30571174027995773,0.09406897601510479,0.2177299703264095,AML4192,28,MLLr(29%)
3.0,13,2309,0.4243212187415309,0.14067315383533974,0.3733217843222174,AML4102,23,RUNX1/RUNX1T1(39%)
3.0,14,687,0.7569990090242992,0.0552852606311847,0.363901018922853,AML4271,24,CBFB/MYH11(58%)
3.0,15,1285,0.41740397413538466,0.10645431515948706,0.4723735408560311,AML3371,21,Tri(15)(47%)
3.0,16,3103,0.5456323773332282,0.11977661068622106,0.3187238156622623,AML948,27,CN(65%)
3.0,17,2182,0.5441603312940173,0.08281573269799776,0.3863428047662695,AML3210,30,MLLr(53%)
3.0,18,3441,0.5780606255511711,0.11960571947853209,0.20604475443185122,AML3371,28,Tri(15)(21%)
3.0,19,993,0.5144980019484352,0.22567210203389584,0.8308157099697885,AML882,21,t(7;14)(q21;q32)(83%)
3.0,20,1454,0.6497171221262685,0.16031606854344252,0.33837689133425036,AML3082,25,CBFB/MYH11(66%)
3.0,21,1832,0.6074343140854523,0.05444825483200149,0.5316593886462883,AML4363,27,BCR/ABL(53%)
3.0,22,624,0.5737422222356537,0.16927668182523992,0.7580128205128205,AML3210,22,MLLr(77%)
3.0,23,1459,0.3697362472238028,0.10265278717436979,0.32350925291295407,AML3121,27,t(2;3)(p15;q26.2)(32%)
3.0,24,3513,0.8434766842567971,0.05397383737362476,0.3267862226017649,AML3082,24,CBFB/MYH11(92%)
3.0,25,527,0.15591723064486124,0.15903723309849876,0.3206831119544592,AML3082,15,CBFB/MYH11(92%)
3.0,26,2188,0.71509194146479,0.019764412569949263,0.15447897623400367,AML1355,30,PML/RARA(21%)
3.0,27,2542,0.48945108572413376,0.09087133880640301,0.2010228166797797,AML1355,26,PML/RARA(30%)
3.0,28,182,0.3543235995933329,0.25969585002125234,0.9285714285714286,AML3210,7,MLLr(94%)
3.0,29,1643,0.9094319382265592,0.0690140538378167,0.9409616555082166,AML4035,22,MYB/GATA1(94%)
3.0,30,1155,0.9695892375696564,0.0077635111566307455,0.9376623376623376,AML4116,9,NUP98/NSD1(94%)
3.0,31,453,0.7251726070172964,0.21561514473836632,0.6622516556291391,AML4116,13,NUP98/NSD1(66%)
3.0,32,1179,0.9314841918145005,0.01532566827725713,0.916030534351145,AML882,10,t(7;14)(q21;q32)(92%)
3.0,33,274,0.16669694975270222,0.17020325745015208,0.8503649635036497,AML3121,13,t(2;3)(p15;q26.2)(85%)
3.0,34,1940,0.5019826078302511,0.1124069770533259,0.3020618556701031,AML4304,28,MLLr(49%)
3.0,35,1014,0.8466548934876968,0.01851995884869748,0.7899408284023669,AML4264,18,RUNX1/RUNX1T1(80%)
3.0,36,530,0.9774167414568502,0.01299543646317909,0.9754716981132076,AML4127,2,Tri(8)(98%)
3.0,37,3219,0.6734923420533827,0.05237559613233963,0.1525318421870146,AML4363,30,BCR/ABL(15%)
3.0,38,1221,0.5914835439906839,0.17848827062882527,0.23423423423423423,AML4226,30,CN(33%)
3.0,39,8,0.002770522258524182,0.0011355191494819212,0.375,AML948,4,CN(50%)
3.0,40,1103,0.7587806365140574,0.1125971840522713,0.4551223934723481,AML4232,27,RUNX1/RUNX1T1(64%)
3.0,41,2105,0.1829541210195561,0.05240169834148417,0.10736342042755344,AML4192,29,MLLr(18%)
3.5,0,2245,0.43578585298686984,0.0968950969311132,0.1973273942093541,AML4304,30,MLLr(33%)
3.5,1,2056,0.21152331631013976,0.10216916243598428,0.11332684824902724,AML4192,29,MLLr(18%)
3.5,2,2024,0.5446013459931427,0.12705134289889577,0.31966403162055335,AML4304,28,MLLr(50%)
3.5,3,700,0.7517623832589216,0.04311248914960968,0.3585714285714286,AML4271,24,CBFB/MYH11(57%)
3.5,4,970,0.26287569450320813,0.08398867737065042,0.24020618556701032,AML948,18,CN(45%)
3.5,5,2289,0.32964496456391934,0.08640889723129332,0.18567059851463522,AML3492,26,PML/RARA(30%)
3.5,6,2090,0.6745060058939928,0.21726198929405188,0.11387559808612441,AML4035,30,CN(18%)
3.5,7,1948,0.6152308882650127,0.1473990044875514,0.10061601642710473,AML4035,29,CBFB/MYH11(17%)
3.5,8,2800,0.6223584749758003,0.15130127218990788,0.0925,AML335,30,CN(25%)
3.5,9,1694,0.6442312918894473,0.0566169405616406,0.5690672963400236,AML4363,26,BCR/ABL(57%)
3.5,10,994,0.8378960225975984,0.02119790244618115,0.8360160965794768,AML4264,20,RUNX1/RUNX1T1(85%)
3.5,11,699,0.7504142173822593,0.14751721040230353,0.9284692417739628,AML4232,13,RUNX1/RUNX1T1(93%)
3.5,12,387,0.21921909020826277,0.1686579934803314,0.6925064599483204,AML3121,20,t(2;3)(p15;q26.2)(69%)
