category	ID	term	Genes	pvalue	enrichmentScore	NES	adj_pval
HallMark	HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	STMN1/PSIP1/PRDX4/DUT/HMGA1/CDK4/MCM7/MCM5/MCM3/MCM2/DEK/PCNA/UNG/USP1/MCM4/CENPM/HMGB2/TUBB/DCTPP1/MYBL2/TK1/CKS1B/MKI67/DNMT1/HELLS/WEE1/NASP/MCM6/NAP1L1/TMPO/ASF1B/LIG1/RRM2/CDKN1B/RANBP1/SLBP/TIMELESS/ILF3/NOP56/HNRNPD/RNASEH2A/LMNB1/NME1/TOP2A/ATAD2/CKS2/PRPS1/BARD1/PHF5A/SNRPB/CDK1/NUDT21/CBX5/ORC6/TCF19/POLD3/PAICS/CDKN3/UBR7/DONSON/NUP205/RAN/RFC2/POP7/KIF22/MMS22L/POLD2/IPO7/BRCA1/CHEK1/SSRP1/CDC25A/POLD1/RFC1/BRCA2/POLA2/PRKDC/UBE2T/RBBP7/RPA1/MAD2L1/RAD1/PLK4/WDR90/SHMT1/SPC24/MSH2/AURKB/EZH2/BUB1B/CHEK2/ASF1A/BIRC5/XPO1/STAG1/PA2G4/CSE1L/RAD51AP1/DIAPH3/DDX39A/CDCA8/TRIP13/RPA3/GINS3/PRIM2/CIT/SMC3/POLE4/DCK/NCAPD2/CTPS1/NOLC1/MELK/XRCC6/TP53/CNOT9/SPC25/DSCC1/TIPIN/MXD3/SMC1A/TUBG1/SPAG5/KIF18B/DCLRE1B/PAN2/SRSF1/CCNE1/SUV39H1/TACC3/POLE/LYAR/E2F8/KIF4A/PMS2/CDCA3/GINS1	4.2029473119617404e-8	0.7229079619150778	1.8624612677107257	2.10147365598087e-6
HallMark	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	TYMS/PRDX4/DUT/FBL/CDK4/MCM7/MCM5/MCM2/DEK/HNRNPA1/HPRT1/ODC1/PCNA/NPM1/SNRPA/TRIM28/ERH/USP1/MCM4/PHB2/LSM2/HNRNPR/IMPDH2/MCM6/NAP1L1/EEF1B2/RFC4/SRM/CNBP/NDUFAB1/APEX1/RANBP1/RAD23B/SRPK1/YWHAQ/NOP56/HNRNPD/TXNL4A/HNRNPA3/CLNS1A/NME1/HNRNPU/CDC45/EIF4H/LSM7/NHP2/RRM1/PHB/SF3A1/ILF2/POLE3/TFDP1/RUVBL2/CDK2/RAN/RACK1/HDGF/POLD2/CCT4/SSB/HSP90AB1/PRPS2/TUFM/SNRPG/HDDC2/RNPS1/PPM1G/MAD2L1/PSMD7/PRDX3/UBA2/NCBP1/SLC25A3/COX5A/XPO1/SNRPD1/EIF3D/C1QBP/SRSF3/CUL1/EXOSC7/PA2G4/LDHA/PSMA2/SNRPA1/GOT2/CCT7	3.2233426326752835e-4	0.6158274557504186	1.5771584278947688	0.008058356581688209
HallMark	HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	STMN1/HMGN2/HMGA1/CDK4/MCM5/MCM3/MCM2/GINS2/ODC1/MYBL2/NSD2/CKS1B/MKI67/NASP/MCM6/E2F1/TMPO/NUSAP1/CDKN1B/RAD23B/ILF3/CHAF1A/HNRNPD/CDC6/LMNB1/CASP8AP2/HIF1A/HNRNPU/SAP30/TOP2A/SLC7A1/UBE2C/CDC45/CKS2/CUL3/EWSR1/BARD1/CDK1/TFDP1/MTF2/ORC6/CDC7/CDKN3/RBL1/CENPF/KIF22/CHEK1/KIF11/CBX1/KIF15/CDC25A/MEIS1/BRCA2/POLA2/STIL/KNL1/FOXN3/DR1/MAD2L1/CDC27/ODF2/PLK4/RAD54L/AURKB/POLQ/EZH2/DKC1/BIRC5/XPO1/NOTCH2/SNRPD1/CUL1/STAG1/MAP3K20/KIF23/MARCKS/SMC2/DDX39A/SLC7A5/CENPA/SRSF10/PRIM2/FBXO5/RBM14/NUP98/ATRX/E2F2/NOLC1/NUMA1/DTYMK/NCL/TRAIP/E2F3/BUB3/SFPQ/SMC1A/CCNA2/SRSF1/SMAD3/UPF1/SUV39H1/TACC3/POLE	8.080615405073967e-4	0.604947745729301	1.5559840609462918	0.013467692341789945
