PAC,gene,log2FC,pval_adj,score
PPAC_1,AL034548.1,0.0,1.0,0.0
PPAC_1,AC095056.1,0.0,1.0,0.0
PPAC_1,AL133284.1,0.0,1.0,0.0
PPAC_1,IGFL2,0.0,1.0,0.0
PPAC_1,OR1B1,0.0,1.0,0.0
PPAC_1,SPARCL1,0.0,1.0,0.0
PPAC_1,AC112719.2,0.0,1.0,0.0
PPAC_1,AC006206.2,0.0,1.0,0.0
PPAC_1,OR1N1,0.0,1.0,0.0
PPAC_1,PLPPR1,0.0,1.0,0.0
PPAC_1,PCDH18,0.0,1.0,0.0
PPAC_1,AC011495.3,0.0,1.0,0.0
PPAC_1,AC098679.6,0.0,1.0,0.0
PPAC_1,KIR2DL3,0.0,1.0,0.0
PPAC_1,FAM71E2,0.0,1.0,0.0
PPAC_1,AC011466.2,0.0,1.0,0.0
PPAC_1,AC007193.1,0.0,1.0,0.0
PPAC_1,AC087588.2,0.0,1.0,0.0
PPAC_1,TMC2,0.0,1.0,0.0
PPAC_1,AC125494.3,0.0,1.0,0.0
PPAC_1,LINC00989,0.0,1.0,0.0
PPAC_1,NFIA-AS2,0.0,1.0,0.0
PPAC_1,AC007563.4,0.0,1.0,0.0
PPAC_1,LINC02555,0.0,1.0,0.0
PPAC_1,FGB,0.0,1.0,0.0
PPAC_1,OR13C9,0.0,1.0,0.0
PPAC_1,AC067968.2,0.0,1.0,0.0
PPAC_1,RBM46,0.0,1.0,0.0
PPAC_1,FOXD3-AS1,0.0,1.0,0.0
PPAC_1,ANGPTL2,0.0,1.0,0.0
PPAC_1,AP002075.1,0.0,1.0,0.0
PPAC_1,TMEM155,0.0,1.0,0.0
PPAC_1,ADH1B,0.0,1.0,0.0
PPAC_1,AL358232.2,0.0,1.0,0.0
PPAC_1,AC008083.2,0.0,1.0,0.0
PPAC_1,AC079341.1,0.0,1.0,0.0
PPAC_1,IL21,0.0,1.0,0.0
PPAC_1,TRPC3,0.0,1.0,0.0
PPAC_1,AC010168.1,0.0,1.0,0.0
PPAC_1,IL2,0.0,1.0,0.0
PPAC_1,AL353768.1,0.0,1.0,0.0
PPAC_1,AL162385.1,0.0,1.0,0.0
PPAC_1,AL450263.1,0.0,1.0,0.0
PPAC_1,LINC01918,0.0,1.0,0.0
PPAC_1,AC080089.2,0.0,1.0,0.0
PPAC_1,AC131944.1,0.0,1.0,0.0
PPAC_1,AC063977.3,0.0,1.0,0.0
PPAC_1,AC099795.1,0.0,1.0,0.0
PPAC_1,AC108868.2,0.0,1.0,0.0
PPAC_1,SLC15A5,0.0,1.0,0.0
PPAC_1,AC093796.1,0.0,1.0,0.0
PPAC_1,AC006064.1,0.0,1.0,0.0
PPAC_1,AL390774.2,0.0,1.0,0.0
PPAC_1,AC026803.3,0.0,1.0,0.0
PPAC_1,GNG8,0.0,1.0,0.0
PPAC_1,LINC01796,0.0,1.0,0.0
PPAC_1,SOWAHB,0.0,1.0,0.0
PPAC_1,ZSCAN4,0.0,1.0,0.0
PPAC_1,AL354726.1,0.0,1.0,0.0
PPAC_1,PIGX,-0.014016524,1.0,-0.0004629086
PPAC_1,AL392172.1,0.012695677,1.0,-0.0005264174
PPAC_1,CPEB1,0.7613166,1.0,-0.0005941601
PPAC_1,GUCY2D,-0.027635036,1.0,-0.00069859676
PPAC_1,AL031705.1,0.082166,1.0,-0.00072400033
PPAC_1,VIL1,0.12991455,1.0,-0.00074093597
PPAC_1,AC002470.1,0.15501195,1.0,-0.00074940384
PPAC_1,AC131934.1,-0.025965007,1.0,-0.00075787166
PPAC_1,MED4-AS1,-0.06654438,1.0,-0.00076916214
PPAC_1,SMAD5-AS1,-0.0022681397,1.0,-0.00077198475
PPAC_1,MIA,-0.009397126,1.0,-0.00078892044
PPAC_1,ITFG1-AS1,-0.09201211,1.0,-0.00079174305
PPAC_1,GRM2,-0.23579311,1.0,-0.0008072674
PPAC_1,HEXA-AS1,0.23709804,1.0,-0.0009399302
PPAC_1,HULC,-0.06058631,1.0,-0.0012984021
PPAC_1,Z84485.1,0.022892581,1.0,-0.00133933
PPAC_1,AC005962.2,0.029216668,1.0,-0.0013929596
PPAC_1,AC067838.1,0.026318962,1.0,-0.0014592911
PPAC_1,NIPAL1,0.47174796,1.0,-0.001551026
PPAC_1,NCBP2-AS1,-0.1375937,1.0,-0.0015806635
PPAC_1,AC079447.1,0.20061025,1.0,-0.0015848974
PPAC_1,TPM1-AS,0.24193645,1.0,-0.0015905426
PPAC_1,AC006547.2,0.27028644,1.0,-0.0015905426
PPAC_1,KCNS1,0.14523213,1.0,-0.0015990104
PPAC_1,AL136038.2,0.14138007,1.0,-0.0016159461
PPAC_1,AC008115.1,0.0963284,1.0,-0.0016300592
PPAC_1,AL354696.1,0.017886419,1.0,-0.0016413496
PPAC_1,BCL2L15,-0.19451493,1.0,-0.0016455835
PPAC_1,AC073046.4,-0.1250975,1.0,-0.0016469948
PPAC_1,AC010834.1,-0.23153882,1.0,-0.0016611079
PPAC_1,AC008033.3,-0.15363424,1.0,-0.0016639305
PPAC_1,CCDC116,-0.15777138,1.0,-0.0016695758
PPAC_1,DNALI1,-0.30148342,1.0,-0.0016836888
PPAC_1,AC015795.1,0.32611707,1.0,-0.0020816773
PPAC_1,IL20RB,0.31296417,1.0,-0.0021917592
PPAC_1,AC090198.1,0.11559083,1.0,-0.0022651472
PPAC_1,IGHG1,-0.3582325,1.0,-0.0023300673
PPAC_1,GRID2IP,0.026940271,1.0,-0.0023780516
PPAC_1,SLC49A4,0.031279616,1.0,-0.00243027
PPAC_1,PCDH7,0.66523564,1.0,-0.0024316814
PPAC_1,AC072026.2,0.49951437,1.0,-0.002448617
PPAC_1,PPL,0.42382076,1.0,-0.0024655527
PPAC_1,AC116348.3,0.2336672,1.0,-0.0024740205
PPAC_1,AC012101.2,0.3826046,1.0,-0.002476843
PPAC_1,AL163973.2,0.046516463,1.0,-0.0025135372
PPAC_1,AL132656.3,-0.022025716,1.0,-0.0025135372
PPAC_1,HM13-AS1,0.0020067976,1.0,-0.0025163598
PPAC_1,AC092802.1,-0.22546585,1.0,-0.0025248276
PPAC_1,B4GALNT3,-0.11286539,1.0,-0.0025304728
PPAC_1,CABP7,-0.24958526,1.0,-0.0025474085
PPAC_1,AC104109.2,-0.02343306,1.0,-0.002550231
PPAC_1,AC090946.1,-0.39368048,1.0,-0.002564344
PPAC_1,DCST2,-0.4469836,1.0,-0.0025869252
PPAC_1,AC011468.1,-0.7027966,1.0,-0.002595393
PPAC_1,C21orf91-OT1,0.09321147,1.0,-0.0031147539
PPAC_1,AC010401.1,-0.042548504,1.0,-0.0031373347
PPAC_1,ATP1B3-AS1,0.10573629,1.0,-0.003360321
PPAC_1,AC232271.3,0.08765349,1.0,-0.0033716115
PPAC_1,AC010186.1,0.013447824,1.0,-0.0033829021
PPAC_1,AC097468.4,-0.025296973,1.0,-0.0033885473
PPAC_1,BX539320.1,0.13546202,1.0,-0.0033885473
PPAC_1,AC008747.1,-0.12443773,1.0,-0.00339137
PPAC_1,AC019257.2,-0.092367664,1.0,-0.0033941926
PPAC_1,DGAT2L6,-0.08360106,1.0,-0.0033941926
PPAC_1,TRPV6,-0.15427549,1.0,-0.0033970152
PPAC_1,CCDC38,-0.119886465,1.0,-0.0033998378
PPAC_1,ASDURF,-0.35433233,1.0,-0.003405483
PPAC_1,AC080013.6,-0.19600585,1.0,-0.0034111282
PPAC_1,NRIP2,-0.18113543,1.0,-0.0034125394
PPAC_1,AC017028.2,-0.23657839,1.0,-0.0034139508
PPAC_1,Z97986.1,-0.3767062,1.0,-0.0034167734
PPAC_1,AC110792.4,-0.46674502,1.0,-0.0034224186
PPAC_1,GNAT2,-0.4471362,1.0,-0.0034224186
PPAC_1,AC073517.1,-0.26360095,1.0,-0.0034224186
PPAC_1,AC022726.1,-0.9873042,1.0,-0.003461935
PPAC_1,AC021127.1,0.13682608,1.0,-0.0034873388
PPAC_1,AC135279.4,-0.000488593,1.0,-0.003922021
PPAC_1,KCNH4,0.20704128,1.0,-0.003944602
PPAC_1,MINAR1,-0.06675031,1.0,-0.0041450076
PPAC_1,AL596214.1,0.1265944,1.0,-0.0041958145
PPAC_1,AC099535.2,0.20262553,1.0,-0.004249444
PPAC_1,CFAP74,0.1438831,1.0,-0.0042550894
PPAC_1,AC005884.1,0.12072322,1.0,-0.0042550894
PPAC_1,AC025031.1,0.32620975,1.0,-0.0042550894
PPAC_1,AP000553.8,0.047537666,1.0,-0.0042579123
PPAC_1,WWC2-AS2,0.19188619,1.0,-0.0042579123
PPAC_1,HYDIN,0.40099293,1.0,-0.0042607347
PPAC_1,LMCD1-AS1,0.29547596,1.0,-0.0042635575
PPAC_1,AC005520.3,-0.05994075,1.0,-0.0042692027
PPAC_1,AC092115.2,-0.048770767,1.0,-0.0042692027
PPAC_1,TAS2R50,-0.024435768,1.0,-0.004272025
PPAC_1,AC092723.4,-0.117580265,1.0,-0.004272025
PPAC_1,AC068987.2,-0.13031375,1.0,-0.004274848
PPAC_1,LINC01963,0.0641714,1.0,-0.0042762593
PPAC_1,AC004490.1,-0.11080292,1.0,-0.0042776703
PPAC_1,AP000640.2,-0.35625806,1.0,-0.0042776703
PPAC_1,AC022167.3,-0.49320832,1.0,-0.004280493
PPAC_1,AC022973.3,-0.50493044,1.0,-0.0042833155
PPAC_1,AC090948.2,-0.8416912,1.0,-0.0042889607
PPAC_1,AC135803.1,-0.26286405,1.0,-0.0042889607
PPAC_1,AC053503.5,-0.55609065,1.0,-0.0042889607
PPAC_1,AC138512.1,-0.62343216,1.0,-0.0042917836
PPAC_1,LINC01303,-0.620566,1.0,-0.0042917836
PPAC_1,AC022113.1,-0.43157977,1.0,-0.0042917836
PPAC_1,AC000068.2,-0.70197576,1.0,-0.004294606
PPAC_1,AL445423.1,-0.53820264,1.0,-0.004294606
PPAC_1,ZNF341-AS1,-0.65685385,1.0,-0.0042974288
PPAC_1,AL133467.1,-0.042886652,1.0,-0.0046093273
PPAC_1,TMEM225B,0.19291975,1.0,-0.0048718303
PPAC_1,AC067852.5,0.01720439,1.0,-0.0048944117
PPAC_1,AC018809.2,-0.090166755,1.0,-0.0049776784
PPAC_1,AC073655.2,0.1020782,1.0,-0.005058123
PPAC_1,PDGFA,0.026148,1.0,-0.005059534
PPAC_1,AC016405.1,-0.15193863,1.0,-0.0050694137
PPAC_1,DLK2,-0.1600461,1.0,-0.005072236
PPAC_1,AL121601.1,0.024682106,1.0,-0.005115987
PPAC_1,AC008551.1,0.62208605,1.0,-0.005127277
PPAC_1,AL831711.1,0.6315801,1.0,-0.005127277
PPAC_1,AL355385.1,0.21341331,1.0,-0.005127277
PPAC_1,AC069234.5,0.9083626,1.0,-0.005127277
PPAC_1,HOGA1,0.3101756,1.0,-0.005127277
PPAC_1,GBP7,0.39538983,1.0,-0.0051300996
PPAC_1,FCGBP,0.15188053,1.0,-0.0051329224
PPAC_1,AC008735.3,0.9623597,1.0,-0.005135745
PPAC_1,AC007952.7,0.20078824,1.0,-0.005135745
PPAC_1,AC020658.2,0.23521575,1.0,-0.005135745
PPAC_1,KIAA0408,0.043933883,1.0,-0.005135745
PPAC_1,AC009509.4,0.27959383,1.0,-0.005135745
PPAC_1,ENPP1,0.24532048,1.0,-0.005135745
PPAC_1,APOC4,0.1632815,1.0,-0.005135745
PPAC_1,AC092634.8,0.086031586,1.0,-0.0051385676
PPAC_1,AC092718.6,0.29015288,1.0,-0.0051385676
PPAC_1,AL355581.1,0.5701277,1.0,-0.0051385676
PPAC_1,AL450384.1,-0.20814073,1.0,-0.00514139
PPAC_1,AC016737.2,-0.07470588,1.0,-0.00514139
PPAC_1,LINC00563,0.020938208,1.0,-0.00514139
PPAC_1,LINC00964,0.05455802,1.0,-0.00514139
PPAC_1,GRIA3,-0.075946294,1.0,-0.00514139
PPAC_1,AL390839.2,0.015776338,1.0,-0.00514139
PPAC_1,AC006581.2,-0.07314925,1.0,-0.00514139
PPAC_1,AC079776.5,-0.26606092,1.0,-0.005144213
PPAC_1,AC093535.1,-0.30596513,1.0,-0.005144213
PPAC_1,AC020763.1,0.11821376,1.0,-0.005144213
PPAC_1,TRBV29-1,-0.26030093,1.0,-0.005144213
PPAC_1,BX649601.1,-0.4520029,1.0,-0.005144213
PPAC_1,AC010632.1,-0.30146405,1.0,-0.005144213
PPAC_1,TRIM43B,-0.18330882,1.0,-0.0051470352
PPAC_1,PCDHGB1,-0.1830109,1.0,-0.0051470352
PPAC_1,AP003354.1,-0.32352442,1.0,-0.0051470352
PPAC_1,AL138921.2,0.000120344725,1.0,-0.0051470352
PPAC_1,EPPK1,-0.022184059,1.0,-0.0051470352
PPAC_1,AC105328.1,-0.05866805,1.0,-0.0051470352
PPAC_1,AC073326.1,-0.30620962,1.0,-0.0051470352
PPAC_1,AL136295.6,-0.25902423,1.0,-0.0051470352
PPAC_1,AC092301.1,-0.280546,1.0,-0.0051470352
PPAC_1,Z98200.1,0.018322542,1.0,-0.0051470352
PPAC_1,AC104662.1,-0.29400784,1.0,-0.005149858
PPAC_1,AC100774.1,-0.26732737,1.0,-0.005149858
PPAC_1,AC104695.2,-0.2993365,1.0,-0.005149858
PPAC_1,TRBV7-9,-0.47957885,1.0,-0.005149858
PPAC_1,KLHL41,-0.45592162,1.0,-0.0051526804
PPAC_1,U52111.1,-0.23379622,1.0,-0.0051526804
PPAC_1,ANKRD2,-0.26816952,1.0,-0.0051526804
PPAC_1,AC018521.7,-0.5418162,1.0,-0.0051526804
PPAC_1,OTP,-0.49663082,1.0,-0.0051555033
PPAC_1,HRK,-0.4542682,1.0,-0.0051555033
PPAC_1,AC020917.3,-0.5548223,1.0,-0.0051555033
PPAC_1,DLX3,-0.6746941,1.0,-0.0051583257
PPAC_1,AC051619.7,-0.76757,1.0,-0.0051583257
PPAC_1,AC091196.1,-0.849159,1.0,-0.0051583257
PPAC_1,FOXP3,-0.81358474,1.0,-0.0051611485
PPAC_1,AP001085.1,-0.6266242,1.0,-0.0051611485
PPAC_1,AP000892.1,-0.83355355,1.0,-0.005163971
PPAC_1,ABCA8,-0.8114701,1.0,-0.005163971
PPAC_1,FOXA1,-0.78928727,1.0,-0.005163971
PPAC_1,AC007881.4,-1.0657545,1.0,-0.0051667937
PPAC_1,USH1G,-0.88837105,1.0,-0.0051667937
PPAC_1,AC139795.2,0.19934593,1.0,-0.0053502633
PPAC_1,GUCA1B,0.033218827,1.0,-0.005398248
PPAC_1,HACD3,-0.03850129,1.0,-0.005444821
PPAC_1,AP000873.4,0.08528475,1.0,-0.0054688132
PPAC_1,LY6G6C,-0.042659268,1.0,-0.005485749
PPAC_1,RNFT1-DT,-0.17330468,1.0,-0.0055252654
PPAC_1,MFGE8,-0.031083656,1.0,-0.005542201
PPAC_1,AC010336.5,0.61754763,1.0,-0.005640993
PPAC_1,AC053513.1,0.19173974,1.0,-0.005779301
PPAC_1,AP005432.2,0.008063379,1.0,-0.0058611566
PPAC_1,AC021086.1,-0.10809492,1.0,-0.005866802
PPAC_1,LCMT1-AS2,0.0049085477,1.0,-0.0058780923
PPAC_1,LINC01160,-0.12368655,1.0,-0.0059176087
PPAC_1,AC007040.1,0.22463615,1.0,-0.0060164
PPAC_1,DPP6,0.7135374,1.0,-0.0060164
PPAC_1,AC007349.4,-0.15035322,1.0,-0.0060164
PPAC_1,AL160396.2,0.1772815,1.0,-0.0060164
PPAC_1,AC004477.2,-0.05402404,1.0,-0.0060164
PPAC_1,AC010727.1,0.119004846,1.0,-0.0060164
PPAC_1,LINC00892,-0.16600159,1.0,-0.0060164
PPAC_1,AC012629.2,0.21498218,1.0,-0.0060164
PPAC_1,AP001107.3,0.13983984,1.0,-0.0060164
PPAC_1,AC114939.1,0.42531675,1.0,-0.0060164
PPAC_1,AL136221.1,0.69176924,1.0,-0.0060164
PPAC_1,XCL1,0.0063220807,1.0,-0.0060164
PPAC_1,AL356481.3,0.083424956,1.0,-0.0060164
PPAC_1,AC010329.1,0.48176375,1.0,-0.0060164
PPAC_1,VTN,-0.17254385,1.0,-0.0060164
PPAC_1,AC008766.1,0.015512317,1.0,-0.0060164
PPAC_1,AC020900.1,0.32129645,1.0,-0.0060164
PPAC_1,AC005393.1,0.11747921,1.0,-0.0060164
PPAC_1,VNN3,-0.062155068,1.0,-0.0060164
PPAC_1,PDE11A,0.815425,1.0,-0.0060164
PPAC_1,EPO,0.20399193,1.0,-0.0060164
PPAC_1,LINC02197,1.0293329,1.0,-0.0060164
PPAC_1,LINC02548,0.0563821,1.0,-0.0060164
PPAC_1,LINC01558,-0.05261712,1.0,-0.0060164
PPAC_1,ATP6V0A4,0.03717572,1.0,-0.0060164
PPAC_1,HGC6.3,0.42112538,1.0,-0.0060164
PPAC_1,LINC01973,0.3739932,1.0,-0.0060164
PPAC_1,AC027306.1,0.53344095,1.0,-0.0060164
PPAC_1,GOLGA6L22,0.3930104,1.0,-0.0060164
PPAC_1,AL592164.1,0.20438473,1.0,-0.0060164
PPAC_1,THOC7-AS1,0.4363375,1.0,-0.0060164
PPAC_1,AC005697.2,0.053302158,1.0,-0.006019223
PPAC_1,RNF157-AS1,-0.24371627,1.0,-0.006019223
PPAC_1,LINC02037,-0.07514022,1.0,-0.006019223
PPAC_1,AC007376.2,0.11867137,1.0,-0.006019223
PPAC_1,HPN-AS1,-0.25866565,1.0,-0.006019223
PPAC_1,MAB21L2,0.029529624,1.0,-0.006019223
PPAC_1,FAM71D,0.1477935,1.0,-0.006019223
PPAC_1,AL358473.1,-0.09195332,1.0,-0.006019223
PPAC_1,TRBV6-4,-0.3512545,1.0,-0.006019223
PPAC_1,AC136469.1,-0.09899688,1.0,-0.006019223
PPAC_1,ITPKB-AS1,-0.1202534,1.0,-0.006019223
PPAC_1,AC011503.1,-0.48885483,1.0,-0.006019223
PPAC_1,CADM3,-0.29545024,1.0,-0.006019223
PPAC_1,AC124804.1,-0.05396721,1.0,-0.006019223
PPAC_1,LINC02317,-0.31307086,1.0,-0.006019223
PPAC_1,DNASE1L3,-0.18509422,1.0,-0.006019223
PPAC_1,LGR5,-0.0037778132,1.0,-0.006019223
PPAC_1,LINC02159,-0.33782542,1.0,-0.006019223
PPAC_1,AL080313.2,-0.2558889,1.0,-0.006019223
PPAC_1,OR6C75,-0.4542899,1.0,-0.006019223
PPAC_1,DENND2A,-0.37024564,1.0,-0.006019223
PPAC_1,AC090136.3,-0.34969336,1.0,-0.006019223
PPAC_1,CCDC36,-0.26672566,1.0,-0.006019223
PPAC_1,TEKT3,-0.62597686,1.0,-0.006019223
PPAC_1,AC005845.1,-0.17034231,1.0,-0.006019223
PPAC_1,AC026458.2,-0.3136509,1.0,-0.006019223
PPAC_1,AL008725.1,-0.4684892,1.0,-0.006019223
PPAC_1,ART3,0.0006493764,1.0,-0.006019223
PPAC_1,AP005131.1,-0.3965273,1.0,-0.006019223
PPAC_1,AL158151.4,0.11143342,1.0,-0.006019223
PPAC_1,AL356259.1,-0.15294884,1.0,-0.006019223
PPAC_1,LINC02725,-0.41343135,1.0,-0.006019223
PPAC_1,TMCO2,-0.27232468,1.0,-0.006019223
PPAC_1,AC084724.1,-0.16359666,1.0,-0.006019223
PPAC_1,LINC01967,-0.10034202,1.0,-0.006019223
PPAC_1,SCUBE2,0.016027048,1.0,-0.006019223
PPAC_1,AC021134.1,-0.1915182,1.0,-0.006019223
PPAC_1,RSPH10B,-0.4182101,1.0,-0.006019223
PPAC_1,AL354872.2,-0.55929047,1.0,-0.0060220454
PPAC_1,LINC00399,-0.4433396,1.0,-0.0060220454
PPAC_1,AF129075.3,-0.5802379,1.0,-0.0060220454
PPAC_1,C2orf66,-0.45070228,1.0,-0.0060220454
PPAC_1,AC073111.1,-0.59738135,1.0,-0.0060220454
PPAC_1,AC098679.5,-0.62638235,1.0,-0.0060220454
PPAC_1,JAZF1-AS1,-0.63443136,1.0,-0.0060220454
PPAC_1,FEV,-0.6877261,1.0,-0.0060220454
PPAC_1,AC008507.2,-0.32872647,1.0,-0.0060220454
PPAC_1,FNDC7,-0.39535442,1.0,-0.0060220454
PPAC_1,LINC01389,-0.48392653,1.0,-0.0060220454
PPAC_1,AL353764.1,-0.46756393,1.0,-0.0060220454
PPAC_1,AL121895.1,-0.42567983,1.0,-0.0060220454
PPAC_1,TRBV4-2,-0.90174204,1.0,-0.0060220454
PPAC_1,AJ011931.2,-0.26631767,1.0,-0.0060220454
PPAC_1,SLC46A2,-1.0727526,1.0,-0.0060220454
PPAC_1,APLP1,-0.50073737,1.0,-0.0060220454
PPAC_1,AL035420.1,-0.44374603,1.0,-0.0060220454
PPAC_1,ASPG,-0.29765198,1.0,-0.0060220454
PPAC_1,AC006213.5,-0.6438778,1.0,-0.0060220454
PPAC_1,AC006960.2,-0.2792673,1.0,-0.0060220454
PPAC_1,AC242988.1,-0.04474833,1.0,-0.0060220454
PPAC_1,AC020907.4,-0.4645249,1.0,-0.0060220454
PPAC_1,PYDC1,-0.5066446,1.0,-0.0060220454
PPAC_1,ATRNL1,-0.60097325,1.0,-0.0060220454
PPAC_1,AP003059.2,-0.14115848,1.0,-0.0060220454
PPAC_1,AC026956.2,-0.3159304,1.0,-0.0060220454
PPAC_1,AC007528.1,-0.36701816,1.0,-0.0060220454
PPAC_1,AL357522.1,-0.5577335,1.0,-0.0060220454
PPAC_1,TSPYL6,-0.105593055,1.0,-0.0060220454
PPAC_1,AC018781.1,-0.69585294,1.0,-0.0060220454
PPAC_1,AC007570.1,-0.85457134,1.0,-0.0060220454
PPAC_1,LINC00276,-0.3886498,1.0,-0.0060220454
PPAC_1,BAAT,-0.81254095,1.0,-0.0060220454
PPAC_1,GLT8D2,-0.60005873,1.0,-0.0060220454
PPAC_1,ZFR2,-0.12127087,1.0,-0.0060220454
PPAC_1,AC096741.1,-0.68964326,1.0,-0.0060220454
PPAC_1,FNDC4,-0.12654188,1.0,-0.0060220454
PPAC_1,STC2,0.09137607,1.0,-0.0060220454
PPAC_1,AL136981.3,-0.42920226,1.0,-0.0060220454
PPAC_1,AC008625.1,-0.39726326,1.0,-0.0060220454
PPAC_1,AC004264.1,-0.1637611,1.0,-0.0060220454
PPAC_1,PROZ,-0.42159894,1.0,-0.006024868
PPAC_1,AC104116.1,-0.4530513,1.0,-0.006024868
PPAC_1,AC073655.1,-0.6385349,1.0,-0.006024868
PPAC_1,AC018557.2,-0.5563258,1.0,-0.006024868
PPAC_1,AC104462.1,-0.61946297,1.0,-0.006024868
PPAC_1,TMEM200B,-0.6123911,1.0,-0.006024868
PPAC_1,ADH6,-0.76288646,1.0,-0.006024868
PPAC_1,AL592295.3,-0.56838477,1.0,-0.006024868
PPAC_1,C1QTNF7,-0.8114256,1.0,-0.006024868
PPAC_1,AC009533.4,-0.50274867,1.0,-0.006024868
PPAC_1,AC022150.3,-0.79044205,1.0,-0.006024868
PPAC_1,AC145350.2,-0.34447047,1.0,-0.006024868
PPAC_1,AC021683.6,-0.53658026,1.0,-0.006024868
PPAC_1,TRBV12-5,-0.63280237,1.0,-0.006024868
PPAC_1,TRAV26-2,-0.9258252,1.0,-0.006024868
PPAC_1,SMOC1,-0.5936478,1.0,-0.006024868
PPAC_1,AC007879.2,-0.9140011,1.0,-0.006024868
PPAC_1,RLBP1,-0.7409283,1.0,-0.006024868
PPAC_1,LINC00648,-0.9707916,1.0,-0.006024868
PPAC_1,KHDC1L,-0.74724054,1.0,-0.006024868
PPAC_1,AC013356.2,-1.0923527,1.0,-0.006024868
PPAC_1,AL049646.1,-1.4078732,1.0,-0.006024868
PPAC_1,AC132938.1,-0.49361652,1.0,-0.006024868
PPAC_1,AC130814.1,-0.7830648,1.0,-0.006024868
PPAC_1,AL731684.1,-1.1115302,1.0,-0.006024868
PPAC_1,AL358075.2,-0.4293403,1.0,-0.006024868
PPAC_1,LEFTY1,-0.49493894,1.0,-0.006024868
PPAC_1,TRAV19,-0.64323276,1.0,-0.006024868
PPAC_1,Z99127.1,-0.6156406,1.0,-0.006024868
PPAC_1,MAP3K19,-0.63923025,1.0,-0.006024868
PPAC_1,TRAV8-4,-0.306069,1.0,-0.006024868
PPAC_1,PTPRN,-0.3674418,1.0,-0.006024868
PPAC_1,AC012313.9,-0.9770085,1.0,-0.0060276906
PPAC_1,TAS2R41,-0.96718305,1.0,-0.0060276906
PPAC_1,UBQLN3,-0.9938164,1.0,-0.0060276906
PPAC_1,CPA4,-1.2195419,1.0,-0.0060276906
PPAC_1,AC022100.1,-0.8798634,1.0,-0.0060276906
PPAC_1,H1FNT,-1.4267327,1.0,-0.0060276906
PPAC_1,GPD1,-1.1137357,1.0,-0.0060276906
PPAC_1,PRSS45P,-1.1645706,1.0,-0.0060276906
PPAC_1,AC079174.2,-0.92350996,1.0,-0.0060276906
PPAC_1,AC068790.9,-1.0287842,1.0,-0.0060276906
PPAC_1,AL049794.1,-1.4298439,1.0,-0.0060276906
PPAC_1,AC013553.4,-0.92405015,1.0,-0.0060276906
PPAC_1,AC008543.5,-0.6279978,1.0,-0.0060276906
PPAC_1,LRRC4B,-0.6874314,1.0,-0.0060276906
PPAC_1,FAM153A,-0.72760355,1.0,-0.0060276906
PPAC_1,AC009054.1,-1.0724274,1.0,-0.0060276906
PPAC_1,AC099791.4,-1.2501379,1.0,-0.0060276906
PPAC_1,AC007922.1,-1.6826787,1.0,-0.0060276906
PPAC_1,AC012306.2,-0.10863703,1.0,-0.006429913
PPAC_1,AL049557.1,0.14001665,1.0,-0.006609149
PPAC_1,AC005632.6,0.23773324,1.0,-0.0066839484
PPAC_1,AC091180.2,-0.05953226,1.0,-0.0066938275
PPAC_1,MPLKIP,-0.046543375,1.0,-0.0067037065
PPAC_1,LEO1,-0.017805645,1.0,-0.006720642
PPAC_1,AC092119.2,-0.042386636,1.0,-0.006746046
PPAC_1,FAM66D,-0.10766326,1.0,-0.006798264
PPAC_1,AC006237.1,-0.13918601,1.0,-0.0068151997
PPAC_1,WDR78,-0.05581433,1.0,-0.006849071
PPAC_1,FAM169B,-15.069996,1.0,-0.0068970555
PPAC_1,LINC02022,-16.244776,1.0,-0.0068970555
PPAC_1,SP9,-15.222546,1.0,-0.0068970555
PPAC_1,AF241728.1,-16.007372,1.0,-0.0068970555
PPAC_1,AL034347.1,-15.743177,1.0,-0.0068970555
PPAC_1,AC097375.3,-16.04994,1.0,-0.0068970555
PPAC_1,AC024651.1,-15.8701,1.0,-0.0068970555
PPAC_1,AC087639.2,-15.700692,1.0,-0.0068970555
PPAC_1,IGKV2D-30,-16.172266,1.0,-0.0068970555
PPAC_1,AC139769.2,-16.57651,1.0,-0.0068970555
PPAC_1,GLYATL1B,-16.212353,1.0,-0.0068970555
PPAC_1,IGKV1D-33,-16.515694,1.0,-0.0068970555
PPAC_1,AL136115.1,-16.46906,1.0,-0.0068970555
PPAC_1,AC092071.1,-16.21516,1.0,-0.0068970555
PPAC_1,GPR39,-16.325768,1.0,-0.0068970555
PPAC_1,AL450992.3,-15.188548,1.0,-0.0068970555
PPAC_1,AC036108.1,-16.176613,1.0,-0.0068970555
PPAC_1,TBILA,-16.15878,1.0,-0.0068970555
PPAC_1,IGFBP3,-16.347618,1.0,-0.0068970555
PPAC_1,LINC02468,-15.205227,1.0,-0.0068970555
PPAC_1,CYMP-AS1,-15.999031,1.0,-0.0068970555
PPAC_1,FBXW12,-16.219292,1.0,-0.0068970555
PPAC_1,AC005381.1,-16.892859,1.0,-0.0068970555
PPAC_1,LINC01147,-14.941041,1.0,-0.0068970555
PPAC_1,IGFBP1,-16.94445,1.0,-0.0068970555
PPAC_1,LIMS1-AS1,-15.735256,1.0,-0.0068970555
PPAC_1,AC010531.5,-17.66299,1.0,-0.0068970555
PPAC_1,AC027088.5,-15.3185425,1.0,-0.0068970555
