PAC,gene,log2FC,pval_adj,score
FPAC_2,AC005532.1,1.0059034,1.0,0.10621449
FPAC_2,AC010271.2,0.809808,1.0,0.10616172
FPAC_2,AL512604.3,0.51713324,1.0,0.10615586
FPAC_2,SPATA21,-0.0076503926,1.0,0.105903715
FPAC_2,AL035071.1,-0.41309455,1.0,0.10577179
FPAC_2,AL592295.3,3.7229965,1.0,0.10509453
FPAC_2,LINC01389,3.9339383,1.0,0.10509453
FPAC_2,AC006116.6,3.9674652,1.0,0.10509453
FPAC_2,AC027306.1,3.4643705,1.0,0.105088666
FPAC_2,MFAP5,3.3557425,1.0,0.105088666
FPAC_2,LINC02317,3.454908,1.0,0.105088666
FPAC_2,AC010727.1,3.739048,1.0,0.105088666
FPAC_2,AP001783.1,3.3508024,1.0,0.1050828
FPAC_2,AC020661.3,3.117749,1.0,0.1050828
FPAC_2,HGC6.3,2.9317844,1.0,0.1050828
FPAC_2,OR51B5,3.0562034,1.0,0.1050828
FPAC_2,AL162385.2,2.75344,1.0,0.10507694
FPAC_2,AC004466.3,3.0080938,1.0,0.10507694
FPAC_2,AF129075.3,3.4914632,1.0,0.10507694
FPAC_2,AC100847.1,2.822392,1.0,0.10507694
FPAC_2,AP003059.2,3.1860719,1.0,0.10507694
FPAC_2,LINC00399,3.090529,1.0,0.10507694
FPAC_2,AC018781.1,3.2765412,1.0,0.10507694
FPAC_2,AL031123.4,2.9571397,1.0,0.10507694
FPAC_2,TMEM213,3.3034108,1.0,0.10507694
FPAC_2,AP003486.1,-0.32899436,1.0,0.10477496
FPAC_2,CCDC96,-0.5050426,1.0,0.10463717
FPAC_2,AP002907.1,0.16477597,1.0,0.10445539
FPAC_2,SGCA,0.10738854,1.0,0.10442021
FPAC_2,AL583722.1,1.3152725,1.0,0.103643276
FPAC_2,AL451069.3,-0.09782002,1.0,0.103599295
FPAC_2,AC005261.2,0.9083679,1.0,0.10354946
FPAC_2,AC090519.2,0.94886124,1.0,0.103543594
FPAC_2,AC009951.6,-0.5167147,1.0,0.10353773
FPAC_2,LINC02851,0.8563626,1.0,0.10353773
FPAC_2,RRS1-AS1,0.5933718,1.0,0.10352014
FPAC_2,AC008443.8,0.64288497,1.0,0.10351428
FPAC_2,FAM83F,0.6387384,1.0,0.10350255
FPAC_2,AC007533.1,0.5255996,1.0,0.10346736
FPAC_2,AC093849.4,-0.27500826,1.0,0.10309795
FPAC_2,TMPRSS4,4.0093083,1.0,0.10247934
FPAC_2,AP001189.1,3.5147777,1.0,0.10246175
FPAC_2,AC092844.1,3.5295389,1.0,0.10246175
FPAC_2,LINC00102,2.9453707,1.0,0.10246175
FPAC_2,AL121830.1,3.1342049,1.0,0.102455884
FPAC_2,A3GALT2,3.2531435,1.0,0.102455884
FPAC_2,PRR35,2.9928622,1.0,0.10245002
FPAC_2,AC068075.2,3.1100235,1.0,0.10245002
FPAC_2,AC099313.1,2.7589116,1.0,0.10245002
FPAC_2,CHRNB4,2.9713774,1.0,0.10245002
FPAC_2,FCN3,2.7748988,1.0,0.10245002
FPAC_2,AC022296.4,2.3914542,1.0,0.10244416
FPAC_2,AL160412.1,2.9989831,1.0,0.10244416
FPAC_2,AC026369.2,2.7733154,1.0,0.10244416
FPAC_2,AL031717.1,2.8106859,1.0,0.10243829
FPAC_2,AC079779.2,2.1703277,1.0,0.10243829
FPAC_2,AQP7,2.605643,1.0,0.10243829
FPAC_2,AL078581.2,2.8627613,1.0,0.10243829
FPAC_2,LINC00334,2.6853788,1.0,0.10243829
FPAC_2,SMTNL1,2.243951,1.0,0.10243829
FPAC_2,AC129803.1,2.7590518,1.0,0.10243829
FPAC_2,AC136475.8,2.6686213,1.0,0.10243829
FPAC_2,OR52N1,2.575978,1.0,0.10243829
FPAC_2,AC007493.2,2.4786184,1.0,0.10243829
FPAC_2,OR52A1,2.1755693,1.0,0.10243829
FPAC_2,TEX46,2.6831834,1.0,0.10243829
FPAC_2,AL096869.1,2.3570232,1.0,0.10243829
FPAC_2,LINC01013,2.542701,1.0,0.10243829
FPAC_2,AC104695.3,0.5669474,1.0,0.102045424
FPAC_2,AC087294.1,-0.5426574,1.0,0.10204249
FPAC_2,ITGA10,0.4622155,1.0,0.10200438
FPAC_2,TUBB3,-0.17741998,1.0,0.10181088
FPAC_2,AP005019.1,-0.024470743,1.0,0.101787426
FPAC_2,AC128687.2,-0.043744992,1.0,0.10171706
FPAC_2,TMEM212-AS1,0.51855046,1.0,0.10164963
FPAC_2,GCNT2,-0.320041,1.0,0.10124503
FPAC_2,GSN-AS1,-0.11434337,1.0,0.10108965
FPAC_2,HTRA4,0.99960667,1.0,0.10097237
FPAC_2,AC008462.1,0.74190885,1.0,0.10094305
FPAC_2,AC009570.1,0.897857,1.0,0.10092546
FPAC_2,MED4-AS1,0.6799145,1.0,0.10089614
FPAC_2,AC002470.1,0.3909555,1.0,0.10083751
FPAC_2,ITFG1-AS1,0.6438801,1.0,0.10083751
FPAC_2,ADAM12,0.22300717,1.0,0.100207165
FPAC_2,LINC01719,-0.075369254,1.0,0.10006937
FPAC_2,AC005520.5,-0.16702995,1.0,0.09995503
FPAC_2,GAS2L2,3.1125677,1.0,0.09982896
FPAC_2,CFAP44-AS1,2.8852177,1.0,0.099823095
FPAC_2,AC092140.2,2.667949,1.0,0.09981723
FPAC_2,AL138694.1,2.7139778,1.0,0.09981723
FPAC_2,AP002449.1,2.7831552,1.0,0.09981723
FPAC_2,SLC22A11,2.538363,1.0,0.09981137
FPAC_2,AC068389.1,2.4506977,1.0,0.09981137
FPAC_2,TMPRSS11D,2.5946803,1.0,0.09981137
FPAC_2,PIK3IP1-AS1,2.698084,1.0,0.09981137
FPAC_2,ANKRD61,2.6638596,1.0,0.09981137
FPAC_2,AL031963.2,2.5785172,1.0,0.099805504
FPAC_2,SUCLA2-AS1,2.6995118,1.0,0.099805504
FPAC_2,CPLX1,2.2304986,1.0,0.099805504
FPAC_2,AC092535.2,2.3282235,1.0,0.099805504
FPAC_2,AC130307.1,2.0270162,1.0,0.099805504
FPAC_2,DENND6A-AS1,2.6988273,1.0,0.099805504
FPAC_2,AC106845.1,2.081679,1.0,0.099805504
FPAC_2,TPBGL,2.3703632,1.0,0.099805504
FPAC_2,AC145285.3,2.5210729,1.0,0.099805504
FPAC_2,AC037459.3,2.1259646,1.0,0.09979964
FPAC_2,LINC01146,2.441057,1.0,0.09979964
FPAC_2,APOF,2.6407328,1.0,0.09979964
FPAC_2,AC010335.1,2.4205039,1.0,0.09979964
FPAC_2,C12orf54,2.1676369,1.0,0.09979964
FPAC_2,LINC00598,2.319219,1.0,0.09979964
FPAC_2,BMPER,2.3230305,1.0,0.09979964
FPAC_2,AC091564.5,2.3057854,1.0,0.09979964
FPAC_2,WNT9B,1.7694237,1.0,0.09979964
FPAC_2,FOXI1,2.3944454,1.0,0.09979964
FPAC_2,IGKV2-30,2.2930589,1.0,0.09979964
FPAC_2,AC092115.3,0.127339,1.0,0.09964719
FPAC_2,AC025171.4,-0.43392974,1.0,0.09945368
FPAC_2,AL133268.4,0.20100991,1.0,0.09913118
FPAC_2,AC026356.1,0.33945084,1.0,0.099096
FPAC_2,RBBP6,0.049134843,1.0,0.09908427
FPAC_2,AC009133.1,-0.34821132,1.0,0.098864384
FPAC_2,LRRC24,-0.6338065,1.0,0.09862104
FPAC_2,RABGAP1L-DT,-0.074690215,1.0,0.098333724
FPAC_2,AC005899.6,0.9287621,1.0,0.098324925
FPAC_2,ZBTB20-AS4,1.0254114,1.0,0.09831906
FPAC_2,OR2L3,0.91319835,1.0,0.098307334
FPAC_2,AF127936.1,0.8676737,1.0,0.09830147
FPAC_2,CPNE5,0.6383406,1.0,0.0982487
FPAC_2,DDR1,0.6545429,1.0,0.09822524
FPAC_2,MYLK3,0.58154607,1.0,0.098213516
FPAC_2,AC092171.2,0.30562213,1.0,0.09820765
FPAC_2,FP236315.1,-0.2157664,1.0,0.09817541
FPAC_2,GARNL3,0.332802,1.0,0.09786463
FPAC_2,AL590428.1,0.23027506,1.0,0.09771804
FPAC_2,AP006623.1,0.049880285,1.0,0.097600766
FPAC_2,KNSTRN,-0.51407045,1.0,0.09759197
FPAC_2,AP001042.1,0.10929127,1.0,0.0974659
FPAC_2,SGSM1,2.848749,1.0,0.09719617
FPAC_2,AC023302.1,2.8182654,1.0,0.09719617
FPAC_2,AC007952.5,2.667008,1.0,0.09719617
FPAC_2,FAM230I,2.6023264,1.0,0.097190306
FPAC_2,RHO,2.4930189,1.0,0.097190306
FPAC_2,AL021368.3,2.5535066,1.0,0.09718444
FPAC_2,ASB12,2.5131705,1.0,0.09718444
FPAC_2,AL358777.1,2.3100636,1.0,0.09718444
FPAC_2,RNF152,2.3517869,1.0,0.09718444
FPAC_2,AL136361.1,2.171728,1.0,0.09717858
FPAC_2,AC011731.1,2.3532848,1.0,0.09717858
FPAC_2,EPN3,2.4703448,1.0,0.09717858
FPAC_2,AC004672.2,2.6000078,1.0,0.097172715
FPAC_2,AL035427.2,2.5474677,1.0,0.097172715
FPAC_2,AC012379.2,2.3151922,1.0,0.097172715
FPAC_2,PCDHB9,2.3530774,1.0,0.097172715
FPAC_2,AL451007.3,2.2101579,1.0,0.097172715
FPAC_2,MYMX,2.268781,1.0,0.097172715
FPAC_2,AC010245.1,2.5004687,1.0,0.097172715
FPAC_2,AC026495.2,2.4874794,1.0,0.09716685
FPAC_2,AC091132.2,1.9484322,1.0,0.09716685
FPAC_2,AC024619.3,2.1996887,1.0,0.09716685
FPAC_2,CABCOCO1,1.7984207,1.0,0.09716685
FPAC_2,SCARNA9,1.9397339,1.0,0.09716099
FPAC_2,AC016405.2,2.1317618,1.0,0.09716099
FPAC_2,PLEKHG6,2.1684306,1.0,0.09716099
FPAC_2,AC107241.1,2.1306028,1.0,0.09716099
FPAC_2,ADAD2,1.8204975,1.0,0.09716099
FPAC_2,AC015819.2,2.1495953,1.0,0.09716099
FPAC_2,ACVR2A,0.69923514,1.0,0.09686194
FPAC_2,MYOT,0.5933627,1.0,0.09684435
FPAC_2,AC123768.2,0.48740852,1.0,0.096797444
FPAC_2,SRD5A3-AS1,-0.022168372,1.0,0.09675933
FPAC_2,AC073569.3,0.5015851,1.0,0.096715346
FPAC_2,ASPRV1,0.45466086,1.0,0.09670948
FPAC_2,UBE2L5,0.2565158,1.0,0.09658048
FPAC_2,AL021707.5,0.1950058,1.0,0.096568756
FPAC_2,IGHV3-23,-0.38162443,1.0,0.09643976
FPAC_2,SHMT1,-0.3544122,1.0,0.09627264
FPAC_2,USP27X-AS1,-0.04437895,1.0,0.095865116
FPAC_2,BCDIN3D-AS1,-0.4482622,1.0,0.095856324
FPAC_2,AC244093.5,0.97419,1.0,0.09569507
FPAC_2,AC093433.2,0.8854369,1.0,0.09566575
FPAC_2,TAF13,-0.47547683,1.0,0.09566575
FPAC_2,AC011899.3,0.5069192,1.0,0.095589526
FPAC_2,AL355073.2,0.56713176,1.0,0.09556607
FPAC_2,GZMB,0.12872009,1.0,0.095554344
FPAC_2,TNFSF15,0.40137014,1.0,0.09554848
FPAC_2,GOLGA8M-1,0.3607885,1.0,0.09554848
FPAC_2,DNAJC28,-0.40243176,1.0,0.09526702
FPAC_2,PACSIN3,-0.17496485,1.0,0.09503834
FPAC_2,CTTN,0.10328634,1.0,0.09503541
FPAC_2,RAMACL,0.12903781,1.0,0.094859496
FPAC_2,TMEM232,-0.10318808,1.0,0.094824314
FPAC_2,AC018398.1,2.452207,1.0,0.09456338
FPAC_2,Z98200.1,2.674323,1.0,0.09456338
FPAC_2,STARD6,2.059058,1.0,0.09455752
FPAC_2,AC007881.4,1.9566562,1.0,0.09455165
FPAC_2,HORMAD2,1.9540322,1.0,0.09455165
FPAC_2,AC026347.1,1.9157549,1.0,0.09454579
FPAC_2,AC004882.3,2.1677551,1.0,0.09454579
FPAC_2,AC040173.1,1.7649068,1.0,0.09454579
FPAC_2,BHMT2,2.30602,1.0,0.09454579
FPAC_2,ENPP1,2.3107347,1.0,0.09454579
FPAC_2,GBP7,2.1166513,1.0,0.094539925
FPAC_2,CDO1,2.218338,1.0,0.094539925
FPAC_2,U52111.1,2.3943477,1.0,0.094539925
FPAC_2,AP003354.1,2.0026572,1.0,0.094539925
FPAC_2,ZNF474,1.8402581,1.0,0.09453406
FPAC_2,TMC5,1.6630974,1.0,0.09453406
FPAC_2,AC003956.1,1.5244702,1.0,0.09453406
FPAC_2,AL096840.2,1.5068042,1.0,0.09453406
FPAC_2,AC092718.6,1.5851538,1.0,0.09453406
FPAC_2,AP001001.1,1.9535519,1.0,0.0945282
FPAC_2,TAS1R1,1.9367468,1.0,0.0945282
FPAC_2,AC106820.2,1.7473842,1.0,0.094522335
FPAC_2,AC021491.4,1.8377088,1.0,0.094522335
FPAC_2,ASPDH,1.6757059,1.0,0.094522335
FPAC_2,HPR,1.6148942,1.0,0.094522335
FPAC_2,AP000471.1,2.016758,1.0,0.094522335
FPAC_2,AC011944.1,1.8587217,1.0,0.094522335
FPAC_2,BX324167.2,1.5380783,1.0,0.094522335
FPAC_2,HRK,1.2350963,1.0,0.094522335
FPAC_2,AC055855.1,1.4840788,1.0,0.094522335
FPAC_2,OR2L8,1.7329782,1.0,0.094522335
FPAC_2,AL121992.2,1.7827417,1.0,0.094522335
FPAC_2,LINC00964,1.7860909,1.0,0.094522335
FPAC_2,AC100774.1,1.8991474,1.0,0.094522335
FPAC_2,AC021087.1,0.23514806,1.0,0.0943347
FPAC_2,AL365436.2,0.46026108,1.0,0.094147064
FPAC_2,AL606760.1,-0.07676125,1.0,0.0941412
FPAC_2,AL135905.1,0.39318752,1.0,0.09402979
FPAC_2,LMOD3,0.23052102,1.0,0.093953565
FPAC_2,SLC6A16,0.17162545,1.0,0.093918376
FPAC_2,TAS2R19,-0.008231587,1.0,0.09384215
FPAC_2,DLEU2L,-0.15157862,1.0,0.09347274
FPAC_2,LINC01140,0.006714936,1.0,0.09344342
FPAC_2,C1R,-0.32363284,1.0,0.093285106
FPAC_2,CEP83-DT,-0.24808487,1.0,0.09322647
FPAC_2,SZT2-AS1,0.8750247,1.0,0.09306522
FPAC_2,AC127070.2,0.8669324,1.0,0.0930359
FPAC_2,PLA2G10,0.79658675,1.0,0.09301831
FPAC_2,AC008770.3,0.6014123,1.0,0.09297726
FPAC_2,ERICH3,0.62483096,1.0,0.09294208
FPAC_2,AC106028.3,0.26764524,1.0,0.09292449
FPAC_2,AC083862.2,0.13546826,1.0,0.09239969
FPAC_2,AC009996.1,-0.044490233,1.0,0.09224137
FPAC_2,AL033527.4,-0.68711495,1.0,0.09221205
FPAC_2,AC016831.7,-0.07234137,1.0,0.092200324
FPAC_2,AL355512.1,-0.35349733,1.0,0.0921241
FPAC_2,PIWIL3,2.833813,1.0,0.091942325
FPAC_2,AC099332.1,2.6364968,1.0,0.091942325
FPAC_2,AC022154.1,1.9789886,1.0,0.0919306
FPAC_2,SBSPON,2.1598902,1.0,0.091924734
FPAC_2,AC025766.1,2.0073357,1.0,0.09191887
FPAC_2,AC093503.2,2.0613806,1.0,0.09191887
FPAC_2,LRRC8E,1.973043,1.0,0.09191887
FPAC_2,AC007192.2,2.1636488,1.0,0.09191887
FPAC_2,AC005034.4,2.2304358,1.0,0.09191301
FPAC_2,IGHV1-69,2.2064698,1.0,0.09190714
FPAC_2,AL022337.1,1.5827643,1.0,0.09190714
FPAC_2,LINC00501,1.9332993,1.0,0.09190714
FPAC_2,YIPF7,1.789237,1.0,0.09190128
FPAC_2,AC025262.1,1.9590454,1.0,0.09190128
FPAC_2,NT5DC4,1.5045097,1.0,0.09189542
FPAC_2,DNAH17-AS1,1.8890883,1.0,0.09189542
FPAC_2,AC115284.4,1.5094454,1.0,0.09189542
FPAC_2,AC124248.2,2.2067182,1.0,0.09189542
FPAC_2,AC139795.3,1.5592363,1.0,0.09189542
FPAC_2,KCNG1,1.1168247,1.0,0.09189542
FPAC_2,AC026367.1,1.4600551,1.0,0.09189542
FPAC_2,AP001092.1,1.7394861,1.0,0.09188955
FPAC_2,GOLGA7B,1.4620128,1.0,0.09188955
FPAC_2,AC090607.5,1.321331,1.0,0.09188955
FPAC_2,LIPH,1.7569611,1.0,0.09188955
FPAC_2,AC020909.3,1.4548657,1.0,0.09188955
FPAC_2,HCG15,1.654722,1.0,0.09188369
FPAC_2,KIRREL2,1.1058272,1.0,0.09188369
FPAC_2,CFAP97D2,1.4368849,1.0,0.09188369
FPAC_2,AC105020.5,1.8394207,1.0,0.09188369
FPAC_2,AL121917.2,1.7286621,1.0,0.09188369
FPAC_2,AC008073.1,1.8957034,1.0,0.09188369
FPAC_2,AL358852.1,-0.5538069,1.0,0.09186316
FPAC_2,DGAT1,-0.3721768,1.0,0.091769345
FPAC_2,C9orf147,-0.5206567,1.0,0.09151135
FPAC_2,AC008870.2,0.33385873,1.0,0.09145564
FPAC_2,AC010538.1,-0.2724559,1.0,0.09119764
FPAC_2,AC012020.1,-0.23495448,1.0,0.091092095
FPAC_2,CHGB,0.9126815,1.0,0.0904295
FPAC_2,ECM2,0.6563967,1.0,0.09038259
FPAC_2,AC018816.1,0.4878805,1.0,0.090370856
FPAC_2,AC079922.2,-0.6208646,1.0,0.09034154
FPAC_2,KREMEN2,0.31017056,1.0,0.09032981
FPAC_2,AC103810.2,0.42663515,1.0,0.09031222
FPAC_2,AC100791.3,0.37126228,1.0,0.09030636
FPAC_2,AL359813.1,0.07938538,1.0,0.0902829
FPAC_2,AC084871.1,-0.133668,1.0,0.09026531
FPAC_2,AC090018.2,0.30246836,1.0,0.090253584
FPAC_2,TBC1D30,-0.34225175,1.0,0.09024186
FPAC_2,ZC3H11B,-0.26935863,1.0,0.09021254
FPAC_2,MCM8,-0.45406938,1.0,0.09006302
FPAC_2,APBA2,-0.54458195,1.0,0.08994868
FPAC_2,FAM66C,-0.17980018,1.0,0.089485444
FPAC_2,AP000238.1,2.0220745,1.0,0.08930367
FPAC_2,AC109133.1,1.9455656,1.0,0.08928608
FPAC_2,TMOD4,1.9467044,1.0,0.089274354
FPAC_2,AL513327.2,2.0049384,1.0,0.089274354
FPAC_2,RXFP4,1.6018856,1.0,0.089274354
FPAC_2,AD000671.3,1.3581909,1.0,0.08926849
FPAC_2,AC020911.3,1.4159236,1.0,0.08926849
FPAC_2,AC090241.3,1.7764287,1.0,0.08926849
FPAC_2,LINC01018,1.274153,1.0,0.08926849
FPAC_2,AC004943.3,1.5844028,1.0,0.08926849
FPAC_2,AC016245.2,1.9155174,1.0,0.08926263
FPAC_2,AL031587.3,1.8621439,1.0,0.08926263
FPAC_2,KCNJ5,1.3713852,1.0,0.08925676
FPAC_2,ADGRF1,1.4294213,1.0,0.08925676
FPAC_2,LINC01100,1.495528,1.0,0.08925676
FPAC_2,AC115618.2,1.2328806,1.0,0.08925676
FPAC_2,AC024243.1,1.5187758,1.0,0.0892509
FPAC_2,AC008443.2,1.6218766,1.0,0.0892509
FPAC_2,CTXND1,1.6338968,1.0,0.089245036
FPAC_2,LINC01227,1.4938085,1.0,0.089245036
FPAC_2,AC007014.2,1.4415147,1.0,0.089245036
FPAC_2,AC068051.1,1.626568,1.0,0.089245036
FPAC_2,AC025043.1,1.5808284,1.0,0.089245036
FPAC_2,AC004908.1,1.3466102,1.0,0.089245036
FPAC_2,LINC00654,-0.050109062,1.0,0.08909258
FPAC_2,SLC25A39,-0.1257969,1.0,0.08902808
FPAC_2,ARHGEF18,-0.40492845,1.0,0.08889615
FPAC_2,AL590714.1,0.26198617,1.0,0.08880526
FPAC_2,SPRED3,0.024840673,1.0,0.08867626
FPAC_2,FLACC1,0.07142812,1.0,0.08866453
FPAC_2,SERPINE3,0.014269411,1.0,0.08861762
FPAC_2,NPHP3-AS1,-0.17119566,1.0,0.088523805
FPAC_2,PRR19,0.09109912,1.0,0.08826581
FPAC_2,RHD,0.81675124,1.0,0.08783482
FPAC_2,AL391422.4,0.83568674,1.0,0.087793775
FPAC_2,AL512380.2,0.7417784,1.0,0.08776446
FPAC_2,AP003419.2,0.5767637,1.0,0.087741
FPAC_2,REP15,0.66913027,1.0,0.08769996
FPAC_2,SLFNL1-AS1,0.40650722,1.0,0.08769409
FPAC_2,AC006237.1,0.31664985,1.0,0.0876765
FPAC_2,ATP12A,0.2668907,1.0,0.0876765
FPAC_2,LAMB1,0.49791571,1.0,0.08765305
FPAC_2,PLCD4,0.33339095,1.0,0.087647185
FPAC_2,SLC4A1,-0.119900405,1.0,0.08762373
FPAC_2,CACNB2,-0.077083156,1.0,0.08701684
FPAC_2,AC027307.3,-0.5230718,1.0,0.08701098
FPAC_2,AC010201.2,1.8730242,1.0,0.08665329
FPAC_2,C19orf71,1.4811418,1.0,0.086641565
FPAC_2,AC113404.1,1.6838262,1.0,0.0866357
FPAC_2,AC139887.1,1.4512429,1.0,0.0866357
FPAC_2,AC245884.9,1.5961391,1.0,0.0866357
FPAC_2,P2RY4,1.765281,1.0,0.0866357
FPAC_2,AC093525.3,1.4519571,1.0,0.08662984
FPAC_2,EXD1,1.1255316,1.0,0.08662984
FPAC_2,SLC6A4,1.3563046,1.0,0.08662984
FPAC_2,AL122020.2,1.5290128,1.0,0.08662984
FPAC_2,AC113410.5,1.2581384,1.0,0.08662984
FPAC_2,SPRN,1.4189905,1.0,0.08662984
FPAC_2,ASIP,1.2857456,1.0,0.086623974
FPAC_2,AL121890.5,1.6124995,1.0,0.086623974
FPAC_2,LINC01890,1.7365898,1.0,0.086623974
FPAC_2,HLTF-AS1,1.4688671,1.0,0.086623974
FPAC_2,SMAD1-AS2,1.4027227,1.0,0.086623974
FPAC_2,AL117336.1,1.4555184,1.0,0.08661811
FPAC_2,AL359397.1,1.1869189,1.0,0.08661811
FPAC_2,KRTAP5-7,1.0663958,1.0,0.08661811
FPAC_2,SLC6A13,1.131132,1.0,0.08661811
FPAC_2,SERPINC1,1.4969255,1.0,0.08661811
FPAC_2,AC093010.2,1.4970914,1.0,0.08661811
FPAC_2,AL355312.2,1.1750971,1.0,0.08661811
FPAC_2,LINC02556,1.3705103,1.0,0.08661811
FPAC_2,MTRNR2L11,1.3041064,1.0,0.08661225
FPAC_2,AC107959.2,1.0420345,1.0,0.08661225
FPAC_2,LINC02503,1.2883183,1.0,0.08661225
FPAC_2,AC023490.2,1.1290042,1.0,0.08661225
FPAC_2,AL035427.1,0.95847267,1.0,0.08660638
FPAC_2,AC092140.1,0.97071874,1.0,0.08660638
FPAC_2,CLSTN2,-0.037382454,1.0,0.08641581
FPAC_2,CD27,0.04994871,1.0,0.086066924
FPAC_2,CFI,-0.0028288134,1.0,0.08590274
FPAC_2,AL353743.2,-0.39193627,1.0,0.08557731
FPAC_2,AC024560.5,0.033814922,1.0,0.08531051
FPAC_2,AC092902.6,0.81841403,1.0,0.08522842
FPAC_2,AC073869.3,0.79669815,1.0,0.08516392
FPAC_2,AC087893.2,0.55282193,1.0,0.085105285
FPAC_2,AC010285.1,0.42806676,1.0,0.08507597
FPAC_2,AL033397.2,0.36439452,1.0,0.085058376
FPAC_2,SGK2,0.42775318,1.0,0.08505251
FPAC_2,AC090360.1,0.32706693,1.0,0.08503492
FPAC_2,RBAKDN,0.18744946,1.0,0.085023195
FPAC_2,AC139768.1,0.15128426,1.0,0.08501147
FPAC_2,AC008147.2,0.19321586,1.0,0.085005604
FPAC_2,AL135910.1,0.11774971,1.0,0.085005604
FPAC_2,TMEM253,-0.15029062,1.0,0.085005604
FPAC_2,POLI,-0.36260995,1.0,0.08470656
FPAC_2,ARMC12,0.08265661,1.0,0.084527716
FPAC_2,AL355334.2,-0.18403122,1.0,0.08420521
FPAC_2,AC008532.1,-0.38375613,1.0,0.084146574
FPAC_2,CSNK2B,0.20246805,1.0,0.084126055
FPAC_2,COL8A2,-0.42518517,1.0,0.08411139
FPAC_2,TAS2R50,1.8971548,1.0,0.084026374
FPAC_2,AC016866.1,1.8740135,1.0,0.08402051
FPAC_2,AL358072.1,1.7154793,1.0,0.08401465
FPAC_2,AC008700.1,1.569962,1.0,0.083997056
FPAC_2,MIS18A-AS1,1.517254,1.0,0.083997056
FPAC_2,AC005884.1,1.641445,1.0,0.083997056
FPAC_2,AC131212.1,1.5213276,1.0,0.083997056
FPAC_2,AL136418.1,1.5325143,1.0,0.083991185
FPAC_2,AL512652.1,1.4922122,1.0,0.083991185
FPAC_2,AL807742.1,1.4728075,1.0,0.083991185
FPAC_2,HYDIN,1.0352145,1.0,0.08398532
FPAC_2,AP003065.2,1.1145549,1.0,0.08398532
FPAC_2,AC021148.2,0.99680585,1.0,0.08398532
FPAC_2,AC004490.1,1.3722844,1.0,0.08398532
FPAC_2,AL138759.1,1.3313396,1.0,0.08397946
FPAC_2,AL603839.1,0.9708313,1.0,0.08397946
FPAC_2,LYNX1,0.9917908,1.0,0.08397946
FPAC_2,AC130343.1,1.2139959,1.0,0.08397946
FPAC_2,AC069209.2,0.83182114,1.0,0.08397946
FPAC_2,AL161452.1,1.3452723,1.0,0.08397946
FPAC_2,AP001469.2,1.2634945,1.0,0.083973594
FPAC_2,AC026368.1,1.0420512,1.0,0.083973594
FPAC_2,AC079385.1,1.248579,1.0,0.083973594
FPAC_2,AC025031.1,0.74775875,1.0,0.083973594
FPAC_2,LINC02033,1.3639059,1.0,0.08396773
FPAC_2,SOX8,0.80167526,1.0,0.08396773
FPAC_2,AL589990.1,1.2326638,1.0,0.08396773
FPAC_2,F7,0.7485467,1.0,0.08396773
FPAC_2,AC024940.6,1.1497656,1.0,0.08396773
FPAC_2,LINC02506,0.41301474,1.0,0.08379182
FPAC_2,AC068580.1,0.60724396,1.0,0.083762504
FPAC_2,AC129492.1,0.58729905,1.0,0.083715595
FPAC_2,NCBP2-AS1,0.36428252,1.0,0.08368628
FPAC_2,ZNF396,-0.050388396,1.0,0.08365696
FPAC_2,AL021368.5,0.36400166,1.0,0.08362764
FPAC_2,KCTD21-AS1,-0.4343625,1.0,0.083551414
FPAC_2,ARMCX4,-0.33055645,1.0,0.08351037
FPAC_2,AC067930.1,0.12555093,1.0,0.08348105
FPAC_2,SSR3,-0.061888445,1.0,0.08342534
FPAC_2,CHADL,-0.296388,1.0,0.08341069
FPAC_2,MEGF11,0.10528852,1.0,0.0833931
FPAC_2,AP002770.1,0.010597892,1.0,0.08335205
FPAC_2,AC005962.2,-0.13208574,1.0,0.08332273
FPAC_2,PLXNB1,-0.65312773,1.0,0.08321425
FPAC_2,SHD,0.23190467,1.0,0.08300903
FPAC_2,DLG5,-0.39511913,1.0,0.082671866
FPAC_2,AC005363.2,0.31140292,1.0,0.08245198
FPAC_2,CAMK2B,0.43804315,1.0,0.08245198
FPAC_2,ALDH3A1,0.40980837,1.0,0.08245198
FPAC_2,AC079790.2,0.56853974,1.0,0.08242266
FPAC_2,TAB3-AS2,0.40991995,1.0,0.08241093
FPAC_2,YPEL4,0.29501948,1.0,0.08240507
FPAC_2,AC007383.3,0.25481635,1.0,0.08237575
FPAC_2,AC096642.1,-0.31469685,1.0,0.08223795
FPAC_2,IRF2BPL,-0.47290158,1.0,0.08215
FPAC_2,ENDOG,-0.4352746,1.0,0.081933044
FPAC_2,FITM1,0.042350814,1.0,0.08189493
FPAC_2,Z97055.2,0.09960813,1.0,0.08187441
FPAC_2,AC027514.1,-0.036870737,1.0,0.081733674
FPAC_2,FRMD5,1.6966922,1.0,0.08139945
FPAC_2,AL158071.5,1.6393266,1.0,0.081393585
FPAC_2,AF001548.2,-0.31519854,1.0,0.08138186
FPAC_2,AC069213.1,1.4720953,1.0,0.081375994
FPAC_2,AC025176.1,1.2280463,1.0,0.08137013
FPAC_2,AC019254.1,1.4738417,1.0,0.08137013
FPAC_2,LINC01424,1.3225603,1.0,0.08137013
FPAC_2,AC013468.1,1.4185971,1.0,0.08137013
