bin,x,y,n_cells
2589,-6.3540,-4.4385,28
2590,-6.3540,-3.8383,31
2591,-6.3540,-3.2382,33
2592,-6.3540,-2.6381,33
2593,-6.3540,-2.0379,33
2594,-6.3540,-1.4378,45
2595,-6.3540,-0.8377,36
2596,-6.3540,-0.2375,42
2597,-6.3540,0.3626,31
2598,-6.3540,0.9627,36
2599,-6.3540,1.5629,38
2600,-6.3540,2.1630,37
2601,-6.3540,2.7631,34
2602,-6.3540,3.3633,31
2603,-6.3540,3.9634,24
2604,-6.3540,4.5635,38
2605,-6.3540,5.1637,31
2606,-6.3540,5.7638,32
2607,-6.3540,6.3639,37
2608,-6.3540,6.9641,37
2609,-6.3540,7.5642,36
2610,-6.3540,8.1643,31
2611,-6.3540,8.7645,19
2612,-6.3540,9.3646,25
2613,-6.3540,9.9647,25
2614,-6.3540,10.5648,12
2615,-6.3540,11.1650,19
2616,-6.3540,11.7651,24
2617,-6.3540,12.3652,25
2618,-6.3540,12.9654,19
2619,-6.3540,13.5655,5
2620,-6.3540,14.1656,2
2621,-6.3540,14.7658,2
2622,-6.3540,15.3659,4
2623,-6.3540,15.9660,2
2624,-6.3540,16.5662,5
2625,-6.3540,17.1663,2
2626,-6.3540,17.7664,7
2627,-6.3540,18.3666,3
2628,-6.3540,18.9667,11
2629,-6.3540,19.5668,8
2630,-6.3540,20.1670,12
2631,-6.3540,20.7671,11
2632,-6.3540,21.3672,24
2633,-6.3540,21.9674,25
2634,-6.3540,22.5675,2
2635,-6.3540,28.5688,13
2636,-6.3540,29.1689,13
2637,-6.3540,29.7691,13
2638,-6.3540,30.3692,26
2639,-6.3540,30.9693,5
2640,-5.7700,-32.0445,1
2641,-5.7700,-31.4444,12
2642,-5.7700,-30.8443,15
2643,-5.7700,-30.2441,2
2644,-5.7700,-29.6440,1
2645,-5.7700,-28.4438,5
2646,-5.7700,-27.8436,33
2647,-5.7700,-15.2408,1
2648,-5.7700,-13.4404,1
2649,-5.7700,-12.8403,3
2650,-5.7700,-12.2402,7
2651,-5.7700,-11.6400,14
2652,-5.7700,-11.0399,16
2653,-5.7700,-10.4398,17
2654,-5.7700,-9.8396,18
2655,-5.7700,-9.2395,25
2656,-5.7700,-8.6394,17
2657,-5.7700,-8.0393,29
2658,-5.7700,-7.4391,16
2659,-5.7700,-6.8390,27
2660,-5.7700,-6.2389,24
2661,-5.7700,-5.6387,32
2662,-5.7700,-5.0386,32
2663,-5.7700,-4.4385,37
2664,-5.7700,-3.8383,28
2665,-5.7700,-3.2382,34
2666,-5.7700,-2.6381,36
2667,-5.7700,-2.0379,38
2668,-5.7700,-1.4378,35
2669,-5.7700,-0.8377,39
2670,-5.7700,-0.2375,43
2671,-5.7700,0.3626,44
2672,-5.7700,0.9627,31
2673,-5.7700,1.5629,28
2674,-5.7700,2.1630,31
2675,-5.7700,2.7631,35
2676,-5.7700,3.3633,30
2677,-5.7700,3.9634,37
2678,-5.7700,4.5635,32
2679,-5.7700,5.1637,32
2680,-5.7700,5.7638,30
2681,-5.7700,6.3639,39
2682,-5.7700,6.9641,32
2683,-5.7700,7.5642,31
2684,-5.7700,8.1643,38
2685,-5.7700,8.7645,50
2686,-5.7700,9.3646,26
2687,-5.7700,9.9647,39
2688,-5.7700,10.5648,19
2689,-5.7700,11.1650,23
2690,-5.7700,11.7651,29
2691,-5.7700,12.3652,17
2692,-5.7700,12.9654,24
2693,-5.7700,13.5655,9
2694,-5.7700,14.1656,2
2695,-5.7700,14.7658,1
2696,-5.7700,15.3659,3
2697,-5.7700,15.9660,2
2698,-5.7700,16.5662,2
2699,-5.7700,17.1663,2
2700,-5.7700,17.7664,1
2701,-5.7700,18.3666,4
2702,-5.7700,18.9667,8
2703,-5.7700,19.5668,10
2704,-5.7700,20.1670,6
2705,-5.7700,20.7671,12
2706,-5.7700,21.3672,21
2707,-5.7700,21.9674,18
2708,-5.7700,27.3686,1
2709,-5.7700,27.9687,1
2710,-5.7700,28.5688,5
2711,-5.7700,29.1689,1
2712,-5.7700,29.7691,1
2713,-5.7700,30.3692,8
2714,-5.7700,30.9693,3
2715,-5.1860,-32.0445,22
2716,-5.1860,-31.4444,10
2717,-5.1860,-30.8443,16
2718,-5.1860,-30.2441,4
2719,-5.1860,-29.0439,7
2720,-5.1860,-28.4438,2
2721,-5.1860,-27.8436,3
2722,-5.1860,-14.0406,2
2723,-5.1860,-12.8403,1
2724,-5.1860,-12.2402,3
2725,-5.1860,-11.6400,14
2726,-5.1860,-11.0399,24
2727,-5.1860,-10.4398,24
2728,-5.1860,-9.8396,19
2729,-5.1860,-9.2395,28
2730,-5.1860,-8.6394,21
2731,-5.1860,-8.0393,26
2732,-5.1860,-7.4391,23
2733,-5.1860,-6.8390,30
2734,-5.1860,-6.2389,30
2735,-5.1860,-5.6387,23
2736,-5.1860,-5.0386,32
2737,-5.1860,-4.4385,31
2738,-5.1860,-3.8383,27
2739,-5.1860,-3.2382,36
2740,-5.1860,-2.6381,45
2741,-5.1860,-2.0379,31
2742,-5.1860,-1.4378,35
2743,-5.1860,-0.8377,44
2744,-5.1860,-0.2375,36
2745,-5.1860,0.3626,36
2746,-5.1860,0.9627,36
2747,-5.1860,1.5629,26
2748,-5.1860,2.1630,43
2749,-5.1860,2.7631,25
2750,-5.1860,3.3633,30
2751,-5.1860,3.9634,32
2752,-5.1860,4.5635,40
2753,-5.1860,5.1637,31
2754,-5.1860,5.7638,28
2755,-5.1860,6.3639,35
2756,-5.1860,6.9641,38
2757,-5.1860,7.5642,45
2758,-5.1860,8.1643,41
2759,-5.1860,8.7645,39
2760,-5.1860,9.3646,47
2761,-5.1860,9.9647,50
2762,-5.1860,10.5648,46
2763,-5.1860,11.1650,40
2764,-5.1860,11.7651,43
2765,-5.1860,12.3652,26
2766,-5.1860,12.9654,19
2767,-5.1860,13.5655,14
2768,-5.1860,14.1656,3
2769,-5.1860,14.7658,1
2770,-5.1860,15.3659,2
2771,-5.1860,15.9660,4
2772,-5.1860,16.5662,2
2773,-5.1860,17.7664,2
2774,-5.1860,18.3666,4
2775,-5.1860,18.9667,4
2776,-5.1860,19.5668,5
2777,-5.1860,20.1670,10
2778,-5.1860,20.7671,7
2779,-5.1860,21.3672,15
2780,-5.1860,26.7684,1
2781,-5.1860,28.5688,1
2782,-5.1860,29.1689,1
2783,-5.1860,29.7691,1
2784,-5.1860,30.3692,10
2785,-5.1860,30.9693,3
2786,-4.6019,-32.6447,1
2787,-4.6019,-32.0445,22
2788,-4.6019,-31.4444,39
2789,-4.6019,-30.8443,10
2790,-4.6019,-30.2441,1
2791,-4.6019,-29.6440,2
2792,-4.6019,-29.0439,28
2793,-4.6019,-13.4404,2
2794,-4.6019,-12.8403,3
2795,-4.6019,-12.2402,6
2796,-4.6019,-11.6400,12
2797,-4.6019,-11.0399,5
2798,-4.6019,-10.4398,12
2799,-4.6019,-9.8396,22
2800,-4.6019,-9.2395,26
2801,-4.6019,-8.6394,35
2802,-4.6019,-8.0393,28
2803,-4.6019,-7.4391,21
2804,-4.6019,-6.8390,34
2805,-4.6019,-6.2389,31
2806,-4.6019,-5.6387,27
2807,-4.6019,-5.0386,34
2808,-4.6019,-4.4385,34
2809,-4.6019,-3.8383,32
2810,-4.6019,-3.2382,27
2811,-4.6019,-2.6381,43
2812,-4.6019,-2.0379,47
2813,-4.6019,-1.4378,41
2814,-4.6019,-0.8377,48
2815,-4.6019,-0.2375,37
2816,-4.6019,0.3626,34
2817,-4.6019,0.9627,37
2818,-4.6019,1.5629,34
2819,-4.6019,2.1630,34
2820,-4.6019,2.7631,26
2821,-4.6019,3.3633,39
2822,-4.6019,3.9634,37
2823,-4.6019,4.5635,33
2824,-4.6019,5.1637,30
2825,-4.6019,5.7638,36
2826,-4.6019,6.3639,35
2827,-4.6019,6.9641,47
2828,-4.6019,7.5642,28
2829,-4.6019,8.1643,47
2830,-4.6019,8.7645,40
2831,-4.6019,9.3646,55
2832,-4.6019,9.9647,43
2833,-4.6019,10.5648,44
2834,-4.6019,11.1650,45
2835,-4.6019,11.7651,40
2836,-4.6019,12.3652,32
2837,-4.6019,12.9654,30
2838,-4.6019,13.5655,30
2839,-4.6019,14.1656,13
2840,-4.6019,14.7658,12
2841,-4.6019,15.3659,10
2842,-4.6019,15.9660,10
2843,-4.6019,16.5662,7
2844,-4.6019,17.1663,1
2845,-4.6019,17.7664,2
2846,-4.6019,18.3666,4
2847,-4.6019,18.9667,3
2848,-4.6019,19.5668,2
2849,-4.6019,20.1670,8
2850,-4.6019,20.7671,8
2851,-4.6019,21.3672,7
2852,-4.6019,22.5675,1
2853,-4.6019,30.3692,2
2854,-4.6019,30.9693,2
2855,-4.0179,-32.6447,3
2856,-4.0179,-32.0445,29
2857,-4.0179,-31.4444,42
2858,-4.0179,-30.8443,17
2859,-4.0179,-30.2441,6
2860,-4.0179,-29.6440,14
2861,-4.0179,-16.4411,1
2862,-4.0179,-12.8403,1
2863,-4.0179,-12.2402,10
2864,-4.0179,-11.6400,13
2865,-4.0179,-11.0399,6
2866,-4.0179,-10.4398,5
2867,-4.0179,-9.8396,14
2868,-4.0179,-9.2395,12
2869,-4.0179,-8.6394,24
2870,-4.0179,-8.0393,25
2871,-4.0179,-7.4391,27
2872,-4.0179,-6.8390,35
2873,-4.0179,-6.2389,30
2874,-4.0179,-5.6387,34
2875,-4.0179,-5.0386,26
2876,-4.0179,-4.4385,32
2877,-4.0179,-3.8383,39
2878,-4.0179,-3.2382,29
2879,-4.0179,-2.6381,45
2880,-4.0179,-2.0379,39
2881,-4.0179,-1.4378,43
2882,-4.0179,-0.8377,39
2883,-4.0179,-0.2375,42
2884,-4.0179,0.3626,31
2885,-4.0179,0.9627,31
2886,-4.0179,1.5629,35
2887,-4.0179,2.1630,37
2888,-4.0179,2.7631,35
2889,-4.0179,3.3633,29
2890,-4.0179,3.9634,31
2891,-4.0179,4.5635,45
2892,-4.0179,5.1637,27
2893,-4.0179,5.7638,41
2894,-4.0179,6.3639,38
2895,-4.0179,6.9641,35
2896,-4.0179,7.5642,47
2897,-4.0179,8.1643,41
2898,-4.0179,8.7645,38
2899,-4.0179,9.3646,28
2900,-4.0179,9.9647,40
2901,-4.0179,10.5648,38
2902,-4.0179,11.1650,47
2903,-4.0179,11.7651,42
2904,-4.0179,12.3652,22
2905,-4.0179,12.9654,26
2906,-4.0179,13.5655,28
2907,-4.0179,14.1656,16
2908,-4.0179,14.7658,13
2909,-4.0179,15.3659,17
2910,-4.0179,15.9660,4
2911,-4.0179,16.5662,3
2912,-4.0179,17.1663,8
2913,-4.0179,17.7664,1
2914,-4.0179,18.3666,2
2915,-4.0179,18.9667,2
2916,-4.0179,19.5668,2
2917,-4.0179,20.1670,3
2918,-4.0179,20.7671,13
2919,-4.0179,21.3672,5
2920,-4.0179,27.3686,3
2921,-4.0179,27.9687,1
2922,-4.0179,30.9693,2
2923,-3.4339,-32.6447,14
2924,-3.4339,-32.0445,16
2925,-3.4339,-31.4444,14
2926,-3.4339,-30.8443,1
2927,-3.4339,-30.2441,6
2928,-3.4339,-12.8403,3
2929,-3.4339,-12.2402,7
2930,-3.4339,-11.6400,9
2931,-3.4339,-11.0399,7
2932,-3.4339,-10.4398,6
2933,-3.4339,-9.8396,9
2934,-3.4339,-9.2395,11
2935,-3.4339,-8.6394,20
2936,-3.4339,-8.0393,19
2937,-3.4339,-7.4391,29
2938,-3.4339,-6.8390,24
2939,-3.4339,-6.2389,20
2940,-3.4339,-5.6387,32
2941,-3.4339,-5.0386,35
2942,-3.4339,-4.4385,35
2943,-3.4339,-3.8383,29
2944,-3.4339,-3.2382,36
2945,-3.4339,-2.6381,36
2946,-3.4339,-2.0379,50
2947,-3.4339,-1.4378,47
2948,-3.4339,-0.8377,43
2949,-3.4339,-0.2375,38
2950,-3.4339,0.3626,44
2951,-3.4339,0.9627,37
2952,-3.4339,1.5629,36
2953,-3.4339,2.1630,32
2954,-3.4339,2.7631,33
2955,-3.4339,3.3633,40
2956,-3.4339,3.9634,37
2957,-3.4339,4.5635,30
2958,-3.4339,5.1637,37
2959,-3.4339,5.7638,35
2960,-3.4339,6.3639,38
2961,-3.4339,6.9641,36
2962,-3.4339,7.5642,32
2963,-3.4339,8.1643,43
2964,-3.4339,8.7645,34
2965,-3.4339,9.3646,58
2966,-3.4339,9.9647,44
2967,-3.4339,10.5648,38
2968,-3.4339,11.1650,31
2969,-3.4339,11.7651,33
2970,-3.4339,12.3652,22
2971,-3.4339,12.9654,19
2972,-3.4339,13.5655,19
2973,-3.4339,14.1656,10
2974,-3.4339,14.7658,15
2975,-3.4339,15.3659,18
2976,-3.4339,15.9660,1
2977,-3.4339,16.5662,3
2978,-3.4339,17.1663,2
2979,-3.4339,17.7664,4
2980,-3.4339,18.3666,3
2981,-3.4339,18.9667,4
2982,-3.4339,19.5668,5
2983,-3.4339,20.1670,9
2984,-3.4339,20.7671,8
2985,-3.4339,21.3672,4
2986,-3.4339,26.7684,1
2987,-3.4339,27.3686,3
2988,-3.4339,30.3692,2
2989,-3.4339,30.9693,1
2990,-2.8499,-32.6447,8
2991,-2.8499,-32.0445,11
2992,-2.8499,-31.4444,9
2993,-2.8499,-30.8443,10
2994,-2.8499,-30.2441,26
2995,-2.8499,-18.2415,1
2996,-2.8499,-17.6414,1
2997,-2.8499,-17.0412,1
2998,-2.8499,-12.8403,12
2999,-2.8499,-12.2402,7
3000,-2.8499,-11.6400,6
3001,-2.8499,-11.0399,8
3002,-2.8499,-10.4398,5
3003,-2.8499,-9.8396,8
3004,-2.8499,-9.2395,19
3005,-2.8499,-8.6394,16
3006,-2.8499,-8.0393,27
3007,-2.8499,-7.4391,24
3008,-2.8499,-6.8390,29
3009,-2.8499,-6.2389,34
3010,-2.8499,-5.6387,29
3011,-2.8499,-5.0386,33
3012,-2.8499,-4.4385,31
3013,-2.8499,-3.8383,52
3014,-2.8499,-3.2382,41
3015,-2.8499,-2.6381,47
3016,-2.8499,-2.0379,47
3017,-2.8499,-1.4378,43
3018,-2.8499,-0.8377,53
3019,-2.8499,-0.2375,36
3020,-2.8499,0.3626,36
3021,-2.8499,0.9627,39
3022,-2.8499,1.5629,42
3023,-2.8499,2.1630,31
3024,-2.8499,2.7631,36
3025,-2.8499,3.3633,29
3026,-2.8499,3.9634,34
3027,-2.8499,4.5635,42
3028,-2.8499,5.1637,24
3029,-2.8499,5.7638,33
3030,-2.8499,6.3639,31
3031,-2.8499,6.9641,42
3032,-2.8499,7.5642,40
3033,-2.8499,8.1643,54
3034,-2.8499,8.7645,44
3035,-2.8499,9.3646,42
3036,-2.8499,9.9647,39
3037,-2.8499,10.5648,41
3038,-2.8499,11.1650,34
3039,-2.8499,11.7651,26
3040,-2.8499,12.3652,29
3041,-2.8499,12.9654,16
3042,-2.8499,13.5655,21
3043,-2.8499,14.1656,12
3044,-2.8499,14.7658,14
3045,-2.8499,15.3659,1
3046,-2.8499,15.9660,1
3047,-2.8499,16.5662,1
3048,-2.8499,17.1663,4
3049,-2.8499,17.7664,1
3050,-2.8499,18.3666,4
3051,-2.8499,18.9667,2
3052,-2.8499,19.5668,3
3053,-2.8499,20.1670,10
3054,-2.8499,20.7671,2
3055,-2.8499,25.5682,2
3056,-2.8499,26.1683,2
3057,-2.8499,26.7684,6
3058,-2.8499,27.3686,77
3059,-2.8499,27.9687,1
3060,-2.8499,28.5688,1
3061,-2.8499,30.9693,4
3062,-2.2659,-32.6447,3
3063,-2.2659,-32.0445,3
3064,-2.2659,-31.4444,3
3065,-2.2659,-30.2441,1
3066,-2.2659,-15.2408,2
3067,-2.2659,-12.8403,14
3068,-2.2659,-12.2402,4
3069,-2.2659,-11.6400,6
3070,-2.2659,-11.0399,4
3071,-2.2659,-10.4398,4
3072,-2.2659,-9.8396,9
3073,-2.2659,-9.2395,20
3074,-2.2659,-8.6394,29
3075,-2.2659,-8.0393,20
3076,-2.2659,-7.4391,23
3077,-2.2659,-6.8390,37
3078,-2.2659,-6.2389,24
3079,-2.2659,-5.6387,28
3080,-2.2659,-5.0386,36
3081,-2.2659,-4.4385,34
3082,-2.2659,-3.8383,37
3083,-2.2659,-3.2382,42
3084,-2.2659,-2.6381,34
3085,-2.2659,-2.0379,46
3086,-2.2659,-1.4378,42
3087,-2.2659,-0.8377,46
3088,-2.2659,-0.2375,45
3089,-2.2659,0.3626,37
3090,-2.2659,0.9627,35
3091,-2.2659,1.5629,33
3092,-2.2659,2.1630,32
3093,-2.2659,2.7631,38
3094,-2.2659,3.3633,34
3095,-2.2659,3.9634,38
3096,-2.2659,4.5635,30
3097,-2.2659,5.1637,45
3098,-2.2659,5.7638,31
3099,-2.2659,6.3639,42
3100,-2.2659,6.9641,43
3101,-2.2659,7.5642,25
3102,-2.2659,8.1643,47
3103,-2.2659,8.7645,37
3104,-2.2659,9.3646,37
3105,-2.2659,9.9647,42
3106,-2.2659,10.5648,43
3107,-2.2659,11.1650,39
3108,-2.2659,11.7651,43
3109,-2.2659,12.3652,30
3110,-2.2659,12.9654,26
3111,-2.2659,13.5655,18
3112,-2.2659,14.1656,23
3113,-2.2659,14.7658,6
3114,-2.2659,15.3659,5
3115,-2.2659,15.9660,1
3116,-2.2659,17.1663,1
3117,-2.2659,17.7664,2
3118,-2.2659,18.3666,4
3119,-2.2659,18.9667,5
3120,-2.2659,19.5668,5
3121,-2.2659,20.1670,3
3122,-2.2659,20.7671,5
3123,-2.2659,21.3672,1
3124,-2.2659,21.9674,2
3125,-2.2659,22.5675,2
3126,-2.2659,23.1676,1
3127,-2.2659,24.3679,2
3128,-2.2659,24.9680,3
3129,-2.2659,25.5682,1
3130,-2.2659,26.1683,1
3131,-2.2659,26.7684,1
3132,-2.2659,27.9687,2
3133,-2.2659,28.5688,14
3134,-2.2659,29.1689,6
3135,-2.2659,30.9693,5
3136,-2.2659,31.5695,1
3137,-1.6818,-32.6447,2
3138,-1.6818,-32.0445,1
3139,-1.6818,-31.4444,1
3140,-1.6818,-30.8443,1
3141,-1.6818,-15.2408,1
3142,-1.6818,-12.8403,2
3143,-1.6818,-12.2402,3
3144,-1.6818,-11.6400,1
3145,-1.6818,-11.0399,6
3146,-1.6818,-10.4398,7
3147,-1.6818,-9.8396,20
3148,-1.6818,-9.2395,26
3149,-1.6818,-8.6394,22
3150,-1.6818,-8.0393,31
3151,-1.6818,-7.4391,15
3152,-1.6818,-6.8390,23
3153,-1.6818,-6.2389,31
3154,-1.6818,-5.6387,27
3155,-1.6818,-5.0386,31
3156,-1.6818,-4.4385,40
3157,-1.6818,-3.8383,37
3158,-1.6818,-3.2382,43
3159,-1.6818,-2.6381,38
3160,-1.6818,-2.0379,45
3161,-1.6818,-1.4378,40
3162,-1.6818,-0.8377,35
3163,-1.6818,-0.2375,39
3164,-1.6818,0.3626,27
3165,-1.6818,0.9627,28
3166,-1.6818,1.5629,44
3167,-1.6818,2.1630,35
3168,-1.6818,2.7631,42
3169,-1.6818,3.3633,36
3170,-1.6818,3.9634,49
3171,-1.6818,4.5635,41
3172,-1.6818,5.1637,45
3173,-1.6818,5.7638,47
3174,-1.6818,6.3639,50
3175,-1.6818,6.9641,46
3176,-1.6818,7.5642,51
3177,-1.6818,8.1643,48
3178,-1.6818,8.7645,48
3179,-1.6818,9.3646,51
3180,-1.6818,9.9647,41
3181,-1.6818,10.5648,32
3182,-1.6818,11.1650,51
3183,-1.6818,11.7651,49
3184,-1.6818,12.3652,44
3185,-1.6818,12.9654,24
3186,-1.6818,13.5655,28
3187,-1.6818,14.1656,10
3188,-1.6818,14.7658,10
3189,-1.6818,15.3659,11
3190,-1.6818,15.9660,7
3191,-1.6818,16.5662,2
3192,-1.6818,17.7664,6
3193,-1.6818,18.3666,4
3194,-1.6818,18.9667,6
3195,-1.6818,19.5668,4
3196,-1.6818,20.1670,2
3197,-1.6818,20.7671,1
3198,-1.6818,21.3672,4
3199,-1.6818,22.5675,6
3200,-1.6818,23.1676,8
3201,-1.6818,23.7678,5
3202,-1.6818,25.5682,1
3203,-1.6818,26.1683,1
3204,-1.6818,27.3686,1
3205,-1.6818,29.7691,7
3206,-1.6818,30.3692,6
3207,-1.6818,30.9693,14
3208,-1.6818,31.5695,22
3209,-1.0978,-32.6447,9
3210,-1.0978,-32.0445,10
3211,-1.0978,-31.4444,5
3212,-1.0978,-22.4424,1
3213,-1.0978,-21.8423,5
3214,-1.0978,-20.6420,1
3215,-1.0978,-18.8416,1
3216,-1.0978,-12.8403,1
3217,-1.0978,-12.2402,2
3218,-1.0978,-11.6400,3
3219,-1.0978,-11.0399,9
3220,-1.0978,-10.4398,19
3221,-1.0978,-9.8396,31
3222,-1.0978,-9.2395,17
3223,-1.0978,-8.6394,13
3224,-1.0978,-8.0393,19
3225,-1.0978,-7.4391,15
3226,-1.0978,-6.8390,21
3227,-1.0978,-6.2389,30
3228,-1.0978,-5.6387,27
3229,-1.0978,-5.0386,32
3230,-1.0978,-4.4385,40
3231,-1.0978,-3.8383,37
3232,-1.0978,-3.2382,45
3233,-1.0978,-2.6381,37
3234,-1.0978,-2.0379,48
3235,-1.0978,-1.4378,36
3236,-1.0978,-0.8377,37
3237,-1.0978,-0.2375,35
3238,-1.0978,0.3626,35
3239,-1.0978,0.9627,29
3240,-1.0978,1.5629,39
3241,-1.0978,2.1630,34
3242,-1.0978,2.7631,41
3243,-1.0978,3.3633,46
3244,-1.0978,3.9634,32
3245,-1.0978,4.5635,49
3246,-1.0978,5.1637,45
3247,-1.0978,5.7638,43
3248,-1.0978,6.3639,54
3249,-1.0978,6.9641,51
3250,-1.0978,7.5642,45
3251,-1.0978,8.1643,46
3252,-1.0978,8.7645,47
3253,-1.0978,9.3646,50
3254,-1.0978,9.9647,46
3255,-1.0978,10.5648,45
3256,-1.0978,11.1650,33
3257,-1.0978,11.7651,57
3258,-1.0978,12.3652,54
3259,-1.0978,12.9654,28
3260,-1.0978,13.5655,28
3261,-1.0978,14.1656,16
3262,-1.0978,14.7658,14
3263,-1.0978,15.3659,2
3264,-1.0978,15.9660,6
3265,-1.0978,16.5662,5
3266,-1.0978,17.1663,4
3267,-1.0978,17.7664,5
3268,-1.0978,18.3666,5
3269,-1.0978,18.9667,7
3270,-1.0978,19.5668,4
3271,-1.0978,20.1670,1
3272,-1.0978,21.3672,3
3273,-1.0978,21.9674,1
3274,-1.0978,22.5675,2
3275,-1.0978,23.1676,1
3276,-1.0978,24.9680,1
3277,-1.0978,29.7691,1
3278,-1.0978,30.3692,33
3279,-1.0978,30.9693,56
3280,-1.0978,31.5695,108
3281,-1.0978,32.1696,18
3282,-0.5138,-32.6447,10
3283,-0.5138,-32.0445,41
3284,-0.5138,-31.4444,20
3285,-0.5138,-30.8443,3
3286,-0.5138,-30.2441,2
3287,-0.5138,-24.2428,1
3288,-0.5138,-23.6427,3
3289,-0.5138,-23.0426,6
3290,-0.5138,-22.4424,24
3291,-0.5138,-21.8423,19
3292,-0.5138,-21.2422,1
3293,-0.5138,-20.6420,3
3294,-0.5138,-20.0419,8
3295,-0.5138,-19.4418,3
3296,-0.5138,-18.8416,5
3297,-0.5138,-11.6400,21
3298,-0.5138,-11.0399,28
3299,-0.5138,-10.4398,35
3300,-0.5138,-9.8396,29
3301,-0.5138,-9.2395,17
3302,-0.5138,-8.6394,21
3303,-0.5138,-8.0393,15
3304,-0.5138,-7.4391,28
3305,-0.5138,-6.8390,23
3306,-0.5138,-6.2389,49
3307,-0.5138,-5.6387,32
3308,-0.5138,-5.0386,28
3309,-0.5138,-4.4385,35
3310,-0.5138,-3.8383,44
3311,-0.5138,-3.2382,50
3312,-0.5138,-2.6381,43
3313,-0.5138,-2.0379,39
3314,-0.5138,-1.4378,43
3315,-0.5138,-0.8377,40
3316,-0.5138,-0.2375,45
3317,-0.5138,0.3626,44
3318,-0.5138,0.9627,40
3319,-0.5138,1.5629,35
3320,-0.5138,2.1630,32
3321,-0.5138,2.7631,36
3322,-0.5138,3.3633,38
3323,-0.5138,3.9634,42
3324,-0.5138,4.5635,45
3325,-0.5138,5.1637,37
3326,-0.5138,5.7638,45
3327,-0.5138,6.3639,48
3328,-0.5138,6.9641,45
3329,-0.5138,7.5642,42
3330,-0.5138,8.1643,49
3331,-0.5138,8.7645,57
3332,-0.5138,9.3646,52
3333,-0.5138,9.9647,58
3334,-0.5138,10.5648,38
3335,-0.5138,11.1650,44
3336,-0.5138,11.7651,53
3337,-0.5138,12.3652,36
3338,-0.5138,12.9654,33
3339,-0.5138,13.5655,28
3340,-0.5138,14.1656,20
3341,-0.5138,14.7658,18
3342,-0.5138,15.3659,13
3343,-0.5138,15.9660,3
3344,-0.5138,16.5662,9
3345,-0.5138,17.1663,6
3346,-0.5138,17.7664,12
3347,-0.5138,18.3666,10
3348,-0.5138,18.9667,4
3349,-0.5138,19.5668,5
3350,-0.5138,20.1670,2
3351,-0.5138,20.7671,1
3352,-0.5138,21.3672,4
3353,-0.5138,21.9674,2
3354,-0.5138,30.3692,4
3355,-0.5138,30.9693,11
3356,-0.5138,31.5695,51
3357,-0.5138,32.1696,18
3358,0.0702,-32.6447,47
3359,0.0702,-32.0445,42
3360,0.0702,-31.4444,20
3361,0.0702,-30.8443,34
3362,0.0702,-30.2441,23
3363,0.0702,-29.6440,5
3364,0.0702,-28.4438,1
3365,0.0702,-24.8430,6
3366,0.0702,-24.2428,28
3367,0.0702,-23.6427,33
3368,0.0702,-23.0426,20
3369,0.0702,-22.4424,27
3370,0.0702,-21.8423,9
3371,0.0702,-21.2422,5
3372,0.0702,-20.6420,3
3373,0.0702,-20.0419,5
3374,0.0702,-19.4418,3
3375,0.0702,-18.2415,7
3376,0.0702,-17.6414,19
3377,0.0702,-17.0412,9
3378,0.0702,-13.4404,1
3379,0.0702,-12.2402,1
3380,0.0702,-11.6400,19
3381,0.0702,-11.0399,27
3382,0.0702,-10.4398,20
3383,0.0702,-9.8396,38
3384,0.0702,-9.2395,31
3385,0.0702,-8.6394,18
3386,0.0702,-8.0393,19
3387,0.0702,-7.4391,21
3388,0.0702,-6.8390,20
3389,0.0702,-6.2389,32
3390,0.0702,-5.6387,43
3391,0.0702,-5.0386,47
3392,0.0702,-4.4385,42
3393,0.0702,-3.8383,38
3394,0.0702,-3.2382,45
3395,0.0702,-2.6381,40
3396,0.0702,-2.0379,42
3397,0.0702,-1.4378,32
3398,0.0702,-0.8377,38
3399,0.0702,-0.2375,42
3400,0.0702,0.3626,34
3401,0.0702,0.9627,36
3402,0.0702,1.5629,33
3403,0.0702,2.1630,42
3404,0.0702,2.7631,35
3405,0.0702,3.3633,34
3406,0.0702,3.9634,37
3407,0.0702,4.5635,44
3408,0.0702,5.1637,45
3409,0.0702,5.7638,45
3410,0.0702,6.3639,55
3411,0.0702,6.9641,45
3412,0.0702,7.5642,40
3413,0.0702,8.1643,51
3414,0.0702,8.7645,58
3415,0.0702,9.3646,46
3416,0.0702,9.9647,40
3417,0.0702,10.5648,47
3418,0.0702,11.1650,37
3419,0.0702,11.7651,39
3420,0.0702,12.3652,36
3421,0.0702,12.9654,27
3422,0.0702,13.5655,25
3423,0.0702,14.1656,24
3424,0.0702,14.7658,19
3425,0.0702,15.3659,4
3426,0.0702,15.9660,5
3427,0.0702,16.5662,9
3428,0.0702,17.1663,10
3429,0.0702,17.7664,16
3430,0.0702,18.3666,17
3431,0.0702,18.9667,6
3432,0.0702,19.5668,1
3433,0.0702,20.1670,3
3434,0.0702,20.7671,1
3435,0.0702,21.3672,2
3436,0.0702,30.3692,1
3437,0.0702,30.9693,10
3438,0.0702,31.5695,26
3439,0.0702,32.1696,19
3440,0.0702,32.7697,6
3441,0.6542,-32.6447,43
3442,0.6542,-32.0445,24
3443,0.6542,-31.4444,19
3444,0.6542,-30.8443,33
3445,0.6542,-30.2441,14
