LS,gene,log2FC,padj
LS_1,IGHV3-23,5.797301,4.526427841771562e-07
LS_1,IGLV1-40,5.6321855,1.8269709049778063e-10
LS_10,RRM2,5.5627036,0.0
LS_10,TK1,5.0490227,0.0
LS_10,MYBL2,5.0201015,0.0
LS_10,PKMYT1,4.964108,0.0
LS_10,ESCO2,4.926038,6.552054658189297e-181
LS_10,MKI67,4.9228287,0.0
LS_10,SPC25,4.905793,1.7917394001273615e-206
LS_10,CDCA5,4.789449,0.0
LS_10,AURKB,4.7457767,0.0
LS_10,E2F8,4.733816,1.9793303048368556e-130
LS_10,FOXM1,4.6071057,0.0
LS_10,TOP2A,4.5913115,0.0
LS_10,SPC24,4.5888414,6.837287113974608e-163
LS_10,KIFC1,4.5869966,0.0
LS_10,HIST1H3B,4.5627346,0.0
LS_10,UBE2C,4.5443716,0.0
LS_10,TYMS,4.482283,0.0
LS_10,ASF1B,4.473032,0.0
LS_10,CDCA3,4.461756,1.2064940360138783e-255
LS_10,KIF18B,4.4412627,3.4335848830086175e-60
LS_10,HIST1H1B,4.4388547,0.0
LS_10,CENPM,4.421378,0.0
LS_10,IQGAP3,4.4005575,2.356230063747491e-86
LS_10,E2F2,4.387391,3.464887209447889e-87
LS_10,APOBEC3B,4.323741,2.4898128841229287e-109
LS_10,CKAP2L,4.3152204,2.3112447811220157e-203
LS_10,BIRC5,4.3020077,0.0
LS_10,CCNA2,4.3001122,0.0
LS_10,FAM111B,4.286743,5.831927678680459e-80
LS_10,PCLAF,4.277239,0.0
LS_10,HJURP,4.275044,2.519070977468895e-140
LS_10,SKA3,4.256685,3.0804185696764426e-281
LS_10,NCAPH,4.248347,1.5678473714051972e-307
LS_10,KIF15,4.247434,1.2550448547077257e-234
LS_10,CDK1,4.2372885,3.6145384849825524e-286
LS_10,NUSAP1,4.202688,0.0
LS_10,TICRR,4.189249,1.7180591886756424e-106
LS_10,GTSE1,4.1612687,1.1133401697873714e-164
LS_10,E2F7,4.1559353,5.335168597497134e-28
LS_10,ESPL1,4.1478505,2.9877527194367037e-43
LS_10,MELK,4.1453176,1.8166121103297452e-86
LS_10,DIAPH3,4.135216,5.942240556920567e-239
LS_10,HIST1H3G,4.102695,2.9373879579431207e-89
LS_10,HIST1H1A,4.1007943,1.822937958640491e-22
LS_10,NCAPG,4.0784144,1.63107068786748e-274
LS_10,SKA1,4.0612674,4.4789088159051134e-44
LS_10,KIF4A,4.037145,8.030559305476347e-135
LS_10,AC008543.1,4.034227,0.0004541306099958945
LS_10,RAD54L,4.0218167,4.6696578299147586e-169
LS_10,KIF11,3.9646509,0.0
LS_10,CLSPN,3.9346168,0.0
LS_10,MCM10,3.928995,7.320042052859008e-199
LS_10,EXO1,3.912656,9.759889162906889e-95
LS_10,CDC45,3.9095523,0.0
LS_10,CDCA2,3.9071493,2.1489812960463628e-124
LS_10,AL133215.2,3.9004312,0.00017640464887968066
LS_10,RDM1,3.8808386,5.862394899225469e-06
LS_10,FBXO43,3.8783946,3.643425637683766e-20
LS_10,ANLN,3.8722863,1.537263072557437e-240
LS_10,NDC80,3.857151,1.4226406070036873e-189
LS_10,KIF2C,3.8553352,8.983113374658619e-152
LS_10,ZWINT,3.854018,0.0
LS_10,RAD51AP1,3.8500936,0.0
LS_10,MND1,3.8471768,2.268256895024907e-231
LS_10,KIF20A,3.8418639,7.355781995201344e-102
LS_10,RAD51,3.836147,3.852472434678501e-258
LS_10,CDC25C,3.8245764,1.4002628955515667e-30
LS_10,HIST1H4C,3.809361,0.0
LS_10,SHCBP1,3.791946,2.4907662927679814e-163
LS_10,CDCA8,3.7903812,6.35698057353928e-226
LS_10,POLQ,3.7671602,4.626927642794487e-178
LS_10,TP73,3.6968794,0.0002861665856167238
LS_10,CIT,3.660135,4.352375944346382e-150
LS_10,CDC6,3.635906,1.8116253835712083e-200
LS_10,NUF2,3.6156447,1.455150151601869e-140
LS_10,DLGAP5,3.5985231,8.602141361353999e-85
LS_10,RECQL4,3.5984035,4.321960806907971e-202
LS_10,NEIL3,3.5939436,3.2577231235458553e-155
LS_10,KNL1,3.5797668,3.921056685433024e-219
LS_10,TPX2,3.5644221,0.0
LS_10,DHFR,3.561717,0.0
LS_10,HIST1H3F,3.5540352,1.2802518757541877e-84
LS_10,KIF23,3.5434198,5.061597073553731e-184
LS_10,TCF19,3.5415,1.7650102066625012e-182
LS_10,KIF24,3.5352836,7.556095428573422e-26
LS_10,CEP55,3.527498,2.4331916870991785e-90
LS_10,ASPM,3.5243568,2.091105988786714e-248
LS_10,HASPIN,3.5116627,1.724273622262974e-53
LS_10,HIST1H3D,3.4906895,0.0
LS_10,FANCI,3.4878354,0.0
LS_10,ZNF367,3.4855578,1.1793859491718543e-148
LS_10,BUB1B,3.473069,3.440035579625857e-137
LS_10,CDKN3,3.4634044,1.8557367327155529e-193
LS_10,SPAG5,3.4563024,1.2759741702424149e-182
LS_10,CHD5,3.4542482,2.6664651142631236e-05
LS_10,PCNA,3.4495113,0.0
LS_10,CCNE2,3.434062,2.663344119577962e-66
LS_10,UBE2T,3.4276688,0.0
LS_10,WDR62,3.3968139,2.646367911594487e-93
LS_10,TMEM106C,3.3677876,0.0
LS_10,FEN1,3.367223,0.0
LS_10,ERCC6L,3.3495164,2.2459246736427836e-11
LS_10,DTL,3.3408926,2.4211854132988396e-256
LS_10,BRIP1,3.3328831,9.736600281141454e-137
LS_10,CENPF,3.3105752,0.0
LS_10,CDC25A,3.294281,2.83760375496978e-141
LS_10,CKS1B,3.2878332,0.0
LS_10,C21orf58,3.287794,1.6614902990281302e-278
LS_10,STIL,3.2872024,1.1037465708049636e-104
LS_10,NCAPG2,3.2871435,2.370283611214251e-190
LS_10,HIST1H3C,3.2848723,3.7694872194304845e-139
LS_10,MASTL,3.2802896,6.967276803460754e-96
LS_10,DEPDC1B,3.2680109,1.30963131481828e-71
LS_10,CCNF,3.2675366,5.497625833840339e-70
LS_10,FANCD2,3.2481601,3.988204084107481e-199
LS_10,TIMELESS,3.2447991,1.8315599605536608e-298
LS_10,HIST2H2AB,3.2441301,2.946323796422903e-64
LS_10,PRC1,3.2426915,1.5056588503004704e-307
LS_10,SGO1,3.2403502,4.242585605309185e-98
LS_10,ATAD2,3.2375152,0.0
LS_10,KIF14,3.236665,1.5736002408290796e-104
LS_10,PLK4,3.2259724,2.1693565480136783e-92
LS_10,HIST1H2AI,3.2214103,1.031895415695196e-94
LS_10,BRCA1,3.2198389,0.0
LS_10,C17orf53,3.2142713,1.5100467319872426e-36
LS_10,AUNIP,3.2032948,1.9885385752442895e-17
LS_10,CENPA,3.1926591,2.7956397809171405e-43
LS_10,CDT1,3.1912055,0.0
LS_10,DSCC1,3.1879175,2.255482201809027e-142
LS_10,MNS1,3.187608,4.474645941616715e-79
LS_10,TROAP,3.1792586,4.5985108003951434e-129
LS_10,TTK,3.1773813,9.178675933770028e-62
LS_10,ORC6,3.1758213,1.1317303428978624e-259
LS_10,ZNF695,3.1682298,1.273907402723831e-14
LS_10,SYCE2,3.1586876,5.0867867782678214e-09
LS_10,CENPN,3.1509376,5.523113725133381e-258
LS_10,CCNB2,3.1411214,8.87936587130377e-225
LS_10,HIST1H2AJ,3.135575,2.2205518507708554e-15
LS_10,FBXO5,3.1292436,3.2434130574687614e-103
LS_10,EME1,3.1249034,4.523285355285148e-28
LS_10,OIP5,3.1215618,5.081636107375723e-119
LS_10,CENPU,3.1149027,0.0
LS_10,CCDC150,3.1113963,1.4224206041180725e-12
LS_10,PLK1,3.1110382,7.80781159598272e-102
LS_10,DMC1,3.1064777,4.872437695880106e-08
LS_10,RACGAP1,3.1042998,2.1734276189274206e-170
LS_10,E2F1,3.0987964,3.313595152243681e-238
LS_10,TEDC2,3.0976136,1.2638491467219755e-82
LS_10,GINS2,3.0875297,0.0
LS_10,PIMREG,3.0817938,2.7564029185872445e-09
LS_10,NEK2,3.0813613,5.1601404425197053e-20
LS_10,LIG1,3.0809891,0.0
LS_10,ARHGEF39,3.076758,3.601614875957723e-44
LS_10,UHRF1,3.0664165,0.0
LS_10,CENPE,3.0632224,2.0459740838237556e-124
LS_10,HMMR,3.063009,1.4644419262687625e-108
LS_10,PSMC3IP,3.039455,7.335867199055025e-56
LS_10,GGH,3.0355337,1.9261947187170787e-293
LS_10,WDR76,3.0158892,1.2355882265852081e-131
LS_10,CENPI,3.0153322,5.694602758022198e-09
LS_10,HELLS,3.0087008,0.0
LS_10,BRCA2,3.0046096,1.7939311358713346e-286
LS_10,FAM72B,2.9920487,5.98122817110538e-14
LS_10,CHAF1B,2.9818194,3.498313644769493e-93
LS_10,TRIP13,2.9757867,6.499671868263222e-89
LS_10,MIR924HG,2.9756863,3.3858359399180014e-10
LS_10,ORC1,2.9692965,2.5332265836993026e-77
LS_10,TUBB,2.9619246,0.0
LS_10,MCM4,2.9607892,0.0
LS_10,CHEK1,2.95409,4.139398839276603e-211
LS_10,BUB1,2.93956,7.032536851630586e-113
LS_10,CDC20,2.9352722,9.483886378860664e-142
LS_10,ZGRF1,2.9206297,1.2431873179624253e-82
LS_10,HMGB2,2.9166067,0.0
LS_10,RRM1,2.9155161,0.0
LS_10,TUBA1B,2.8983374,0.0
LS_10,GINS3,2.8970664,1.6192536237161024e-42
LS_10,HIST1H2AH,2.8799782,4.862182800943646e-125
LS_10,CCNE1,2.8794246,2.2849303749534498e-55
LS_10,Z94721.3,2.8784876,1.7133232773204944e-05
LS_10,XRCC2,2.878306,1.0176740593293848e-79
LS_10,POC1A,2.8775325,2.996708386337683e-141
LS_10,DEPDC1,2.8688338,7.95418299266152e-24
LS_10,H2AFX,2.86716,0.0
LS_10,PHGDH,2.8660848,1.32252283694737e-107
LS_10,MCM7,2.8658702,0.0
LS_10,ATAD5,2.848545,0.0
LS_10,DNA2,2.84029,5.208579445731352e-61
LS_10,STMN1,2.8074746,0.0
LS_10,GINS1,2.8068857,1.048199276244209e-53
LS_10,INCENP,2.806803,2.8866473687792774e-126
LS_10,H2AFZ,2.8023129,0.0
LS_10,GMNN,2.7943335,3.2344717913300856e-269
LS_10,RAD54B,2.7888713,2.029159376076723e-27
LS_10,RMI2,2.7875795,3.911282069367951e-144
LS_10,CIP2A,2.784831,1.886517562457438e-103
LS_10,CENPK,2.7843857,0.0
LS_10,DONSON,2.7785482,5.7747612364708425e-102
LS_10,HIST1H2AL,2.778427,1.9156410042309648e-172
LS_10,HAUS8,2.776653,6.625283242610288e-43
LS_10,FANCG,2.7753508,4.709481469894784e-194
LS_10,DERL3,2.7725291,1.8545546099621647e-174
LS_10,CENPS,2.76396,5.012574439644158e-152
LS_10,MTFR2,2.7533057,1.1054132286274335e-32
LS_10,RIBC2,2.7525334,3.1552698440928686e-12
LS_10,TRAIP,2.7473,6.518388765224048e-45
LS_10,WDR34,2.7371092,0.0
LS_10,CHAF1A,2.735676,7.670311442367244e-286
LS_10,CENPH,2.7272918,4.502336988799384e-262
LS_10,POGLUT3,2.7181425,2.2292001168678002e-103
LS_10,HIRIP3,2.706521,5.53747301856861e-250
LS_10,RTKN2,2.7048585,7.688025269366033e-05
LS_10,HIST1H3I,2.6997905,3.95913501566738e-33
LS_10,CTNNAL1,2.6948974,4.369604014076941e-125
LS_10,HIST1H2BM,2.650053,0.0008291058320493454
LS_10,TYMSOS,2.6401272,2.0296694371001384e-26
LS_10,MAD2L1,2.6309466,2.1309194836618167e-276
LS_10,CENPW,2.6238022,6.026613941338381e-301
LS_10,DDX11,2.6189435,5.486818119699192e-251
LS_10,MCM8,2.6039767,8.42761806209472e-60
LS_10,POLE2,2.601126,1.1543633353581474e-53
LS_10,CDCA4,2.5989785,4.7637269827161e-194
LS_10,ARHGAP11A,2.596108,1.5158260055547578e-128
LS_10,RFC4,2.5954857,3.7128259765312837e-219
LS_10,STOX1,2.5829973,1.293255257833888e-06
LS_10,HIST1H4D,2.5789804,2.370906800638444e-09
LS_10,GINS4,2.5772443,7.780706616502921e-65
LS_10,MELTF-AS1,2.5674918,6.902790578269814e-08
LS_10,DTYMK,2.5599833,0.0
LS_10,MXD3,2.5598946,3.641101304381933e-170
LS_10,MCM2,2.5563285,0.0
LS_10,NCAPD2,2.5551744,2.4981716591651405e-291
LS_10,HIST1H2BH,2.5500202,1.6264527438150259e-50
LS_10,SHMT1,2.547089,7.436906305815978e-104
LS_10,DSN1,2.5463607,6.893877932051659e-159
LS_10,AC123768.5,2.5453875,1.6626385685663728e-05
LS_10,CENPO,2.537372,2.298936450237523e-64
LS_10,NCAPH2,2.5371068,3.4125340640287466e-169
LS_10,DUT,2.5363834,0.0
LS_10,CHTF18,2.5292552,2.7593359943014885e-156
LS_10,SMC2,2.5290277,2.995075887098815e-306
LS_10,HIST1H2AB,2.5148103,4.323466932842556e-58
LS_10,EZH2,2.5093443,4.71134096826305e-264
LS_10,TUBG1,2.498027,1.3182818411823602e-132
LS_10,MCM3,2.486422,0.0
LS_10,MCM6,2.4833288,2.389373271500828e-274
LS_10,HMGN2,2.4825974,0.0
LS_10,SLFN13,2.4665718,1.2422074350931977e-60
LS_10,PTTG1,2.4576979,1.1636191665692657e-275
LS_10,PAQR4,2.4549575,2.9037402964520687e-148
LS_10,DDIAS,2.4434736,4.307040733647798e-09
LS_10,TMPO-AS1,2.420903,1.2506852747605153e-153
LS_10,KNTC1,2.4186006,9.049652316766775e-142
LS_10,CDK2,2.4039445,8.432904069955079e-146
LS_10,CENPL,2.4034233,1.8031942953661875e-48
LS_10,CBR3,2.4032595,0.000185718852960541
LS_10,POLA2,2.4018056,4.170767653733118e-149
LS_10,CENPP,2.4009523,1.6649352600503921e-62
LS_10,AL662797.1,2.3991015,1.2419902787066166e-38
LS_10,MFGE8,2.3758538,8.394796570652338e-122
LS_10,SLC25A10,2.3433154,1.1581592796728706e-30
LS_10,RNASEH2A,2.3384228,8.044349818651265e-240
LS_10,NRM,2.337954,4.283827438538659e-255
LS_10,TMPO,2.336621,0.0
LS_10,RFC5,2.3331146,3.5927514960448253e-127
LS_10,PRIM1,2.3293598,9.534301286971385e-190
LS_10,WDR90,2.3265247,6.129522015274954e-79
LS_10,NCAPD3,2.3224852,3.1174298248579544e-187
LS_10,TMEM237,2.3160152,1.1214661556666867e-19
LS_10,SPDL1,2.3111444,1.0832593609647238e-51
LS_10,RBL1,2.3036096,2.415262400302618e-124
LS_10,DNMT1,2.303205,0.0
LS_10,KIF22,2.2970035,0.0
LS_10,USP1,2.2900243,0.0
LS_10,LMNB1,2.2858903,0.0
LS_10,AC074135.1,2.2856247,4.308877161693699e-09
LS_10,CEP78,2.2815733,1.5541285856253772e-119
LS_10,POLD1,2.2759938,3.430723541969273e-248
LS_10,PRTFDC1,2.2654893,1.9573491073336982e-07
LS_10,NSD2,2.265033,0.0
LS_10,CEP152,2.2636094,9.52863540928989e-123
LS_10,RFC3,2.2601898,4.013023219814541e-52
LS_10,CARHSP1,2.2584717,0.0
LS_10,CCDC167,2.2544308,3.9081275756061325e-127
LS_10,WDHD1,2.2439888,2.676957263359121e-91
LS_10,RPA3,2.23609,3.1554911879208142e-291
LS_10,FIGNL1,2.2295592,6.360682413885604e-54
LS_10,CRABP1,2.2293956,3.1672435699292864e-14
LS_10,SMC1A,2.226555,0.0
LS_10,BLM,2.2250497,5.722163411749178e-129
LS_10,LKAAEAR1,2.2193637,4.464229014098798e-47
LS_10,HIST1H4F,2.2177334,4.3128832919531363e-20
LS_10,YEATS4,2.2169693,1.041706541820955e-192
LS_10,DNAJC9,2.2127254,0.0
LS_10,C9orf40,2.2076364,9.955389086971385e-53
LS_10,BARD1,2.1982477,6.216569112290583e-144
LS_10,PRR11,2.1964068,1.3099424792967378e-53
LS_10,FAM111A,2.1939344,3.26694459712703e-302
LS_10,SAC3D1,2.1907885,6.155170916634964e-209
LS_10,MCM5,2.1805937,6.34750650303275e-305
LS_10,C1orf112,2.16938,1.945644559446027e-64
LS_10,CEP72,2.1650233,1.7292987692071288e-11
LS_10,AC010615.2,2.1608012,7.458636097140306e-12
LS_10,ECT2,2.156175,4.3583361398292097e-47
LS_10,PXMP2,2.1527874,4.203276003486487e-246
LS_10,POLD3,2.1400342,1.72882941391777e-146
LS_10,KIF20B,2.1324842,1.0312652436125265e-183
LS_10,HIST1H2BL,2.1302817,1.2218474707794276e-17
LS_10,HIST1H1D,2.130189,2.7643038188093014e-244
LS_10,TMEM97,2.1297548,2.1619405041284672e-116
LS_10,AC011603.2,2.1245706,1.1043781762838055e-172
LS_10,SMC4,2.1244674,0.0
LS_10,AC068587.4,2.1215122,8.005357023493587e-108
LS_10,ACOT7,2.1174095,1.0096002527287188e-113
LS_10,AURKA,2.115724,6.237426592724872e-29
LS_10,KIF18A,2.1133287,9.951362888073508e-39
LS_10,FANCB,2.109859,3.923536844748221e-24
LS_10,CCDC34,2.1043816,2.3443123532875486e-106
LS_10,RFC2,2.0990539,1.2010364673616638e-212
LS_10,NASP,2.0944445,0.0
LS_10,PASK,2.0889509,6.033567599047418e-48
LS_10,ZNF730,2.0886095,2.6980039382372488e-05
LS_10,TUBB4B,2.086481,0.0
LS_10,CCDC15,2.0845041,7.714718542414208e-23
LS_10,GPC1,2.0692885,0.0009513282216663436
LS_10,CHAC2,2.0620685,1.40043092226576e-07
LS_10,SGO2,2.05987,4.233196616821192e-86
LS_10,PHF19,2.0584629,1.7726660343277163e-224
LS_10,CHEK2,2.0533931,5.73209911649111e-86
LS_10,PARPBP,2.0526242,9.29724339822809e-57
LS_10,ALDH7A1,2.050639,4.017977631228726e-33
LS_10,MTBP,2.0504386,6.579867507862845e-21
LS_10,SIVA1,2.045941,0.0
LS_10,HIST2H2AC,2.043012,1.8838947317712797e-82
LS_10,POLA1,2.0363789,1.1166761332857469e-72
LS_10,CDC7,2.0329022,1.5132394314404555e-40
LS_10,RFWD3,2.025968,1.11795845600183e-122
LS_10,HIST1H2AG,2.02135,1.8337105406377637e-183
LS_10,RBBP8,2.0084817,1.4584967914764045e-158
LS_10,SAE1,2.006849,8.696415180907253e-226
LS_10,SAPCD2,2.0025098,5.245320661040199e-10
LS_10,NEMP1,1.9960648,1.5255811641796467e-59
LS_10,INAFM1,1.9957386,3.466442065379293e-115
LS_10,SUV39H1,1.9933325,1.3103768735772437e-53
LS_10,DDB2,1.9905982,3.153649107301948e-172
LS_10,ARHGAP19,1.9902605,7.522957698701168e-65
LS_10,FANCA,1.9897468,1.0146255256820888e-107
LS_10,PIDD1,1.9875036,5.3453490420215017e-98
LS_10,HIST1H2AM,1.9872379,8.048826492848027e-07
LS_10,TONSL,1.9824274,1.1047778182645896e-60
LS_10,MELTF,1.9819603,3.723962183191297e-15
LS_10,ITGB3BP,1.977885,5.383772489193289e-109
LS_10,TEDC1,1.9777713,6.748832933132077e-66
LS_10,LRR1,1.9698868,1.4019394284393193e-80
LS_10,CDC25B,1.9688553,1.4078023116059149e-61
LS_10,PSRC1,1.9558613,3.198210448998838e-06
LS_10,CCNB1,1.9545681,2.8942221794464773e-75
LS_10,XRCC3,1.9472185,6.604952501892555e-35
LS_10,HELLPAR,1.9442729,3.12621350453386e-10
LS_10,ITPRIPL1,1.9377408,2.540456138934557e-13
LS_10,GEN1,1.9341569,6.218415931026591e-58
LS_10,HMGB3,1.932274,5.223931140191206e-162
LS_10,CBX5,1.9303757,6.369413618253322e-215
LS_10,RANBP1,1.925742,0.0
LS_10,NRGN,1.921697,1.5529128120754363e-115
LS_10,LSM4,1.9198643,0.0
LS_10,CENPQ,1.9181576,1.8083966746641922e-18
LS_10,LRRCC1,1.9145436,2.8054154119996386e-46
LS_10,WEE1,1.9078816,1.2040589694499035e-94
LS_10,FANCC,1.9078009,1.2458748580494958e-06
LS_10,NDC1,1.904129,1.536343543059463e-61
LS_10,POLE,1.9039145,3.2506776875215327e-139
LS_10,CABLES2,1.9010121,4.42796112116076e-08
LS_10,HAUS5,1.9001688,1.1598632850573192e-82
LS_10,DEK,1.8981766,0.0
LS_10,PARP2,1.8938136,1.1150803627403767e-76
LS_10,NUCKS1,1.8882773,0.0
LS_10,CKS2,1.8880253,4.328991761562952e-231
LS_10,HMGB1,1.8862576,0.0
LS_10,SKA2,1.8801707,1.7221109783976645e-108
LS_10,OXCT1,1.8733873,7.009335175974503e-38
LS_10,SLC29A1,1.8713114,4.477832307396004e-141
LS_10,ZNF850,1.8705885,1.1778415039291083e-12
LS_10,KNSTRN,1.8683891,2.2730726964547983e-29
LS_10,HIST1H1C,1.8606485,6.4523795417625215e-227
LS_10,ZWILCH,1.8601098,5.877597913322818e-48
LS_10,IDH2,1.8549229,0.0
LS_10,ACYP1,1.852889,1.0870141904890972e-156
LS_10,KHDC1,1.8526725,1.6541623449095835e-07
LS_10,FAM161A,1.851677,5.482752944714587e-24
LS_10,DCLRE1B,1.840004,4.9265910282032854e-21
LS_10,NUDT15,1.8379645,5.2596219272634066e-51
LS_10,SMC3,1.8280011,1.3769760465893848e-246
LS_10,MMS22L,1.821221,1.9404682563817807e-59
LS_10,AC239868.1,1.8208727,1.767612336728405e-12
LS_10,SUV39H2,1.8186276,1.6431107981087295e-29
LS_10,MIS18A,1.8164685,1.1389406647352593e-89
LS_10,B3GLCT,1.8161048,2.817317496026514e-11
LS_10,BCL2L12,1.8160212,5.955611846010414e-148
LS_10,SDC4,1.8154261,0.0004904684508520771
LS_10,ACAT2,1.8126243,3.738534960759402e-127
LS_10,ICMT,1.8122778,1.1978404475253173e-70
LS_10,UBR7,1.8094656,1.5088353429338893e-89
LS_10,TTF2,1.8080219,1.7512344940867162e-131
LS_10,CLN6,1.8057835,2.3476680656589167e-190
LS_10,SFMBT1,1.7999235,2.827395493907387e-07
LS_10,UNG,1.7994974,3.995824032023015e-114
LS_10,FANCE,1.7986547,6.680997263318006e-19
LS_10,TFDP1,1.798589,1.1224824140672227e-196
LS_10,ARHGAP33,1.7985865,1.7052258628620193e-62
LS_10,CKAP2,1.797009,3.7677806917973886e-171
LS_10,SASS6,1.7944572,4.0320554998518555e-51
LS_10,CASP8AP2,1.7840286,6.1267970098388194e-136
LS_10,SVIP,1.7832474,3.7187391346598534e-84
LS_10,MAD2L2,1.7814884,2.370283611214251e-190
LS_10,RTTN,1.7723858,5.3902183188978155e-30
LS_10,HIST1H1E,1.7719021,1.5315071729123098e-210
LS_10,AC011447.3,1.7654924,5.077818712081616e-12
LS_10,ECM1,1.7633989,2.0128973096503312e-33
LS_10,LIN9,1.7633715,1.4212712941431863e-18
LS_10,ANP32E,1.7631425,1.3038502642284237e-240
LS_10,LRRC45,1.7601045,1.745378742790129e-51
LS_10,IFI27L1,1.7599654,3.101084191903917e-85
LS_10,HIST1H2BO,1.7584403,0.0002420676418526191
LS_10,ERI2,1.7543181,2.4764779653226483e-44
LS_10,TIPIN,1.750774,2.388151957261435e-48
LS_10,AL136419.3,1.7468269,0.00018651161270551883
LS_10,ALYREF,1.7455033,5.366727666122703e-255
LS_10,COCH,1.7393703,5.298855665548893e-16
LS_10,LIN54,1.738328,4.506454222914251e-49
LS_10,HIST1H3J,1.7379717,2.4510234026520717e-09
LS_10,ANKRD9,1.7376561,2.073820537944498e-12
LS_10,RMI1,1.7355418,1.742081909609069e-59
LS_10,C4orf46,1.7354285,4.2072104278276095e-31
LS_10,SNRNP25,1.7322639,1.0952206348072658e-164
LS_10,SAPCD1,1.7268766,4.870494812446397e-13
LS_10,KHK,1.7215153,7.746883986728556e-09
LS_10,PRIM2,1.7195525,6.380239047501193e-58
LS_10,CDCA7,1.7180421,6.009839647182559e-187
LS_10,PSMC3,1.7171315,3.064487603238949e-229
LS_10,C5orf34,1.7102499,1.3731744940314716e-07
LS_10,ZNF724,1.708996,2.7949610382487694e-24
LS_10,NUDT8,1.7088578,3.114563740787644e-98
LS_10,MSH5,1.7060747,3.2924446088971553e-102
LS_10,ENO2,1.705912,8.866993535505342e-10
LS_10,LMNB2,1.6989659,3.9473746980725056e-129
LS_10,CDK5RAP2,1.6964295,1.58297069680146e-110
LS_10,RARRES2,1.6964096,1.5974947813803987e-05
LS_10,CEP128,1.6915447,1.667610012612667e-43
LS_10,DHCR24,1.6807215,1.220766722224864e-12
LS_10,RHNO1,1.6798606,7.445691351323502e-70
LS_10,FAM83D,1.675216,2.8801071324193557e-14
LS_10,C12orf75,1.6747195,1.3012104840362609e-104
LS_10,IGLL1,1.6741506,2.650297865736699e-91
LS_10,HSPB11,1.6734142,1.0049639617587722e-198
LS_10,TERT,1.6707727,1.0569004651676039e-05
LS_10,HMGXB4,1.6630033,9.441565742909291e-96
LS_10,SKP2,1.6586326,6.1886827805943935e-86
LS_10,RPP25,1.6525531,2.2752786038065e-11
LS_10,LRP11,1.6521245,2.1717383591576592e-05
LS_10,SMTN,1.6513426,7.610008249477353e-10
LS_10,CSE1L,1.6494946,1.0501856065767603e-111
LS_10,TMEM143,1.64942,2.906163621532022e-20
LS_10,MSH6,1.6482185,1.8289357933596133e-140
LS_10,MMD,1.6430235,6.300337825883756e-15
LS_10,MSH2,1.6424565,1.514731006594788e-128
LS_10,SLC20A1,1.6378415,3.5030930033847994e-135
LS_10,IGFBP2,1.6316675,7.448403134905889e-94
LS_10,ZNF530,1.631604,0.00017264267653862824
LS_10,RAD18,1.6293225,6.630240828154495e-54
LS_10,NUP155,1.6289405,6.350720321073082e-64
LS_10,BRI3BP,1.6259979,1.7665592713724374e-164
LS_10,CKAP5,1.6250294,5.1818431621204074e-148
LS_10,FN3KRP,1.6225214,2.097632996707047e-88
LS_10,KPNA2,1.6131574,6.703735539971876e-150
LS_10,RAD51C,1.6110852,7.264949785218798e-97
LS_10,PRKDC,1.6099167,9.703533105593098e-235
LS_10,THOP1,1.609379,1.78806712267964e-123
LS_10,UGT3A2,1.6081454,0.00015813131584922627
LS_10,MTHFD1,1.6058681,3.939459477880001e-139
LS_10,NUDT1,1.6032709,5.229489065378498e-225
LS_10,ARL6IP6,1.6021457,1.771097741365246e-150
LS_10,TACC3,1.6019335,8.654482861746566e-197
LS_10,HIST1H3H,1.600398,1.7000975766396592e-52
LS_10,TOPBP1,1.5995246,3.2796535668267194e-131
LS_10,VRK1,1.5953122,2.5796630590247453e-111
LS_10,SLBP,1.5944169,2.72296006827281e-181
LS_10,KLHL23,1.5919195,2.3388443053450776e-37
LS_10,CCP110,1.5878946,6.563507714681607e-89
LS_10,GMPPB,1.5847454,1.8845036854885487e-37
LS_10,CDK4,1.5789511,1.0482685127797613e-231
LS_10,NUP107,1.5787888,5.162289691537681e-125
LS_10,MESP1,1.575133,6.041514990997548e-08
LS_10,H2AFV,1.5723548,0.0
LS_10,USP37,1.5711648,1.5614332822742207e-60
LS_10,AC009005.1,1.5691472,5.429987677085414e-22
LS_10,LRRC20,1.5690606,4.365728565888307e-05
LS_10,POLR3K,1.5683893,7.012541156099002e-113
LS_10,CEP295,1.5667523,2.6911372806736096e-61
LS_10,ZNF93,1.5627712,2.496078696932636e-38
LS_10,C19orf48,1.5616399,2.6262198847094496e-198
LS_10,RCC1,1.5606999,6.0423171032093716e-96
LS_10,MICB,1.5572616,4.822262796562668e-19
LS_10,EXOSC8,1.5557675,2.7773049211868474e-151
LS_10,RPA1,1.5503366,1.8083452369095585e-130
LS_10,PSIP1,1.5490606,2.0546374292543917e-204
LS_10,CENPJ,1.5479878,1.0181305392185242e-94
LS_10,BTG3,1.5433748,1.5217991514405643e-70
LS_10,VPREB1,1.5423095,1.0770366535846517e-06
LS_10,SSRP1,1.5413932,1.2373858898503762e-202
LS_10,EXO5,1.5409944,5.870825196973846e-07
LS_10,CENPX,1.5380592,4.329772860680388e-177
LS_10,ACTL6A,1.5372417,9.457636449489443e-103
LS_10,TAF5,1.5269784,1.2150755016264806e-16
LS_10,NT5DC2,1.5265529,1.6722673159682947e-38
LS_10,PMM1,1.5257798,2.12172378839002e-21
