names,scores,logfoldchanges,pvals,pvals_adj
TMX3,4.0636168,0.35098922,4.831818414763306e-05,0.0004081893925551973
PATZ1,4.0629554,0.24532333,4.845531905205398e-05,0.00040922148078982953
RBM26,4.0619025,0.15383232,4.867441390734778e-05,0.000410944897409797
AHCYL1,4.061389,0.17858268,4.8781585581645287e-05,0.0004117226047270592
DCPS,4.059884,0.20591545,4.9097125847525266e-05,0.00041425794613589203
STARD7,4.058692,0.16258645,4.934837634527318e-05,0.0004161210914393587
ANAPC4,4.0581174,0.31755427,4.946985129205533e-05,0.0004170168167178006
RAD50,4.0573955,0.18098353,4.962301763122999e-05,0.0004181790570550432
ANPEP,4.0571346,0.30363137,4.9678489479127736e-05,0.0004185175518472665
PSMD13,4.056734,0.1735327,4.9763660489311435e-05,0.0004191059623470005
PPP1R10,4.056421,0.15417026,4.983041259201334e-05,0.0004194098069378876
KPNA6,4.056064,0.23114501,4.9906539193449126e-05,0.0004199212987027876
ASF1A,4.0558553,0.19583757,4.995115224443136e-05,0.00042016739750114424
COLGALT1,4.05576,0.12818685,4.997161252398213e-05,0.0004202102447972987
CCAR2,4.0550027,0.20493183,5.0133714835610466e-05,0.0004214437644926541
ATP6AP2,4.0541153,0.18097307,5.0324400553692036e-05,0.000422916735568919
WDR33,4.05375,0.18958731,5.040311784254801e-05,0.0004234481291927244
KIFAP3,4.052323,0.37664178,5.0711609099100993e-05,0.00042590898723096306
GRIPAP1,4.0508785,0.17216627,5.102568432295888e-05,0.00042841521753013005
NOA1,4.0446835,0.22035289,5.239383371203679e-05,0.00043976727338531556
DCAF12,4.043735,0.23212852,5.260632717301697e-05,0.00044141534914799693
SMYD2,4.043161,0.31986642,5.2735389617770456e-05,0.00044236256579372726
PIK3C2A,4.042743,0.46746123,5.282944160917202e-05,0.0004430156118504808
NDST3,4.0424476,0.76980007,5.2896157914164685e-05,0.00044343909697141246
RRAGA,4.0411944,0.23784734,5.3179607211996565e-05,0.000445678681832442
TAF6,4.0403504,0.22060087,5.337135242440444e-05,0.0004471485917272561
HIBADH,4.039098,0.33348507,5.3657213607374584e-05,0.0004494058693130981
COMMD3,4.0386887,0.17548627,5.3750829118751166e-05,0.00045005210443397714
CD53,4.0373316,0.1854141,5.4062663445111096e-05,0.0004523860448500637
SFXN5,4.0368705,0.5904586,5.4168996690277166e-05,0.0004531371622796939
TMEM165,4.036209,0.17951831,5.432182039830184e-05,0.00045427660569173156
SLC25A10,4.034321,0.4456273,5.476042373891663e-05,0.0004578045085797659
LZIC,4.0334682,0.21587159,5.4959600495512155e-05,0.00045932922834666115
DPY19L3,4.032929,0.5781793,5.508596452779046e-05,0.0004602446642153858
PRADC1,4.032181,0.20428722,5.5261699420858264e-05,0.00046157190970152416
B3GAT3,4.029962,0.1403509,5.5785901219933514e-05,0.00046580801672070285
TCEAL9,4.0277343,0.77513504,5.631689454543618e-05,0.0004700982290108357
NEURL1B,4.0275083,0.5858644,5.6371090556685055e-05,0.0004704070315419925
MAFG,4.027178,0.18117753,5.645038898617941e-05,0.00047092505711289267
SETD1A,4.0254807,0.2772992,5.685898022808258e-05,0.00047418898240840084
SIPA1,4.024689,0.17657095,5.705061332779084e-05,0.000475642095140783
ITPRIPL1,4.0236974,0.79119086,5.7291544444531895e-05,0.0004775052040171195
MSH3,4.0234623,0.3143891,5.7348748064029335e-05,0.0004778363389881006
PPHLN1,4.0222354,0.17852342,5.764835803968654e-05,0.0004800401945655506
NBAS,4.0189033,0.21410187,5.8469692679374124e-05,0.000486731268191831
PTBP2,4.0186944,0.45430905,5.852152737752176e-05,0.0004870145123754443
BCAS2,4.0177026,0.24222171,5.876833705629042e-05,0.0004889196669124788
SH3RF1,4.0172763,0.37737784,5.887472454283969e-05,0.00048950690706856
SLAIN2,4.016754,0.21455316,5.900524333747474e-05,0.000490442973953369
STK10,4.015449,0.20281872,5.933274015223613e-05,0.0004930152270443784
ALG12,4.015292,0.4375919,5.937215524077021e-05,0.0004931928788621209
MED8,4.011438,0.27140903,6.035005482673631e-05,0.0005010671243408127
DNASE2,4.0114117,0.42937693,6.035672886632916e-05,0.0005010671243408127
PURB,4.0109158,0.24319178,6.0483668479798985e-05,0.0005019685578903136
AC044849.1,4.0104723,0.23511171,6.059746026447635e-05,0.0005027603605559376
BHLHE40,4.008201,0.41382316,6.118298656665234e-05,0.0005074643465731498
EBLN3P,4.0067306,0.16885936,6.156497331753063e-05,0.000510477792705031
SURF2,4.0063043,0.30392072,6.167614841796917e-05,0.000511183778977961
TGIF2,4.006261,0.19230878,6.168750349693817e-05,0.000511183778977961
STK26,4.0057564,0.16717857,6.181936713853783e-05,0.0005121213007483962
NUP93,4.005591,0.18672265,6.186262184618195e-05,0.0005123244267128079
RIBC2,4.005008,1.0083206,6.201538038532598e-05,0.0005134340272531408
CDKN1B,4.0047646,0.16303681,6.207932552153224e-05,0.000513807880058057
MAP2K3,4.004651,0.15965968,6.210903554880309e-05,0.0005138982408827744
TTC39C,4.004251,0.21319535,6.221427146042582e-05,0.0005146132690129475
ENKD1,4.0040336,0.4098002,6.22715356694474e-05,0.0005148512976238634
RASAL3,4.0039988,0.29929912,6.228070257221311e-05,0.0005148512976238634
TPD52L2,4.0019975,0.18347882,6.280995339541993e-05,0.0005190695030375199
RRP1B,4.001371,0.1844649,6.297650502794413e-05,0.000520288672656846
TNKS2,3.9994395,0.1882236,6.349267500111047e-05,0.0005243946513380752
FRMD8,3.9970293,0.3848145,6.414234169098595e-05,0.0005296003852299824
SERPINB1,3.9957938,0.26937732,6.447781845788514e-05,0.000532049011330515
BTBD7,3.9946194,0.3230438,6.47982970633139e-05,0.0005345321965289237
FPGS,3.9924355,0.18556367,6.539816129039471e-05,0.0005393178886149378
ZMYM2,3.9908693,0.15877753,6.583157468507084e-05,0.0005427284417660377
METAP1,3.9893901,0.24311517,6.624340446046169e-05,0.000545959053157259
CCDC93,3.9861708,0.28805435,6.714818339832826e-05,0.0005532492386895705
ZNF107,3.9859967,0.21791002,6.719742200191406e-05,0.0005534881632723921
PCNX1,3.9851615,0.2370727,6.743424326830565e-05,0.0005552715496582615
SAFB,3.9840739,0.17319421,6.774378811267434e-05,0.0005576525074440676
ECPAS,3.9826992,0.19774525,6.813697681626187e-05,0.0005607203635321989
ZNHIT3,3.9825773,0.1845462,6.817192027021489e-05,0.0005608391491303538
PKP4,3.9822292,0.25970846,6.827185216711112e-05,0.0005614923516877656
ELK4,3.9817421,0.286467,6.841198970401134e-05,0.0005624757277347848
TRAK1,3.9805152,0.22770458,6.876604235568039e-05,0.0005652167701407984
AP002490.1,3.97988,0.77860516,6.89500266579273e-05,0.000566558722652548
WAC,3.9793408,0.1644917,6.910665295977288e-05,0.0005676751372297834
