group,gene,label,cov_pct,rec_pct,HSPC,Myeloid,n_contrib_patients,clinical
PPAC_1,SLCO2B1,SLCO2B1,0.02,0.0,0.0,0.0,13,False
PPAC_1,SLCO4A1,SLCO4A1,2.29,0.0,7.61,3.26,13,False
PPAC_1,SLCO4C1,SLCO4C1,2.44,0.0,0.74,3.14,13,False
PPAC_1,SLCO5A1,SLCO5A1,4.26,15.38,2.78,1.57,13,False
PPAC_1,SLITRK4,SLITRK4,11.01,7.69,0.56,0.84,13,False
PPAC_1,SLITRK5,SLITRK5,0.06,0.0,1.3,0.0,13,False
PPAC_1,SLITRK6,SLITRK6,1.0,0.0,0.0,0.0,13,False
PPAC_1,SMO,SMO,1.04,0.0,6.68,0.6,13,False
PPAC_1,SORCS1,SORCS1,0.68,0.0,0.0,0.0,13,False
PPAC_1,SORCS2,SORCS2,0.0,0.0,0.0,0.6,13,False
PPAC_1,SORCS3,SORCS3,0.0,0.0,0.0,0.0,13,False
PPAC_1,SORT1,SORT1,5.28,7.69,2.6,6.15,13,False
PPAC_1,SPRN,SPRN,0.04,0.0,0.0,0.0,13,False
PPAC_1,SSPN,SSPN,5.52,0.0,5.19,1.09,13,False
PPAC_1,SSTR1,SSTR1,0.0,0.0,0.19,0.0,13,False
PPAC_1,SSTR2,SSTR2,0.16,0.0,0.19,0.0,13,False
PPAC_1,SSTR3,SSTR3,0.0,0.0,0.0,0.0,13,False
PPAC_1,STAB2,STAB2,0.04,0.0,0.0,0.0,13,False
PPAC_1,STEAP4,STEAP4,0.04,0.0,0.19,0.0,13,False
PPAC_1,STS,STS,1.43,0.0,1.48,3.14,13,False
PPAC_1,SUCNR1,SUCNR1,30.1,53.85,6.31,7.12,13,False
PPAC_1,SUSD1,SUSD1,23.1,23.08,8.91,7.84,13,False
PPAC_1,SUSD2,SUSD2,0.16,0.0,0.19,0.0,13,False
PPAC_1,SUSD4,SUSD4,0.02,0.0,0.0,0.0,13,False
PPAC_1,SUSD5,SUSD5,0.02,0.0,0.37,0.12,13,False
PPAC_1,SV2B,SV2B,0.82,0.0,0.19,0.24,13,False
PPAC_1,SV2C,SV2C,0.31,0.0,0.19,0.0,13,False
PPAC_1,SVOPL,SVOPL,8.51,7.69,8.72,0.48,13,False
PPAC_1,SYP,SYP,0.8,0.0,1.11,0.24,13,False
PPAC_1,TACR1,TACR1,0.0,0.0,0.0,0.0,13,False
PPAC_1,TACR2,TACR2,0.12,0.0,0.19,0.24,13,False
PPAC_1,TACSTD2,TACSTD2,0.35,0.0,0.0,0.36,13,False
PPAC_1,TARM1,TARM1,0.35,0.0,0.0,0.6,13,False
PPAC_1,TAS1R1,TAS1R1,0.06,0.0,0.0,0.0,13,False
PPAC_1,TAS1R3,TAS1R3,0.1,0.0,0.0,0.0,13,False
PPAC_1,TAS2R10,TAS2R10,0.43,0.0,0.56,0.0,13,False
PPAC_1,TAS2R14,TAS2R14,3.62,0.0,1.48,0.84,13,False
PPAC_1,TAS2R19,TAS2R19,0.33,0.0,0.74,0.24,13,False
PPAC_1,TAS2R20,TAS2R20,0.2,0.0,0.19,0.0,13,False
PPAC_1,TAS2R3,TAS2R3,0.08,0.0,0.0,0.0,13,False
PPAC_1,TAS2R30,TAS2R30,0.61,0.0,0.74,0.12,13,False
PPAC_1,TAS2R4,TAS2R4,0.68,0.0,0.37,0.24,13,False
PPAC_1,TAS2R46,TAS2R46,0.08,0.0,0.19,0.0,13,False
PPAC_1,TAS2R7,TAS2R7,0.0,0.0,0.0,0.0,13,False
PPAC_1,TAS2R8,TAS2R8,0.02,0.0,0.0,0.0,13,False
PPAC_1,TAS2R9,TAS2R9,0.0,0.0,0.0,0.0,13,False
PPAC_1,TBXA2R,TBXA2R,11.89,7.69,4.64,1.81,13,False
PPAC_1,TCTN2,TCTN2,3.58,0.0,5.38,1.09,13,False
PPAC_1,TECTA,TECTA,0.02,0.0,0.0,0.0,13,False
PPAC_1,TEK,TEK,0.0,0.0,0.0,0.0,13,False
PPAC_1,TENM1,TENM1,0.45,0.0,0.0,0.12,13,False
PPAC_1,TENM3,TENM3,0.0,0.0,0.0,0.0,13,False
PPAC_1,TENM4,TENM4,0.0,0.0,0.0,0.0,13,False
PPAC_1,TEX101,TEX101,0.02,0.0,0.0,0.0,13,False
PPAC_1,TGFA,TGFA,0.14,0.0,0.0,0.24,13,False
PPAC_1,TGFBR3,TGFBR3,0.06,0.0,0.37,0.0,13,False
PPAC_1,THBD,THBD,1.27,0.0,0.37,0.97,13,False
PPAC_1,THSD1,THSD1,1.25,0.0,0.56,0.24,13,False
PPAC_1,THSD7A,THSD7A,10.52,23.08,2.23,1.57,13,False
PPAC_1,THSD7B,THSD7B,0.0,0.0,0.0,0.0,13,False
PPAC_1,THY1,THY1,0.0,0.0,1.86,0.0,13,False
PPAC_1,TIGIT,TIGIT,0.12,0.0,0.56,0.24,13,False
PPAC_1,TIMD4,TIMD4,0.0,0.0,0.0,0.0,13,False
PPAC_1,TLR1,TLR1,6.98,0.0,2.6,3.02,13,False
PPAC_1,TLR10,TLR10,0.76,0.0,0.93,0.0,13,False
PPAC_1,TLR3,TLR3,0.78,0.0,1.86,0.12,13,False
PPAC_1,TLR4,TLR4,3.93,0.0,2.04,5.43,13,False
PPAC_1,TLR5,TLR5,0.33,0.0,0.19,2.53,13,False
PPAC_1,TLR6,TLR6,7.22,0.0,2.04,3.02,13,False
PPAC_1,TLR7,TLR7,0.84,0.0,0.37,1.45,13,False
PPAC_1,TLR8,TLR8,0.08,0.0,0.0,2.29,13,False
PPAC_1,TLR9,TLR9,3.42,0.0,1.67,0.0,13,False
PPAC_1,TM4SF1,TM4SF1,12.24,15.38,5.19,1.81,13,False
PPAC_1,TM4SF18,TM4SF18,0.04,0.0,0.0,0.0,13,False
PPAC_1,TM4SF20,TM4SF20,0.02,0.0,0.0,0.0,13,False
PPAC_1,TM4SF5,TM4SF5,0.0,0.0,0.0,0.0,13,False
PPAC_1,TMC7,TMC7,0.06,0.0,0.0,0.0,13,False
PPAC_1,TMEFF1,TMEFF1,0.53,0.0,2.23,0.24,13,False
PPAC_1,TMEFF2,TMEFF2,0.0,0.0,0.19,0.0,13,False
PPAC_1,TMEM104,TMEM104,8.08,0.0,4.45,5.91,13,False
PPAC_1,TMEM106A,TMEM106A,20.16,23.08,9.83,4.7,13,False
PPAC_1,TMEM108,TMEM108,0.0,0.0,0.0,0.0,13,False
PPAC_1,TMEM116,TMEM116,4.28,0.0,3.9,2.9,13,False
PPAC_1,TMEM132A,TMEM132A,0.0,0.0,0.0,0.12,13,False
PPAC_1,TMEM132B,TMEM132B,0.0,0.0,0.0,0.0,13,False
PPAC_1,TMEM132C,TMEM132C,0.0,0.0,0.0,0.0,13,False
PPAC_1,TMEM132E,TMEM132E,0.0,0.0,0.0,0.0,13,False
PPAC_1,TMEM140,TMEM140,10.05,0.0,5.57,0.6,13,False
PPAC_1,TMEM145,TMEM145,0.02,0.0,0.19,0.6,13,False
PPAC_1,TMEM150A,TMEM150A,14.53,15.38,8.16,2.53,13,False
PPAC_1,TMEM150B,TMEM150B,3.44,0.0,1.67,2.17,13,False
PPAC_1,TMEM154,TMEM154,11.36,7.69,6.31,3.5,13,False
PPAC_1,TMEM158,TMEM158,0.88,0.0,0.93,0.48,13,False
PPAC_1,TMEM171,TMEM171,0.0,0.0,0.0,0.0,13,False
PPAC_1,TMEM178A,TMEM178A,0.27,0.0,0.0,0.0,13,False
PPAC_1,TMEM178B,TMEM178B,0.06,0.0,0.0,0.0,13,False
PPAC_1,TMEM182,TMEM182,6.08,0.0,5.94,0.84,13,False
PPAC_1,TMEM184A,TMEM184A,0.94,0.0,0.0,0.0,13,False
PPAC_1,TMEM204,TMEM204,3.34,0.0,4.45,0.97,13,False
PPAC_1,TMEM213,TMEM213,0.0,0.0,0.0,0.0,13,False
PPAC_1,TMEM217,TMEM217,8.33,0.0,4.45,2.17,13,False
PPAC_1,TMEM231,TMEM231,1.8,0.0,5.75,0.72,13,False
PPAC_1,TMEM235,TMEM235,0.0,0.0,0.0,0.0,13,False
PPAC_1,TMEM255A,TMEM255A,0.2,0.0,0.0,0.0,13,False
PPAC_1,TMEM255B,TMEM255B,1.15,0.0,0.56,0.84,13,False
PPAC_1,TMEM37,TMEM37,0.45,0.0,0.0,0.0,13,False
PPAC_1,TMEM62,TMEM62,10.62,0.0,9.46,4.34,13,False
PPAC_1,TMEM63B,TMEM63B,2.58,0.0,0.74,1.09,13,False
PPAC_1,TMEM63C,TMEM63C,0.02,0.0,0.19,0.24,13,False
PPAC_1,TMEM67,TMEM67,6.36,0.0,8.35,0.72,13,False
PPAC_1,TMEM8B,TMEM8B,4.42,0.0,3.9,1.57,13,False
PPAC_1,TMEM95,TMEM95,0.0,0.0,0.0,0.0,13,False
PPAC_1,TMPRSS11B,TMPRSS11B,0.0,0.0,0.0,0.0,13,False
PPAC_1,TMPRSS11D,TMPRSS11D,0.02,0.0,0.0,0.0,13,False
PPAC_1,TMPRSS13,TMPRSS13,0.14,0.0,0.0,0.97,13,False
PPAC_1,TMPRSS15,TMPRSS15,0.0,0.0,0.0,0.0,13,False
PPAC_1,TMPRSS5,TMPRSS5,0.1,0.0,0.0,0.24,13,False
PPAC_1,TMPRSS6,TMPRSS6,0.0,0.0,0.0,0.0,13,False
PPAC_1,TNFRSF10A,TNFRSF10A,7.67,0.0,8.35,6.27,13,False
PPAC_1,TNFRSF10C,TNFRSF10C,2.35,0.0,3.15,0.36,13,False
PPAC_1,TNFRSF10D,TNFRSF10D,5.73,0.0,3.34,4.34,13,False
PPAC_1,TNFRSF11A,TNFRSF11A,0.8,0.0,0.37,2.29,13,False
PPAC_1,TNFRSF13B,TNFRSF13B,0.0,0.0,0.0,0.0,13,False
PPAC_1,TNFRSF17,TNFRSF17,0.02,0.0,0.19,0.12,13,False
PPAC_1,TNFRSF18,TNFRSF18,24.55,23.08,0.37,0.12,13,False
PPAC_1,TNFRSF19,TNFRSF19,0.49,0.0,0.56,0.0,13,False
PPAC_1,TNFRSF25,TNFRSF25,5.55,0.0,1.11,1.45,13,False
PPAC_1,TNFRSF4,TNFRSF4,29.73,30.77,0.56,0.12,13,False
PPAC_1,TNFRSF8,TNFRSF8,0.63,0.0,0.19,0.36,13,False
PPAC_1,TNFRSF9,TNFRSF9,0.04,0.0,0.0,0.0,13,False
PPAC_1,TNFSF11,TNFSF11,0.0,0.0,0.0,0.0,13,False
PPAC_1,TNFSF15,TNFSF15,0.16,0.0,0.37,0.36,13,False
PPAC_1,TNFSF18,TNFSF18,0.04,0.0,0.0,0.0,13,False
PPAC_1,TNFSF8,TNFSF8,7.14,0.0,4.64,1.69,13,False
PPAC_1,TPBG,TPBG,2.09,0.0,6.49,0.6,13,False
PPAC_1,TPBGL,TPBGL,0.0,0.0,0.0,0.0,13,False
PPAC_1,TPO,TPO,0.27,0.0,0.0,0.24,13,False
PPAC_1,TPSG1,TPSG1,0.0,0.0,0.0,0.12,13,False
PPAC_1,TRABD2A,TRABD2A,0.92,0.0,0.93,0.6,13,False
PPAC_1,TRABD2B,TRABD2B,0.0,0.0,0.0,0.0,13,False
PPAC_1,TRAT1,TRAT1,1.39,0.0,0.74,0.24,13,False
PPAC_1,TREH,TREH,0.0,0.0,0.0,0.0,13,False
PPAC_1,TREM2,TREM2,0.02,0.0,0.0,5.79,13,False
PPAC_1,TREML2,TREML2,4.93,0.0,1.3,0.6,13,False
PPAC_1,TRHDE,TRHDE,0.02,0.0,0.19,0.0,13,False
PPAC_1,TRHR,TRHR,0.0,0.0,0.0,0.0,13,False
PPAC_1,TRIL,TRIL,0.04,0.0,0.0,0.0,13,False
PPAC_1,TRPV4,TRPV4,0.0,0.0,0.0,0.12,13,False
PPAC_1,TRPV5,TRPV5,0.08,0.0,0.0,0.12,13,False
PPAC_1,TRPV6,TRPV6,0.08,0.0,0.0,0.36,13,False
PPAC_1,TSHR,TSHR,0.1,0.0,0.19,0.12,13,False
PPAC_1,TSPAN1,TSPAN1,0.0,0.0,0.0,0.0,13,False
PPAC_1,TSPAN11,TSPAN11,0.0,0.0,0.0,0.0,13,False
PPAC_1,TSPAN15,TSPAN15,0.12,0.0,0.0,0.12,13,False
PPAC_1,TSPAN17,TSPAN17,11.75,0.0,8.53,3.62,13,False
PPAC_1,TSPAN18,TSPAN18,0.0,0.0,0.37,0.0,13,False
PPAC_1,TSPAN5,TSPAN5,2.72,0.0,5.75,1.93,13,False
PPAC_1,TSPAN6,TSPAN6,0.02,0.0,0.0,0.0,13,False
PPAC_1,TSPAN7,TSPAN7,5.07,15.38,4.08,1.81,13,False
PPAC_1,TSPAN8,TSPAN8,0.0,0.0,0.0,0.0,13,False
PPAC_1,TSPAN9,TSPAN9,0.08,0.0,0.0,0.0,13,False
PPAC_1,TTYH1,TTYH1,0.47,0.0,1.3,0.12,13,False
PPAC_1,TTYH2,TTYH2,6.51,0.0,2.78,4.34,13,False
PPAC_1,TYRO3,TYRO3,0.2,0.0,2.23,0.84,13,False
PPAC_1,TYRP1,TYRP1,0.0,0.0,0.0,0.0,13,False
PPAC_1,UGT8,UGT8,0.02,0.0,0.0,0.0,13,False
PPAC_1,ULBP1,ULBP1,0.04,0.0,0.0,0.0,13,False
PPAC_1,ULBP2,ULBP2,0.04,0.0,0.19,0.0,13,False
PPAC_1,ULBP3,ULBP3,0.51,0.0,0.56,0.24,13,False
PPAC_1,UMODL1,UMODL1,21.2,30.77,1.48,1.09,13,False
PPAC_1,UNC5A,UNC5A,0.0,0.0,0.0,0.0,13,False
PPAC_1,UNC5B,UNC5B,0.51,0.0,0.37,0.12,13,False
PPAC_1,UNC5C,UNC5C,1.9,0.0,0.19,0.0,13,False
PPAC_1,UNC93A,UNC93A,0.02,0.0,0.0,0.0,13,False
PPAC_1,UPK1A,UPK1A,0.02,0.0,0.0,0.0,13,False
PPAC_1,UPK1B,UPK1B,0.04,0.0,0.0,0.0,13,False
PPAC_1,UPK2,UPK2,0.31,0.0,0.0,0.0,13,False
PPAC_1,UPK3A,UPK3A,0.23,0.0,0.19,9.53,13,False
PPAC_1,UPK3B,UPK3B,0.2,0.0,0.0,0.0,13,False
PPAC_1,USH2A,USH2A,0.0,0.0,0.0,0.0,13,False
PPAC_1,UTS2R,UTS2R,0.0,0.0,0.0,0.0,13,False
PPAC_1,VASN,VASN,0.29,0.0,0.0,0.12,13,False
PPAC_1,VCAM1,VCAM1,0.0,0.0,0.0,0.0,13,False
PPAC_1,VIPR1,VIPR1,0.63,0.0,0.74,1.93,13,False
PPAC_1,VIPR2,VIPR2,0.25,0.0,0.0,0.0,13,False
PPAC_1,VLDLR,VLDLR,4.09,0.0,0.56,0.48,13,False
PPAC_1,VN1R1,VN1R1,1.56,0.0,0.37,0.12,13,False
PPAC_1,VNN1,VNN1,10.97,15.38,1.67,1.81,13,False
PPAC_1,VNN2,VNN2,2.82,0.0,1.11,1.57,13,False
PPAC_1,VNN3,VNN3,0.02,0.0,0.19,0.0,13,False
PPAC_1,VSIG1,VSIG1,0.0,0.0,0.19,0.0,13,False
PPAC_1,VSIG10L,VSIG10L,0.96,0.0,2.04,0.36,13,False
PPAC_1,VSIG2,VSIG2,0.0,0.0,0.37,0.12,13,False
PPAC_1,VSIG8,VSIG8,0.47,0.0,1.3,0.12,13,False
PPAC_1,VSTM4,VSTM4,2.21,0.0,0.37,0.0,13,False
PPAC_1,VSTM5,VSTM5,0.0,0.0,0.0,0.0,13,False
PPAC_1,XCR1,XCR1,0.0,0.0,0.0,0.0,13,False
PPAC_1,XKR3,XKR3,1.64,0.0,0.37,0.0,13,False
PPAC_1,XPNPEP2,XPNPEP2,0.06,0.0,0.37,0.12,13,False
PPAC_1,ZACN,ZACN,1.17,0.0,1.11,0.6,13,False
PPAC_1,ZAN,ZAN,1.45,0.0,2.04,0.6,13,False
PPAC_1,ZDHHC11,ZDHHC11,0.12,0.0,0.37,0.24,13,False
PPAC_1,ZDHHC11B,ZDHHC11B,0.02,0.0,0.0,0.0,13,False
PPAC_1,ZP1,ZP1,0.02,0.0,0.0,0.0,13,False
PPAC_1,ZPLD1,ZPLD1,0.0,0.0,0.0,0.0,13,False
PPAC_2,ABCA1,ABCA1,8.52,18.75,2.41,2.17,16,False
PPAC_2,ABCA12,ABCA12,0.06,0.0,0.19,0.0,16,False
PPAC_2,ABCA13,ABCA13,0.27,0.0,3.53,0.72,16,False
PPAC_2,ABCA3,ABCA3,0.8,0.0,1.11,0.6,16,False
PPAC_2,ABCA4,ABCA4,0.03,0.0,0.0,0.0,16,False
PPAC_2,ABCA5,ABCA5,2.56,0.0,5.75,1.09,16,False
PPAC_2,ABCA6,ABCA6,0.27,0.0,0.19,0.48,16,False
PPAC_2,ABCA7,ABCA7,11.39,18.75,5.57,9.77,16,False
PPAC_2,ABCA8,ABCA8,0.18,0.0,0.0,0.0,16,False
PPAC_2,ABCA9,ABCA9,0.36,0.0,0.0,0.0,16,False
PPAC_2,ABCB11,ABCB11,0.12,0.0,0.19,0.0,16,False
PPAC_2,ABCB4,ABCB4,0.09,0.0,0.19,0.24,16,False
PPAC_2,ABCB5,ABCB5,0.0,0.0,0.0,0.0,16,False
PPAC_2,ABCB9,ABCB9,3.43,0.0,2.97,1.69,16,False
PPAC_2,ABCC10,ABCC10,6.86,0.0,4.27,2.29,16,False
PPAC_2,ABCC11,ABCC11,0.48,0.0,0.0,0.24,16,False
PPAC_2,ABCC2,ABCC2,0.24,0.0,0.19,0.24,16,False
PPAC_2,ABCC3,ABCC3,0.0,0.0,0.0,0.36,16,False
PPAC_2,ABCC5,ABCC5,12.01,25.0,7.79,4.22,16,False
PPAC_2,ABCC9,ABCC9,0.0,0.0,0.0,0.0,16,False
PPAC_2,ABCG2,ABCG2,0.06,0.0,0.56,0.12,16,False
PPAC_2,ABCG4,ABCG4,0.0,0.0,0.0,0.0,16,False
PPAC_2,ACE,ACE,1.7,0.0,1.11,0.36,16,False
PPAC_2,ACE2,ACE2,0.06,0.0,0.0,0.0,16,False
PPAC_2,ACHE,ACHE,0.0,0.0,0.37,0.0,16,False
PPAC_2,ACKR1,ACKR1,0.03,0.0,0.0,0.12,16,False
PPAC_2,ACKR2,ACKR2,0.15,0.0,0.0,0.0,16,False
PPAC_2,ACKR3,ACKR3,0.63,0.0,1.3,1.21,16,False
PPAC_2,ACKR4,ACKR4,0.27,0.0,0.0,0.12,16,False
PPAC_2,ACVR1,ACVR1,5.1,6.25,2.23,1.21,16,False
PPAC_2,ACVR1B,ACVR1B,4.23,0.0,4.45,4.58,16,False
PPAC_2,ACVR1C,ACVR1C,0.06,0.0,0.19,0.0,16,False
PPAC_2,ACVR2A,ACVR2A,0.12,0.0,1.86,0.12,16,False
PPAC_2,ACVR2B,ACVR2B,1.04,0.0,2.41,1.57,16,False
PPAC_2,ACVRL1,ACVRL1,0.03,0.0,0.19,1.81,16,False
PPAC_2,ADAM11,ADAM11,0.33,0.0,0.74,0.12,16,False
PPAC_2,ADAM12,ADAM12,0.21,0.0,0.37,0.24,16,False
PPAC_2,ADAM19,ADAM19,1.1,0.0,0.93,0.24,16,False
PPAC_2,ADAM20,ADAM20,0.09,0.0,0.0,0.0,16,False
PPAC_2,ADAM21,ADAM21,0.03,0.0,0.19,0.0,16,False
PPAC_2,ADAM22,ADAM22,1.79,0.0,8.91,0.6,16,False
PPAC_2,ADAM23,ADAM23,0.21,0.0,0.0,0.24,16,False
PPAC_2,ADAM30,ADAM30,0.0,0.0,0.0,0.0,16,False
PPAC_2,ADAM32,ADAM32,0.03,0.0,1.3,0.36,16,False
PPAC_2,ADAM33,ADAM33,0.15,0.0,0.0,0.0,16,False
PPAC_2,ADAM9,ADAM9,2.65,0.0,4.82,6.63,16,False
PPAC_2,ADCY2,ADCY2,2.71,6.25,0.0,0.0,16,False
PPAC_2,ADCY5,ADCY5,0.0,0.0,0.0,0.0,16,False
PPAC_2,ADCY6,ADCY6,2.95,0.0,1.11,1.21,16,False
PPAC_2,ADCY9,ADCY9,4.11,6.25,1.67,6.39,16,False
PPAC_2,ADORA1,ADORA1,0.0,0.0,0.0,0.0,16,False
PPAC_2,ADORA2A,ADORA2A,3.16,0.0,1.86,1.57,16,False
PPAC_2,ADORA2B,ADORA2B,3.13,0.0,2.41,1.81,16,False
PPAC_2,ADORA3,ADORA3,0.03,0.0,0.0,0.12,16,False
PPAC_2,ADRA1B,ADRA1B,0.0,0.0,0.0,0.0,16,False
PPAC_2,ADRA1D,ADRA1D,0.06,0.0,0.0,0.0,16,False
PPAC_2,ADRA2A,ADRA2A,2.38,0.0,3.71,0.12,16,False
PPAC_2,ADRA2B,ADRA2B,0.15,0.0,0.0,0.12,16,False
PPAC_2,ADRA2C,ADRA2C,0.15,0.0,0.0,0.0,16,False
PPAC_2,ADRB1,ADRB1,0.75,0.0,0.74,1.33,16,False
PPAC_2,ADRB3,ADRB3,0.06,0.0,0.0,0.0,16,False
PPAC_2,AGER,AGER,3.85,0.0,3.53,2.65,16,False
PPAC_2,AGTR1,AGTR1,0.0,0.0,0.0,0.0,16,False
PPAC_2,AJAP1,AJAP1,0.03,0.0,0.0,0.0,16,False
PPAC_2,ALK,ALK,0.03,0.0,0.0,0.0,16,False
PPAC_2,ALPL,ALPL,0.0,0.0,0.0,0.0,16,False
PPAC_2,ALPP,ALPP,0.03,0.0,0.0,0.0,16,False
PPAC_2,AMHR2,AMHR2,0.03,0.0,0.37,0.0,16,False
PPAC_2,AMIGO1,AMIGO1,1.04,0.0,0.37,0.36,16,False
PPAC_2,AMIGO2,AMIGO2,0.72,0.0,0.37,0.6,16,False
PPAC_2,AMIGO3,AMIGO3,0.0,0.0,0.0,0.12,16,False
PPAC_2,AMN,AMN,25.04,56.25,4.64,4.1,16,False
PPAC_2,ANKH,ANKH,7.93,6.25,9.28,4.22,16,False
PPAC_2,ANO1,ANO1,0.06,0.0,0.0,0.0,16,False
PPAC_2,ANO2,ANO2,0.27,0.0,0.0,0.0,16,False
PPAC_2,ANO5,ANO5,0.12,0.0,1.3,0.24,16,False
PPAC_2,ANO7,ANO7,1.37,0.0,0.56,0.97,16,False
PPAC_2,ANO9,ANO9,0.36,0.0,1.86,0.0,16,False
PPAC_2,ANTXR1,ANTXR1,0.03,0.0,0.37,0.0,16,False
PPAC_2,ANTXRL,ANTXRL,0.03,0.0,0.0,0.0,16,False
PPAC_2,AOC3,AOC3,0.09,0.0,0.0,0.0,16,False
PPAC_2,APCDD1,APCDD1,0.51,0.0,0.37,0.36,16,False
PPAC_2,APLNR,APLNR,0.0,0.0,0.0,0.0,16,False
PPAC_2,APLP1,APLP1,0.0,0.0,0.0,0.0,16,False
PPAC_2,AQP1,AQP1,0.12,0.0,0.0,0.12,16,False
PPAC_2,AQP10,AQP10,0.0,0.0,0.19,0.0,16,False
PPAC_2,AQP5,AQP5,0.0,0.0,0.0,0.0,16,False
PPAC_2,AQP8,AQP8,0.0,0.0,0.0,0.0,16,False
PPAC_2,AQP9,AQP9,0.0,0.0,0.0,0.12,16,False
PPAC_2,ART3,ART3,0.06,0.0,0.0,0.12,16,False
PPAC_2,ART4,ART4,0.0,0.0,0.0,0.0,16,False
PPAC_2,ASGR2,ASGR2,0.48,0.0,0.37,3.74,16,False
PPAC_2,ASIC1,ASIC1,0.6,0.0,0.19,0.36,16,False
PPAC_2,ASIC4,ASIC4,0.06,0.0,0.0,0.0,16,False
PPAC_2,ASTN1,ASTN1,0.03,0.0,0.0,0.0,16,False
PPAC_2,ASTN2,ASTN2,0.51,0.0,0.19,0.0,16,False
PPAC_2,ATG9A,ATG9A,10.28,0.0,9.09,4.7,16,False
PPAC_2,ATP1A2,ATP1A2,0.0,0.0,0.0,0.12,16,False
PPAC_2,ATP1A3,ATP1A3,5.75,0.0,3.9,0.6,16,False
PPAC_2,ATP1A4,ATP1A4,0.06,0.0,0.0,0.0,16,False
PPAC_2,ATP1B2,ATP1B2,0.12,0.0,0.74,0.0,16,False
PPAC_2,ATP1B4,ATP1B4,0.0,0.0,0.0,0.0,16,False
PPAC_2,ATP2B2,ATP2B2,0.06,0.0,0.0,0.0,16,False
PPAC_2,ATP2B3,ATP2B3,0.0,0.0,0.0,0.36,16,False
PPAC_2,ATP4B,ATP4B,0.0,0.0,0.0,0.0,16,False
PPAC_2,ATRNL1,ATRNL1,0.03,0.0,0.0,0.0,16,False
PPAC_2,AVPR1A,AVPR1A,0.27,0.0,0.19,0.0,16,False
PPAC_2,AVPR1B,AVPR1B,0.03,0.0,1.3,0.0,16,False
PPAC_2,AVPR2,AVPR2,0.09,0.0,0.0,0.0,16,False
PPAC_2,AXL,AXL,0.24,6.25,0.0,0.24,16,False
PPAC_2,BACE2,BACE2,0.51,0.0,4.27,0.6,16,False
PPAC_2,BAMBI,BAMBI,7.93,6.25,1.3,0.84,16,False
PPAC_2,BCAM,BCAM,1.55,0.0,4.82,0.6,16,False
PPAC_2,BCAN,BCAN,0.0,0.0,0.0,0.0,16,False
PPAC_2,BEST2,BEST2,0.0,0.0,0.0,0.0,16,False
PPAC_2,BEST4,BEST4,0.18,0.0,0.74,0.12,16,False
PPAC_2,BMPR1A,BMPR1A,2.32,0.0,0.19,0.6,16,False
PPAC_2,BOC,BOC,0.06,0.0,0.0,0.0,16,False
PPAC_2,BTC,BTC,0.0,0.0,0.56,0.0,16,False
PPAC_2,BTLA,BTLA,0.42,0.0,0.0,0.24,16,False
PPAC_2,BTN1A1,BTN1A1,0.0,0.0,0.0,0.0,16,False
PPAC_2,BTN2A2,BTN2A2,7.09,0.0,6.31,5.07,16,False
PPAC_2,BTN3A1,BTN3A1,11.83,12.5,7.79,3.5,16,False
PPAC_2,BTN3A3,BTN3A3,8.41,18.75,7.24,2.41,16,False
PPAC_2,BTNL3,BTNL3,0.0,0.0,0.0,0.0,16,False
PPAC_2,BTNL9,BTNL9,0.75,0.0,0.0,0.0,16,False
PPAC_2,BVES,BVES,0.12,0.0,0.0,0.0,16,False
PPAC_2,C11orf24,C11orf24,12.85,6.25,7.79,8.08,16,False
PPAC_2,C14orf132,C14orf132,0.03,0.0,0.19,0.0,16,False
PPAC_2,C19orf18,C19orf18,0.15,0.0,0.0,0.0,16,False
PPAC_2,C1orf159,C1orf159,5.48,0.0,5.75,5.19,16,False
PPAC_2,C3AR1,C3AR1,2.95,6.25,0.0,0.36,16,False
PPAC_2,C5AR1,C5AR1,0.36,6.25,0.74,1.57,16,False
PPAC_2,C5AR2,C5AR2,0.21,0.0,0.19,0.48,16,False
PPAC_2,CA12,CA12,0.0,0.0,0.0,0.0,16,False
PPAC_2,CA14,CA14,0.09,0.0,0.0,0.0,16,False
PPAC_2,CA4,CA4,0.0,0.0,0.0,0.0,16,False
PPAC_2,CACHD1,CACHD1,1.19,0.0,2.78,0.24,16,False
PPAC_2,CACNA1C,CACNA1C,2.15,0.0,1.48,0.36,16,False
PPAC_2,CACNA1G,CACNA1G,0.24,0.0,0.37,0.12,16,False
PPAC_2,CACNA1I,CACNA1I,0.0,0.0,0.0,0.0,16,False
PPAC_2,CACNG4,CACNG4,0.03,0.0,0.0,0.0,16,False
PPAC_2,CACNG6,CACNG6,0.0,0.0,0.0,0.0,16,False
PPAC_2,CACNG7,CACNG7,0.0,0.0,0.0,0.0,16,False
PPAC_2,CACNG8,CACNG8,0.06,0.0,0.0,0.0,16,False
PPAC_2,CADM1,CADM1,0.3,0.0,0.19,0.12,16,False
PPAC_2,CADM2,CADM2,0.09,0.0,0.37,0.0,16,False
PPAC_2,CADM3,CADM3,0.0,0.0,0.0,0.0,16,False
PPAC_2,CADM4,CADM4,0.03,0.0,0.0,0.12,16,False
PPAC_2,CALCRL,CALCRL,4.14,6.25,8.35,0.72,16,False
PPAC_2,CALY,CALY,0.06,0.0,0.0,0.0,16,False
