,CD34,HLF,AVP,CRHBP,HOXA9,MEIS1,MLLT3,PROM1,MECOM,GATA2,MPO,ELANE,AZU1,PRTN3,CTSG,CEBPE,LYST,CFD,LYZ,CD14,CSF1R,FCN1,VCAN,S100A8,S100A9,CD68,C1QA,C1QB,C1QC,MRC1,SIGLEC1,TREM1,CD1C,FCER1A,CLEC10A,CD207,CD1E,IRF8,IRF7,LILRA4,GZMB,IL3RA,PPBP,PF4,ITGA2B,GP9,GP1BA,VWF,TUBB1,PF4V1,GATA1,KLF1,GYPA,ALAS2,TFRC,AHSP,FUT4,CEACAM8,MMP8,CD177,LTF,LCN2,CAMP,MMP9,CD19,MS4A1,CD79A,CD79B,IGHM,JCHAIN,BLNK,CD3D,CD3E,IL7R,NKG7,GNLY,CD2,GZMH,MKI67,TOP2A,CDK1,UBE2C,CENPA,BIRC5,PCNA,NUSAP1,BUB1B
LS_39,0.91361403,-0.38703248,-0.4572048,1.4242386,-0.24050811,0.87750995,0.48719078,0.7959569,-0.6126291,-0.22749475,0.4969754,-0.8783909,-0.85910624,-0.9359231,-0.84782296,-0.96698767,-0.82405335,-0.41406637,-0.89723444,-0.81446105,-0.59362274,-1.0019715,-0.9533197,-1.2676841,-1.0690032,0.45963258,-0.575771,-0.72427243,-0.60525036,-0.36070454,-0.5808569,-0.40704212,-0.5368494,-1.5817131,0.08717573,-0.14586498,-0.47191575,-0.61634743,0.036042932,-0.5315237,-0.8508986,0.93724906,-0.7321758,-0.44190785,0.13250332,1.6487097,-0.11114406,0.025862427,-0.34896222,-0.17898932,-1.0257549,-0.52202797,-0.4817682,-0.8816073,-0.4001566,-0.8755067,-0.2976068,-0.15918069,-0.3975628,-0.25979573,-0.4763327,-0.40481558,-0.28341043,-0.43684018,0.0051969546,-0.0659348,-0.36649615,1.391584,0.8259593,-0.92711675,0.10262778,0.07471683,-0.59824324,-1.0389524,-0.5391155,0.16732588,-0.18960474,-0.4006674,-0.07587039,-0.27322388,-0.09352423,-0.24633284,-0.33376053,0.014911095,0.25815633,-0.21066643,-0.13541625
LS_40,-0.7258433,-0.38703248,-0.41856173,-1.7502979,1.0276393,0.8438831,-1.7059442,0.22481704,-0.21764974,-0.35003126,0.74096245,0.6087684,1.1845005,0.5889741,2.168876,1.0171123,0.7978972,0.74820626,1.3165011,-0.5596935,0.42193472,0.014360141,-0.89875734,0.57095444,0.40706626,0.5712721,-0.575771,-0.72427243,-0.60525036,-0.75974286,0.07925342,-0.22862813,-0.6298935,-0.54830664,-0.89664954,-0.14586498,-0.47191575,0.5447921,-1.2024475,-0.62353015,-0.8508986,0.7363492,-1.0316159,-0.44190785,-1.6020534,-0.59050125,-1.1149133,-0.6450637,-0.5566937,-0.17898932,-0.14787608,-0.82169366,-0.4817682,-0.8816073,0.6746228,-1.0938507,1.181788,-0.43821368,-0.3975628,-0.25979573,-0.4763327,-0.40481558,1.0180663,-1.0321722,-1.2209305,-0.80907285,-1.0277361,-0.5295715,-0.8667984,-0.06045548,-0.89354324,-0.11446642,-0.3029248,1.217919,1.8055257,1.7681372,0.8118193,1.4587705,0.009058221,-0.11651522,-1.1546133,-0.0643535,-0.47040978,0.4542954,0.37161657,-0.41842976,0.2914628
LS_41,1.5681248,-0.38703248,-0.6911857,1.142401,-0.48064244,-1.0828614,-0.6331369,1.0237328,0.06005958,0.4543602,0.41308862,-0.6518304,-0.77945936,-0.96970177,-1.2300302,-0.26428452,-0.124426104,0.07150613,-0.6581087,-0.80968785,-0.022931961,-0.1989128,-0.9965432,-1.2957479,-1.2457294,0.55124307,-0.575771,-0.72427243,-0.60525036,-0.75974286,-0.90757966,-0.34564978,-0.13009621,-0.63433844,-0.89664954,-0.14586498,-0.47191575,-1.2712023,0.342501,-0.22973736,-0.8508986,0.99680996,-0.6676102,-0.44190785,-0.24677043,-0.26848176,-1.1149133,-0.07865408,-0.5566937,-0.17898932,-0.56864977,-0.7009475,-0.26295492,-0.406278,-0.010964233,-0.5307099,-0.2498901,-0.43821368,-0.3975628,-0.25979573,-0.4763327,-0.40481558,-0.6821186,-0.5885608,1.8611672,-0.56938493,1.2253194,1.1954026,-0.2869663,-0.8685891,-1.2146745,-0.51267326,-1.2871833,-0.12658134,-0.18792942,-0.2622496,-1.3489189,-0.7421792,-1.1963499,-1.0463794,-0.6860788,-1.1390823,-0.76612544,-0.958519,-1.6612105,-0.72149014,-0.124471396
LS_42,0.78501034,6.0676174,5.6451244,2.0203109,0.7804133,1.3378825,2.48949,1.1508881,1.3971251,0.62951595,-0.4346201,-1.2675856,-1.3389539,-0.6873606,-0.43103912,-1.3437325,-2.1871893,-2.5224562,-0.8764533,-0.18909872,-1.2096221,-0.29087546,-0.18283728,-0.2536791,-0.15372181,-2.368276,-0.575771,-0.72427243,-0.60525036,-0.0029421176,-0.90757966,-0.85887545,-0.3894821,0.8095779,-0.89664954,-0.14586498,-0.47191575,0.266942,-2.1027012,-0.29614356,0.7083811,-0.987749,-1.0316159,-0.44190785,0.36636,-0.6132903,1.3626912,-0.5412721,0.17945729,-0.17898932,0.5476845,0.6636583,-0.3609097,0.2593241,-0.4048533,0.5438481,-1.765942,-0.43821368,-0.3975628,-0.25979573,-0.4763327,0.5097167,-0.6821186,-1.0321722,-0.6295242,2.1572027,0.5409923,0.8611094,1.5442983,1.1581086,0.7912324,-1.0228796,0.1551716,1.1503851,-1.071717,-0.86987835,-1.3605208,-0.7421792,1.2635993,1.1133399,1.4415474,1.0354398,0.86516863,0.89895666,1.237302,1.1260809,0.7697436
LS_43,-2.5210981,-0.38703248,-0.6911857,-1.1592314,0.7867897,0.78825307,0.3612702,-1.7208953,-0.6909772,-1.871939,-0.2989772,0.16216367,0.874182,0.2657096,1.4472991,0.0927849,1.4162792,1.0990752,2.006986,1.3211123,0.7136552,1.6884596,2.30234,1.3331513,1.4759852,1.8455551,0.994024,-0.5406686,-0.60525036,1.4951599,1.0964935,1.3790772,-0.46738023,0.21406113,0.8738137,-0.14586498,-0.47191575,1.0786686,0.22476272,0.2354641,-0.8508986,0.17830297,2.0184574,2.2325542,-0.58056116,-0.400414,-1.1149133,-1.0884565,0.4455598,-0.17898932,0.18072422,-0.9857165,-0.0424803,2.0784578,-2.0634518,1.6341132,1.7347378,-0.43821368,-0.3975628,-0.25979573,-0.4763327,-0.40481558,3.144278,-1.0321722,-1.1260495,-0.80907285,-1.6404783,-0.39378807,-1.4274131,0.48165688,0.26310673,-1.4907703,-1.3629888,0.036641594,1.4325252,-1.4480429,-0.5763915,1.8656193,0.6415387,0.7415453,0.2070535,0.52403736,0.946876,1.235317,0.34522128,0.42954376,0.32062492
LS_44,-0.43059906,1.8703017,1.1274512,0.19172077,0.15393026,1.0700564,-1.52392,0.9834545,-1.3207669,0.22555798,-0.22083302,-0.7221451,0.78922987,0.97784996,0.34220544,-0.23784633,-0.8499074,0.73660034,-1.2529345,-1.0278486,-0.53222406,-0.39810535,-1.1698012,-1.9060979,-2.2113602,-1.1486775,-0.575771,-0.72427243,-0.60525036,-0.75974286,-0.6672511,0.8786573,-0.6298935,0.9533298,-0.89664954,-0.14586498,-0.47191575,-0.873608,1.1521617,-0.62353015,-0.8508986,0.05439355,1.2684973,1.3356932,0.2531312,0.41195488,0.8902451,-0.1444084,0.5774792,-0.17898932,1.464271,0.7581659,-0.16037558,1.31001,-0.19240399,1.6238849,-0.24678217,-0.43821368,-0.3975628,-0.25979573,-0.4763327,-0.40481558,-0.6821186,-1.0321722,0.10872965,-0.80907285,0.17293428,1.1051129,1.499324,-0.33455935,-0.9597508,-2.015263,0.35805655,-0.5456895,-0.72104335,-1.3015919,-0.7931183,0.083564915,0.6674387,0.67653877,0.7077695,0.8037195,1.1528343,1.0398604,0.57871854,0.6713647,0.23294352
LS_45,-0.5307656,-0.38703248,-0.6911857,-0.6966164,-2.162784,-2.5016048,-0.09412366,-2.5621638,-1.3207669,-1.644666,1.1143132,0.945975,0.47878712,1.160665,-1.4767385,0.82951427,0.93922627,0.6641505,1.3240656,1.3225285,2.7436683,0.25694644,2.0168514,0.687964,0.82257986,1.3091261,2.3724895,0.62839067,2.2548943,3.8287523,0.39609087,1.6408712,0.17728259,1.446207,3.0010536,-0.14586498,0.9046347,1.1913581,-0.19819766,-0.62353015,-0.8508986,-0.53888786,0.05887983,-0.44190785,-0.77528197,-0.44589078,-0.2726306,-1.6533195,-0.15546428,-0.17898932,-0.497547,-0.4108878,-0.4817682,-0.8816073,-1.4732391,-0.028914494,-0.81080365,-0.43821368,-0.3975628,-0.25979573,-0.4763327,-0.40481558,-0.6821186,-1.0321722,0.5703944,-0.80907285,-0.29610088,1.0767686,-1.8147409,-0.7221989,0.15484917,-1.0916725,-0.6889484,0.012354895,-0.8228067,-0.9902383,0.12807032,-0.7421792,-0.013209815,-1.0725957,-0.75784355,-0.5856827,-0.33026582,-0.38743734,-0.3330617,-0.8040228,-0.4053157
LS_46,0.88073444,-0.38703248,-0.6911857,-1.237712,-3.5627038,0.74579144,0.7214279,-0.7462076,-1.3207669,0.21409635,1.1825118,1.4891467,0.9987447,1.7136936,-0.58208066,1.1781728,0.57850784,0.22944544,-0.087252505,-0.46564287,0.37138733,-0.6237615,-0.47717175,-1.290639,-1.0639529,-0.3035163,-0.575771,-0.72427243,-0.60525036,0.842178,-0.90757966,0.27543408,-0.07617889,0.1204067,-0.086337864,-0.14586498,-0.47191575,-0.71562576,-1.3609028,0.32020935,-0.28580177,-0.18163018,-1.0316159,-0.44190785,0.065997705,1.0228899,-0.28780597,-1.1377466,-0.5566937,-0.17898932,0.3844475,-0.050160673,-0.4817682,-0.65246314,-1.2799392,0.43550608,0.43343213,-0.43821368,-0.3975628,-0.25979573,-0.1490779,-0.40481558,-0.44724357,-1.0321722,1.7515483,-0.024359623,0.6207891,0.9563009,-0.10175022,-0.39671817,-1.2537117,0.2803533,-0.58750963,-0.19526301,-1.4748867,-1.7606418,-1.1751558,-0.7421792,-0.651712,-0.24772185,-0.18829356,-0.10273375,-0.76612544,-0.6012617,0.1267772,-0.25531694,-0.7714225
LS_47,0.14968465,0.6290621,0.41152748,0.8846338,0.66807145,0.44279662,0.23408431,0.4163647,1.2623546,0.5890369,0.24729303,0.6546492,0.73191226,0.53019214,0.44527587,-0.12900618,0.24193881,0.68649775,0.5503233,-0.5324468,0.75972754,-0.19386086,-0.13312946,0.31692287,0.2693176,0.0840377,1.3654132,2.994921,1.7277172,0.5050405,3.0643806,-0.5152532,1.3520352,0.16174288,0.7472914,-0.14586498,-0.08250969,0.38871527,2.6462126,-0.62353015,1.3055441,0.30660173,-0.9110601,-0.44190785,-0.273218,-0.29317507,0.46014348,0.36955014,-0.5566937,-0.17898932,0.3501764,0.1052066,-0.31568906,1.7220151,-0.43775046,1.475526,0.28843856,-0.43821368,-0.3975628,-0.25979573,-0.4763327,-0.40481558,-0.6821186,1.3958353,0.4512955,-0.80907285,0.59334075,-0.34423003,0.5935601,0.08784529,0.5469029,0.13355437,-0.80919623,0.44409314,0.56975275,1.1209353,0.99308276,-0.7421792,0.10745806,-0.26397923,0.46289784,-0.017406054,0.17207862,-0.27091512,-0.21470231,-0.02712535,-1.3066778
LS_48,-1.4827894,-0.38703248,-0.6911857,-0.015911497,1.5801619,1.2119188,-0.49835536,0.6063228,-1.3207669,-1.5921971,-1.4825965,-0.97067565,-0.5022031,-1.5045223,-0.3601462,-1.8837625,0.69299257,0.5431247,0.56554955,0.15819265,1.293751,0.09466681,-0.25259647,-0.45171365,-0.70300776,1.1296718,-0.575771,-0.72427243,-0.60525036,-0.75974286,-0.40441632,-1.3984413,-0.08522667,-0.77784735,-0.89664954,-0.14586498,1.2422733,0.90059364,0.0853795,-0.62353015,-0.8508986,1.6547588,-1.0316159,-0.44190785,-1.898006,-1.4974598,-1.1149133,-0.80460376,-0.5566937,-0.17898932,-1.0257549,-1.8021078,-0.4817682,-0.8816073,0.6230603,-1.0938507,0.65298826,-0.43821368,-0.3975628,1.8202242,-0.4763327,-0.40481558,-0.6821186,-1.0321722,-0.7964783,-0.80907285,-1.5050359,-0.316114,-0.6310285,0.26847437,-0.39934823,-1.4487698,-2.003089,-1.5916777,2.0677848,3.4280531,-1.7205539,-0.7421792,-0.88741285,-1.0764775,-0.23363033,-1.0930748,-0.76612544,-1.2382563,-1.2164791,-0.4521922,0.82282627
