subtype,n,LS,mean_pct,pval,fdr,neglog10fdr,label
NUP98-r,27,LS_6,3.716531009612346,0.12199986048545486,0.39039955355345557,0.40849068764822893,LS6  B/plasma
NUP98-r,27,LS_7,2.2731513228008082,0.5118373768463903,1.0,-0.0,LS7  B/plasma
NUP98-r,27,LS_8,1.8716538684254598,0.989164556151303,1.0,-0.0,LS8  GMP
NUP98-r,27,LS_9,5.140803445306031,0.6989971276244131,1.0,-0.0,LS9  unresolved
NUP98-r,27,LS_10,0.16583056504024113,0.5252678702116887,1.0,-0.0,LS10  GMP
NUP98-r,27,LS_11,1.0045044812090052,0.9783115684560092,1.0,-0.0,LS11  Cell-cycle
NUP98-r,27,LS_12,2.58882404922695,0.1275783197991492,0.3985878867097679,0.3994759038669484,LS12  HSC/MPP
NUP98-r,27,LS_13,0.4927093838201225,0.3356227252574414,0.794658291192507,0.09981958096863583,LS13  Monocyte
NUP98-r,27,LS_14,1.1516901283968792,0.8229986660204949,1.0,-0.0,LS14  T/NK
NUP98-r,27,LS_15,1.7375237989917587,0.521491513415805,1.0,-0.0,LS15  Erythroid
NUP98-r,27,LS_16,1.3706964743799643,0.6392667755107541,1.0,-0.0,LS16  B/plasma
NUP98-r,27,LS_17,3.7063432999133847,0.03835643686547825,0.1687683222081043,0.7727090670781241,LS17  Megakaryocyte
NUP98-r,27,LS_18,1.7986049385747673,0.030123739528510624,0.1383072562700314,0.8591550340962959,LS18  unresolved
NUP98-r,27,LS_19,3.87018161927423,0.0005621879912318946,0.004866151792958039,2.3128143479707837,LS19  unresolved
NUP98-r,27,LS_20,4.59704207808376,0.06689375346915229,0.2533497355656352,0.5962795446689303,LS20  Cell-cycle
NUP98-r,27,LS_21,1.7391625734963512,0.0011261438706045269,0.00887468602506254,2.0518470027793296,LS21  unresolved
NUP98-r,27,LS_22,1.075908417703296,0.9752430544100212,1.0,-0.0,LS22  GMP
NUP98-r,27,LS_23,1.356137507885194,0.037356822813447904,0.16715595292797028,0.7768781522587742,LS23  unresolved
NUP98-r,27,LS_24,0.6191028669317584,0.533460142310782,1.0,-0.0,LS24  unresolved
NUP98-r,27,LS_25,0.8092529293856392,0.16093051553933457,0.47156797935471045,0.3264556922573659,LS25  T/NK
NUP98-r,27,LS_26,3.0826831247420845,0.2000352882077155,0.5558875377561777,0.2550130621449114,LS26  GMP
NUP98-r,27,LS_27,1.3522220131250862,0.9998835347142809,1.0,-0.0,LS27  unresolved
NUP98-r,27,LS_28,1.604039185310158,0.5105748728452129,1.0,-0.0,LS28  cDC
