LS,LSn,LSC_Eppert,HSC,prognosis
LS13,13,0.11439179703654881,-0.13193458791670865,ns
LS42,42,0.08565301477070975,0.06799442270449757,ns
LS30,30,0.0858154754386252,0.11865793974380247,ns
LS3,3,0.05305986375495819,-0.036735419763371406,ns
LS37,37,-0.057511782166318276,-0.15121439530759676,ns
LS37,37,0.022801559885770192,-0.054162795573597676,ns
LS42,42,0.20194803284717916,-0.06153662313717187,ns
LS42,42,0.21027073361901893,0.17015273972693076,ns
LS37,37,0.011628233239379254,-0.06223090477246335,ns
LS30,30,0.038068947004555403,0.042529398490485926,ns
LS3,3,0.04857954388648182,-0.05412910493347934,ns
LS42,42,0.1943901173497219,0.01551886693343199,ns
LS12,12,0.06936630362612438,-0.07909388841445476,ns
LS37,37,0.06696963934718264,-0.13547794868756538,ns
LS1,1,0.01700719539409898,-0.029760753693617754,favorable
LS11,11,0.11422163229985177,-0.1329065532895457,ns
LS20,20,-0.029004534775802587,-0.06409314808517964,poor
LS37,37,-0.022222266237959906,-0.07930821374869247,ns
LS42,42,0.3543174055807841,0.11766475117640326,ns
LS37,37,0.06387515050963258,-0.06254526921913703,ns
LS37,37,-0.0019866164012621867,0.004155061411773006,ns
LS13,13,-0.04334106739802501,-0.17436836274597933,ns
LS30,30,-0.01730554505488352,-0.07380071025513206,ns
LS13,13,0.04924398064120333,-0.19384214010198744,ns
LS17,17,-0.08396920613556286,-0.004881726651807666,ns
LS42,42,0.2332738009174895,-0.03719209261184514,ns
LS1,1,0.19956762599392897,0.10972909450051165,favorable
LS5,5,-0.05346191570323003,-0.10200751905667063,ns
LS38,38,-0.003716115160096206,-0.08946367883750439,ns
LS42,42,0.15789608341424236,0.03868533958223727,ns
LS1,1,0.09021041108650185,-0.02539059738127661,favorable
LS1,1,0.1680247336009793,0.10785550439290201,favorable
LS37,37,0.10086597224914703,-0.10705360161741054,ns
LS11,11,-0.09172851230147,-0.10771585249003007,ns
LS11,11,0.04025330765700255,-0.13586398966641605,ns
LS34,34,-0.008851901407507384,-0.11890496289879707,ns
LS37,37,0.08694134279161173,-0.09062886288860429,ns
LS42,42,0.05786102837624876,0.100356250397451,ns
LS30,30,-0.06087376047896392,-0.136452927848784,ns
LS42,42,0.22634762116361984,0.07902294706663118,ns
LS27,27,0.07293492083974143,-0.05722327451825641,favorable
LS13,13,-0.03386993765798124,-0.18220867710114536,ns
LS42,42,0.30759757236241964,0.13924785497033126,ns
LS3,3,0.05019119247970813,-0.0075827687468911845,ns
LS34,34,0.11122367150007217,-0.13547471816569692,ns
LS38,38,0.0237801769794036,-0.08169955410736862,ns
LS37,37,0.010360143517935141,-0.09192116070990781,ns
LS37,37,0.14896624207266573,-0.12262347233345319,ns
LS24,24,0.15426857451088408,0.053317529797446694,ns
LS30,30,-0.025261892377097722,-0.06069936073973588,ns
LS9,9,0.07205070251599469,-0.03370306392473902,poor
LS11,11,0.1763219641429648,-0.19930249842210415,ns
LS11,11,0.019699731936690112,-0.13412862482430046,ns
LS42,42,0.21808539181002778,0.11541112103039702,ns
LS3,3,0.06730989204282631,0.013292145086328557,ns
LS1,1,0.007203614839943501,-0.04673113004931845,favorable
LS42,42,0.3032801985444857,0.15003890247707632,ns
LS3,3,0.14214075896770856,-0.019754842542300102,ns
LS42,42,0.1972686214357623,0.08755332900712462,ns
LS37,37,0.04021439869146817,-0.0756217669243593,ns
LS24,24,0.16990284358367208,-0.02115061860816672,ns
LS34,34,0.09554800291773963,-0.09985539264758761,ns
LS4,4,0.011201709172007218,-0.14520214953719796,ns
LS1,1,0.009271513636788617,-0.08687427472868724,favorable
LS24,24,0.05412076451017865,-0.10591232746714828,ns
