LS,gene,log2FC,padj
LS_2,SOSTDC1,3.6531289,3.1735173717923607e-09
LS_2,NRP1,3.5401797,7.180742184425342e-39
LS_2,SPRY1,3.5192015,0.0
LS_2,MN1,3.5026722,0.0
LS_2,SKAP1,3.474868,6.8460333365081e-64
LS_2,DUSP27,3.472015,4.525445508186562e-70
LS_2,IRX1,3.4687052,1.045298064101472e-263
LS_2,AC129507.1,3.4581513,3.100046278052579e-12
LS_2,ITM2A,3.4575038,0.0
LS_2,CAVIN1,3.450684,0.0
LS_2,SPARC,3.4178374,0.0
LS_2,PNLDC1,3.4044712,7.4000380897531015e-09
LS_2,PGF,3.403072,1.653847811106807e-08
LS_2,HS3ST1,3.3999298,1.459603302076554e-13
LS_2,NR4A1,3.3868053,0.0
LS_2,LINC01659,3.3740215,6.017505145444336e-36
LS_2,KIRREL1,3.3349497,0.0005345743761524899
LS_2,GPR12,3.3261554,3.2260669972295686e-75
LS_2,AC104248.1,3.307463,0.00041293832677822835
LS_2,MPO,3.2984295,0.0
LS_2,AK5,3.2740548,0.0
LS_2,LRP4,3.2351818,1.5926764808064335e-15
LS_2,SPRY2,3.2167516,0.0
LS_2,PRX,3.204237,6.955318024332757e-46
LS_2,MAPK10,3.1816657,3.5157440671903515e-10
LS_2,COBLL1,3.1671839,1.913652763868349e-276
LS_2,LPAR1,3.1581306,2.8084193938218437e-46
LS_2,AADAT,3.1551023,1.6373147539241392e-24
LS_2,VASN,3.1397052,1.0715688715753705e-05
LS_2,RRAS2,3.0879211,4.735566887370202e-67
LS_2,RBPMS,3.0807858,0.0
LS_2,KLF2,3.0720375,0.0
LS_2,EMILIN1,3.0679846,0.0
LS_2,MEST,3.025724,0.0
LS_2,IGKV2-24,3.0218775,3.7121122066459036e-57
LS_2,EXOC3L2,3.0208433,2.9153827865509615e-05
LS_2,EPAS1,2.9849923,1.0416447546709534e-13
LS_2,STAP2,2.9793668,1.3289408016927929e-09
LS_2,MMP14,2.975708,3.186321879340381e-98
LS_2,TSC22D1,2.9633899,0.0
LS_2,PLCH1,2.9562552,5.0846801756569945e-18
LS_2,CD52,2.9325614,0.0
LS_2,GNG11,2.922638,9.01464797547207e-184
LS_2,MARC2,2.9173172,2.84233594210202e-43
LS_2,PAQR5,2.912,6.883211393762081e-05
LS_2,ICAM5,2.9119093,1.1791540388375282e-73
LS_2,RARRES2,2.9012547,5.617911893520324e-32
LS_2,CA8,2.896833,2.2253627418523965e-55
LS_2,PAM,2.8955054,1.9193581915158097e-278
LS_2,RPH3AL,2.8784945,6.83239963121661e-73
LS_2,MMP28,2.876115,4.741143048875803e-168
LS_2,AL031123.5,2.8759735,3.565599006921956e-42
LS_2,BAALC-AS2,2.8744493,8.259376103018924e-49
LS_2,KRT18,2.8500476,0.0
LS_2,GNAI1,2.8439505,0.0
LS_2,KIF26B,2.8376331,1.1604037260276038e-82
LS_2,NR4A2,2.8264973,0.0
LS_2,RGS1,2.8205483,5.796544836776306e-195
LS_2,KCNK17,2.8040464,8.520830924893307e-223
LS_2,SGK1,2.7622166,2.967938061357173e-129
LS_2,WFDC1,2.7388241,3.752977703722904e-74
LS_2,WHRN,2.7386534,2.31601781311316e-90
LS_2,FLT4,2.7378364,3.95858041885088e-39
LS_2,ZNF608,2.728925,4.942461182207138e-149
LS_2,SLC27A6,2.7164056,8.438511638045583e-06
LS_2,LRP6,2.715836,1.1940740195738634e-48
LS_2,TMEM52B,2.7158306,1.6076630776147993e-10
LS_2,Z98745.2,2.6789918,4.532972716521321e-06
LS_2,FAM171A1,2.6573424,3.7219424898111353e-62
LS_2,CMTM8,2.6568935,3.453757606455333e-49
LS_2,PDE4B,2.6508343,0.0
LS_2,ZNF205,2.6403775,8.293711066606723e-05
LS_2,CACNA1C-AS1,2.6295035,2.007276126933684e-83
LS_2,NR4A3,2.6073256,2.841984835670458e-87
LS_2,SLAMF6,2.586024,5.602719475332277e-20
LS_2,CAPN11,2.579175,1.154678696997075e-73
LS_2,CETP,2.5733218,2.821385698296817e-20
LS_2,RASGEF1B,2.570383,7.637366691264935e-145
LS_2,AL157895.1,2.5551496,3.604290695411823e-170
LS_2,SAMD11,2.5507338,1.359126009910737e-26
LS_2,PTGFRN,2.5426977,6.111858104386356e-06
LS_2,APP,2.5368865,0.0
LS_2,SELL,2.5320299,0.0
LS_2,CD34,2.5319235,0.0
LS_2,LINC02470,2.5244043,9.493867190859734e-51
LS_2,CLNK,2.4906383,1.2972279216762455e-07
LS_2,IGLL1,2.47947,0.0
LS_2,PRF1,2.4734418,5.200248966818643e-25
LS_2,SLC8A3,2.4657335,8.498123714902065e-08
LS_2,AR,2.4575222,8.383245128470146e-116
LS_2,TNK2-AS1,2.4555027,0.00043157139027822234
LS_2,SLC35G2,2.4534183,5.821599668767736e-29
LS_2,LY6E-DT,2.429446,3.520060049752143e-06
LS_2,DOCK4,2.420928,3.6604133786248126e-14
LS_2,ARL5C,2.4166243,3.1308712972578685e-06
LS_2,LINC00189,2.4043324,1.8059302576215016e-09
LS_2,DENND6B,2.4029677,0.0
LS_2,ADGRB1,2.3947566,4.4308495376694965e-27
LS_2,RHBDF1,2.3777516,1.6944218868617458e-13
LS_2,AC104809.2,2.3702717,3.8187429008611486e-76
LS_2,DUSP2,2.3630786,3.0532646787573486e-261
LS_2,ECM1,2.361162,1.9864261731660212e-91
LS_2,AIF1L,2.3572686,3.260783021578265e-136
LS_2,MAFF,2.3562558,2.191468254320216e-224
LS_2,MIR99AHG,2.3561807,3.272875456961319e-11
LS_2,LRRC26,2.3561354,3.5910967168915267e-48
LS_2,TMIGD2,2.3554156,0.0
LS_2,C1QTNF4,2.3340251,0.0
LS_2,SLCO5A1,2.3334916,4.9508767790813007e-101
LS_2,GALNT14,2.30133,1.355123742604329e-62
LS_2,SLC38A1,2.2974348,0.0
LS_2,TMEM204,2.2951908,7.197559902942563e-15
LS_2,ACE,2.2948616,9.752306735009187e-05
LS_2,MMP2,2.2924657,2.6155868508123023e-183
LS_2,GP9,2.2921467,3.1898056057733513e-28
LS_2,KRT8,2.2822022,9.75320731448619e-188
LS_2,SHANK1,2.2732294,1.0809816227483671e-15
LS_2,SNX9,2.2699583,1.869470502241899e-114
LS_2,EGFL7,2.2628472,0.0
LS_2,PTPN14,2.2570255,7.713849565440696e-64
LS_2,SMIM24,2.2489486,0.0
LS_2,GPR183,2.2415204,5.056865951940055e-144
LS_2,S100A16,2.231095,3.3248947450530646e-103
LS_2,NDST3,2.2305157,3.8458803133494063e-84
LS_2,TMEM212-AS1,2.2298012,1.3014356085252942e-06
LS_2,CALN1,2.228904,1.8838982309263572e-18
LS_2,ARVCF,2.2262871,1.8527343949388686e-25
LS_2,ROBO4,2.2248008,1.1899625120703492e-34
LS_2,GABRD,2.2209945,8.335656680703408e-06
LS_2,CD69,2.2203598,0.0
LS_2,EFHC2,2.2195692,1.8579082901099036e-44
LS_2,PIK3CD-AS2,2.2172775,6.0032455499239764e-05
LS_2,ADORA2A,2.205271,2.6956757979731898e-20
LS_2,TRH,2.2000577,3.7095721353103237e-301
LS_2,PRAM1,2.197985,0.0
LS_2,CYP2S1,2.196365,8.659254189791556e-44
LS_2,PRSS21,2.1922185,2.2444483573925135e-97
LS_2,NMT2,2.1909266,1.3113548343894358e-23
LS_2,CRPPA,2.1905189,3.6742123458351465e-75
LS_2,AGXT,2.1881037,6.07679512358099e-40
LS_2,PRTFDC1,2.1859887,2.406357983235807e-07
LS_2,TMEM117,2.1855257,0.0007241609190662591
LS_2,SDC4,2.1854167,7.889198059540167e-06
LS_2,RAB6B,2.1770291,1.463552634300216e-32
LS_2,PRKCH,2.17019,8.437311066531819e-148
LS_2,XIST,2.1693227,0.0
LS_2,ME1,2.1690342,2.343799634266892e-16
LS_2,SPON1,2.158443,3.0980983854934795e-11
LS_2,TNFAIP3,2.153797,1.4304276619397413e-238
LS_2,CASS4,2.148409,2.4748494317606457e-83
LS_2,ZFYVE9,2.1475756,5.151208937051306e-20
LS_2,TMEM51,2.1458602,2.064419174187727e-30
LS_2,JAG1,2.145626,9.763083460356971e-76
LS_2,ITGB5,2.1442804,1.7506789552147727e-12
LS_2,MYO5C,2.1304085,4.0646495153549854e-101
LS_2,SERPINE1,2.117653,2.080611556434942e-23
LS_2,CYP2E1,2.117049,1.362756263474787e-57
LS_2,MMRN1,2.1148317,1.4610805793125908e-214
LS_2,MYH11,2.1136565,1.7071319016275008e-18
LS_2,SCHIP1,2.1121795,8.856472207513355e-58
LS_2,GYPC,2.0929925,0.0
LS_2,SEPTIN6,2.0878537,0.0
LS_2,ATP2A1,2.0846953,2.2161716641622092e-21
LS_2,PIM3,2.083711,0.0
LS_2,ADARB2-AS1,2.0793195,2.6552102185305766e-08
LS_2,LCN8,2.0739753,0.00013102434200280407
LS_2,PMP22,2.0713434,1.2619024997047614e-24
LS_2,ZAP70,2.0682843,2.1748060722544816e-130
LS_2,RNF217,2.0663435,1.6997922933022617e-25
LS_2,NT5E,2.0621638,2.8817192869010623e-59
LS_2,LCN6,2.0569634,1.200336451666635e-14
LS_2,TRBVB,2.0565538,2.3904015356825343e-06
LS_2,TRBV20-1,2.0555434,3.3376173718370354e-118
LS_2,EGR3,2.053526,1.4526642287494982e-12
LS_2,TCTEX1D1,2.052707,2.1154896667066494e-93
LS_2,RXFP1,2.0487082,1.6355341546790136e-25
LS_2,LINC02595,2.0486424,7.0047737740539215e-12
LS_2,CACNA1C-AS2,2.0477638,8.218505239497136e-07
LS_2,EFNA1,2.0444815,1.9946972208840984e-16
LS_2,ICAM4,2.0368643,2.4789612109096636e-283
LS_2,BHLHE40,2.035675,1.0448217117334026e-242
LS_2,ST7-AS1,2.0301764,8.19038151373213e-06
LS_2,AC005229.4,2.0290797,1.5419941731764348e-11
LS_2,CXCL3,2.028424,7.907513923541382e-93
LS_2,STARD13,2.024547,1.4487198434963487e-05
LS_2,AC008453.1,2.0209951,0.0001944901486570426
LS_2,EHD3,2.0172093,9.374126617742978e-41
LS_2,AC007383.2,2.0145078,1.515603958566546e-168
LS_2,AC068587.4,2.0032628,1.415572331721941e-144
LS_2,DIPK1B,1.99995,1.5334254101122494e-291
LS_2,JUP,1.9937011,0.0
LS_2,SIGLEC15,1.9915416,1.422176490081066e-10
LS_2,TMEM163,1.9865113,0.00017654223089053387
LS_2,TANC1,1.9763452,9.094271279015646e-13
LS_2,SLC2A8,1.9744753,4.443466920875698e-10
LS_2,PER1,1.9704114,1.6255609598846771e-273
LS_2,NFKBID,1.9645035,3.467725936891428e-119
LS_2,DPYSL3,1.9574105,1.167259690870942e-10
LS_2,SLC2A3,1.9555194,0.0
LS_2,STAT4,1.954376,2.0172095672422582e-06
LS_2,SERPINB1,1.9532776,0.0
LS_2,GRASP,1.9499594,6.161295079472104e-95
LS_2,RTN4R,1.9499009,2.9142073488995013e-141
LS_2,AC243829.1,1.9497944,4.911839020358178e-08
LS_2,ATP8B1,1.9421954,8.729946333414091e-06
LS_2,ANPEP,1.9327428,0.0
LS_2,CLEC11A,1.9306846,0.0
LS_2,ICOSLG,1.9232401,3.307593715931715e-09
LS_2,ABHD17C,1.9217077,8.973113837908862e-40
LS_2,NAV1,1.9150906,1.7016352506533954e-43
LS_2,SLC9A3R2,1.9141241,1.6112599007729235e-155
LS_2,CLDN15,1.9118867,6.575247272313665e-91
LS_2,EHD2,1.9096472,1.1049056428189354e-53
LS_2,LINC01114,1.9095803,1.4171113940398857e-18
LS_2,MZB1,1.9008237,1.3140564572910339e-279
LS_2,MCTP2,1.8946654,0.0
LS_2,CDT1,1.8925792,2.5118155146839463e-289
LS_2,SCX,1.8923304,1.8293396016986452e-05
LS_2,WAKMAR2,1.891485,1.5225738579320717e-56
LS_2,KRT17,1.891079,5.579655690599805e-30
LS_2,ATF3,1.8892727,1.2129475433030626e-184
LS_2,BMPR2,1.8882797,3.0686031628692147e-78
LS_2,ANGPT1,1.8850002,9.083153306367722e-304
LS_2,STEAP3,1.8835953,1.5530086290753075e-49
LS_2,ZNF595,1.8696808,1.6920097809933003e-08
LS_2,RUFY1,1.8687848,0.0
LS_2,AP001453.2,1.8646119,1.2971566342297233e-08
LS_2,HOXB2,1.8628308,1.1260940538360248e-112
LS_2,CSRNP1,1.8618717,0.0
LS_2,SKIL,1.8563179,6.304829025730332e-39
LS_2,CXCL2,1.8482088,1.7532181098567067e-122
LS_2,ZBTB16,1.8473282,3.0250474040750793e-230
LS_2,WT1,1.8436246,6.863510311644723e-72
LS_2,TCN2,1.8374596,5.874145951538514e-41
LS_2,FP565260.1,1.8342813,5.818012417621498e-05
LS_2,BTG3,1.8330872,9.857397422483073e-131
LS_2,FAM89A,1.82753,3.6921149878278007e-68
LS_2,ROBO3,1.8241018,4.201342071772226e-55
LS_2,MDK,1.8230692,1.8680717440836744e-202
LS_2,BIK,1.8190341,1.2699076655485935e-123
LS_2,LINC01215,1.8156506,3.600747039219517e-10
LS_2,STK17B,1.8132232,0.0
LS_2,ABCC4,1.8115774,4.139331733402727e-110
LS_2,RHOB,1.8085275,0.0
LS_2,IGHD,1.8070712,1.3676378416727044e-05
LS_2,TRAF4,1.8058653,2.0752784569527158e-99
LS_2,BAALC,1.8029093,0.0
LS_2,SERPING1,1.8005222,2.1397847686241496e-194
LS_2,RHOH,1.7994782,1.1856009256146914e-187
LS_2,STYK1,1.7944208,0.000112056726598757
LS_2,ETS1,1.7905416,1.385188353195598e-40
LS_2,TBXA2R,1.7904786,3.137622461528168e-45
LS_2,GAS2L1,1.7887951,1.2548289078496037e-28
LS_2,MFAP4,1.788007,4.0015101599413825e-48
LS_2,SATB1,1.7877718,0.0
LS_2,PAG1,1.7851983,9.856924006919032e-195
LS_2,HMGA1,1.7800567,0.0
LS_2,PPP1R16B,1.7799523,3.7449339652747676e-28
LS_2,TRBC2,1.7798704,1.4484986795199918e-126
LS_2,ME3,1.7755771,9.741057385218417e-98
LS_2,VAMP5,1.7749082,3.049417878097182e-220
LS_2,TTC24,1.7735014,6.74232726491598e-82
LS_2,ZEB1,1.7722993,1.0852504435142324e-96
LS_2,LUZP1,1.7722836,5.521057180604151e-266
LS_2,LINC00865,1.7686124,1.0883270527866527e-14
LS_2,MIR181A1HG,1.7647666,0.0
LS_2,RGCC,1.7618861,1.3545073191286529e-205
LS_2,OBSL1,1.7617023,7.537955860723599e-118
LS_2,DUSP10,1.7549436,2.994790154418912e-229
LS_2,LINC02249,1.7542096,0.0001312910051260433
LS_2,LY6E,1.752996,0.0
LS_2,TRIM3,1.7493255,7.4059871603065616e-09
LS_2,FSCN1,1.7468069,0.0
LS_2,TVP23C,1.7441264,3.9869315943397345e-15
LS_2,SLC52A3,1.7404897,4.5372597757161476e-05
LS_2,NPR3,1.7369446,2.2554824317917975e-302
LS_2,AL022328.4,1.7361494,1.2385092707592186e-27
LS_2,KIAA1549,1.7341691,1.2043992010046877e-31
LS_2,ZNF331,1.7330114,4.857468618567692e-55
LS_2,MANSC1,1.7283745,7.983578095008224e-05
LS_2,HOXB-AS1,1.7249662,5.137000512633592e-05
LS_2,RHOBTB3,1.7231816,1.782198155292316e-215
LS_2,MTURN,1.7225261,1.1877572660811576e-206
LS_2,SLC27A2,1.7219676,5.13480001132437e-58
LS_2,RELL1,1.7175231,1.2402555271216e-158
LS_2,TRIM71,1.7155367,2.1768253356825773e-23
LS_2,FCHO2,1.7146045,1.551402329597012e-25
LS_2,ZMAT3,1.7101551,5.438890970360491e-217
LS_2,GBP4,1.7008958,1.0134808164476031e-221
LS_2,SSC5D,1.7007363,1.2543540372960683e-11
LS_2,LRRC8A,1.6957808,5.235260004836114e-129
LS_2,LHFPL2,1.6945071,1.027263916778027e-63
LS_2,SOCS3,1.6944094,7.98408088198222e-69
LS_2,ZNF709,1.6923145,1.0033461290192388e-12
LS_2,HIVEP2,1.6909603,8.232863997466366e-69
LS_2,GNA15,1.6881317,0.0
LS_2,ARL5B,1.6870223,1.441967313051033e-113
LS_2,GNA12,1.6845589,3.113742467397383e-135
LS_2,IQSEC3,1.6844623,5.112578248575191e-09
LS_2,STON2,1.6819047,1.0795845066150009e-88
LS_2,H2AFY,1.6818329,0.0
LS_2,MTSS2,1.679386,1.473526887640116e-18
LS_2,BCAT1,1.6767247,4.7595363194961805e-211
LS_2,PMAIP1,1.6705701,5.547871848936541e-251
LS_2,MMP17,1.6663022,2.91215657390763e-23
LS_2,CD79B,1.6611402,5.309890318572539e-143
LS_2,CD44,1.6610967,0.0
LS_2,U2AF1L5,1.6538827,0.00042504224517382014
LS_2,BIN1,1.6513041,2.3552044855598505e-77
LS_2,CRIM1,1.6506574,1.562747531986917e-40
LS_2,SMOX,1.6487781,2.4004145442945954e-51
LS_2,SLC12A2,1.6485604,7.42153352977529e-86
LS_2,SPACA9,1.6475137,5.659867508338943e-39
LS_2,STOM,1.6463231,1.905231071651667e-215
LS_2,ABI2,1.6455773,9.636840098108623e-113
LS_2,IL18,1.6449616,0.0
LS_2,SYPL1,1.6446999,0.0
LS_2,AUXG01000058.1,1.6409451,1.2099269792629863e-10
LS_2,LINC01515,1.6393933,0.00013799103466029925
LS_2,TPSAB1,1.6381305,6.665050035181874e-228
LS_2,CRACR2B,1.6381031,1.5052485675399852e-40
LS_2,TFPI,1.6370925,1.8698410497241752e-219
LS_2,PTGR1,1.634418,3.2571906459930973e-12
LS_2,TRIM46,1.6325943,1.8613802791186938e-33
LS_2,TDRD9,1.6313118,0.0001390267687497339
LS_2,ZFHX3,1.6312557,6.776272407942994e-71
LS_2,PIM2,1.628038,3.36820067187791e-117
LS_2,ALS2CL,1.6277076,3.16988319280117e-08
LS_2,LAMB2,1.6263635,1.0964573755887997e-45
LS_2,AL590226.1,1.6263306,3.1748242222672768e-49
LS_2,HPCAL1,1.622966,0.0
LS_2,CERS4,1.6223444,1.486347967734948e-54
LS_2,CUL1,1.6221842,3.582182798029637e-168
LS_2,METRN,1.6150013,2.2417679851264014e-117
LS_2,CCND2,1.6145273,0.0
LS_2,MARCH1,1.6104622,1.498099996402542e-63
LS_2,AQP3,1.6104332,3.590571653667291e-18
LS_2,CD47,1.6101974,0.0
LS_2,ZNF467,1.6073093,3.4608372778646003e-103
LS_2,S1PR1,1.606229,2.949963697333069e-09
LS_2,KIT,1.6054544,3.3503849143932336e-263
LS_2,EVA1B,1.6023743,1.522204929517527e-287
LS_2,GBE1,1.600658,1.8806971402202312e-129
LS_2,LTC4S,1.5982755,7.583185008314937e-253
LS_2,ADA,1.5978872,4.797607238598766e-302
LS_2,NEU4,1.5887178,0.00043858117271696655
LS_2,NPTX2,1.587243,0.0008356712173405638
LS_2,NOG,1.5868478,1.3748252536795445e-56
LS_2,TNFSF8,1.5867877,6.354772775993652e-15
LS_2,AC125603.2,1.5863976,2.3878189320283185e-227
LS_2,MXRA7,1.5846705,2.3046375022649518e-71
LS_2,PCAT18,1.58166,2.454602967766188e-122
LS_2,EIF3L,1.5769504,0.0
LS_2,MPL,1.572362,6.797605014116159e-58
LS_2,GIPC3,1.5721359,7.813857559847263e-17
LS_2,MAP7,1.5668705,1.1609970696901534e-122
LS_2,CYB561,1.5662364,7.819796833232858e-91
LS_2,MPP6,1.565551,1.9090973522669414e-48
LS_2,HSD17B11,1.5648489,0.0
LS_2,ETV3,1.5641572,6.461804175727611e-45
LS_2,VWCE,1.5622618,1.3317207976988457e-08
LS_2,GP1BB,1.5597496,9.214738187264089e-83
LS_2,CHD7,1.5555428,3.0440417176045174e-59
LS_2,CSF3R,1.5532687,6.543481850037709e-296
LS_2,HS3ST3B1,1.5498872,2.964965314135924e-15
LS_2,GCSAML,1.549007,8.643615998023171e-38
LS_2,ADAM28,1.5466259,2.3073634717426347e-123
LS_2,LY9,1.5444306,7.130434712507846e-17
LS_2,RAB11FIP3,1.5437896,5.38875498920973e-50
LS_2,VSTM1,1.5426211,6.4978453219279496e-108
LS_2,CCL3L1,1.5389969,2.1603599743498277e-28
LS_2,SNRPN,1.5377433,1.1049865319230189e-147
LS_2,PHYHD1,1.5347048,1.5170949113257006e-14
LS_2,NFATC2,1.5268247,3.1124550452585305e-123
LS_2,KLF3,1.5193646,1.7298389877124815e-240
LS_2,MYO1D,1.5190903,6.55058036639398e-08
LS_2,SSBP2,1.5114393,7.926869371307492e-292
LS_2,SOX15,1.5112598,1.6517376630587215e-13
LS_2,UBA7,1.5109556,3.235680832848547e-283
LS_2,MLLT3,1.510858,2.347814749846257e-50
LS_2,TSIX,1.5102646,2.4890049178948577e-18
LS_2,RAMP1,1.5096225,6.875661677427234e-125
LS_2,PRAG1,1.5094299,2.5979207821373303e-37
LS_2,GSTM2,1.5087395,2.4238270987566656e-105
LS_2,PRKX,1.5086182,8.187404916603798e-189
LS_2,IL1B,1.5051496,9.963907796381043e-170
LS_2,SERPINB9,1.500163,5.269190352226302e-52
LS_2,PANK1,1.4981292,1.0651255027369787e-07
LS_2,MAP3K8,1.4979159,2.2066491207298332e-164
LS_2,ARHGAP18,1.4970087,2.7981211573679305e-89
LS_2,MEF2A,1.4968526,2.797994176468575e-196
LS_2,GIHCG,1.4943564,0.0
LS_2,ZYX,1.4935868,0.0
LS_2,WT1-AS,1.4923451,3.0687933123589084e-23
LS_2,TMEM64,1.4915068,1.1357889365830668e-23
LS_2,LDLRAD4,1.4909922,3.0387029950561355e-86
LS_2,IQSEC2,1.4843326,4.898692222544961e-17
LS_2,HLX,1.4809678,6.892740927016741e-79
LS_2,DDO,1.4793117,1.5321061563901104e-15
LS_2,CPXM1,1.4777634,1.2376881470690426e-203
LS_2,PROM1,1.4772693,6.5255909349102e-175
LS_2,GNG2,1.475163,5.659373778572895e-127
LS_2,REPIN1,1.4750768,3.825993649722606e-219
LS_2,GOLPH3,1.4730256,1.3899501558621429e-288
LS_2,AUTS2,1.4723185,4.818165698415939e-92
LS_2,IL15RA,1.4707352,1.445735317299339e-25
LS_2,GPX7,1.4706982,1.9335624120996694e-172
LS_2,HOXB4,1.4695092,2.139580143523727e-80
LS_2,C3orf80,1.4687431,9.749295172122167e-43
LS_2,DNM1,1.4677008,1.594852573962632e-46
LS_2,MSLN,1.464834,6.303043233519244e-69
LS_2,IQGAP2,1.462262,1.6967760110949002e-299
LS_2,ATL1,1.4607412,3.4298123977618336e-23
LS_2,VPREB1,1.4602282,1.47458076237028e-07
LS_2,KCNQ5,1.4600047,2.5621960262682165e-95
LS_2,PTGER4,1.4594139,7.743390649696022e-206
LS_2,GBP5,1.45911,1.4016016583671172e-64
LS_2,TNFAIP8L1,1.4587207,5.683687926245458e-60
LS_2,VANGL1,1.458709,2.4753758754741488e-40
LS_2,LPIN1,1.4574386,3.596005198569312e-109
LS_2,CD200,1.4550003,1.0212200013510068e-104
LS_2,KLF6,1.4539198,0.0
LS_2,ZNF256,1.4518577,5.250194512257037e-06
LS_2,ARHGEF17,1.4511211,1.4122134692925057e-28
LS_2,LDLRAD2,1.4496092,7.876206134605236e-29
LS_2,SLC2A1,1.4474401,1.5707339905667934e-32
LS_2,TRAF5,1.447177,6.09750075711164e-108
LS_2,NREP,1.4469708,2.3141167996970333e-286
LS_2,ZNF888,1.4418981,6.917385679946222e-16
LS_2,MYO18A,1.439791,5.630511000790065e-181
LS_2,ACOT11,1.4392519,6.244114583588816e-29
LS_2,HAGHL,1.4373668,1.723239062858466e-165
LS_2,HLA-DQA2,1.4353578,3.8040391864114355e-61
LS_2,FAM13A,1.4315326,1.2459119720770573e-28
LS_2,PLCB1,1.428863,1.9098299657724828e-203
LS_2,LINC02767,1.4248481,1.2020278413936356e-10
LS_2,EFCC1,1.4221971,0.0003366141545174379
LS_2,UMODL1,1.4192989,6.83989812026432e-80
LS_2,SLC14A1,1.4178033,0.00030008968608729106
LS_2,ITGA9,1.4176189,3.01774586414476e-99
LS_2,ERG,1.4174193,4.759065019048484e-221
LS_2,CD9,1.4173511,7.578898671139834e-176
LS_2,NR1H3,1.415256,2.47520648377945e-83
LS_2,FHIT,1.4109728,1.9573622715330355e-55
LS_2,IGFBP6,1.4091125,2.069357187932114e-08
LS_2,PDGFC,1.4090636,5.373898531766922e-73
LS_2,VWA1,1.4066131,0.0005490830533408156
LS_2,TAOK3,1.4062194,3.66531373050058e-260
LS_2,ITGA5,1.4043161,3.1779602019331766e-233
LS_2,THAP8,1.404142,1.2444308908132538e-19
LS_2,BX890604.2,1.4035264,1.39462112645586e-132
LS_2,RAB43,1.4027984,7.439062170471386e-07
LS_2,DEPP1,1.4008359,0.00021299792718095767
LS_2,SULT1C4,1.3957602,1.2584890243803668e-08
LS_2,PRELID2,1.3945426,1.0203468388945892e-67
LS_2,F13A1,1.3935246,1.680615878152254e-79
LS_2,ARHGEF3,1.3927741,5.328418595570507e-47
LS_2,SH3D21,1.3918803,1.1574173240811464e-47
LS_2,GNPTAB,1.3909788,2.392595033951868e-252
LS_2,SLC41A3,1.3900784,1.4285959861522804e-103
LS_2,NET1,1.3891827,4.908460246401601e-112
LS_2,DLK1,1.3879765,0.00017883771263133285
LS_2,CD99,1.3871993,0.0
LS_2,SYNGR1,1.387184,7.572259821679408e-258
LS_2,SLC25A29,1.3864915,1.1024313791509157e-234
LS_2,AC011043.1,1.3844585,2.4645825098699007e-08
LS_2,NRROS,1.3835399,4.3751659944434895e-204
LS_2,SPN,1.381731,0.0
LS_2,SLC35D2,1.3799026,7.002270046526842e-84
LS_2,OAF,1.379198,5.512397394203794e-107
LS_2,TCF4,1.3778322,5.84699890252645e-147
LS_2,TLE4,1.3761544,4.361010532208769e-161
LS_2,ITPRID2,1.3753924,8.517264314975682e-207
LS_2,EGR1,1.3746413,6.869826840648509e-161
LS_2,CDCA7,1.3701832,7.900239053699877e-195
LS_2,PLK3,1.3697019,5.345411290169515e-91
LS_2,SEMA4B,1.3686103,2.4070328899767604e-15
LS_2,LRCH1,1.3684405,3.5511118316007976e-78
LS_2,RBM38,1.3668813,9.969599256384926e-68
LS_2,PTGS2,1.366366,2.9483858919464665e-20
LS_2,CACNB4,1.3659621,1.3903291672473062e-32
LS_2,ZNF827,1.3652154,1.0672382183437948e-26
LS_2,SCML2,1.3644996,5.8261615944755536e-37
LS_2,STK24,1.3638008,1.319039756149426e-172
LS_2,ARHGEF7,1.3637891,1.925157552480073e-99
LS_2,TRIM58,1.3630799,9.663457587077909e-154
LS_2,MAMDC2,1.360472,1.7551097972232014e-40
LS_2,NLRP3,1.3578455,2.034224828412482e-100
LS_2,ANKH,1.3577311,4.32564640605985e-07
LS_2,ECHDC2,1.3546429,8.569052857348636e-42
LS_2,YRDC,1.3544049,3.4837284551344275e-152
LS_2,APOL3,1.3537772,3.406082042615654e-25
LS_2,TPM4,1.3500856,3.664583541533131e-242
LS_2,YES1,1.3467281,3.434881707561619e-45
LS_2,QPRT,1.345404,3.2977469412408405e-98
LS_2,ARHGAP23,1.3451153,1.1639808583155021e-10
LS_2,SDE2,1.3423074,4.116603703187191e-110
LS_2,ODC1,1.340424,1.775098990706016e-174
LS_2,MARVELD1,1.3402005,7.348520514700305e-96
LS_2,R3HDM4,1.3401124,2.4758087707714684e-244
LS_2,SNHG7,1.3393712,1.6385519477331139e-277
LS_2,EIF2A,1.3389288,4.009506820138679e-254
LS_2,MAPKBP1,1.3366792,1.4123285502919621e-36
LS_2,GRAMD1A,1.3359663,3.9445318757386814e-210
LS_2,TANGO6,1.33416,3.2861157934949504e-07
LS_2,APOBEC3F,1.3341292,4.943541101054732e-14
LS_2,WRNIP1,1.333931,1.5351741526304164e-216
LS_2,DLGAP3,1.3334326,1.1280476846819457e-07
LS_2,ARHGAP12,1.3316076,9.652611887943938e-39
LS_2,CCDC122,1.331405,7.135640862112769e-08
LS_2,ITGA6,1.3313761,8.710214523593785e-121
LS_2,DHRS3,1.3308417,6.252818608545024e-18
LS_2,SLC5A3,1.329829,7.132783034001722e-83
