LS,gene,log2FC,padj
LS_1,IGLV1-40,5.3725643,1.2318344937708426e-11
LS_1,IGHV3-23,5.326038,3.9492908314082224e-08
LS_1,HIST1H1E,1.1622008,1.1264337759606245e-90
LS_1,MTRNR2L12,1.0485761,0.0
LS_10,ELANE,4.440331,0.0
LS_10,PTGDS,4.096501,1.2535417435399985e-161
LS_10,AZU1,3.9523187,0.0
LS_10,SLPI,3.8116422,1.7458419438952213e-30
LS_10,C2CD4B,3.7030184,1.4365759013622512e-08
LS_10,CTSG,3.683264,0.0
LS_10,CST7,3.2929535,3.4854114042257138e-248
LS_10,ASS1,3.2194753,3.096961600486294e-13
LS_10,CFD,3.107423,0.0
LS_10,PRTN3,3.0647984,2.72638775650371e-235
LS_10,MEG3,3.0069628,7.061406362468764e-10
LS_10,ANKRD18A,2.982956,0.00024213598046700377
LS_10,TEKT2,2.878105,0.00030303100927856885
LS_10,IGFBP2,2.875604,2.5168844882408075e-189
LS_10,LIN7A,2.7930272,1.79419356118702e-08
LS_10,MS4A3,2.6689572,5.327100808529925e-106
LS_10,MARC1,2.667103,9.319587610870849e-18
LS_10,BCL2L10,2.6404068,0.00014232238798375156
LS_10,MPO,2.5658886,8.963560143087726e-177
LS_10,UGT3A2,2.485967,1.8761725105916275e-05
LS_10,RNASE3,2.4609036,5.4610948064527183e-67
LS_10,CLU,2.3964212,1.7678479243317212e-91
LS_10,TLE1,2.368319,1.9148236142587594e-07
LS_10,CYTL1,2.3415112,7.986662769173256e-112
LS_10,KCNE5,2.24596,6.224670062157e-78
LS_10,LINC00926,2.203122,2.132664346555928e-31
LS_10,CLTCL1,2.1291926,4.8209982179501955e-06
LS_10,RNASE2,2.1234086,3.289677094275095e-188
LS_10,AIG1,2.1036334,1.8101065874584657e-30
LS_10,AFF2,2.0877068,7.226817910085721e-18
LS_10,CEBPE,2.0751328,5.95366143161162e-29
LS_10,APOC2,1.9716697,4.6922252385673254e-55
LS_10,SRGN,1.9662693,7.132567775748403e-266
LS_10,MST1,1.9567971,0.00040961148014493926
LS_10,HGF,1.9511198,2.8123959070931695e-69
LS_10,SNORC,1.9441309,5.973984326871394e-15
LS_10,LGALS12,1.912706,2.177513500618315e-09
LS_10,IL17RE,1.9002928,1.7654450574815372e-17
LS_10,DSC2,1.8949679,5.385685685175324e-05
LS_10,STAB1,1.837239,9.248115191601685e-88
LS_10,AGAP9,1.8333814,0.00013031051441243232
LS_10,CPA3,1.8319008,8.998466108927018e-66
LS_10,MT2A,1.8011128,3.791750495847245e-51
LS_10,NAALADL1,1.7953216,1.852802836321901e-16
LS_10,S100B,1.7631738,1.433179996228779e-11
LS_10,SMIM10,1.724991,2.1181181633005155e-06
LS_10,GPT2,1.685474,3.006490207398901e-11
LS_10,BASP1,1.6321375,7.98874538722722e-10
LS_10,TSPOAP1,1.6028466,1.7564610875418457e-41
LS_10,PVT1,1.5933086,4.091582988454558e-22
LS_10,TRPM4,1.5346035,0.0006826303442125916
LS_10,P4HB,1.5121729,5.428081968275588e-219
LS_10,PLPPR3,1.4872133,1.6678146203217384e-29
LS_10,RETN,1.4397031,3.135265037252168e-17
LS_10,CST3,1.4257984,2.3784349523543942e-114
LS_10,CTSW,1.4139732,4.242469919916569e-121
LS_10,TRGC2,1.3977011,6.725274660405467e-10
LS_10,GNLY,1.3934019,0.0001267655920874559
LS_10,CLEC11A,1.3869213,4.600889019220943e-144
LS_10,CERCAM,1.3853979,9.559908104191357e-10
LS_10,TENT5C,1.3796277,2.0722725345772517e-09
LS_10,DENND10,1.3737415,8.383867896051431e-43
LS_10,PRSS57,1.3549838,1.1743998692273034e-199
LS_10,AC099489.1,1.3334279,0.000716642323385817
LS_10,STAR,1.3319144,5.437387686193753e-07
LS_10,COL23A1,1.323213,4.209480117394163e-13
LS_10,NTNG2,1.3089668,0.0006817809730657564
LS_10,NUCB2,1.3060285,1.9884528466347929e-162
LS_10,NPW,1.3001075,1.899672785981616e-30
LS_10,CRNDE,1.2974945,5.0721497646073515e-31
LS_10,ARMH1,1.2768047,6.309461637537084e-120
LS_10,LTC4S,1.269523,1.1733426085460947e-35
LS_10,MGST1,1.2667047,3.100038671922013e-131
LS_10,CSTA,1.2588334,1.3126993775834742e-31
LS_10,HAL,1.2584618,0.0006262344421861833
LS_10,SNHG29,1.218599,4.251935802062203e-296
LS_10,PPIB,1.2130802,9.22531222065855e-177
LS_10,PLAC8,1.2051622,1.8110107288966938e-118
LS_10,NDUFB9,1.1866962,1.0312534459554296e-126
LS_10,TENT5A,1.169128,1.9934147642773303e-60
LS_10,FAM118A,1.149856,6.161407885003714e-06
LS_10,CEBPD,1.1048124,2.0665487927326554e-44
LS_10,HOMER3,1.0756773,9.09393207761788e-34
LS_10,LINC00623,1.027617,2.0662779403296452e-07
LS_11,RRM2,5.3856573,0.0
LS_11,MYBL2,4.8544397,0.0
LS_11,HIST1H3B,4.830285,0.0
LS_11,HIST1H1B,4.799158,0.0
LS_11,SPC25,4.7488,3.877837864163518e-185
LS_11,PKMYT1,4.630097,0.0
LS_11,MKI67,4.6251082,0.0
LS_11,TK1,4.614108,0.0
LS_11,CDCA5,4.56394,0.0
LS_11,ESCO2,4.537621,9.557264943719484e-142
LS_11,E2F8,4.52489,1.2428537998863933e-111
LS_11,HIST1H3G,4.524328,6.413517325459309e-126
LS_11,AURKB,4.521221,0.0
LS_11,FOXM1,4.3770785,0.0
LS_11,KIFC1,4.2820477,0.0
LS_11,TOP2A,4.2782526,0.0
LS_11,TYMS,4.2569275,0.0
LS_11,UBE2C,4.222334,0.0
LS_11,SPC24,4.1858163,2.9629873221638997e-122
LS_11,CDCA3,4.1849594,2.3085278723073764e-219
LS_11,CENPM,4.178845,0.0
LS_11,CCNA2,4.138134,0.0
LS_11,KIF18B,4.134092,1.0410925345324752e-47
LS_11,PCLAF,4.1180887,0.0
LS_11,CDK1,4.105751,1.441619197338796e-253
LS_11,CKAP2L,4.085547,1.6539768734778355e-167
LS_11,HJURP,4.0798616,9.300869149642043e-123
LS_11,PBK,4.0694532,1.0309937411440202e-05
LS_11,NCAPH,4.0557775,2.802706850122413e-258
LS_11,HIST1H1A,4.053935,7.975761121124137e-18
LS_11,MELK,4.034565,5.866405192159388e-82
LS_11,ASF1B,4.0111494,0.0
LS_11,DIAPH3,4.0095243,2.71108371626048e-200
LS_11,APOBEC3B,3.984215,1.496208595347432e-83
LS_11,HIST1H3F,3.9756095,3.3280726903286156e-113
LS_11,BIRC5,3.973607,0.0
LS_11,SKA3,3.9673245,8.703354007579215e-218
LS_11,NUSAP1,3.9474707,0.0
LS_11,HIST1H4C,3.9047098,0.0
LS_11,EXO1,3.8972085,3.818357663017299e-91
LS_11,KIF15,3.8921661,9.859240155508783e-181
LS_11,TICRR,3.890301,3.182041712349005e-81
LS_11,SKA1,3.8863351,3.830829832212526e-37
LS_11,IQGAP3,3.8558261,2.48606628747567e-55
LS_11,NCAPG,3.8262944,6.175026712397674e-220
LS_11,E2F2,3.822656,1.8945927143260096e-57
LS_11,E2F7,3.8140614,7.64674166403649e-21
LS_11,KIF20A,3.8090713,2.577349706181871e-98
LS_11,RAD54L,3.7859788,1.0406436573396686e-134
LS_11,GTSE1,3.7828498,1.1292823002066189e-128
LS_11,ESPL1,3.7755866,6.950091646509267e-32
LS_11,RTKN2,3.7735574,7.291343863505937e-17
LS_11,MCM10,3.7721698,1.1108117038757528e-171
LS_11,HIST1H3C,3.7605114,2.518349546810733e-190
LS_11,CDC25C,3.7548964,3.923253300996719e-26
LS_11,HIST1H3D,3.7234833,0.0
LS_11,ZWINT,3.7229476,0.0
LS_11,HIST1H2AI,3.7189639,3.621384964676337e-129
LS_11,CDCA2,3.713283,7.458269203801652e-110
LS_11,KIF4A,3.702392,1.3699179448182269e-104
LS_11,CLSPN,3.6908238,0.0
LS_11,RAD51,3.6889558,1.9527692241996613e-216
LS_11,CDC45,3.682033,7.524779050920533e-269
LS_11,MND1,3.680467,1.1349874439185945e-196
LS_11,FAM111B,3.674071,3.5640523770539635e-52
LS_11,NDC80,3.666457,4.237708706673563e-156
LS_11,KIF11,3.6486619,8.46212553149734e-271
LS_11,KIF2C,3.6009705,1.5766620258468564e-122
LS_11,RAD51AP1,3.5992813,1.3515672597998745e-253
LS_11,HIST1H2BM,3.5807889,3.4587111566058093e-09
LS_11,HIST1H2AJ,3.5673065,6.553091194286791e-22
LS_11,RDM1,3.564401,7.643670552997206e-05
LS_11,CDCA8,3.5449328,1.4015727548602057e-183
LS_11,SHCBP1,3.5226529,9.006627657126429e-131
LS_11,FBXO43,3.5165741,9.680596470395984e-16
LS_11,CDC6,3.5047457,2.54655476400702e-181
LS_11,HIST2H2AB,3.5042753,1.82730808360703e-77
LS_11,NUF2,3.492438,8.250962943471025e-126
LS_11,ANLN,3.4817562,2.0769030230837313e-172
LS_11,POLQ,3.4380221,4.038554959536675e-132
LS_11,HASPIN,3.4309776,3.947547589654383e-52
LS_11,KNL1,3.4199817,4.485439245073742e-176
LS_11,RECQL4,3.411905,5.50747659472219e-172
LS_11,NEIL3,3.3541412,1.9371082379103707e-115
LS_11,TPX2,3.3511589,0.0
LS_11,DHFR,3.3495543,0.0
LS_11,KIF24,3.3358054,6.711717774865263e-21
LS_11,ERCC6L,3.3318622,4.050923349398715e-11
LS_11,ASPM,3.3290102,5.218429623157987e-211
LS_11,UBE2T,3.3195431,2.539150172145828e-273
LS_11,SPAG5,3.316377,1.7277443958873645e-159
LS_11,CIT,3.3143744,4.776566356676492e-113
LS_11,KIF23,3.2895162,1.291966009684159e-146
LS_11,FANCI,3.2766936,2.577124577202008e-290
LS_11,DLGAP5,3.2759717,1.8033329225124012e-67
LS_11,C21orf58,3.2423275,3.228787754873764e-244
LS_11,HIST1H2AH,3.2315888,8.435452256544126e-156
LS_11,PCNA,3.2236507,0.0
LS_11,MASTL,3.2054539,1.4051538690675684e-88
LS_11,ZNF367,3.193768,2.8636782768386602e-108
LS_11,HIST1H2AL,3.1890767,1.079622204510848e-226
LS_11,BUB1B,3.1828852,2.602214834241969e-103
LS_11,CDKN3,3.1744227,3.697284004153719e-160
LS_11,ORC6,3.1631148,8.676515983867856e-237
LS_11,FBXO5,3.162486,3.800734887929073e-104
LS_11,CEP55,3.1586978,2.7226952357109414e-65
LS_11,CDC25A,3.1548035,2.523753263801205e-118
LS_11,FEN1,3.1501396,0.0
LS_11,TCF19,3.148033,1.752656450190627e-121
LS_11,DSCC1,3.1391296,2.704086983053186e-129
LS_11,WDR62,3.1134741,6.862973072636215e-64
LS_11,DEPDC1B,3.1062458,1.1726712197845819e-60
LS_11,DTL,3.106004,6.65609486463225e-200
LS_11,AUNIP,3.1052127,5.843454488059448e-16
LS_11,CCNE2,3.1032531,6.683842604714545e-45
LS_11,TMEM106C,3.1027703,0.0
LS_11,CKS1B,3.1005847,0.0
LS_11,NCAPG2,3.0733244,8.22027464974257e-149
LS_11,DMC1,3.0699842,4.233730083373563e-08
LS_11,HIST1H4D,3.0696366,1.35421736048675e-15
LS_11,BRIP1,3.0615103,2.880143633431648e-104
LS_11,CENPF,3.0593247,0.0
LS_11,TRIP13,3.0491168,7.151532447062283e-93
LS_11,CDT1,3.0418098,0.0
LS_11,STIL,3.0397794,1.0675182810947434e-82
LS_11,CCDC150,3.0304503,2.3853088756901525e-11
LS_11,FANCD2,3.022632,4.4412542496575997e-154
LS_11,HIST1H3I,3.0216246,2.302550540339706e-43
LS_11,KIF14,3.0194728,3.776648094640613e-84
LS_11,CCNF,3.0191054,1.8755057416247871e-53
LS_11,PLK4,3.0136287,4.31682234756479e-75
LS_11,MNS1,3.0117173,2.897424553606181e-62
LS_11,CENPN,3.0066485,4.727510808947417e-214
LS_11,SYCE2,3.00394,1.564148123914301e-07
LS_11,SMC1B,3.0024216,0.0006739064831437271
LS_11,TTK,2.9957907,3.49947123312038e-50
LS_11,PRC1,2.9933949,7.181230066965389e-234
LS_11,C17orf53,2.991344,6.37528493853417e-30
LS_11,EME1,2.9778833,7.330528149726397e-23
LS_11,TIMELESS,2.9753008,1.9173004804960234e-221
LS_11,HIST1H2BH,2.973409,2.296408259825694e-74
LS_11,GINS2,2.9510045,4.163836714894462e-286
LS_11,CTSV,2.9485807,5.602778118884645e-09
LS_11,XRCC2,2.945867,1.271056112424706e-80
LS_11,ATAD2,2.9348621,0.0
LS_11,BRCA1,2.9320288,9.765723394630915e-256
LS_11,E2F1,2.9292614,6.892754116283546e-202
LS_11,PSMC3IP,2.9208813,1.2926665892705751e-48
LS_11,SGO1,2.9094875,6.613853988115349e-69
LS_11,HIST1H2AB,2.9025142,2.5491925356047207e-78
LS_11,HMMR,2.9020956,6.048703116543096e-97
LS_11,TUBB,2.89745,0.0
LS_11,RIBC2,2.8971372,1.2104597697878012e-14
LS_11,TROAP,2.8949752,2.2434928549072952e-101
LS_11,CENPU,2.8861892,0.0
LS_11,TEDC2,2.8744745,1.1658453293868773e-68
LS_11,CCNB2,2.8725336,1.1196023027959321e-181
LS_11,HIST1H4F,2.870483,7.937319869592676e-35
LS_11,RACGAP1,2.865532,4.1184081582671795e-138
LS_11,WDR76,2.845368,7.749393493039969e-108
LS_11,LIG1,2.8376515,0.0
LS_11,BRCA2,2.8295288,3.066648166495465e-230
LS_11,MIR924HG,2.8232574,1.5621126391459038e-09
LS_11,GGH,2.8229604,1.4517521426744565e-228
LS_11,HMGB2,2.8209534,0.0
LS_11,TUBA1B,2.817702,0.0
LS_11,ARHGEF39,2.8099785,1.5005996332711042e-32
LS_11,ZNF695,2.800902,1.9273544621616692e-10
LS_11,CHAF1B,2.7964482,1.774590935063835e-76
LS_11,CHEK1,2.7925568,8.857750915976299e-169
LS_11,H2AFX,2.7901402,0.0
LS_11,HELLS,2.7898116,1.7447313008000643e-248
LS_11,BUB1,2.7845354,6.829301833561938e-99
LS_11,OIP5,2.7840793,1.2557344181012753e-88
LS_11,DNA2,2.77671,6.2863712808127346e-58
LS_11,GINS1,2.7732065,6.278520717105442e-50
LS_11,ORC1,2.7715063,3.238598057880949e-64
LS_11,MCM4,2.7626998,0.0
LS_11,PRTFDC1,2.7602022,5.697059418531889e-14
LS_11,CENPI,2.7544768,1.542777629529179e-07
LS_11,FBLN1,2.7428901,3.942567938598142e-11
LS_11,SH3GL3,2.7321553,0.0001264780674678012
LS_11,GMNN,2.7321415,3.893472560584876e-235
LS_11,WDR34,2.7319438,1.0744325171045788e-295
LS_11,ATAD5,2.7314527,1.3878570684426723e-268
LS_11,RRM1,2.7247229,0.0
LS_11,MCM7,2.7223737,0.0
LS_11,CENPE,2.7090497,1.0053811008828005e-90
LS_11,SYNE2,2.6906557,1.3800502401067437e-12
LS_11,UHRF1,2.6787744,0.0
LS_11,FAM72B,2.6767673,2.1178578087057564e-10
LS_11,POC1A,2.6650367,2.834006962780466e-112
LS_11,GINS3,2.6609192,4.187207904084817e-33
LS_11,RAD54B,2.6579366,3.074557937021501e-24
LS_11,CENPA,2.6510518,1.606026800389402e-27
LS_11,CTNNAL1,2.6502643,7.206108373352809e-119
LS_11,CIP2A,2.6442788,7.911026118815856e-84
LS_11,STMN1,2.6393282,0.0
LS_11,TRAIP,2.636003,2.060499950643438e-37
LS_11,RMI2,2.632326,1.5351174349527056e-118
LS_11,CENPK,2.6299016,6.351907269678233e-258
LS_11,FANCG,2.6233912,2.87014723597397e-157
LS_11,AQP1,2.6227872,0.000962822824528384
LS_11,POLE2,2.619561,1.551426511431517e-54
LS_11,GPAT2,2.619501,2.967815731677194e-08
LS_11,DONSON,2.6140933,5.69753398762266e-81
LS_11,Z94721.3,2.6131787,0.0003979918278404097
LS_11,INCENP,2.6062565,1.054065172620242e-107
LS_11,CENPO,2.6013875,6.3897648047577575e-65
LS_11,NEK2,2.6006627,1.679891262860013e-11
LS_11,CCNE1,2.5899765,2.114862225808719e-39
LS_11,H2AFZ,2.5801668,0.0
LS_11,HIRIP3,2.5777779,3.597912706145108e-207
LS_11,MTFR2,2.5753212,1.1287185639038402e-28
LS_11,PLK1,2.5749092,1.6797926988328483e-68
LS_11,CENPH,2.5671837,8.78577818414438e-208
LS_11,HAUS8,2.5590503,9.566054970115716e-34
LS_11,CDC20,2.5567877,1.7153553766665687e-107
LS_11,HIST1H2BI,2.5364645,0.00018392645486605089
LS_11,ZGRF1,2.533964,4.585871702903062e-57
LS_11,NUP62CL,2.5012496,0.00032486165672185405
LS_11,CENPW,2.499762,7.360610351333951e-247
LS_11,HIST1H4I,2.4971652,2.684704463240028e-06
LS_11,DEPDC1,2.48513,1.253260198601648e-16
LS_11,PHGDH,2.477896,2.34884481234608e-74
LS_11,GINS4,2.4722571,6.651090113102368e-56
LS_11,RFC4,2.4719718,1.1219445314492988e-185
LS_11,CDCA4,2.4686744,5.402214305950231e-159
LS_11,DDIAS,2.4638968,1.317319300335882e-10
LS_11,SLFN13,2.4567585,6.8283827176808585e-59
LS_11,HIST1H1D,2.4561756,0.0
LS_11,NCAPH2,2.454816,9.816242032357774e-139
LS_11,DTYMK,2.4498188,6.736681560406746e-299
LS_11,MCM8,2.4475503,6.163635598388454e-53
LS_11,CHAF1A,2.4472787,1.9199375736934403e-212
LS_11,MAD2L1,2.4370267,4.107306224821311e-213
LS_11,CENPS,2.4298768,2.2882878237773444e-105
LS_11,DERL3,2.4220145,1.4434803172488478e-114
LS_11,POGLUT3,2.4214914,1.0444788563930156e-68
LS_11,DSN1,2.4213917,3.3145805135667493e-133
LS_11,PIMREG,2.417849,0.0004996138721497512
LS_11,EZH2,2.4110277,2.5726736001945785e-220
LS_11,DDX11,2.4040186,2.431359563474058e-193
LS_11,CTHRC1,2.4031763,1.8910717329395789e-10
LS_11,AC123768.5,2.3823335,0.0001604863987553701
LS_11,HMGN2,2.374284,0.0
LS_11,SMC2,2.370655,4.825749985580339e-242
LS_11,ARHGAP11A,2.3671236,7.373390886177482e-99
LS_11,PNMT,2.3647785,5.201208597965281e-10
LS_11,MCM2,2.360097,2.94386939715371e-254
LS_11,NCAPD2,2.348536,2.696779571168071e-230
LS_11,HIST1H2AG,2.3478923,8.573624825680513e-231
LS_11,CCK,2.3457665,0.0006454229507322924
LS_11,MCM3,2.3451185,0.0
LS_11,TUBG1,2.333649,1.2962586812679194e-106
LS_11,AC074135.1,2.330286,1.564293463042916e-09
LS_11,POLA2,2.3265603,1.5025026948532136e-127
LS_11,DUT,2.3225892,0.0
LS_11,STOX1,2.30865,0.00015436312893574123
LS_11,MAP7D2,2.3071976,0.00022771800601323374
LS_11,SLC10A4,2.2929423,0.0007098731899569823
LS_11,TMPO,2.283377,0.0
LS_11,CDK2,2.283369,1.097997280501645e-122
LS_11,MCM6,2.2742262,3.251297427392527e-215
LS_11,TYMSOS,2.2725961,1.8464907722715017e-15
LS_11,FAM83D,2.2682488,1.086224802902314e-26
LS_11,RFC3,2.2659903,2.651701149776271e-51
LS_11,MELTF-AS1,2.2649071,5.296488691631827e-05
LS_11,PTTG1,2.2609868,1.2536326293389942e-230
LS_11,CCDC34,2.2539954,4.683587192373005e-111
LS_11,CHTF18,2.2446117,2.3583880915841145e-114
LS_11,PAQR4,2.2445157,6.242045910461703e-111
LS_11,CRABP1,2.244382,5.281809988693513e-18
LS_11,IGF2BP1,2.2378054,4.5942510902951534e-08
LS_11,ALDH7A1,2.2344232,5.593354857001097e-41
LS_11,CENPL,2.2338567,4.797109841218056e-38
LS_11,CBR3,2.2301304,0.0007207277997495951
LS_11,RNASEH2A,2.2201984,2.2188317648368705e-193
LS_11,RBL1,2.2192914,9.559292322800895e-104
LS_11,HIST1H1C,2.218933,0.0
LS_11,MAGI1,2.2158387,4.793981164203561e-09
LS_11,LMNB1,2.2119958,0.0
LS_11,HIST1H1E,2.2044666,0.0
LS_11,KNTC1,2.2008662,1.2129583507067167e-106
LS_11,TMPO-AS1,2.2006123,4.764819309651056e-110
LS_11,PRIM1,2.1984563,5.105863699327049e-158
LS_11,HIST1H2AM,2.1977448,6.138124771883619e-08
LS_11,MXD3,2.196924,7.65715460556201e-114
LS_11,C9orf40,2.1879098,5.632522841531507e-53
LS_11,AL662797.1,2.1872787,3.1600700844632075e-27
LS_11,SLC25A10,2.1798656,6.345154931850861e-26
LS_11,NSD2,2.178706,1.894288911767836e-262
LS_11,TMEM97,2.1779788,8.668576162731378e-110
LS_11,CCDC167,2.1755886,1.5021042855923022e-109
LS_11,TMEM72,2.1745546,0.00024080379902231169
LS_11,HIST1H2BL,2.1720717,2.36785274982753e-18
LS_11,MFGE8,2.1712124,4.6019328024516883e-94
LS_11,WDHD1,2.1705756,7.607102201294137e-81
LS_11,CENPP,2.1681988,4.423283873233821e-48
LS_11,AGAP1,2.1672966,1.5613655073294347e-05
LS_11,CLGN,2.1619062,9.253794943827985e-09
LS_11,HIST1H2BO,2.1616044,3.196685294134894e-06
LS_11,DNAJC9,2.1558027,2.5640335104169207e-272
LS_11,CARHSP1,2.1450977,2.6246557311162098e-263
LS_11,POLD1,2.1432016,4.533679400931247e-199
LS_11,KIF22,2.138855,6.543247338677949e-281
LS_11,NCAPD3,2.1365485,9.449624538499453e-145
LS_11,BLM,2.1264358,5.571649431966376e-111
LS_11,TMEFF1,2.1214418,0.0008268670298276385
LS_11,SHMT1,2.1186352,1.4168928293015074e-63
LS_11,TMEM98,2.1175683,1.0142288243828713e-12
LS_11,DNMT1,2.116319,0.0
LS_11,SPDL1,2.103477,2.13265132218251e-42
LS_11,MYH10,2.1034548,3.956588797281922e-11
LS_11,MYL4,2.0996351,9.623716107465002e-12
LS_11,RFC5,2.0946918,3.5535234801347266e-93
LS_11,TMEM237,2.088396,6.504043377643603e-15
LS_11,C1orf112,2.0871499,3.110420416529632e-56
LS_11,RPA3,2.0865538,7.71939082556823e-231
LS_11,CXADR,2.0830936,4.933734268409728e-05
LS_11,CEP152,2.0756657,1.1540920191420674e-97
LS_11,GYPE,2.075274,2.9331217153575982e-05
LS_11,MYO16,2.0688157,4.733563704248961e-07
LS_11,NXN,2.0630007,2.1360212147606306e-06
LS_11,GYPB,2.0615802,7.118891934083426e-11
LS_11,KLF1,2.0598464,1.0648631425724546e-20
LS_11,HIST1H3H,2.0514321,4.578911564681125e-82
LS_11,IGSF11,2.0503852,7.199216553834705e-06
LS_11,KIF18A,2.0502605,6.168159223802612e-36
LS_11,CEP78,2.0484219,1.145787877618948e-87
LS_11,WDR90,2.0467253,8.153105443787877e-54
LS_11,CDC7,2.0453613,1.2018820259601722e-38
LS_11,MTBP,2.043328,8.237392508371169e-19
LS_11,CEP72,2.0383325,2.5508941685238715e-10
LS_11,USP1,2.023858,3.484208979759971e-219
LS_11,SMC1A,2.0220597,6.520971376301471e-273
LS_11,GALNT12,2.0199165,3.7341785129446897e-06
LS_11,FANCB,2.0158825,2.909840748960027e-20
LS_11,COCH,2.0158446,6.128233926131145e-22
LS_11,TUBB4B,2.0114923,0.0
LS_11,HIST1H3J,2.0112462,1.4135362234722446e-12
LS_11,POLD3,2.0099359,3.661787607616627e-115
LS_11,ACOT7,2.0050156,2.4745910144473247e-94
LS_11,WEE1,2.0038166,3.1795839370575977e-94
LS_11,AP001531.1,2.0037363,0.0003856794416665021
LS_11,FIGNL1,1.998785,2.1362139103228131e-41
LS_11,MCM5,1.9977337,3.8456541547628724e-241
LS_11,AURKA,1.9958462,3.0620809569480704e-26
LS_11,SAC3D1,1.9905758,6.750408649009335e-156
LS_11,SELENBP1,1.9855504,2.3468422267102543e-09
LS_11,CHAC2,1.9776809,5.495995973438385e-07
LS_11,ROBO2,1.9732629,3.859309513422557e-11
LS_11,GYPA,1.9708017,5.903813629880324e-05
LS_11,RFC2,1.9659886,1.1162527832797338e-174
LS_11,SAE1,1.9642477,5.780258921481078e-190
LS_11,HIST2H2AC,1.9520226,3.369398083502992e-67
LS_11,ZNF730,1.9482887,0.00015554229293119403
LS_11,LRRC7,1.9472377,7.809494536767668e-07
LS_11,CD24,1.9469013,3.4587111566058093e-09
LS_11,PACSIN3,1.9464287,0.00012842703703377462
LS_11,AC012499.1,1.940614,4.898994573624748e-06
LS_11,NRM,1.9390882,8.036455153823801e-154
LS_11,PXMP2,1.9357828,3.055259960039648e-182
LS_11,KCNH2,1.9315405,4.890753235347003e-07
LS_11,CCDC15,1.9263936,2.9883069427427466e-18
LS_11,ARHGAP19,1.9258564,6.918587197942686e-57
LS_11,PARPBP,1.9218028,1.0248490694253041e-46
LS_11,AC068587.4,1.9199177,2.221273409606129e-81
LS_11,SLC25A4,1.9196724,0.0002623824798569745
LS_11,YEATS4,1.9180728,1.0744348022534324e-126
LS_11,SLC16A10,1.9131141,1.0458504475313595e-09
LS_11,PRXL2A,1.9080024,2.647354090316463e-16
LS_11,TONSL,1.9039118,2.7103271453142625e-46
LS_11,XRCC3,1.9002007,4.279149166267521e-31
LS_11,NASP,1.8989285,0.0
LS_11,KAZN,1.8960518,0.00010597945316620193
LS_11,NEMP1,1.8959502,2.3422084591451254e-52
LS_11,SMC4,1.8944488,1.1540714542821716e-243
LS_11,PRR11,1.8920121,4.474009652345289e-36
LS_11,TMEM246,1.889844,1.7455674989200616e-05
LS_11,FAM111A,1.8883497,2.3437660875833567e-201
LS_11,FREM1,1.8870304,2.0959143105847125e-10
LS_11,SFMBT1,1.884073,4.6521733065560324e-09
LS_11,PBX1,1.8792208,3.209732641346787e-07
LS_11,RBBP8,1.8707006,2.338429450924503e-124
LS_11,SNTA1,1.8677913,3.5761965766296665e-06
LS_11,RAB3C,1.8650922,0.000200487658791744
LS_11,CHEK2,1.8647376,1.1402673786149703e-70
LS_11,HSPA2,1.8646545,6.517986516028402e-08
LS_11,ERVMER61-1,1.8624206,5.661835618499645e-07
LS_11,LEF1,1.8588544,7.638570940100048e-08
LS_11,AC239868.1,1.8578664,7.110808273316481e-12
LS_11,LRR1,1.855897,7.133846562803276e-68
LS_11,SCN3A,1.8558377,3.232298945325442e-07
LS_11,RORA,1.8549567,0.00038946303265946296
LS_11,KIF20B,1.8534569,4.094006080667123e-127
LS_11,NT5DC2,1.8530233,1.4293925748222253e-53
LS_11,BARD1,1.8515134,5.318333891314651e-95
LS_11,CKS2,1.8487412,1.6471986777096217e-204
LS_11,PHF19,1.8436806,2.2315158100062496e-161
LS_11,SIVA1,1.8416052,0.0
LS_11,BEX1,1.8405889,1.8421379014333331e-09
LS_11,DCLRE1B,1.8353612,2.0271350095388552e-20
LS_11,POLA1,1.8298131,2.3344813945894263e-57
LS_11,HMGB1,1.8294972,0.0
LS_11,PASK,1.8293881,2.9713921207252954e-32
LS_11,NEFH,1.8285221,3.939891697669241e-11
LS_11,ITGB3BP,1.8235893,9.536128124089658e-83
LS_11,ALDH1A1,1.8217429,1.9756876722433812e-11
LS_11,CCNB1,1.821035,2.756996492715887e-65
LS_11,ADD2,1.820789,1.6886060599285128e-09
LS_11,LRP11,1.8138151,9.846423259374283e-07
LS_11,OXCT1,1.8115498,7.970753309027101e-36
LS_11,ECT2,1.8096691,1.36419758712348e-29
LS_11,STXBP6,1.808997,4.5580144760084405e-11
LS_11,ANK1,1.8067883,4.645463749283329e-06
LS_11,FANCA,1.798037,2.4199815163498796e-83
LS_11,C2orf88,1.7976989,1.8065445181976677e-08
LS_11,AC011603.2,1.795131,4.209859631969756e-105
LS_11,SUV39H1,1.7938247,6.781538331340322e-41
LS_11,CABLES2,1.7932459,3.4713011415415995e-08
LS_11,ITPRIPL1,1.7862502,4.3257779186996946e-11
LS_11,C5orf34,1.7861413,3.3606773880440894e-07
LS_11,SLC29A1,1.7858796,3.22993677660372e-120
LS_11,KNSTRN,1.7855086,1.6253089323733027e-26
LS_11,LIN9,1.7835906,1.1827754186264454e-18
LS_11,PARP2,1.7825481,1.1812182156847274e-61
LS_11,IFI27L1,1.7799394,5.0449847803128615e-79
