gene,log2FC,padj
LTV1,0.09984943,0.07388491868429325
RUSC1,0.15678988,0.07422678853159392
CEP97,0.51573145,0.07422931716558258
ATAT1,0.21923862,0.07442362258016011
SIGLEC15,0.9630191,0.0744511503155168
MAN2A1,0.23865487,0.07462442453738705
DUSP14,0.23033805,0.07464981506482822
RPRD1A,0.2040592,0.07474573733968033
COP1,0.20228584,0.07520936108763197
PMS1,0.11827637,0.07524407122699625
GID8,0.047995,0.0754387382679588
TMX1,0.14443186,0.07546527897581257
SRPK1,0.10958154,0.07546527897581257
GABRD,1.4034806,0.07553123789094636
ANKS1A,0.23312998,0.075531593769501
TMEM182,0.65143543,0.07566004596781242
FBXL13,1.3413814,0.07602712075040506
LRMP,0.10221316,0.0760401444413579
CAND1,0.15307562,0.07612893818018297
FBXO33,0.21218583,0.07613518179547592
CAMK1D,0.30637762,0.07644482492665443
HLA-DQA1,-0.033824824,0.07646430267217913
GINM1,0.08169902,0.07680370688988494
POLR3B,0.6936371,0.07700518569612103
IFRD2,0.13023582,0.07706362628908131
ALDH7A1,0.55663735,0.07706362628908131
ATP1B1,0.23948239,0.07712315505738139
IRAK1BP1,0.4577746,0.07740806752008893
CCNE1,1.0108181,0.07750336499884944
TSPYL4,0.15916446,0.07758054784174459
ZNF148,0.123920545,0.07768343763905244
CST7,0.09069591,0.07771772584053681
ZNF678,0.55335885,0.07777341658079807
C2CD5,0.308703,0.07783351948752638
ZNF792,0.53062147,0.07802551492465656
TXLNA,0.10295783,0.07802551492465656
TBC1D22A,0.086274885,0.07810859178907542
GPM6B,0.8209006,0.0783158927043172
AGO3,0.21188794,0.07836277315706255
NECAP1,0.24298924,0.07850662303424755
AVL9,0.28405795,0.07902314181895467
FBXW11,0.23108676,0.07908745708251029
AL662844.4,0.21168666,0.07933550105725053
ANGEL1,0.28406423,0.07938261892003572
CHCHD3,0.13337202,0.07942772903239824
CDC23,0.2205018,0.07953506699027124
PPP2CA,0.14924255,0.07963845511959339
ZNF268,0.34253848,0.07968729613178542
STK39,0.2703065,0.07968729613178542
TRUB2,0.08462757,0.0798159350926621
GPC2,0.9572328,0.08014192385147983
MEF2C-AS1,0.45850888,0.08092587609809565
HSD17B4,0.13586372,0.08098266957521197
YAF2,0.1794884,0.08098819336925435
KMT2E,0.14641516,0.08098819336925435
CHD1L,0.3975585,0.08102286534684472
ARL6IP6,0.15309738,0.08108663456695239
CRHBP,1.6669043,0.0811099302349446
AKIRIN1,0.12950954,0.0811099302349446
RRP1B,0.13179559,0.08143164857595972
DAB2,0.14083308,0.08162841185945
FBXO4,0.2677293,0.08163061898665205
MNAT1,0.10989044,0.08191467379876655
IKZF5,0.24125795,0.08192822362090406
GPR183,-0.035849772,0.08248025019467496
GMPR2,0.10781907,0.08272401358989628
NFIC,0.09091431,0.08275211651715
RNF31,0.117337435,0.08293626170842605
TARBP2,0.05356017,0.08295051528753976
HNRNPA1P48,0.124533676,0.08295051528753976
SNAP23,0.10651228,0.08295051528753976
COIL,0.11712082,0.08312809111897458
P2RY11,0.24564661,0.08317626228261546
EYA3,0.3481607,0.08321508633377621
DDX31,0.332002,0.08370133636249766
CCDC91,0.12190801,0.08411359364649282
LINC00662,0.17328861,0.08412837369994963
MOB1B,0.23334572,0.08444122621331986
STARD8,0.7078925,0.08475109707547486
HIST1H2BN,0.1556241,0.08480099638842593
SHLD2,0.17506255,0.08518757519634075
RFFL,0.21254872,0.08533776337689628
ITGB5,0.7845926,0.08561019523023446
DPY19L2,0.57177657,0.08611974160859709
ZNF253,0.34951067,0.0863572871582886
MCEE,0.27818298,0.0865536678742988
GOLGA3,0.09650847,0.08672880904476629
WDPCP,0.4305248,0.08683145080300883
FRMD8,0.124334216,0.08704165089828135
C11orf1,0.08380979,0.08716769988942132
AGFG1,0.14232482,0.0874628840684748
CDR2,0.30046746,0.08771710995467008
SKAP2,0.06398071,0.08792122845503955
WASF1,0.10168147,0.08827870357410332
ARHGAP21,0.31976083,0.08830204845652595
STARD4-AS1,0.32075667,0.08834557635915484
UBE3A,0.15766624,0.08855247248179018
STIMATE,0.20714185,0.08875250909670948
EXOC6,0.14857724,0.08906477917546285
PNPT1,0.16333957,0.08911601461397763
ACAD11,0.39789343,0.08921274114471725
AC021915.2,1.6136702,0.0893507042305624
ZBTB1,0.15085661,0.08966317301311563
Z83843.1,0.829931,0.08985230284085331
ZNF548,0.35603005,0.08985230284085331
ENTPD5,0.5180082,0.08986245080121726
SH3YL1,0.22418733,0.09006341131329296
TXLNG,0.22909409,0.09036665115168034
SOSTDC1,3.6954849,0.09058875537205104
TOR1AIP1,0.16207437,0.09095403319062598
USP22,0.13544703,0.09105378296837244
HIST1H4E,0.47106886,0.09107711459838155
ITGAV,0.6139267,0.09145228658839878
PXDN,0.42426524,0.09148489285853431
BFAR,0.071640626,0.09153129672522727
PCAT18,0.1337648,0.09155900547689073
MICU1,0.11012375,0.09157128916064201
BTAF1,0.20066166,0.09186176946359188
ST7L,0.17513561,0.09198940620261019
ORC2,0.29926023,0.09232910606973653
UTP25,0.36608848,0.09251738149509517
EDRF1,0.18710214,0.09251738149509517
CUL4A,0.14083298,0.09256854682071615
KAT7,0.21078977,0.09257067269693775
IGF1R,0.44058117,0.09359503349718129
NIBAN1,0.10790844,0.09362071768954378
SOS1,0.20066245,0.09362071768954378
TRMT61B,0.17113143,0.09397118072605758
SMS,0.08053551,0.09399145411507863
KLF11,0.33162913,0.09405373032181273
RDX,0.07276346,0.09423816259267542
PEX13,0.28755188,0.09455203636244695
ZRANB2,0.13421088,0.09462814416552119
GXYLT1,0.3076697,0.09550539758141763
TTC5,0.13769314,0.09552460006301255
AKT1S1,0.09158447,0.09566423861357148
LRP5L,0.37973672,0.09570441974850206
ATM,0.15066747,0.09570441974850206
ZBTB17,0.08644126,0.09573950744903818
CLIP1,0.13280499,0.09573950744903818
TBC1D15,0.0978269,0.09653633352266287
TPK1,0.41734016,0.09654884740487571
M1AP,0.83496714,0.09656804462329505
SCLY,0.31574163,0.09660153935517447
PREP,0.22214696,0.09677543949893881
AP002490.1,0.18089455,0.09723378854731832
MAPK10,1.9554822,0.0973477397596076
ADORA2A,0.80973756,0.09790417618454288
HGSNAT,0.10253756,0.09798622174472173
RACK1,-0.31554562,0.09881163510483691
ZNF282,0.21989913,0.09881163510483691
ARID4A,0.12841894,0.09896367087679167
BCAS3,0.29687154,0.09924462566401103
HERC2,0.1006118,0.10000892427157881
CCNG2,0.13751931,0.1002630933570202
PRIM1,0.2701662,0.1003072523703384
PDS5B,0.20249775,0.10033615408848609
HYAL2,0.5285775,0.10044574704828407
C1GALT1,0.1680365,0.10059530854182895
RAB11A,0.12790878,0.10164110120526616
DIS3,0.16906741,0.10171213630575694
RBM34,0.4722344,0.10171213630575694
MTMR6,0.24758796,0.10269345006864455
NHLRC4,0.4927415,0.10292657551453982
GLE1,0.13030228,0.10293722465520191
MTO1,0.14411792,0.10308244550025683
SNAPC3,0.26572475,0.10308244550025683
TCP1,0.11445563,0.10320260583885296
DPYD,0.2095973,0.10379898973660978
AGO1,0.20794524,0.1039857813495129
GRTP1-AS1,1.7931755,0.10421957941071211
PAQR3,0.45089462,0.10436475384948507
MAFK,0.23168942,0.104424046116086
NOC3L,0.1407318,0.10495567467906414
NCK1-DT,0.29847035,0.1050281834738259
CD320,0.105964854,0.10508447204706321
DNAJB11,0.13149957,0.10532063146796329
LINC01341,0.14678648,0.10547465297743024
FAM8A1,0.28800747,0.10646886696423741
AC017083.2,0.4533452,0.10660661204681304
NCALD,1.6734225,0.10721941678015617
NUP188,0.23024516,0.10754561502455601
CDC27,0.18632925,0.10760908007603037
ELOVL5,0.12168809,0.10764842619376112
CHKA,0.123022296,0.10789404615414454
ACYP1,0.13354106,0.10812120658893305
TCAIM,0.124849096,0.10813267739938352
ATG14,0.28560066,0.10869399501207014
FER,0.4542357,0.10870486143131548
ANKRD46,0.3312948,0.10896969565796323
EIF3C,0.268422,0.10900717656502623
POU2F1,0.13491651,0.10905012581261123
RGS18,0.120667316,0.10958128216471051
RGS2,0.12642458,0.1097462396289136
TMEM243,0.10903677,0.10979661100015832
SUCLA2,0.10447563,0.10985736961123109
PEAR1,1.8846395,0.11028909627139567
CRISPLD1,0.6369742,0.11040174226546931
BTBD9,0.6105058,0.11041766183285648
CHROMR,0.2409359,0.11048731840977753
ZFYVE16,0.1851824,0.11048731840977753
ZNF493,0.19632435,0.1105520030844607
ZNF275,0.473375,0.1106252246131225
MAP3K4,0.16035625,0.11086384801612091
DOC2A,0.6985347,0.11137686253996584
FBRSL1,0.057699047,0.11173601556453208
CMTM2,0.6550409,0.11179729998078387
POLG2,0.14440368,0.11182871690282273
HIF1AN,0.14450225,0.11182871690282273
AHCTF1,0.20511997,0.11187289294704822
ASAP2,0.5641343,0.11187289294704822
MFSD14C,0.2330427,0.1119455664010454
ZNF891,0.38489938,0.1119527273410568
ZNF844,0.35835916,0.1119691607216312
LINC01257,2.953929,0.1119691607216312
MINPP1,0.35442007,0.11238051539563698
CASP7,0.21498056,0.11256355208373808
SLC27A5,0.07063698,0.11258917745742476
SLC27A6,2.319729,0.11264107909034904
RPAIN,0.099960774,0.11266319440808253
PARP16,0.2000351,0.11291300709415346
AP000787.1,0.46968472,0.1129901962820023
CLINT1,0.14371367,0.11305500482163848
HMG20A,0.16750082,0.11305500482163848
ZC3HAV1L,0.58034277,0.11345159831309128
PYROXD2,0.2562347,0.11378908981207805
B3GLCT,0.89990664,0.1138024611923801
C20orf194,0.23778312,0.11390471046925559
LINC01515,1.4920955,0.11421794889798549
FAM76B,0.13773373,0.11460552121094532
RPP21,0.044105664,0.11469324964617852
AC083798.2,0.20916937,0.1147141149866213
CENPJ,0.27843174,0.11475808917759363
IFNGR1,0.10477409,0.11507412519962022
METTL16,0.20724472,0.11546448638077568
PDE6B,0.17891845,0.11566197516188494
ZNF462,2.0780206,0.11583268304148042
GAS6-AS1,0.28645357,0.11598762911807274
ABL2,0.25031883,0.11598762911807274
ASXL1,0.12685405,0.11614667068223995
DDX50,0.061750483,0.11630428608691999
NSF,0.16802344,0.11643748062921193
SLC31A2,0.037027013,0.11689997113201195
ARL15,0.8785232,0.11691043794383661
SLC25A16,0.50923204,0.11760941966802094
TMEM41A,0.205609,0.11760941966802094
RBM41,0.36650023,0.11762992984903767
ERBIN,0.14309527,0.11773794805825083
CWC22,0.13733898,0.1181263612237118
FBXO11,0.12491289,0.11893964586050304
GTF2H2,0.29127425,0.11895419309869745
ZNF551,0.36993614,0.11973432569740473
ATF2,0.12973286,0.119782410665829
ITPRIPL2,0.23320238,0.12009235837753525
SENP5,0.20920418,0.12016168937650337
RAD54L2,0.15755948,0.12031680397728134
MPST,0.087478995,0.1206777997265878
TMEM41B,0.28906432,0.12155685929803074
LINC02573,0.76319236,0.12179065231385963
GLYCTK,0.29863742,0.12211593931295463
NOCT,0.3034643,0.12251201519443919
DAPK1,0.17416489,0.12260190339976601
HSF2,0.35283124,0.1232326320749478
PEX3,0.24224918,0.12327892128132963
RBM10,0.056688223,0.12335318410437116
NOL10,0.20728369,0.12350676655951193
TSN,0.08666921,0.12360463499678731
BTRC,0.4229631,0.12364611329701497
TWSG1,0.22656614,0.12364611329701497
EMC1,0.124681585,0.12365900819787594
TRIM65,0.19828409,0.12399718554474715
VIPAS39,0.18538591,0.12413057902249405
HSDL1,0.30283618,0.12432591182429617
IGHV3-23,4.089081,0.12445917794006084
TMA16,0.08636963,0.12526298176568434
MGP,3.1502976,0.12529704615396328
MRPL16,0.11785122,0.1253158291560721
ZNF280C,0.42605588,0.1255421397852943
TNKS2,0.15046024,0.12628194832294548
RIOX2,0.16592833,0.12643212483385693
INTS12,0.1827671,0.1268705462843147
AP4S1,0.17117308,0.12688691765547933
IMMT,0.09439754,0.12706783691162366
MEN1,0.14254996,0.12738080471914603
SRSF7,0.08487599,0.12768858825726265
MRPS31,0.1278358,0.12791573141116014
FOSB,0.051778145,0.12798755167020318
PEX1,0.1962273,0.12806771488091126
LHX6,1.474731,0.12842395742626883
NUP107,0.17535941,0.12896830680637017
TDRD9,1.027152,0.12948018341015016
NFATC3,0.11775361,0.12968217654628367
PSMB5,0.071047574,0.1300996623250051
ACTR8,0.27205485,0.13029537383324918
VPS41,0.12418189,0.13045090819856892
FUBP3,0.23993087,0.13111611425107664
ZDHHC20,0.16533887,0.1311559627808592
AMN,0.048041124,0.1315752428686378
XPO4,0.17990927,0.131743712184699
MLST8,0.056365155,0.13233679261281714
ZNF26,0.2872403,0.13279456424508151
CORO1B,0.06994172,0.13285753694252417
LPCAT1,0.18144657,0.13457553384561166
NAV1,0.25767618,0.13475363168162724
FBXO31,0.29638383,0.13497856111570397
CLEC4D,1.5377581,0.13499331491520145
TMEM192,0.04990284,0.13514715954355344
NSMCE2,0.16082448,0.13536347445355104
DDX1,0.114094555,0.13541906691359262
ZNF236,0.2713941,0.13594929710356707
SLC8A3,2.1992147,0.1365833188290574
BNIP2,0.1192129,0.136696163013465
CDCA4,0.20372882,0.13692151063084404
TBKBP1,0.15741682,0.13726191359062911
FAN1,0.25652474,0.13745612188046413
TCF20,0.3215211,0.13776251604032408
NFXL1,0.51209563,0.1378749050815912
PLEKHG4,0.63585836,0.13789923711808563
TMEM212-AS1,1.632243,0.13794033905414554
GRK5,1.6999607,0.1382930229958277
RARS,0.06597274,0.13834029389642222
XKR8,0.24445064,0.13866985143717617
AP2A2,0.109823585,0.13903548468248206
ZSCAN12,0.5508518,0.13926312936451285
ADAMTSL4,0.10458651,0.13945812411500308
ICOSLG,0.66157854,0.13945812411500308
RAB33A,0.65771675,0.14033496928970016
CREM,0.17133111,0.1404934507902797
ZNF662,1.1326317,0.14054698173964836
CDK8,0.3051076,0.14054698173964836
POT1,0.32276577,0.14054698173964836
VPS72,0.08092645,0.14054698173964836
MACROD1,0.15737848,0.14054698173964836
APPBP2,0.20395575,0.14099960984829552
GNPNAT1,0.22833131,0.14111647912938557
DUSP11,0.17174727,0.14125052815428468
ERCC6L2,0.1987995,0.14196291990821575
MRNIP,0.34327137,0.1421558940604676
GLA,0.07541511,0.14231323489129458
KATNAL1,0.3088182,0.14277175631578684
PCM1,0.13347018,0.14277175631578684
ZC3H18,0.12787673,0.14317595573099537
PCF11,0.11617908,0.14322655926377403
SLC22A4,0.38216713,0.14327717991171965
VKORC1L1,0.1881982,0.14349764374391683
TRMT1,0.09177723,0.1436048447338879
RBM48,0.219023,0.1438675312550204
IFI16,0.11618174,0.1438675312550204
IPO9,0.21642998,0.14438314323938495
NAT9,0.021412222,0.14494158006479468
SETD3,0.089319095,0.144984936609815
WDR26,0.092393614,0.1450119516737984
ANO10,0.28468347,0.14518409392348958
SCAP,0.070074484,0.1455249965814942
NUP88,0.1720557,0.14568789963425927
EEF2KMT,0.18681362,0.14592204626862565
FYB1,0.08711341,0.1465814669735385
TRBVB,0.95631546,0.1481823202720919
SFI1,0.29648817,0.14876813370231498
METTL25,0.26016077,0.14899468063936744
CASP2,0.06500666,0.1493207902233141
LINC-PINT,0.5040938,0.1494249788335035
RIOK1,0.10170444,0.15012799771553295
AL050341.2,0.18149385,0.15143705857229725
SENP1,0.33141142,0.15185355494331962
PANK1,0.92720526,0.15199155019000055
TMEM135,0.3982279,0.15201656409691058
FAM120C,0.24731372,0.15201656409691058
POLR1A,0.20198368,0.1521521569037403
CBLL1,0.22675197,0.15216645096172324
NDUFA5,0.0983744,0.15227902249282693
ANKHD1,0.13135359,0.15249781398024873
RAI1,0.15165922,0.15257599320534881
SCYL2,0.15829681,0.15263595811087843
MRPL48,0.059416976,0.1527556158080866
PPP5C,0.123866454,0.1527556158080866
CNOT6,0.2049323,0.15282698797987332
TBXAS1,0.121546336,0.1529926467790844
ATP11B,0.18338151,0.15313812511803723
RNF115,0.11221707,0.15329324677260284
INTS3,0.06415626,0.1542029795174926
SMAD4,0.16152954,0.154285481320108
ZCCHC3,0.13472804,0.15527400504429034
CABLES1,0.66992354,0.1560844355527802
ITGB3BP,0.19676661,0.15678174427422736
EXD3,0.01141184,0.15681901788040473
ZFP91,0.10650626,0.15701819557776173
STAT4,1.5566076,0.15701819557776173
AC129507.1,1.598057,0.15701819557776173
PIK3C2A,0.19057186,0.15733419302967608
KLHDC10,0.11810898,0.15835684125711658
PRR14L,0.11449794,0.15835684125711658
TNFAIP8,0.09595856,0.15871019011350174
RANBP10,0.18675445,0.15874019301659276
AC092683.1,0.3590552,0.1588100243288327
CNOT6L,0.12478579,0.15924522912681122
LINC01684,0.31020883,0.15950989513261832
TRIM73,0.24715869,0.16005916304154552
GMEB1,0.0699921,0.16018293349186308
GNL3L,0.13712712,0.16271686153893772
PJVK,0.51209325,0.16285513754058006
GGCT,0.04785773,0.16306195888750033
PGS1,0.078258485,0.16357227323731643
ZNF345,0.53692985,0.16359065429346223
CUL7,0.12581943,0.16446823262609928
MAP3K12,0.32146773,0.16576366641527132
ACOX3,0.26422584,0.1661046637464267
CS,0.11895957,0.16621253138242043
PTDSS2,0.12478545,0.16641581343791864
PTPN4,0.24986063,0.16693599439528248
POMGNT1,0.12169732,0.1670907871123492
LONRF1,0.22040433,0.16779885932537844
RRP15,0.20080315,0.16792081512663692
GOLGA4,0.12606195,0.16792309592828442
PTGS2,0.39034915,0.16793801187795523
AL031710.1,1.5290387,0.1682752086808244
SART3,0.17704827,0.16855447868655282
ZNF514,0.2257977,0.16857165569457874
TAF9,0.087726764,0.1694834730731832
KLF1,0.581064,0.1700727293363527
TBPL1,0.13419726,0.1700883594450612
LIX1L,0.08888798,0.17012120136498232
ZBTB42,1.1249704,0.1703840174478253
CNKSR3,0.9864116,0.170410556238963
USP47,0.18500958,0.170410556238963
NRXN2,0.09355356,0.170410556238963
POGZ,0.11204267,0.17182048355279542
SPIN2B,0.31882146,0.1719118299768938
DOC2B,1.4474866,0.17286232992439032
IP6K1,0.19767727,0.17292487416462135
SNHG17,0.10825588,0.17294129482048387
TIMM23,0.12706111,0.1730781752518538
COCH,0.86358476,0.17313076582447942
OTUD6B-AS1,0.08971213,0.1735515335959919
ERP44,0.120955735,0.1740833304319227
PHF8,0.21665299,0.17413492699653224
ZNF350,0.25186425,0.17429648632834185
CDC5L,0.12932222,0.17467977122237183
ZADH2,0.10333749,0.17505249914724233
SGPP1,0.5925347,0.17585962128332275
TCEAL1,0.13285358,0.17609149173752206
PNLDC1,1.7293806,0.1763762286822884
GLIS3,1.9726907,0.17642437428346805
CEBPZ,0.08588537,0.17750874087402585
MRPS35,0.10420721,0.17750874087402585
MFHAS1,0.31451336,0.17750874087402585
RBM7,0.056730106,0.17769521447580355
CPSF1,-0.0043169623,0.17858996359372656
LSAMP,4.6496334,0.17872763669675917
FNDC10,0.10057608,0.1793077100447601
ACVR1B,0.3242967,0.18017190019558155
TMEM94,-0.013690771,0.18046325633881
TNS1,0.77549195,0.1805478814586291
MBNL3,0.18922526,0.18070906446402724
BBC3,0.24087355,0.1818020402832474
GNB4,0.11343806,0.1827693163677739
KIAA1841,0.49923947,0.1831993475750188
PDCD6IP,0.12278988,0.1831993475750188
AC006064.4,-0.0062584765,0.18328856137696853
BBS2,0.23887317,0.18335188907443264
ADPRM,0.17183152,0.1834819460127751
PAQR5,2.9854956,0.184316938563241
AC008440.1,0.69897646,0.18432826902228985
AL021368.2,0.71328485,0.18435740472568216
MMP17,0.099305384,0.18477268055512958
ZNF791,0.18774675,0.18506720067730237
RXFP1,0.49837488,0.18527754978594269
ANKRD16,0.24165504,0.18532290247883576
PLEKHM3,0.34394053,0.18549883456903493
ZNF12,0.124014504,0.1862857863009245
FXYD3,1.825757,0.1863098548835586
IPMK,0.24660407,0.1863098548835586
MIGA1,0.30441898,0.18680185718183234
LINC02595,0.7058853,0.18705580001297842
WDR13,-0.0015320905,0.18719769297676295
HERC3,0.22376025,0.18735524639324358
AGAP9,0.57863134,0.1874083862326351
UGT3A2,0.8379073,0.1874083862326351
GOLGA2,0.08753525,0.1874083862326351
EPG5,0.22285387,0.18778465490507162
TWF1,0.20325351,0.18780280578987238
NR2F6,0.18779092,0.18843996867794827
SLC35B3,0.21497974,0.18844434518439124
FBH1,0.027950883,0.18861304219469985
PRKRIP1,0.054070234,0.188634285210345
LSG1,0.14190134,0.18869060789654196
UBXN2A,0.08727057,0.1887137745903741
LPAR6,0.20934051,0.18907825083009852
ALKBH3,0.086831905,0.18921720459250838
LINC01268,0.21970636,0.18921720459250838
RASAL2,0.51688534,0.18932764452912124
FCHSD1,0.22816414,0.18963185691297954
EFNA1,0.5309376,0.18977408912321816
ZC3H11A,0.40885648,0.18980518430964805
GPN3,0.0746162,0.18981684159804446
ZBTB22,0.18176694,0.18989535740633245
FAM210A,0.15393168,0.18994106964354904
PLCH1,0.7097589,0.1903015042309814
PRDM11,0.5740859,0.1903015042309814
CA2,0.29266885,0.19050813724718146
TNPO3,0.14804564,0.19119967893486908
PHF21A,0.08937694,0.1912481033696217
XPO7,0.20315109,0.19125924386560605
RCL1,0.21812588,0.19140004102364147
FBLN2,0.5145286,0.1924538224075097
REXO5,0.14244547,0.19329013798355435
SYTL2,1.0801746,0.19444569442726373
ZNF224,0.16727538,0.19444569442726373
ZNF605,0.29447976,0.19444569442726373
AP2B1,0.108654566,0.19486478246101713
ZNF273,0.2795801,0.19486478246101713
MYO9B,0.07966251,0.19502266150377748
NAMPT,0.13388567,0.19614613090924282
UTP18,0.07956411,0.19614613090924282
PEX26,0.13385192,0.19691294663503717
MALRD1,0.6263591,0.19727679128297268
TRIM3,0.77595854,0.19751725113779472
FNBP1L,0.28028923,0.19758706365615283
TRMT1L,0.15732086,0.19783234711114736
ALG10,0.5656799,0.1979526882923761
ZNF827,0.3301426,0.19837432640000263
MAPKAPK5,0.10632989,0.19837432640000263
FAHD2A,0.06272045,0.19837432640000263
ACAD9,0.11458476,0.19837432640000263
KCNE3,0.015393707,0.1985806990040518
DET1,0.4050604,0.19858777576699074
WDR12,0.1327206,0.19878851438855494
SNX16,0.40751824,0.1992050296260272
TSC22D4,0.10578389,0.19922224335896782
DNAJC13,0.10576806,0.19933937284525158
SLCO3A1,0.092938714,0.19972911033107793
TRIM59,0.23499265,0.20032292916567984
NUP155,0.32787278,0.2014332039410276
ZNF839,0.26858005,0.2026248733063447
TUBE1,0.34537426,0.20264744087915368
IFT80,0.31291777,0.2027520984898941
GPN1,0.057995662,0.20297675408690954
CDC42BPB,0.21683685,0.2037071648955101
NCSTN,0.08559553,0.2037071648955101
AEBP1,0.2398485,0.20395659087709447
JADE2,0.110453084,0.2040877686152184
ZSCAN16,0.54658514,0.2040877686152184
TMED1,0.042384896,0.20418273134095136
ARHGEF12,0.7991956,0.2044132632442606
AC106791.1,0.45576087,0.20625129967480668
MRPS28,0.0407013,0.20640498218734202
PPP1R3E,0.21134134,0.20653596676520616
CHEK2,0.12091275,0.20713001855326693
RRM1,0.1415177,0.20724909761069943
RBM4B,0.14180888,0.2074778863010637
PRR3,0.09110883,0.2075956937934518
ITFG1,0.12129682,0.20781563199506448
PCID2,0.1376876,0.2089992267889203
SAP130,0.23856139,0.20942823738686303
KIDINS220,0.1253642,0.20942823738686303
VASN,2.3854318,0.20942849410695402
WDR59,0.113187686,0.20942849410695402
TRA2A,0.08410628,0.20943324080717143
CREBBP,0.06492071,0.20945511692377403
ZNF852,0.37010932,0.2095751625067562
SMAD2,0.16568944,0.20990037502674794
ZNF281,0.0775216,0.21074315488852274
GIMAP6,0.34582645,0.2108035318762917
ALDH9A1,0.06768712,0.21089651549594352
AC092329.4,0.49104178,0.21094515715245463
DIS3L2,0.14276816,0.21094515715245463
KLHL36,0.016449383,0.2117563901447842
C14orf93,0.25395894,0.21234427806996772
SRSF10,0.13314876,0.2137452093689597
CPT2,0.13119113,0.21377949041319222
AKAP1,0.22245894,0.21391427650232406
PCCA,0.40097055,0.21428993783503814
FGFR1OP,0.2514019,0.21453121788375107
NRARP,1.0745003,0.21465765411880214
ZHX3,0.41922706,0.21494501746817476
TCP11L2,0.26463404,0.21588217038346968
MTRR,0.19555168,0.21612613340005254
KLHL21,0.24180435,0.21613855674356527
ZNF264,0.19420272,0.21637463699209827
EMSY,0.27804047,0.21662311284347677
PLEKHG3,0.25249618,0.21685704879182524
UBA3,0.12085912,0.21687322850357543
TECPR2,0.20964828,0.21687322850357543
RBMXL1,0.17443427,0.2169567405862851
ZNF37A,0.1578771,0.2172023615756783
DDX60,0.21810898,0.21745907320513902
FRA10AC1,0.19323651,0.2180414405836299
MGAT2,0.083427146,0.21821263019347065
AP4M1,0.14965528,0.21918212600296713
MLH3,0.17422661,0.2194318436126985
RCCD1,0.12325517,0.21945664042321725
LINC00426,0.46444345,0.21983622291548652
KDM3A,0.15833674,0.22016060582644678
HIST1H2BL,0.83868355,0.22045104755907205
LY6E-DT,1.7551215,0.22066345697753534
TAF1C,-0.004372953,0.2207412843778944
PAN2,0.10968869,0.2213113252063371
HIST1H2AD,0.48647788,0.22240797204033497
SLC10A7,0.6290349,0.2230730079005365
ZNF256,0.80869997,0.22324547109146878
TMEM106B,0.09185445,0.22377333232806557
CCM2,0.051394116,0.2244053037656564
KIRREL1,3.4951386,0.22466836275125657
AC073046.1,0.71326,0.22521813731686963
ABCE1,0.10876143,0.22521813731686963
BARD1,0.17960921,0.22528816891975884
CEP295,0.26787332,0.22549945626783222
USP28,0.34447464,0.2256137985380932
ZNF394,0.08935701,0.2256137985380932
NARS2,0.15750764,0.22586891426005196
UMPS,0.114778005,0.22595663147530165
TMCO6,0.1573811,0.22642475709391605
NIP7,0.09103032,0.22702618422085508
CERT1,0.16895814,0.2274455671491032
USP14,0.10413903,0.22769020553107855
HYMAI,0.31989005,0.22805588769207732
LRP12,0.593822,0.2282572681554025
KAT2B,0.3420433,0.22858993259152666
IFT140,0.38167822,0.2286353756921087
BRMS1L,0.7132163,0.22902848753686122
SLC44A2,0.19910818,0.2290827041793634
ZFYVE26,0.22768214,0.22959135193897562
CRIPT,0.110253446,0.22959135193897562
SETD6,0.296325,0.22960595491834918
MSH3,0.12450637,0.22980205295064873
SOCS5,0.18231106,0.22994642743080118
PIGF,0.10357755,0.23043079377671746
CSTF1,0.138556,0.23061606831702677
ENTPD6,0.039915793,0.23121430304525484
SLC25A30,0.24774143,0.23124946893774453
CHML,0.14903194,0.23213955036266845
ZNF660,0.5122922,0.23254451245994295
AC008124.1,0.073382676,0.23304986588934934
SIL1,0.0469053,0.23306440417140864
VILL,0.14993249,0.23316730846428588
ZNF251,0.14698191,0.23323000459239662
GPR107,0.17226401,0.2333380036518329
KPNA1,0.18842594,0.23339518265808656
ICE2,0.11916736,0.23398340879764032
TAMM41,0.22164844,0.23468586250719445
JKAMP,0.08557477,0.2352168492372392
NUDT19,0.25471467,0.23534730505399112
ZNF117,0.23090857,0.23561545447235377
IDH2,0.10922539,0.23569462667704585
BAZ2B,0.10824392,0.23572598082003532
WIPF3,4.011411,0.236550746651401
ACTR5,0.2543092,0.2373831526588665
PYHIN1,0.38042572,0.23832982592131324
ITGB4,1.770435,0.23866076023352556
ZNF766,0.122298606,0.23884475672637284
MKS1,0.26067185,0.23905232933089643
ATG2B,0.2191047,0.23924332283952282
L3MBTL4,1.7716004,0.23924332283952282
APOOL,0.11246142,0.2393463668320691
ITGA9-AS1,0.8504935,0.2393463668320691
EFTUD2,0.074939676,0.23997792951200758
CLASP2,0.17879759,0.24062778532135698
SMARCD1,0.08160613,0.24062778532135698
AL359643.3,0.5071827,0.24130475250564964
RRAGB,0.11082825,0.2417736407422114
PPP2R5A,0.12861127,0.24182781058283964
DPYSL3,0.94868046,0.24203820880140312
NETO2,0.24171026,0.2424051634180147
PRR12,-0.0049088798,0.24282293660099985
GOLGB1,0.11148886,0.24282293660099985
GTPBP1,0.23764625,0.24282293660099985
