gene,log2FC,padj
AC114271.1,-0.086241685,1.0
UBE2T,-0.08418335,1.0
MTIF3,-0.09071238,1.0
PARS2,-0.23713526,1.0
BORCS6,-0.1572402,1.0
EXT1,0.17608249,1.0
ZBTB18,-0.25028577,1.0
POP1,-0.098955624,1.0
CBY1,-0.11398232,1.0
AL731769.2,0.81722134,1.0
ASIC4,0.18583605,1.0
LINC01724,-18.307802,1.0
ZMYND10-AS1,-18.878345,1.0
RBM20,-18.29141,1.0
TMSB15A,0.40483174,1.0
GALNT13,-18.482382,1.0
AC114939.1,-18.554266,1.0
LEFTY1,-18.79975,1.0
CHMP4C,-18.476522,1.0
TMEM92-AS1,-0.40953797,1.0
AC008063.1,-18.980038,1.0
SHISA3,-18.20731,1.0
AL451067.1,-18.902039,1.0
AL953883.1,-19.0254,1.0
Z95115.2,-19.11503,1.0
NRK,-18.14106,1.0
AC099560.1,-19.06575,1.0
TRAV19,-19.700584,1.0
AL096799.1,-18.420586,1.0
AC022960.2,-0.36401877,1.0
HHIPL2,-19.58053,1.0
AC117490.2,-18.17441,1.0
BNC2-AS1,-18.771593,1.0
AC103876.1,-18.53679,1.0
AC007834.1,-18.886868,1.0
MB,-19.590048,1.0
VEGFC,-18.746292,1.0
AC009139.2,-18.906193,1.0
LINC02181,-19.433487,1.0
AP001496.1,-18.87317,1.0
AC012368.2,-18.734884,1.0
LINC01782,-18.233976,1.0
LINC02763,-18.868832,1.0
AC008474.1,-0.44457278,1.0
AC068987.3,-18.671717,1.0
AC007599.2,-18.996292,1.0
AL121894.3,-19.209978,1.0
AP000812.1,-19.108852,1.0
KCNK1,-18.564014,1.0
AL671883.3,-18.87342,1.0
CR936218.1,-18.413242,1.0
LINC01270,-18.859806,1.0
AL133485.3,-18.639418,1.0
MT1H,-19.776678,1.0
FAM226B,-18.401476,1.0
AL158071.1,-19.13518,1.0
RSPO2,-19.14955,1.0
CRYAB,-18.689207,1.0
IGHV5-10-1,-18.85792,1.0
AC023421.2,-18.381025,1.0
MYO3B,-18.791677,1.0
AC020978.3,-18.90195,1.0
AP002336.2,-18.731606,1.0
RNF157-AS1,-17.997566,1.0
AL158817.1,-19.045847,1.0
HSPB7,-19.867743,1.0
AC008870.3,-18.600883,1.0
AC018410.2,-18.600204,1.0
LINC00379,-18.873001,1.0
AC090589.2,-19.236427,1.0
AC099791.4,-19.131083,1.0
AC078845.1,-18.710775,1.0
Z98885.3,-18.677006,1.0
SLC39A5,-19.235489,1.0
LINC00243,-18.162544,1.0
LINC02548,-18.795227,1.0
AC005695.3,-19.151606,1.0
C14orf39,0.34626755,1.0
LGR5,-18.31262,1.0
AC099521.3,-18.64894,1.0
AL121899.4,-18.820744,1.0
PANX3,-18.576422,1.0
OCA2,-18.497059,1.0
AC087683.2,-1.2361548,1.0
AC079949.5,-1.0396907,1.0
Z93022.1,-0.44390917,1.0
AC092723.3,-1.092235,1.0
AC009908.1,-0.62080747,1.0
AC010745.4,-1.2467602,1.0
HSPB2,-0.31337938,1.0
LINC00887,-0.017782196,1.0
RORC,-1.1021866,1.0
DUSP21,-0.23099822,1.0
VGF,-0.43057996,1.0
LINC02772,0.28368875,1.0
AC023034.1,0.13275036,1.0
CA14,-2.102715,1.0
CXCL10,-1.9958274,1.0
PTCHD4,-2.137074,1.0
AC010198.1,-2.2026987,1.0
AC005674.1,-2.250586,1.0
SPINK8,-2.1779416,1.0
DES,-0.8181323,1.0
ANKFN1,-2.070592,1.0
AC010624.5,-0.4910687,1.0
AC007405.2,-2.1918256,1.0
SUCLG2-AS1,-2.7116413,1.0
AL162426.1,-2.4837034,1.0
AL513493.1,-2.4785867,1.0
AC011825.2,-0.83610797,1.0
AC012603.1,-2.3196266,1.0
C4BPB,-0.69578296,1.0
PDGFRL,-0.9416665,1.0
KIAA1755,-2.4394276,1.0
KCNC1,-2.5128152,1.0
AL008582.1,-2.2412481,1.0
AC008083.3,-2.5153213,1.0
AC010834.2,-2.5787494,1.0
AC007370.2,-0.60892445,1.0
FSCN2,-1.3853146,1.0
CYP2C9,-2.4613829,1.0
AC009108.3,-0.2709419,1.0
AL121890.4,-3.1015666,1.0
AC005828.1,-2.725863,1.0
AL591767.1,-2.8368943,1.0
B3GNT6,-3.6036236,1.0
LINC01978,-3.2623055,1.0
AC009065.1,-4.0520706,1.0
AC018695.8,-3.3703744,1.0
AL359317.2,-2.9515145,1.0
AC099568.1,-3.1132226,1.0
AL590068.3,-3.0544188,1.0
KCTD14,-3.162858,1.0
FUT2,-0.39546475,1.0
CLMP,-1.106357,1.0
ANKRD20A1,-0.93561345,1.0
ORM1,-0.28638756,1.0
AC087742.1,-1.6081468,1.0
GLRB,-1.575591,1.0
CITED1,-1.8470554,1.0
LINC02254,-1.0062699,1.0
L34079.3,-1.8189857,1.0
LINC01185,-0.47676277,1.0
AC073314.1,-1.7250214,1.0
ZNF300,-0.6122194,1.0
AL357140.2,-1.6213075,1.0
RGMB,-0.9004462,1.0
AL357078.2,-1.7903161,1.0
LILRB5,-1.1957283,1.0
C4BPA,-1.6820195,1.0
CCL2,-2.0905986,1.0
VXN,-1.768651,1.0
AL451069.2,-2.212837,1.0
AQP9,-0.30083144,1.0
DDX39B-AS1,-0.8446082,1.0
DAB2IP,-0.2932522,1.0
SBSPON,-2.2357278,1.0
AC092868.2,-0.72485816,1.0
AC008738.2,-2.3991148,1.0
IRAIN,-2.1787982,1.0
AC243562.3,-0.007705524,1.0
NPIPB7,-1.3183328,1.0
AC022031.2,-1.9868084,1.0
AL391095.3,-0.41847247,1.0
AC008033.3,-0.54843205,1.0
AC002347.1,-1.0001992,1.0
SLC35F3,0.18528171,1.0
AP001574.1,-2.7052891,1.0
AC093503.1,-2.1776934,1.0
CYP1B1,-0.12010203,1.0
LHFPL4,-0.82353616,1.0
AL139351.3,-2.1666722,1.0
WWTR1,-1.9977182,1.0
AL356489.2,-1.2243766,1.0
AC232271.3,-0.32285583,1.0
Z82195.3,-0.26613092,1.0
AC105020.5,-2.3894176,1.0
AC084757.3,-1.310342,1.0
TEKT5,-2.783307,1.0
IGHV1-58,-1.9782261,1.0
SFN,-0.78655124,1.0
KIF6,-0.71750176,1.0
SLC16A11,-2.2131562,1.0
AC004381.1,-0.96122396,1.0
AC100810.3,-2.5524673,1.0
DEFA4,-1.288732,1.0
C12orf54,-2.7561905,1.0
CEACAM3,-0.84687984,1.0
AC026740.1,-0.44736356,1.0
CDC42EP5,-2.4798608,1.0
PNMA2,-0.8333326,1.0
AC107959.2,-3.318933,1.0
XAGE1B,-1.5835259,1.0
AC022973.3,-1.3950425,1.0
POU5F1B,-0.37526247,1.0
CHIT1,-1.8588071,1.0
AC110285.1,-1.0865155,1.0
AC005096.1,-1.3534672,1.0
AC007496.1,-1.4146411,1.0
AL731566.2,-1.0588664,1.0
AL035427.1,-1.518041,1.0
FERMT2,-0.99325275,1.0
PLXDC1,-1.028256,1.0
ENPEP,-0.7868687,1.0
AF287957.1,-1.1840253,1.0
NAP1L2,-1.2360579,1.0
AL646090.2,-1.5475138,1.0
TRBV7-4,-1.1706392,1.0
MBOAT4,-0.34255224,1.0
FAM72D,-0.9043219,1.0
C8G,-0.96922714,1.0
MST1R,-0.6552465,1.0
SYCE3,-2.0033064,1.0
AC080162.1,-2.0613432,1.0
BVES,-0.97045124,1.0
AC010300.1,-0.9081912,1.0
TMEM198,-1.3899808,1.0
AC009041.4,-1.5075325,1.0
AC019171.1,-1.1164509,1.0
AL672277.1,-1.3657162,1.0
AC105105.1,-1.9438647,1.0
AC239803.1,-1.2435552,1.0
AK7,-0.20730849,1.0
AL121832.3,-0.3253936,1.0
GPR37L1,-1.5802039,1.0
AC089999.2,-0.66232246,1.0
AC096751.2,-1.122959,1.0
ZNF32-AS1,-1.7597067,1.0
DANT2,-0.056529175,1.0
SMAD5-AS1,-0.26312643,1.0
AC044802.2,-0.93760717,1.0
OPALIN,-1.2067022,1.0
GGT1,-1.4287784,1.0
DMKN,-1.8779966,1.0
HAR1B,-1.3665413,1.0
AC004000.1,-0.43007216,1.0
CFAP157,-1.5645504,1.0
AC012349.1,-2.3592734,1.0
AC135803.1,-1.0908602,1.0
SDK1,-1.306253,1.0
AC004528.2,-0.044904068,1.0
AC007622.2,-0.37082043,1.0
PLEKHH1,-0.5468783,1.0
AC090945.1,-0.20435596,1.0
AL121820.3,-0.7601195,1.0
MYLK3,-0.8783029,1.0
AL357054.2,-1.2730328,1.0
AC114977.2,-1.3253788,1.0
AC243830.1,-1.371383,1.0
GNAL,-0.21601321,1.0
AL031593.1,-0.57194597,1.0
TRPV6,-0.11198577,1.0
TCF23,-1.0382603,1.0
AC008040.1,-0.31176576,1.0
AC022382.2,-1.5616887,1.0
AC092802.1,-1.5083648,1.0
RASAL2-AS1,-0.45397204,1.0
THORLNC,-0.78631854,1.0
DRAIC,-0.33180213,1.0
GPR68,-1.1442535,1.0
ABCC3,-0.66019875,1.0
AC010271.2,-0.88748926,1.0
LINC02804,-0.20290482,1.0
TACR2,-1.59567,1.0
AC011503.2,-0.583824,1.0
IGHV1-18,-0.91530013,1.0
TGM1,-0.41431877,1.0
FOXD2,-0.36082035,1.0
AC093928.1,-0.5985372,1.0
AC090948.1,-0.4950422,1.0
AL590101.1,-0.9428475,1.0
ERFL,-0.16206713,1.0
ADGRL3,-0.6500863,1.0
RIMS2,-0.8535725,1.0
AL133445.2,-0.20955056,1.0
P2RX6,-0.22959247,1.0
AC114730.2,-0.5914091,1.0
LMF1-AS1,-1.0455626,1.0
PLAC8L1,-0.6735964,1.0
AC011444.1,-0.78125554,1.0
LINC02649,-0.4065416,1.0
KREMEN1,-0.5202645,1.0
AL162274.2,-0.5883217,1.0
AL158151.1,-0.31901482,1.0
AC132938.6,-0.19599971,1.0
AHNAK2,-0.30280757,1.0
AP001056.1,-0.69094944,1.0
AC010325.1,-0.5948289,1.0
AC067838.1,-0.4977082,1.0
AC005776.2,-0.79294336,1.0
AC087752.3,-0.4561765,1.0
AC131934.1,-0.41468814,1.0
AC083949.1,-0.35572654,1.0
AL589843.1,-0.48857534,1.0
AC125494.2,-0.37983647,1.0
AC114956.2,-0.8963974,1.0
AC021701.1,-1.1264038,1.0
THRB,-0.51867896,1.0
AC118754.1,-1.2484287,1.0
SCT,-0.2900612,1.0
AURKC,-0.6983892,1.0
C4orf36,-1.0958675,1.0
AC010745.5,-0.17813532,1.0
TSACC,-0.29537228,1.0
TRAV36DV7,-0.8153668,1.0
AF129408.1,-0.29723078,1.0
FAM90A1,-0.5729085,1.0
METTL14-DT,-0.08813645,1.0
AC140847.2,-0.40966713,1.0
CNTNAP1,-0.38981172,1.0
STX1B,-0.4187986,1.0
AL596325.1,-0.4449161,1.0
SFRP4,-0.47218543,1.0
AC114947.2,-0.8851701,1.0
C12orf56,-0.4822596,1.0
ZSWIM5,-0.26272395,1.0
ARHGEF38,-0.60037136,1.0
PRR36,-0.32964987,1.0
AL109615.2,-0.4107641,1.0
AC005498.2,-0.4380971,1.0
ALDH1L2,-0.48904857,1.0
UBE2L5,-0.99180734,1.0
HS3ST4,-0.2546585,1.0
AL022328.2,-1.0189584,1.0
CCDC40,-0.48628023,1.0
AL034417.4,-0.92484444,1.0
GPR161,-0.17764337,1.0
AC023449.2,-0.16416568,1.0
AL731533.2,-0.5152493,1.0
NCR1,-0.40515304,1.0
AC104958.1,0.016272858,1.0
AC008937.2,-0.56159335,1.0
AL445685.1,-0.6354441,1.0
AL031432.5,-0.677959,1.0
AP001107.2,-0.44415116,1.0
AC091564.2,-0.534809,1.0
USP27X-AS1,-0.29104078,1.0
AC005785.1,-0.46895084,1.0
AC055714.1,-0.038333565,1.0
AC097460.1,-0.6374144,1.0
AC016588.1,-0.74302244,1.0
AC123777.1,-0.22664808,1.0
UBQLNL,-0.3831554,1.0
AL606760.3,-0.8027425,1.0
FAM124A,-0.35589033,1.0
AC136944.2,-0.31408265,1.0
AP000777.2,-0.7095733,1.0
LINC00638,-0.48173824,1.0
AC021016.2,-0.30172774,1.0
ZNF878,-0.08311115,1.0
AP006623.1,-0.52026486,1.0
EYS,-0.49611014,1.0
F8A3,-0.22572862,1.0
ABCC11,-0.18115564,1.0
AC022167.2,-0.33631733,1.0
SOX18,0.05006846,1.0
RDH10,0.08348242,1.0
CLTRN,-0.44918823,1.0
AC005041.5,-0.28558376,1.0
AC011330.2,-0.23609202,1.0
LINC00853,-0.4761804,1.0
AC012306.3,-0.725711,1.0
AC130324.2,-0.2289471,1.0
AC087501.4,-0.5189935,1.0
COL2A1,-0.1355258,1.0
RUNDC3B,-0.5070893,1.0
AC048382.6,-0.38215497,1.0
AC009509.1,-0.28349882,1.0
MARCH5,0.021597661,1.0
CRYGS,-0.29066625,1.0
HCN2,-0.52280223,1.0
AC234917.3,-0.35470805,1.0
SLC35E4,-0.11760936,1.0
AC087294.1,-0.26527482,1.0
WDR93,-0.6321486,1.0
GNA11,-0.31378612,1.0
AC008735.1,-0.34723902,1.0
HAPLN4,-0.2540435,1.0
TP53TG3D,-0.3620082,1.0
AC092620.1,-0.35979065,1.0
Z93241.1,-0.028317606,1.0
AL136295.7,-0.4124529,1.0
MIR9-3HG,-0.23220207,1.0
SDR39U1,-0.024888413,1.0
CATIP-AS1,-0.37142017,1.0
KCND1,-0.42709726,1.0
STXBP5-AS1,-0.13167025,1.0
CTBP1-AS,-0.177954,1.0
ZNF526,-0.12416713,1.0
ELAC1,-0.056045186,1.0
MTHFS,-0.067797236,1.0
ARHGAP11A,-0.10182824,1.0
SLC25A45,-0.13817006,1.0
ZNF419,-0.039399788,1.0
AC004241.1,-0.30314103,1.0
TEPSIN,-0.18528976,1.0
LINC00957,-0.15787563,1.0
ZC3H6,-0.11249649,1.0
COQ3,-0.1029527,1.0
ZNF763,-0.108368695,1.0
SMTN,-0.31462535,1.0
FAM83D,0.3343267,1.0
TLE1,-0.1472691,1.0
AL357054.4,-0.2430056,1.0
HDAC2-AS2,-0.326795,1.0
BMPR1A,0.16205584,1.0
AC114730.1,-0.20919338,1.0
MTG1,-0.048137765,1.0
TSKU,0.5107953,1.0
CR2,0.5625719,1.0
MYRIP,0.22933823,1.0
AL353152.1,-0.014942757,1.0
AL606491.1,-19.106731,1.0
CCL22,-19.696527,1.0
AL391869.1,-18.21369,1.0
AL033527.2,-19.26364,1.0
AJAP1,-19.496593,1.0
AL831711.1,-19.467886,1.0
DSCAML1,-19.387827,1.0
NTF3,-18.408794,1.0
AL512643.2,-18.992764,1.0
SPEGNB,-20.018131,1.0
UNC93A,-20.028013,1.0
RPH3A,-19.308353,1.0
MCF2L-AS1,-18.987942,1.0
HRC,-19.40413,1.0
AL360015.1,-18.926357,1.0
GPR33,-19.187298,1.0
IFNB1,-18.903666,1.0
AC087500.2,-19.181868,1.0
AC117481.1,-19.636568,1.0
AC021220.2,-0.43922237,1.0
AC055811.3,-19.360085,1.0
FRGCA,-20.169184,1.0
AC097375.1,-19.068764,1.0
KLK13,-20.064331,1.0
AC006112.1,-18.603924,1.0
AC021517.2,-19.026777,1.0
CELF2-DT,-19.437622,1.0
ELOVL2,-18.591135,1.0
AL353751.1,-18.693533,1.0
C2orf91,-18.92394,1.0
PDIA2,-0.27527717,1.0
IGHV3-35,-1.0391229,1.0
AC007376.2,-1.6933846,1.0
AC022113.1,-1.1623411,1.0
TTC29,-1.3695216,1.0
PCAT19,-1.7080699,1.0
AC006511.6,-1.8712122,1.0
AC092142.1,-1.9551747,1.0
CNBD1,-1.3444116,1.0
AQP10,-0.097063646,1.0
AP000553.9,-1.7824733,1.0
FAM224B,-0.63128525,1.0
MYCT1,-1.9267607,1.0
AC006064.5,-0.8450607,1.0
AC004584.3,-0.29454896,1.0
LINC00944,-1.8690779,1.0
BBOX1-AS1,-1.7169294,1.0
LINC02696,-0.22440527,1.0
CADM2,-1.932442,1.0
SLC12A3,-2.3972826,1.0
FOXH1,-1.0750123,1.0
AF131215.2,-2.3516934,1.0
ZNF705E,-2.6575062,1.0
SLC26A7,-2.6678514,1.0
AC072028.1,-3.3270879,1.0
AC010542.5,-3.1773891,1.0
MSTN,-3.2060237,1.0
AL136528.1,-2.95583,1.0
DPYD-IT1,-3.0259976,1.0
AP002784.1,-1.4307817,1.0
LINC02648,-1.5047679,1.0
IGLV1-51,-1.1922667,1.0
AC106793.1,-1.6876191,1.0
LINC01108,-0.8339167,1.0
FAM177B,-0.7965662,1.0
AC022098.2,-3.0977018,1.0
FAM20A,-1.1442413,1.0
SOAT2,-1.245694,1.0
GABRB2,-0.0034864258,1.0
OR52K1,-1.6894494,1.0
KLHL10,-3.5496042,1.0
LINC01277,-0.8707381,1.0
P3H2,-0.9948057,1.0
MYH15,-3.5349271,1.0
AC004585.1,-3.2025654,1.0
PI16,-0.546359,1.0
LINC02340,-3.0976357,1.0
AC018761.2,-0.8292962,1.0
CARS-AS1,-3.1002016,1.0
AL355075.1,-3.3133843,1.0
ARHGAP20,-0.46400017,1.0
CIDEC,-1.6448914,1.0
AC104135.1,-1.0906651,1.0
AC084740.1,-1.4147947,1.0
AC136475.7,-1.80983,1.0
AC016737.2,-1.6291584,1.0
TRDV2,-0.52203804,1.0
LINC00891,-0.87452334,1.0
LINC01625,-1.9987787,1.0
TLL2,-2.0409136,1.0
AC005343.4,-1.9719117,1.0
ASAP3,-2.2003386,1.0
GAD1,0.09905239,1.0
FAM27E3,-0.91716975,1.0
AC107952.2,-1.3353261,1.0
OOSP1,-1.334016,1.0
TNFRSF19,-0.9803444,1.0
COL1A1,-2.257149,1.0
AC099850.3,-2.3306072,1.0
ACVR1C,-2.0927165,1.0
AL109615.3,-2.6451623,1.0
AL451007.3,-2.4730961,1.0
AC090425.3,-1.8456246,1.0
NFASC,-0.29770792,1.0
AL121985.1,-0.58158684,1.0
MXRA8,-1.4892361,1.0
TIMD4,-1.5480055,1.0
RNF150,-0.44936466,1.0
IGHV3-41,-1.5982964,1.0
AC131568.1,-0.36126575,1.0
FCRL6,-2.4050622,1.0
AL031123.2,-0.48782787,1.0
AL592546.3,-0.8776377,1.0
PPIC,-1.097682,1.0
AC008522.1,-1.3248041,1.0
MUC5B,-3.056551,1.0
AL358944.1,-1.2734067,1.0
LINC01238-1,-0.67678136,1.0
AL390195.1,-3.2002368,1.0
DISC1FP1,-2.8563735,1.0
CAMK2A,-0.547073,1.0
NCS1,-0.2496868,1.0
AC105180.2,-0.9324106,1.0
TRPC4,-0.6657248,1.0
HSPA12B,-1.0000588,1.0
AC106875.1,0.014144121,1.0
AC063977.6,-2.1256514,1.0
LZTS1,-1.0016878,1.0
RLN1,-0.23034775,1.0
AC021205.3,-0.97374076,1.0
TSHZ2,-1.9127618,1.0
MYRFL,-0.7477962,1.0
NR2F1-AS1,-2.3276374,1.0
DIP2A-IT1,-2.0820036,1.0
FGF14,-0.72865653,1.0
ASPDH,-1.3507236,1.0
SHANK2,-1.3258666,1.0
TBX10,-2.4401104,1.0
USP2-AS1,-0.094003096,1.0
KRTAP5-10,-1.4873695,1.0
ARNTL2-AS1,-1.1426888,1.0
INHBC,-1.5994129,1.0
PLEK2,-1.7905843,1.0
NCKAP5,-2.0283592,1.0
AC008770.3,-0.5491051,1.0
LINC02576,-1.637115,1.0
AL035411.3,-0.9648704,1.0
AVPR1A,-0.34243584,1.0
IGSF9,-0.5484382,1.0
JAM2,-0.28752616,1.0
ZBTB20-AS5,-1.1815106,1.0
AC011933.3,-1.0150518,1.0
C9orf131,-0.16168809,1.0
TSPAN16,-0.8635933,1.0
AC092275.1,-0.57558995,1.0
AC026401.2,-1.2351657,1.0
POLN,-1.7906891,1.0
PTTG2,-1.4943866,1.0
FMR1-AS1,-0.7726618,1.0
C15orf62,-1.2023048,1.0
AC008750.1,-1.4446903,1.0
AC069307.1,-1.4844688,1.0
AC023794.3,-0.6983095,1.0
NUDT4B,-1.1774496,1.0
FAM83E,-0.75984704,1.0
LINC00595,-0.44536746,1.0
THSD8,-1.3030415,1.0
PLCH2,-1.0925543,1.0
AC120114.2,-1.0436232,1.0
PIFO,-0.44087294,1.0
AC073517.1,-1.756565,1.0
AC016888.1,-0.742627,1.0
AC099050.1,-1.2297368,1.0
LINC01046,-0.55635643,1.0
AC004542.2,-0.8121968,1.0
SEPTIN4,-0.7157361,1.0
MFSD6L,-1.4412587,1.0
HSD11B1-AS1,-0.769879,1.0
Z97192.4,0.014811501,1.0
SPTBN5,-0.8923828,1.0
SYNPO2L,-1.2431909,1.0
SCG3,-1.6346387,1.0
SMIM11B,-0.80472577,1.0
FOXCUT,-0.87254566,1.0
FAM186B,-0.9714995,1.0
HFE,-0.33519137,1.0
AF305872.2,-1.7277157,1.0
AOC2,-1.0456717,1.0
CCDC151,-1.1881293,1.0
CSE1L-AS1,-1.0388353,1.0
BTNL8,-0.621016,1.0
RCAN3AS,-0.812364,1.0
AL139095.4,-0.5396773,1.0
AC087893.2,-0.7316928,1.0
AL590560.2,-0.38979384,1.0
AC109449.1,-0.415708,1.0
RGL1,-0.18279158,1.0
CCDC194,-0.48823097,1.0
NKAPL,-1.1384083,1.0
AC025175.2,-0.9004787,1.0
AC010531.3,-0.6899795,1.0
AC079790.2,-1.0238963,1.0
CCDC155,-1.113834,1.0
PNPLA1,-1.0810325,1.0
CAVIN4,-0.8971311,1.0
TLCD2,-0.19800155,1.0
TSSK6,-0.66303045,1.0
KLHL7-DT,-0.38654128,1.0
IGLV3-25,-0.38836884,1.0
AC010271.1,-1.0174185,1.0
TMEM240,-0.83575606,1.0
AC010997.5,-1.3094918,1.0
AC009121.3,-0.7074211,1.0
RASA2-IT1,-0.57571095,1.0
AL133268.4,-0.62410724,1.0
IGLV3-9,-0.24186066,1.0
RFTN2,-0.038371947,1.0
AC012181.1,-0.20682399,1.0
THAP10,-0.47959167,1.0
AC138207.9,-0.32063544,1.0
MYO1A,-0.4065517,1.0
AC092567.1,-0.65570533,1.0
AC092375.2,-0.98844534,1.0
AC128687.2,-1.1393489,1.0
FZD7,0.078725025,1.0
EFCAB12,-0.3580402,1.0
LINC01664,-0.21396701,1.0
AC040970.1,-0.2849864,1.0
C2orf15,-0.6289115,1.0
AC068831.1,-0.3865112,1.0
AC040169.3,-0.7097377,1.0
KPNA4,0.01324237,1.0
AC135050.5,-0.19926408,1.0
AL590009.1,-0.3326031,1.0
AC011498.1,-0.2141321,1.0
TNKS2-AS1,-0.19520846,1.0
POTEE,-0.78029263,1.0
FLT1,-0.519163,1.0
LDHAL6A,-0.44283795,1.0
LGALS4,-0.45703813,1.0
AC132192.1,-0.33794856,1.0
CSPG5,-0.56386393,1.0
AC069234.2,-0.15704146,1.0
AC097634.3,-0.5449798,1.0
AC008440.2,-0.55538577,1.0
G0S2,-0.20168763,1.0
AC083862.2,-0.647018,1.0
CENPQ,-0.14473063,1.0
AC136297.1,-0.8555963,1.0
AL512306.2,-0.7850322,1.0
AL078644.2,-0.28934067,1.0
SGO1-AS1,-0.14841145,1.0
EPOP,-0.34049082,1.0
AP001267.1,-0.49332345,1.0
RAD54B,0.26156613,1.0
SF3B4,-0.01290939,1.0
AC109460.1,-0.41524243,1.0
AC010883.2,-0.825893,1.0
RNFT1-DT,-0.40573007,1.0
MYCNOS,-0.0036647297,1.0
IGHEP2,-0.2075917,1.0
AC104653.1,-0.7500237,1.0
LINC01770,-0.3552776,1.0
ARHGAP31-AS1,-0.4082893,1.0
SLC25A34,-0.2237782,1.0
BEX2,-0.0052190116,1.0
AC136604.3,-0.26015744,1.0
IQCG,-0.07249412,1.0
FXYD1,-0.42656773,1.0
AL160171.1,-0.35755047,1.0
S1PR3,-0.14900415,1.0
AL137186.2,-0.21378696,1.0
AL512791.2,-0.16279066,1.0
THAP1,-0.17827702,1.0
AC069287.2,-0.2725979,1.0
ZNF547,-0.21825214,1.0
RASSF8-AS1,-0.18445231,1.0
GPKOW,-0.22274253,1.0
RHOF,-0.08595968,1.0
ABALON,-0.43554893,1.0
AP001830.1,-0.46549207,1.0
PNMA6A,-0.5141323,1.0
AC244033.2,-0.12707482,1.0
PLAAT4,-0.065280765,1.0
FRMD4B,-0.04530069,1.0
AC018754.1,-0.14611678,1.0
TMEM38B,-0.03113647,1.0
ENTR1,-0.16846645,1.0
AC011921.1,-0.15318196,1.0
CSF2RB,0.07437088,1.0
FADS3,-0.0581273,1.0
BCL9,-0.037660558,1.0
AP001412.1,0.001194967,1.0
TCTE3,-0.09385536,1.0
RAD54L,0.43304196,1.0
MED18,-0.11018651,1.0
ACP6,-0.06611974,1.0
TMEM254,-0.14584363,1.0
CFDP1,-0.056592982,1.0
SCUBE1,-0.04849094,1.0
ABHD16A,-0.023613961,1.0
CCDC62,-0.29390097,1.0
KEL,1.0314165,1.0
AC008659.1,0.1544053,1.0
ZCCHC10,-0.2214622,1.0
SOCS1,0.024423702,1.0
AC005871.2,0.41929972,1.0
LINC02805,0.7181062,1.0
AL137786.1,0.48597765,1.0
DENND2C,0.30427542,1.0
BICC1,-0.21859193,1.0
ADAMTS14,0.063033506,1.0
MYH14,-0.12009215,1.0
FPR3,0.010265091,1.0
FAM83A,0.13102181,1.0
AL033523.1,-0.7876798,1.0
CACNA1B,-0.26816258,1.0
AC009974.1,-20.354038,1.0
FAM43B,-18.438929,1.0
AL359894.1,-1.7049946,1.0
SLC17A3,-19.193134,1.0
LINC01391,-20.108511,1.0
LINC02288,-1.5516264,1.0
ZFPM2-AS1,-1.2107413,1.0
AC083809.1,-20.175604,1.0
C6orf141,-19.371521,1.0
ELOVL4,-1.7583917,1.0
AC008549.2,-18.640858,1.0
SHROOM3,-19.776785,1.0
MAB21L1,-1.8747134,1.0
C7orf57,-2.0837214,1.0
AL137789.1,-19.618124,1.0
AL591115.1,-19.52858,1.0
AL133371.2,-19.078955,1.0
FAM160A1-DT,-19.402994,1.0
RNF157,0.480952,1.0
ACKR1,-0.47375342,1.0
AC087045.2,-19.26503,1.0
RASSF9,-19.399286,1.0
IGHV3-65,-0.1682241,1.0
AC113208.5,-2.3254738,1.0
SEPTIN3,-1.4527677,1.0
FAM155B,-2.5676262,1.0
SFTPD,-1.4603827,1.0
AC010624.1,-0.65133953,1.0
ZNF80,-1.0778823,1.0
ADORA1,-2.3253827,1.0
AL450468.2,-1.3333653,1.0
CLEC1A,-1.5585536,1.0
AL357556.4,-2.7333972,1.0
AL356441.1,-0.21868628,1.0
DNAJB5-DT,-2.846485,1.0
UGT2A1,-2.9589496,1.0
AIRN,-3.6190927,1.0
NCR2,-3.791696,1.0
LINC01315,-3.1498816,1.0
TSPEAR-AS1,-2.9093447,1.0
NAGS,-1.4508569,1.0
AC027808.2,-2.0771687,1.0
SEL1L2,-3.9713466,1.0
AC017116.1,-1.6245103,1.0
AC005081.1,-0.6474329,1.0
TNNC1,-4.183982,1.0
SLIT2,-1.9016266,1.0
AC022762.2,-1.2285573,1.0
AC009495.1,-2.3591063,1.0
GPR176-DT,-0.039628997,1.0
FBXO39,-2.033507,1.0
TUFT1,-2.1829646,1.0
ZNF157,-1.5225993,1.0
COL16A1,-1.9866854,1.0
AL590708.1,-0.15988362,1.0
MS4A1,0.0073626316,1.0
AC135893.1,-1.3784928,1.0
AC011247.1,-1.5365093,1.0
LCNL1,-1.0551924,1.0
LINC02732,-1.4152793,1.0
PTPRB,-1.0003275,1.0
LINC00412,-1.8311194,1.0
SSBP3-AS1,-0.9896053,1.0
FZD8,-1.392931,1.0
AC137630.4,-0.6555788,1.0
AC010737.1,-2.6153805,1.0
AC006483.2,-1.5210667,1.0
SCG5,-1.1872687,1.0
LINC01146,-2.6941352,1.0
ID2-AS1,-1.8373303,1.0
LINC01214,-2.6741538,1.0
PLPP2,-1.4918344,1.0
AC020931.1,-0.37054992,1.0
LINC02574,-1.8236895,1.0
ERRFI1,-1.6792713,1.0
