LS,LSC_Eppert,HSC
LS_18,0.09768901096088417,-0.05912625892808471
LS_11,0.275921392743174,0.05614967309824398
LS_25,0.04282303003690313,-0.020761737123421387
LS_16,0.08641885547622166,-0.14653323131700888
LS_25,0.0344546170546261,-0.03768158537825944
LS_6,0.27688712537337967,0.0014114220070009231
LS_29,0.07613485129634834,-0.1414776449151466
LS_19,0.1397977376201115,0.059187255333265576
LS_19,0.11813189998486828,-0.057061443911739756
LS_12,0.12314717198391081,0.007942762638033646
LS_14,0.032121967539696566,0.15666402902942073
LS_23,0.23865298893552267,0.07038192510617486
LS_3,0.07945062886067977,-0.1368829783238658
LS_41,0.0903156292086828,-0.007907987604403366
LS_11,0.11656807709371285,0.04522954054754118
LS_29,-0.010883652082579437,-0.058080918493049125
LS_6,0.034805417751062995,0.00032956947822462834
LS_6,0.14701763223543418,-0.03581819985353696
LS_18,0.09902178961809327,-0.06901725861778843
LS_6,0.15657572276933418,-0.05624383543830863
LS_24,0.17639905741828052,0.01793471009516248
LS_40,0.05621218622174512,-0.08910107532551934
LS_47,0.11596748577125285,0.010842088766316732
LS_29,-0.014420967112568295,-0.15042070379247605
LS_5,0.1386211774945424,-0.01778067284788054
LS_25,0.13526546182729735,-0.02056157158742067
LS_26,-0.01831419434401496,-0.07935732402107509
LS_4,0.18375589619466415,-0.04160089650893323
LS_19,0.11815267520270334,0.010798395077155964
LS_36,0.2587661743164062,0.09100781486143114
LS_2,0.0860417999444272,-0.017095675523247894
LS_18,0.11514898341715024,-0.12251986993596019
LS_10,0.11838305998939702,-0.007123826445490672
LS_36,0.21906809547830292,0.08295164935120736
LS_26,0.050165201107726654,-0.12794867672346186
LS_3,0.0755496365589513,-0.08838281129908054
LS_6,-0.015132548035357934,-0.03469316864296526
LS_19,0.1136094422783443,-0.007624762626871395
LS_26,0.026361589034727073,-0.10313490805285733
LS_29,0.014375538874632193,-0.12873716608181537
LS_19,0.23612264880865838,0.05036881259295731
LS_33,0.07265573274934789,-0.048073043851527636
LS_8,0.05633610235550268,-0.017482995964209103
LS_20,0.08599759594349615,-0.05344150232679036
