marker,cd96,val,subtype
CD9,3.9947915587564995,6.180642934174415,KMT2Ar
CD9,1.718749945255475,5.062607166618788,KMT2Ar
CD9,4.0693052253701785,4.140104773226747,Other
CD9,5.008841439253783,5.172640975249475,inv(16)
CD9,6.555648298249316,4.431861098153972,CN
CD9,4.7481609470094375,3.998188199199783,t(8;21)
CD9,8.138012533588322,4.058792181660416,t(8;21)
CD9,5.43942288372137,3.4947923073725984,Other
CD9,5.293751855382231,7.035991912456312,inv(16)
CD9,5.471331680705475,4.977921690455566,KMT2Ar
CD9,3.449608454062411,6.1061857970492746,KMT2Ar
CD9,4.517166236747357,2.44514087982897,inv(16)
CD9,6.568216630397042,6.133999607254198,inv(16)
CD9,4.293040333118112,6.352491609753508,CN
CD9,2.3288751282677738,6.774575753474228,KMT2Ar
CD9,7.380263868656384,2.240302220128333,t(8;21)
CD9,6.728794532500731,1.7571931915810013,t(8;21)
CD9,5.6377959341657276,1.7547825021339394,inv(16)
CD9,6.199340128262474,3.818856247772131,KMT2Ar
CD9,5.724310936416381,3.7799759844060885,Other
CD9,8.510364265112575,5.921933402943346,NUP98r
CD9,5.388698146190237,3.7332473600754152,NUP98r
CD9,4.454409436921668,1.8118104325364937,Other
CD9,8.040005454072201,0.6346294335654112,t(8;21)
CD9,2.426446214928288,3.364335939551242,KMT2Ar
CD9,6.89514800835459,6.356951180829986,inv(16)
CD9,6.5781520475138,4.669340550871491,Other
CD9,2.3855018902722875,6.7738127241580885,KMT2Ar
CD9,3.5298359863538806,5.644943114219063,KMT2Ar
CD9,3.496729371544244,5.63951926451547,KMT2Ar
CD9,4.178633808191024,3.114651671787101,t(8;21)
CD9,4.0400119796901,4.062004595909533,Other
CD9,6.045771215491486,4.180203994697843,CN
CD9,6.4709066663104045,3.926872614437094,CN
CD9,4.814350625884439,4.055570217649836,CN
CD9,4.274829748663666,5.675571611246041,t(8;21)
CD9,8.449611028032187,5.81366002669861,CN
CD9,7.713179158229129,6.080570658101125,Other
CD9,7.129939091496524,3.487627568786161,Other
CD9,2.162140408257421,4.2427994715441155,Other
CD9,7.059731596963942,5.886859686231441,PML-RARA
CD9,8.03794803658191,2.6571396755214858,t(8;21)
CD9,5.748121736070217,1.2968407497800103,CN
CD9,6.197551659385137,3.447114072181475,t(8;21)
CD9,3.8513859096799488,5.772473120951292,Other
CD9,9.34232273142743,0.9851460925844496,Other
CD9,4.80069668216845,4.3219100003537285,KMT2Ar
CD9,5.6609254902791895,0.6920549496260578,CN
CD9,7.228661922959117,6.067889597085609,PML-RARA
CD9,6.4240532711361364,5.209355797789285,CN
CD9,3.233149058933126,1.9465497394236797,Other
CD9,2.439290938226664,3.3881333045015882,CN
CD9,8.248914831632042,1.8889932015123718,KMT2Ar
CD9,1.0452800850116575,4.536434399200814,CN
CD9,2.499928781493071,4.366063008413292,KMT2Ar
CD9,5.267554250207135,5.4091389803314005,inv(16)
CD9,6.478648593306927,2.7538439125010954,CN
CD9,4.868249692599195,4.718823252905668,CN
CD9,7.434158753898448,0.9170458815500789,Other
CD9,7.785561616189168,5.8910147330855915,Other
CD9,6.753067191918657,4.021649245928539,NUP98r
CD9,8.34456030292819,2.924422836077101,Other
CD9,7.424751746377733,5.931438792917967,Other
CD9,7.28859954384104,5.306099524002043,t(8;21)
CD9,7.229894764388948,5.683650652741917,Other
CD9,7.14984700100873,4.945724756300305,Other
CD9,7.988345977831894,4.416763786025236,Other
CD9,4.813840070219659,7.17410579308525,inv(16)
CD9,6.836749473950923,3.0437424301105422,Other
CD9,5.421760664851532,6.377284593620369,inv(16)
CD9,7.8372639112050875,4.58833128426348,NUP98r
CD9,4.029475340575604,3.7168266816124915,KMT2Ar
CD9,6.360889746658383,3.889812680346088,KMT2Ar
CD9,2.0813013089418053,5.3237316905284064,CN
CD9,3.660590584729148,0.7746532034282265,CN
CD9,7.623820823660019,1.6864960017443025,t(8;21)
CD9,7.414998051660237,2.1286468130298717,t(8;21)
CD9,3.402783540621745,6.103154950742337,KMT2Ar
CD9,3.1799694244758476,4.620308692774695,Other
CD9,7.091817777615139,6.238213240301425,Other
CD9,2.7095955878024403,6.066783001441679,KMT2Ar
CD9,5.924765479317792,2.3345911428403476,Other
CD9,6.992854691793076,2.3634051376427014,CN
CD9,1.3248985222576286,4.171108264366902,KMT2Ar
CD9,7.3947056466140255,2.593744273383812,CN
CD9,7.455953740642732,4.175926064330593,Other
CD9,5.969004951021927,5.307476846331962,CN
CD9,4.1960324658318715,4.500860014089618,CN
CD9,7.266141679192799,4.440680354309072,Other
CD9,3.593977343499126,2.8178339706008195,Other
CD9,3.210425923362027,4.451309173440077,KMT2Ar
CD9,2.6081255613854584,1.675225586827588,Other
CD9,7.9777084313573035,1.4535152441579846,CN
CD9,2.5318749631294355,4.919533360665903,Other
CD9,4.905191820400573,4.557243260360753,CN
CD9,3.4453794073567963,5.26926350582136,KMT2Ar
CD9,1.531946474726139,5.108405306900979,KMT2Ar
CD9,6.059793112051459,3.5822674914164465,CN
CD9,2.0767750004899606,6.6449160997153305,KMT2Ar
CD9,8.563397128204063,6.177432243702179,t(8;21)
CD9,5.578900806721107,3.7672985318234224,Other
CD9,4.939652738246675,2.7806396437659653,Other
CD9,5.086509248686708,1.3225228318971527,NUP98r
CD9,8.015357907440288,4.3771168302040255,CN
CD9,6.545233122517387,6.154781944201998,CN
CD9,0.962964022477226,1.6345900996374114,Other
CD9,5.506408382297528,5.292421217982043,t(8;21)
CD9,2.607811001144413,1.8194884289388238,KMT2Ar
CD9,6.13430650148852,4.870773375789541,Other
CD9,6.425842601475453,3.5680601373300695,inv(16)
CD9,3.0633296215097197,4.652702105601093,KMT2Ar
CD9,2.7965250363584997,5.837897486600529,Other
CD9,7.622965650383084,3.3818339258263683,Other
CD9,6.479823984369356,6.420508360145476,Other
CD9,8.203048259971396,5.202666884152178,CN
CD9,7.45964179490059,3.8485807460311134,t(8;21)
CD9,1.9641595103326932,4.6659734680806,Other
CD9,3.5740995512553764,4.57980058240589,CN
CD9,5.699072528748871,4.764381166023835,Other
CD9,7.532420569032952,2.3990712377757535,t(8;21)
CD9,3.2213981582961955,6.451913104564761,KMT2Ar
CD9,4.446554111635103,2.3111433318071417,Other
CD9,3.7979187702715627,4.371568430657324,KMT2Ar
CD9,8.556128836264485,0.6045842561093451,CN
CD9,6.919875037449999,4.145152336545301,Other
CD9,7.17758173993587,4.679475762097279,t(8;21)
