marker,cd96,val,subtype
CD9,0.19662813348889535,0.2693081747013295,Other
CD9,0.26301452941927017,0.41945788755184016,Other
CD9,0.4713703132567601,0.05653946931788679,Other
CD9,0.0,0.0,Other
CD9,0.0,0.871619457326776,Other
CD9,0.6300428801327229,0.48542748768005867,Other
CD9,0.3076293691135125,0.7244416334428964,Other
CD9,0.0,0.0,Other
CD9,1.1373386525623768,0.9214823206958691,PML-RARA
CD9,1.2651252102576211,0.8509623258922752,PML-RARA
CD9,0.9056076466967662,1.5825108729562851,PML-RARA
CD9,0.893395204510422,1.6996553628698217,PML-RARA
CD9,0.7305010214451101,1.221177499254845,PML-RARA
CD9,0.5289100533639923,0.0,PML-RARA
CD9,0.6713832362027349,1.5676199716639598,PML-RARA
CD9,0.8225338406183674,0.9657251593710661,PML-RARA
CD9,0.973365278320091,1.0635127249935017,PML-RARA
CD9,0.5296289966601443,1.9403308590005497,PML-RARA
CD9,1.2692072350854884,0.6851678080167937,PML-RARA
CD9,1.1071853492808161,1.061133665734688,PML-RARA
CD9,1.3105584834860167,0.9027544261220182,PML-RARA
CD9,0.7448018493789377,1.9391074488032174,PML-RARA
CD9,0.0,0.0,PML-RARA
CD9,1.3763151285545796,0.9353297916792819,PML-RARA
CD9,0.7745061509196198,1.4384224187480426,PML-RARA
CD9,1.256022155205436,0.8283144233156258,PML-RARA
CD9,0.6485404005392139,1.7650414975302362,PML-RARA
CD9,1.0372515631190062,1.4550078100481756,PML-RARA
CD9,0.5961591330438128,1.5712277334237283,PML-RARA
CD9,1.3095723776886332,2.0077072687094937,PML-RARA
CD9,1.1553138673133914,1.3599864095829528,PML-RARA
CD9,0.0,0.0,PML-RARA
CD9,1.1775381878136744,0.9880179349039965,PML-RARA
CD9,0.8566597401223072,1.7679550731334668,PML-RARA
CD9,1.1050633567014165,1.49390403548274,PML-RARA
CD9,1.4794876526853817,0.3457756998286577,PML-RARA
CD9,1.0719624012098956,1.1450029945300353,PML-RARA
CD9,0.5896386900639398,1.737242234295114,PML-RARA
CD9,1.056498754045599,1.185821492961228,PML-RARA
CD9,0.9084359628947376,1.8280193144919437,PML-RARA
CD9,0.5767448776343138,1.3387864538049659,PML-RARA
