sample,gene,log2cpm,label,group
TARGET.20.PARXVI.09A,CD33,6.840009810213302,CD33,clinical
TARGET.20.PAWKYG.09A,CD33,0.9581104342663228,CD33,clinical
TARGET.20.PAVPLM.09A,CD33,5.098040457954723,CD33,clinical
TARGET.20.PANXWX.09A,CD33,6.1886829430163415,CD33,clinical
TARGET.20.PAUNBR.09A,CD33,5.954217813274159,CD33,clinical
TARGET.20.PAVANE.09A,CD33,4.20956580757758,CD33,clinical
TARGET.20.PARKCX.09A,CD33,6.544819262996248,CD33,clinical
TARGET.20.PARJWH.09A,CD33,5.955760047871917,CD33,clinical
TARGET.20.PATSSY.09A,CD33,4.849403575722489,CD33,clinical
TARGET.20.PAWMII.09A,CD33,4.702494066801144,CD33,clinical
TARGET.20.PAVDBT.09A,CD33,5.47041357348386,CD33,clinical
TARGET.20.PAEFHC.09A,CD33,5.622801587207215,CD33,clinical
TARGET.20.PAXGSJ.09A,CD33,5.745013257872172,CD33,clinical
TARGET.20.PAVNAZ.09A,CD33,5.956041609394129,CD33,clinical
TARGET.20.PAUHGM.09A,CD33,2.720843425608505,CD33,clinical
TARGET.20.PAUJBK.09A,CD33,5.1303669085453505,CD33,clinical
TARGET.20.PALBYP.09A,CD33,5.530360125167024,CD33,clinical
TARGET.20.PAXFAG.09A,CD33,2.213306022418931,CD33,clinical
TARGET.20.PANJFJ.09A,CD33,2.608181326914609,CD33,clinical
TARGET.20.PAXLMN.09A,CD33,7.04103699897005,CD33,clinical
TARGET.20.PAPXWI.09A,CD33,6.874726049397046,CD33,clinical
TARGET.20.PAVDXS.09A,CD33,6.826671682785446,CD33,clinical
TARGET.20.PAUYHB.09A,CD33,5.516993390051873,CD33,clinical
TARGET.20.PASPGA.09A,CD33,5.430242235523662,CD33,clinical
TARGET.20.PAUSLS.09A,CD33,5.1310478239181165,CD33,clinical
TARGET.20.PAXISI.09A,CD33,6.506548543356362,CD33,clinical
TARGET.20.PAWNIX.09A,CD33,4.517085802972523,CD33,clinical
TARGET.20.PAXHYG.09A,CD33,5.059620825442348,CD33,clinical
TARGET.20.PAUPIY.09A,CD33,7.409647708312398,CD33,clinical
TARGET.20.PAWCII.09A,CD33,5.783333937986537,CD33,clinical
TARGET.20.PAUUYP.09A,CD33,5.149590069819595,CD33,clinical
TARGET.20.PASMGW.09A,CD33,6.238571749402363,CD33,clinical
TARGET.20.PAXEWD.09A,CD33,6.387174217715108,CD33,clinical
TARGET.20.PAVTKK.09A,CD33,3.9181126832419633,CD33,clinical
TARGET.20.PANTWV.09A,CD33,4.737704974993155,CD33,clinical
TARGET.20.PARZWH.09A,CD33,5.9382530535942655,CD33,clinical
TARGET.20.PAWLTL.09A,CD33,7.528553070788484,CD33,clinical
TARGET.20.PANBZH.09A,CD33,4.898966923182237,CD33,clinical
TARGET.20.PAVKNA.09A,CD33,6.348363396982204,CD33,clinical
TARGET.20.PAXGDG.09A,CD33,5.614177326208009,CD33,clinical
TARGET.20.PAXBAP.09A,CD33,4.746143970115766,CD33,clinical
TARGET.20.PAXGNZ.09A,CD33,4.9951407653718025,CD33,clinical
TARGET.20.PAVGYA.09A,CD33,7.050588192777968,CD33,clinical
TARGET.20.PARUBT.09A,CD33,4.970668532078665,CD33,clinical
TARGET.20.PAWXCK.09A,CD33,5.690388175322665,CD33,clinical
TARGET.20.PARLSW.09A,CD33,5.857995894753715,CD33,clinical
TARGET.20.PASARK.09A,CD33,6.438618930481436,CD33,clinical
TARGET.20.PAWWPA.09A,CD33,4.70716214688451,CD33,clinical
TARGET.20.PAWIEM.09A,CD33,0.9443516091471836,CD33,clinical
TARGET.20.PAUVBS.09A,CD33,3.622394016963262,CD33,clinical
TARGET.20.PAPZLT.09A,CD33,7.388747936815797,CD33,clinical
TARGET.21.PARNAW.09A,CD33,6.470623112694539,CD33,clinical
TARGET.20.PAVFHT.09A,CD33,5.2616290218215935,CD33,clinical
TARGET.20.PAURJZ.09A,CD33,5.413998040734499,CD33,clinical
TARGET.20.PAXFDN.09A,CD33,6.624884109860811,CD33,clinical
TARGET.20.PAWUCG.09A,CD33,6.381894586902893,CD33,clinical
TARGET.20.PAURMH.09A,CD33,5.068057682345277,CD33,clinical
TARGET.20.PANTPW.09A,CD33,5.87386735962477,CD33,clinical
TARGET.20.PAUNBY.09A,CD33,5.9887908649469646,CD33,clinical
TARGET.20.PASLTF.09A,CD33,6.145162881225207,CD33,clinical
TARGET.21.PARBTV.09A,CD33,4.666683251490501,CD33,clinical
TARGET.20.PAEAKL.09A,CD33,6.486616559512642,CD33,clinical
TARGET.20.PAVZJM.09A,CD33,5.763977666022284,CD33,clinical
TARGET.20.PAUWCF.09A,CD33,5.9843401382843515,CD33,clinical
TARGET.20.PAVNWF.09A,CD33,6.692438964096832,CD33,clinical
TARGET.20.PAVWRN.09A,CD33,5.445381482140734,CD33,clinical
TARGET.20.PAWNHU.09A,CD33,6.041463051952842,CD33,clinical
TARGET.20.PASGCE.09A,CD33,5.7650115084638385,CD33,clinical
TARGET.20.PANUTX.09A,CD33,5.946368353143684,CD33,clinical
TARGET.20.PAVSSE.09A,CD33,5.975136772745445,CD33,clinical
TARGET.20.PAXJPP.09A,CD33,6.255725477150305,CD33,clinical
TARGET.20.PAKERZ.09A,CD33,4.01056580914135,CD33,clinical
TARGET.20.PASFEW.09A,CD33,8.111074006198027,CD33,clinical
TARGET.20.PARBFJ.09A,CD33,7.816345335664765,CD33,clinical
TARGET.20.PAVUPX.09A,CD33,5.298048000671224,CD33,clinical
TARGET.20.PASILA.09A,CD33,0.6513270353860559,CD33,clinical
TARGET.20.PAWRGZ.09A,CD33,5.78991345727874,CD33,clinical
TARGET.20.PAVEDT.09A,CD33,3.887827260238376,CD33,clinical
TARGET.20.PAXFHW.09A,CD33,5.454845712968667,CD33,clinical
TARGET.20.PATJCR.09A,CD33,6.1681373124964605,CD33,clinical
TARGET.20.PAVAKA.09A,CD33,4.240837849699469,CD33,clinical
TARGET.20.PANLJN.09A,CD33,5.989731339472456,CD33,clinical
TARGET.20.PAUUTI.09A,CD33,6.923243403247452,CD33,clinical
TARGET.20.PAXBEF.09A,CD33,3.639388669758944,CD33,clinical
TARGET.20.PAWRSU.09A,CD33,5.451732558168521,CD33,clinical
TARGET.20.PAWPBT.09A,CD33,6.052960762399047,CD33,clinical
TARGET.20.PATZVF.09A,CD33,5.750429958152771,CD33,clinical
TARGET.20.PAWFMF.09A,CD33,4.643638334774962,CD33,clinical
TARGET.20.PAUUXA.09A,CD33,4.975715652290628,CD33,clinical
TARGET.20.PAVUBN.09A,CD33,4.866537806125559,CD33,clinical
TARGET.20.PASPFE.09A,CD33,6.351033876310582,CD33,clinical
TARGET.20.PARYVW.09A,CD33,6.734572194281568,CD33,clinical
TARGET.20.PAXCYN.09A,CD33,6.2304435578556605,CD33,clinical
TARGET.20.PAVALI.09A,CD33,4.116937936090854,CD33,clinical
TARGET.20.PAWEBG.09A,CD33,5.903700109687033,CD33,clinical
TARGET.20.PAPAPD.09A,CD33,6.4492471613588425,CD33,clinical
TARGET.20.PAUWUZ.09A,CD33,7.314608809533764,CD33,clinical
TARGET.20.PAUWRZ.09A,CD33,5.207482790907201,CD33,clinical
TARGET.21.PASDXR.09A,CD33,6.128513128581822,CD33,clinical
TARGET.20.PAUYCB.09A,CD33,2.226514117376862,CD33,clinical
TARGET.20.PAVWBB.09A,CD33,3.244211775842761,CD33,clinical
TARGET.20.PASPSV.09A,CD33,4.924490661425847,CD33,clinical
TARGET.20.PAXGTM.09A,CD33,6.212817861248462,CD33,clinical
TARGET.20.PAUYCA.09A,CD33,5.738597213953974,CD33,clinical
TARGET.20.PAXBXI.09A,CD33,6.946315224366436,CD33,clinical
TARGET.20.PAWMKP.09A,CD33,4.540375312921444,CD33,clinical
TARGET.21.PASFJJ.09A,CD33,5.085714710553726,CD33,clinical
TARGET.20.PASWAJ.09A,CD33,5.936212021248977,CD33,clinical
TARGET.20.PAWUUE.09A,CD33,4.511253028587911,CD33,clinical
TARGET.20.PAPZIZ.09A,CD33,6.318893190340056,CD33,clinical
TARGET.20.PAWLYM.09A,CD33,5.605792125527115,CD33,clinical
TARGET.20.PAWHFW.09A,CD33,5.231970974300872,CD33,clinical
TARGET.20.PAWMNN.09A,CD33,6.207226091196894,CD33,clinical
TARGET.20.PAUWYR.09A,CD33,5.203292723460244,CD33,clinical
TARGET.20.PAWJJY.09A,CD33,1.430382798694704,CD33,clinical
TARGET.20.PAWMGT.09A,CD33,6.41009572470087,CD33,clinical
TARGET.20.PAVSVU.09A,CD33,4.9733337411595375,CD33,clinical
TARGET.20.PAVBFN.09A,CD33,4.911704828197515,CD33,clinical
TARGET.20.PASELF.09A,CD33,5.076730289766108,CD33,clinical
TARGET.21.PASFHK.09A,CD33,5.262437139645806,CD33,clinical
TARGET.20.PAXDDY.09A,CD33,3.3738361160813892,CD33,clinical
TARGET.20.PARXEC.09A,CD33,7.015507911309218,CD33,clinical
TARGET.20.PAVTLN.09A,CD33,6.350816006276192,CD33,clinical
TARGET.20.PAVAYD.09A,CD33,6.548269711949924,CD33,clinical
TARGET.20.PAVBZM.09A,CD33,2.901324261523132,CD33,clinical
TARGET.20.PASEYM.09A,CD33,5.7026207505966395,CD33,clinical
TARGET.20.PAPAJE.09A,CD33,5.869771056872423,CD33,clinical
TARGET.20.PAWEVC.09A,CD33,3.3323647512785977,CD33,clinical
TARGET.20.PASFVP.09A,CD33,4.78994048664354,CD33,clinical
TARGET.20.PASLMR.09A,CD33,6.8552660480698675,CD33,clinical
TARGET.20.PAUYNI.09A,CD33,4.966053581512458,CD33,clinical
TARGET.20.PAVDFC.09A,CD33,5.367058906857144,CD33,clinical
TARGET.20.PAVTMY.09A,CD33,5.026521883521779,CD33,clinical
TARGET.20.PASWLN.09A,CD33,4.939755064630657,CD33,clinical
TARGET.20.PAULSL.09A,CD33,5.478906601502455,CD33,clinical
TARGET.20.PATBFL.09A,CD33,6.881723236103965,CD33,clinical
TARGET.20.PASGZS.09A,CD33,6.2738687204250585,CD33,clinical
TARGET.20.PAVTDW.09A,CD33,5.757324387444191,CD33,clinical
TARGET.20.PAXCWR.09A,CD33,5.513563688518558,CD33,clinical
TARGET.20.PAUBKI.09A,CD33,4.857300822339339,CD33,clinical
TARGET.20.PAXKAI.09A,CD33,7.123962543458716,CD33,clinical
TARGET.20.PAPVZK.09A,CD33,6.602487352243252,CD33,clinical
TARGET.20.PAUMGZ.09A,CD33,4.077298683494398,CD33,clinical
TARGET.20.PASWTY.09A,CD33,6.44071807258632,CD33,clinical
TARGET.20.PANJTK.09A,CD33,3.08202179042144,CD33,clinical
TARGET.20.PAXARD.09A,CD33,5.079913931482106,CD33,clinical
TARGET.20.PAVPFR.09A,CD33,3.248668455716122,CD33,clinical
TARGET.20.PAVYPX.09A,CD33,3.7647228111979696,CD33,clinical
TARGET.20.PAXMFG.09A,CD33,4.304962472610741,CD33,clinical
TARGET.20.PALNAT.09A,CD33,4.327447092455461,CD33,clinical
TARGET.20.PANDER.09A,CD33,4.10900963345432,CD33,clinical
TARGET.20.PAXLDI.09A,CD33,4.529111056615852,CD33,clinical
TARGET.20.PASSLT.09A,CD33,6.318770365938772,CD33,clinical
TARGET.20.PAWMDY.09A,CD33,3.381582616566985,CD33,clinical
TARGET.20.PAWYRT.09A,CD33,6.457494818709155,CD33,clinical
TARGET.20.PAWGKS.09A,CD33,7.311830214792807,CD33,clinical
TARGET.20.PATGRR.09A,CD33,4.259431382447002,CD33,clinical
TARGET.20.PAVJRF.09A,CD33,6.781581456489615,CD33,clinical
TARGET.20.PAXIHA.09A,CD33,5.736334258377583,CD33,clinical
TARGET.20.PAUWFM.09A,CD33,4.799720743027646,CD33,clinical
TARGET.20.PARCUK.09A,CD33,8.524718309149419,CD33,clinical
TARGET.20.PAVKAH.09A,CD33,6.137540775104098,CD33,clinical
TARGET.20.PAUYZY.09A,CD33,4.3664519191304985,CD33,clinical
TARGET.20.PARMME.09A,CD33,6.157569602274819,CD33,clinical
TARGET.20.PASVVS.09A,CD33,6.725312083904438,CD33,clinical
TARGET.20.PAXGXR.09A,CD33,3.716314970986636,CD33,clinical
TARGET.20.PAXANS.09A,CD33,6.881871018514948,CD33,clinical
TARGET.20.PAWHAX.09A,CD33,4.730384281499684,CD33,clinical
TARGET.20.PAVXZL.09A,CD33,7.137370144167826,CD33,clinical
TARGET.20.PASPLU.09A,CD33,7.783194954469165,CD33,clinical
TARGET.20.PAUXKD.09A,CD33,4.874342437469011,CD33,clinical
TARGET.20.PAVWZV.09A,CD33,6.093951141382685,CD33,clinical
TARGET.20.PANKNB.09A,CD33,7.623468071454198,CD33,clinical
TARGET.20.PAVTXM.09A,CD33,5.910607987525263,CD33,clinical
TARGET.20.PAXBNE.09A,CD33,6.047738782078004,CD33,clinical
TARGET.20.PAXBLW.09A,CD33,5.687686637886459,CD33,clinical
TARGET.20.PAWZZN.09A,CD33,5.49494842679116,CD33,clinical
TARGET.20.PAVLAE.09A,CD33,7.125448951670888,CD33,clinical
TARGET.20.PAWIVB.09A,CD33,7.186882335515743,CD33,clinical
TARGET.20.PAWPCN.09A,CD33,6.7589823150893595,CD33,clinical
TARGET.20.PAXCPM.09A,CD33,6.320888199120681,CD33,clinical
TARGET.20.PAUXLK.09A,CD33,6.66011943194281,CD33,clinical
TARGET.20.PAVZBG.09A,CD33,7.154823716426581,CD33,clinical
TARGET.20.PAVPCA.09A,CD33,6.764947221264549,CD33,clinical
TARGET.20.PAUHTE.09A,CD33,4.720908273061732,CD33,clinical
TARGET.21.PARLSL.09A,CD33,6.052355700851417,CD33,clinical
TARGET.20.PAVGIX.09A,CD33,4.967889475157956,CD33,clinical
TARGET.20.PAWMIP.09A,CD33,3.465718700055075,CD33,clinical
TARGET.20.PAEEYP.09A,CD33,6.829612314824588,CD33,clinical
TARGET.20.PAUVBZ.09A,CD33,1.4968122254274512,CD33,clinical
TARGET.20.PAXIIP.09A,CD33,6.663391084300097,CD33,clinical
TARGET.20.PANZKA.09A,CD33,5.435667005411384,CD33,clinical
TARGET.20.PAXARX.09A,CD33,4.755634997035231,CD33,clinical
TARGET.20.PAUMJB.09A,CD33,1.7480545053104457,CD33,clinical
TARGET.20.PATBUK.09A,CD33,5.995280029909616,CD33,clinical
TARGET.20.PAUZSY.09A,CD33,2.29944402064739,CD33,clinical
TARGET.20.PASFNP.09A,CD33,4.357100487905821,CD33,clinical
TARGET.20.PAVIDK.09A,CD33,5.295761237553135,CD33,clinical
TARGET.20.PAXMLW.09A,CD33,5.974579402268954,CD33,clinical
TARGET.20.PATWYU.09A,CD33,6.309807699369625,CD33,clinical
TARGET.20.PASFJB.09A,CD33,5.210302069843708,CD33,clinical
TARGET.20.PAWUAE.09A,CD33,5.703809823758787,CD33,clinical
TARGET.21.PASSLT.09A,CD33,5.9375730544493015,CD33,clinical
TARGET.20.PAUJNJ.09A,CD33,6.0095377343188,CD33,clinical
TARGET.20.PAXEMU.09A,CD33,3.1030518044582123,CD33,clinical
TARGET.20.PAVIXV.09A,CD33,4.410175593428771,CD33,clinical
TARGET.20.PAVNKI.09A,CD33,5.43762309593853,CD33,clinical
TARGET.20.PAVAAM.09A,CD33,5.814317360355903,CD33,clinical
TARGET.20.PANSBH.09A,CD33,4.66012194421606,CD33,clinical
TARGET.20.PAWFFJ.09A,CD33,6.530269911725419,CD33,clinical
TARGET.20.PAUVEF.09A,CD33,6.251092212426845,CD33,clinical
TARGET.20.PAWEYY.09A,CD33,5.017738584086392,CD33,clinical
TARGET.20.PAWNAP.09A,CD33,5.526204404924374,CD33,clinical
TARGET.20.PAXFWY.09A,CD33,7.2241596384164035,CD33,clinical
TARGET.20.PAWLKE.09A,CD33,5.525991414219707,CD33,clinical
TARGET.20.PASZZE.09A,CD33,6.223758659216728,CD33,clinical
TARGET.21.PASYWA.09A,CD33,3.3318016055548565,CD33,clinical
TARGET.20.PAUBLN.09A,CD33,5.3232777413725145,CD33,clinical
TARGET.20.PAWPDC.09A,CD33,4.3987665470298865,CD33,clinical
TARGET.20.PASRTP.09A,CD33,6.42039651530725,CD33,clinical
TARGET.20.PAWLHJ.09A,CD33,6.170128764823605,CD33,clinical
TARGET.20.PARWXS.09A,CD33,6.081672425795285,CD33,clinical
TARGET.20.PAXLEE.09A,CD33,6.14037733073095,CD33,clinical
TARGET.20.PATVRA.09A,CD33,5.523469303808071,CD33,clinical
TARGET.20.PASSSI.09A,CD33,6.712338044521412,CD33,clinical
TARGET.20.PAUMZV.09A,CD33,5.861262553375821,CD33,clinical
TARGET.20.PAXFEE.09A,CD33,6.042698780542559,CD33,clinical
TARGET.20.PAWNPU.09A,CD33,2.334504321718531,CD33,clinical
TARGET.20.PAECCE.09A,CD33,6.869103201572946,CD33,clinical
TARGET.20.PAVSHX.09A,CD33,5.688611126546706,CD33,clinical
TARGET.20.PAVDDU.09A,CD33,5.5744117158199975,CD33,clinical
TARGET.20.PAUPSX.09A,CD33,7.011117556374632,CD33,clinical
TARGET.20.PARKFB.09A,CD33,6.0897978473908605,CD33,clinical
TARGET.20.PAUIPM.09A,CD33,6.851630568139259,CD33,clinical
TARGET.20.PAXEES.09A,CD33,6.19451361399052,CD33,clinical
TARGET.21.PANVPB.09A,CD33,0.700095569091158,CD33,clinical
TARGET.20.PAUVMN.09A,CD33,7.193608413163635,CD33,clinical
TARGET.20.PATPAC.09A,CD33,5.354987069772081,CD33,clinical
TARGET.20.PAVMPA.09A,CD33,6.907702133418986,CD33,clinical
TARGET.20.PAWGCN.09A,CD33,4.512470259422449,CD33,clinical
TARGET.20.PAUEAN.09A,CD33,6.183692002924271,CD33,clinical
TARGET.21.PARHRS.09A,CD33,4.147584774942168,CD33,clinical
TARGET.20.PAVWVT.09A,CD33,6.962343278701786,CD33,clinical
TARGET.20.PAVJXG.09A,CD33,3.8721317006833953,CD33,clinical
TARGET.20.PAVKBW.09A,CD33,5.446557430626528,CD33,clinical
TARGET.20.PAXIAZ.09A,CD33,4.804653729529924,CD33,clinical
TARGET.20.PASBPK.09A,CD33,6.989170007090306,CD33,clinical
TARGET.20.PAWUMM.09A,CD33,6.327951162435238,CD33,clinical
TARGET.20.PATDHA.09A,CD33,3.3868894836019887,CD33,clinical
TARGET.20.PAVHTL.09A,CD33,4.830113032027899,CD33,clinical
TARGET.20.PAUZAM.09A,CD33,7.787751184841062,CD33,clinical
TARGET.20.PAXHWI.09A,CD33,5.078329457820124,CD33,clinical
TARGET.20.PAUUHV.09A,CD33,6.133789045097193,CD33,clinical
TARGET.20.PAUTKL.09A,CD33,7.006148610757108,CD33,clinical
TARGET.20.PAXBLX.09A,CD33,5.386192872809163,CD33,clinical
TARGET.20.PAWYTW.09A,CD33,5.602369208116187,CD33,clinical
TARGET.20.PAWLAJ.09A,CD33,3.957411832603958,CD33,clinical
TARGET.20.PAUVYC.09A,CD33,6.086960651200586,CD33,clinical
TARGET.20.PARFVC.09A,CD33,4.716711478868426,CD33,clinical
TARGET.20.PASZLJ.09A,CD33,7.591187564008624,CD33,clinical
TARGET.20.PAXDVZ.09A,CD33,4.457171784041694,CD33,clinical
TARGET.20.PAWDEG.09A,CD33,5.135748886823651,CD33,clinical
TARGET.20.PAVALK.09A,CD33,7.064394146086895,CD33,clinical
TARGET.20.PAVZYI.09A,CD33,6.397842500306947,CD33,clinical
TARGET.20.PAXKTY.09A,CD33,4.6104700582421785,CD33,clinical
TARGET.20.PAUUKK.09A,CD33,5.2993917828767705,CD33,clinical
TARGET.20.PAUFUB.09A,CD33,5.3076756619758,CD33,clinical
TARGET.20.PAUMUZ.09A,CD33,4.983833429050163,CD33,clinical
TARGET.20.PAXLXI.09A,CD33,5.672734132073383,CD33,clinical
TARGET.20.PARTYK.09A,CD33,4.356757786974506,CD33,clinical
TARGET.20.PANZXI.09A,CD33,4.675930839778389,CD33,clinical
TARGET.20.PANVGE.09A,CD33,5.730023154154804,CD33,clinical
TARGET.20.PAUZMH.09A,CD33,5.468290009925129,CD33,clinical
TARGET.20.PAWKRF.09A,CD33,6.9915041317284015,CD33,clinical
TARGET.20.PAWUTL.09A,CD33,5.862174470263642,CD33,clinical
TARGET.20.PAVYYR.09A,CD33,6.794668788542482,CD33,clinical
TARGET.20.PAKKBK.09A,CD33,1.9442514159973796,CD33,clinical
TARGET.20.PAVBNV.09A,CD33,1.5260181024613473,CD33,clinical
TARGET.20.PAVDPF.09A,CD33,5.882856852743399,CD33,clinical
TARGET.20.PARHJV.09A,CD33,3.718017211722319,CD33,clinical
TARGET.20.PAVZEC.09A,CD33,6.288576360339992,CD33,clinical
TARGET.20.PAUHFI.09A,CD33,4.076499282947594,CD33,clinical
TARGET.20.PAUMAD.09A,CD33,6.841415305547282,CD33,clinical
TARGET.20.PAXGVH.09A,CD33,7.268008667525729,CD33,clinical
TARGET.20.PAVIYS.09A,CD33,2.8356411259234404,CD33,clinical
TARGET.20.PAVXME.09A,CD33,5.2083647523981,CD33,clinical
TARGET.20.PAVRTN.09A,CD33,4.994919409649536,CD33,clinical
TARGET.20.PAUVAT.09A,CD33,6.358197156090477,CD33,clinical
TARGET.20.PAWACC.09A,CD33,6.898663829260761,CD33,clinical
TARGET.20.PAVWXI.09A,CD33,5.570277178384236,CD33,clinical
TARGET.20.PAXMPG.09A,CD33,7.04710631736479,CD33,clinical
TARGET.20.PAVUZN.09A,CD33,5.719971692004809,CD33,clinical
TARGET.20.PAUWNT.09A,CD33,4.650164078618891,CD33,clinical
TARGET.20.PASIEP.09A,CD33,6.788984933057669,CD33,clinical
TARGET.20.PAVDVV.09A,CD33,5.468065552388117,CD33,clinical
TARGET.20.PATDDA.09A,CD33,5.66312669609817,CD33,clinical
TARGET.20.PAUULL.09A,CD33,6.087454776771326,CD33,clinical
TARGET.20.PAXIDA.09A,CD33,5.382256293310425,CD33,clinical
TARGET.20.PAWKPU.09A,CD33,5.635344842917805,CD33,clinical
TARGET.20.PAXKES.09A,CD33,6.657566346306551,CD33,clinical
TARGET.20.PAVFPR.09A,CD33,6.2930881881373635,CD33,clinical
TARGET.20.PAVPVK.09A,CD33,5.8058477110123015,CD33,clinical
TARGET.20.PAXMNG.09A,CD33,6.051151346140148,CD33,clinical
TARGET.20.PAXKXS.09A,CD33,4.160554045771623,CD33,clinical
TARGET.20.PAVKJV.09A,CD33,5.381413164943371,CD33,clinical
TARGET.20.PAULCA.09A,CD33,3.495740718087214,CD33,clinical
TARGET.20.PAXLFG.09A,CD33,1.9946855369889904,CD33,clinical
TARGET.20.PASEGC.09A,CD33,5.849851882858042,CD33,clinical
TARGET.20.PAUPXH.09A,CD33,5.763397397895051,CD33,clinical
TARGET.20.PAUTDY.09A,CD33,5.491209693868154,CD33,clinical
TARGET.20.PAWTSD.09A,CD33,6.109188199227841,CD33,clinical
TARGET.20.PAVUVI.09A,CD33,6.407145314762022,CD33,clinical
TARGET.20.PASAFM.09A,CD33,5.71589640805912,CD33,clinical
TARGET.20.PASFHK.09A,CD33,5.818220862407626,CD33,clinical
TARGET.20.PAVLWY.09A,CD33,6.36884953336075,CD33,clinical
TARGET.20.PAVCNU.09A,CD33,4.8532277181095616,CD33,clinical
TARGET.20.PAVHUF.09A,CD33,7.049338931978826,CD33,clinical
TARGET.20.PARLVL.09A,CD33,1.189913194716113,CD33,clinical
TARGET.20.PAUSBP.09A,CD33,6.162563965417946,CD33,clinical
TARGET.20.PAWTPD.09A,CD33,5.124855244645668,CD33,clinical
TARGET.20.PAVJVS.09A,CD33,6.576675216313616,CD33,clinical
TARGET.20.PATJVL.09A,IL3RA,6.1697430335574746,CD123,clinical
TARGET.20.PAWWEE.09A,IL3RA,6.082142965317979,CD123,clinical
TARGET.20.PARCEV.09A,IL3RA,6.443573770697662,CD123,clinical
TARGET.20.PASCCS.09A,IL3RA,6.023261324198713,CD123,clinical
TARGET.20.PAEIKD.09A,IL3RA,5.5967941158146655,CD123,clinical
TARGET.20.PAWNBB.09A,IL3RA,5.705344100735721,CD123,clinical
TARGET.20.PARTYV.09A,IL3RA,4.7808300249084335,CD123,clinical
TARGET.20.PAVAGA.09A,IL3RA,6.991766082079288,CD123,clinical
TARGET.20.PAWJGZ.09A,IL3RA,5.714978369367395,CD123,clinical
TARGET.20.PARERV.09A,IL3RA,3.7960075117889738,CD123,clinical
TARGET.20.PAUYIB.09A,IL3RA,6.477329554684957,CD123,clinical
TARGET.20.PAUZJJ.09A,IL3RA,4.8779059002592815,CD123,clinical
TARGET.20.PAVHFP.09A,IL3RA,5.071889888555236,CD123,clinical
TARGET.20.PANTRL.09A,IL3RA,4.032944011018048,CD123,clinical
TARGET.20.PAURYA.09A,IL3RA,5.800976540085253,CD123,clinical
TARGET.20.PASBHI.09A,IL3RA,4.888986543447884,CD123,clinical
TARGET.20.PAWVVR.09A,IL3RA,4.940652028542081,CD123,clinical
TARGET.20.PAWZWN.09A,IL3RA,4.730224213288534,CD123,clinical
TARGET.20.PASVYL.09A,IL3RA,5.500670831491313,CD123,clinical
TARGET.20.PARJCR.09A,IL3RA,6.110354478300262,CD123,clinical
TARGET.20.PATAPC.09A,IL3RA,6.662589532528477,CD123,clinical
TARGET.20.PAVNVF.09A,IL3RA,4.426084865093049,CD123,clinical
TARGET.20.PAXAAA.09A,IL3RA,6.458939587446234,CD123,clinical
TARGET.20.PAXDSN.09A,IL3RA,6.762118215749778,CD123,clinical
TARGET.20.PASSPT.09A,IL3RA,5.764616229449533,CD123,clinical
TARGET.20.PAVACZ.09A,IL3RA,6.281197374680226,CD123,clinical
TARGET.20.PAWGTG.09A,IL3RA,5.591316717501055,CD123,clinical
TARGET.20.PASGGK.09A,IL3RA,5.7453450033649895,CD123,clinical
TARGET.20.PANGJY.09A,IL3RA,5.202088135887276,CD123,clinical
TARGET.20.PAXLHS.09A,IL3RA,5.2988804489958,CD123,clinical
TARGET.20.PAXETC.09A,IL3RA,5.425206993101196,CD123,clinical
TARGET.20.PARMZF.09A,IL3RA,6.672942485238614,CD123,clinical
TARGET.20.PASBPW.09A,IL3RA,5.21475152081972,CD123,clinical
TARGET.20.PAVZNG.09A,IL3RA,5.332822099901214,CD123,clinical
TARGET.20.PAVPMJ.09A,IL3RA,5.455125265923396,CD123,clinical
TARGET.20.PAWSKR.09A,IL3RA,5.6960152281913,CD123,clinical
TARGET.20.PAULWG.09A,IL3RA,5.90839501250192,CD123,clinical
TARGET.20.PAWNGI.09A,IL3RA,6.117263278373513,CD123,clinical
TARGET.20.PAVTRU.09A,IL3RA,6.742639619540282,CD123,clinical
TARGET.21.PATISD.09A,IL3RA,5.259239626027689,CD123,clinical
TARGET.20.PAWTWW.09A,IL3RA,5.058118167626276,CD123,clinical
TARGET.20.PAVSIZ.09A,IL3RA,4.495091036789,CD123,clinical
TARGET.20.PARUWX.09A,IL3RA,7.17003482415194,CD123,clinical
TARGET.21.PAMYMA.09A,IL3RA,5.705849116332841,CD123,clinical
TARGET.20.PAWFBA.09A,IL3RA,6.173178652075244,CD123,clinical
TARGET.20.PARDDA.09A,IL3RA,3.6779339032402216,CD123,clinical
TARGET.20.PABLDZ.09A,IL3RA,4.054319215632953,CD123,clinical
TARGET.20.PARENB.09A,IL3RA,3.807191513355025,CD123,clinical
TARGET.20.PARXZP.09A,IL3RA,5.490816175575758,CD123,clinical
TARGET.20.PAUSMT.09A,IL3RA,6.120057064742862,CD123,clinical
TARGET.20.PAXJNP.09A,IL3RA,6.48427744626705,CD123,clinical
TARGET.20.PAULIY.09A,IL3RA,5.555666765034752,CD123,clinical
TARGET.20.PAUVSU.09A,IL3RA,6.3819805706043615,CD123,clinical
TARGET.20.PANVBP.09A,IL3RA,4.767341271908003,CD123,clinical
TARGET.20.PAWRNZ.09A,IL3RA,6.018131692904755,CD123,clinical
