sample,gene,log2cpm,label,group
TARGET.20.PATJVL.09A,CD96,7.98472265816668,CD96,lead
TARGET.20.PAWWEE.09A,CD96,7.646354148212291,CD96,lead
TARGET.20.PARCEV.09A,CD96,7.96492828779512,CD96,lead
TARGET.20.PASCCS.09A,CD96,2.805888192592566,CD96,lead
TARGET.20.PAEIKD.09A,CD96,5.279343486911292,CD96,lead
TARGET.20.PAWNBB.09A,CD96,5.004921585950841,CD96,lead
TARGET.20.PARTYV.09A,CD96,7.609955303125314,CD96,lead
TARGET.20.PAVAGA.09A,CD96,5.698686550241212,CD96,lead
TARGET.20.PAWJGZ.09A,CD96,1.8007211035335262,CD96,lead
TARGET.20.PARERV.09A,CD96,7.0435279617573725,CD96,lead
TARGET.20.PAUYIB.09A,CD96,2.2463326882954657,CD96,lead
TARGET.20.PAUZJJ.09A,CD96,7.637218069398485,CD96,lead
TARGET.20.PAVHFP.09A,CD96,9.629422949611468,CD96,lead
TARGET.20.PANTRL.09A,CD96,1.472771252917752,CD96,lead
TARGET.20.PAURYA.09A,CD96,8.058296093448178,CD96,lead
TARGET.20.PASBHI.09A,CD96,5.25937339813517,CD96,lead
TARGET.20.PAWVVR.09A,CD96,8.869607562317949,CD96,lead
TARGET.20.PAWZWN.09A,CD96,8.859816964713879,CD96,lead
TARGET.20.PASVYL.09A,CD96,2.2259963571262373,CD96,lead
TARGET.20.PARJCR.09A,CD96,3.0254055559783417,CD96,lead
TARGET.20.PATAPC.09A,CD96,7.176572974059979,CD96,lead
TARGET.20.PAVNVF.09A,CD96,5.418393825767486,CD96,lead
TARGET.20.PAXAAA.09A,CD96,7.445145650681248,CD96,lead
TARGET.20.PAXDSN.09A,CD96,4.125924650076125,CD96,lead
TARGET.20.PASSPT.09A,CD96,2.6388762510719004,CD96,lead
TARGET.20.PAVACZ.09A,CD96,3.437934218460819,CD96,lead
TARGET.20.PAWGTG.09A,CD96,4.257192177797509,CD96,lead
TARGET.20.PASGGK.09A,CD96,3.061333204447309,CD96,lead
TARGET.20.PANGJY.09A,CD96,0.2541795377697982,CD96,lead
TARGET.20.PAXLHS.09A,CD96,3.500991797737498,CD96,lead
TARGET.20.PAXETC.09A,CD96,1.2485444839838902,CD96,lead
TARGET.20.PARMZF.09A,CD96,3.239138986439916,CD96,lead
TARGET.20.PASBPW.09A,CD96,5.1549206832913175,CD96,lead
TARGET.20.PAVZNG.09A,CD96,6.444978516216486,CD96,lead
TARGET.20.PAVPMJ.09A,CD96,3.186324167411635,CD96,lead
TARGET.20.PAWSKR.09A,CD96,6.117870947771688,CD96,lead
TARGET.20.PAULWG.09A,CD96,6.06521872455309,CD96,lead
TARGET.20.PAWNGI.09A,CD96,6.589371803994721,CD96,lead
TARGET.20.PAVTRU.09A,CD96,6.414340784765959,CD96,lead
TARGET.21.PATISD.09A,CD96,8.888709147771577,CD96,lead
TARGET.20.PAWTWW.09A,CD96,5.850581274163074,CD96,lead
TARGET.20.PAVSIZ.09A,CD96,5.511259072790095,CD96,lead
TARGET.20.PARUWX.09A,CD96,8.223742823038446,CD96,lead
TARGET.21.PAMYMA.09A,CD96,6.655982172553703,CD96,lead
TARGET.20.PAWFBA.09A,CD96,5.37834797473097,CD96,lead
TARGET.20.PARDDA.09A,CD96,6.581932397012417,CD96,lead
TARGET.20.PABLDZ.09A,CD96,6.472040042417919,CD96,lead
TARGET.20.PARENB.09A,CD96,7.7307719880531165,CD96,lead
TARGET.20.PARXZP.09A,CD96,3.459129046182523,CD96,lead
TARGET.20.PAUSMT.09A,CD96,2.469882221751858,CD96,lead
TARGET.20.PAXJNP.09A,CD96,2.699197968420589,CD96,lead
TARGET.20.PAULIY.09A,CD96,6.7627524039520654,CD96,lead
TARGET.20.PAUVSU.09A,CD96,8.5608575724315,CD96,lead
TARGET.20.PANVBP.09A,CD96,2.340735058377408,CD96,lead
TARGET.20.PAWRNZ.09A,CD96,2.4891952129560746,CD96,lead
TARGET.20.PARBIU.09A,CD96,0.6047748594309773,CD96,lead
TARGET.20.PAEAFC.09A,CD96,6.439266019198269,CD96,lead
TARGET.20.PAWVNC.09A,CD96,1.5251858342925304,CD96,lead
TARGET.20.PAUWEW.09A,CD96,4.169917091075157,CD96,lead
TARGET.20.PAWYEK.09A,CD96,2.1466459027153997,CD96,lead
TARGET.20.PAXMPW.09A,CD96,0.8622347435265756,CD96,lead
TARGET.20.PAUVWF.09A,CD96,8.331857596279944,CD96,lead
TARGET.20.PAXGPE.09A,CD96,3.5069441406362696,CD96,lead
TARGET.20.PAWDTX.09A,CD96,8.706601167889684,CD96,lead
TARGET.20.PAVUAP.09A,CD96,5.497719712079719,CD96,lead
TARGET.20.PAXKAL.09A,CD96,2.7641600602650063,CD96,lead
TARGET.20.PAVDBD.09A,CD96,7.343845368648669,CD96,lead
TARGET.20.PAUSZL.09A,CD96,2.1833529024119094,CD96,lead
TARGET.20.PAVPJM.09A,CD96,2.6023722881665043,CD96,lead
TARGET.20.PAVKEX.09A,CD96,2.7954015351388146,CD96,lead
TARGET.20.PARYEB.09A,CD96,9.256565294723035,CD96,lead
TARGET.20.PAWXSL.09A,CD96,1.2837187756626836,CD96,lead
TARGET.20.PAWVCG.09A,CD96,3.5463239666605104,CD96,lead
TARGET.20.PAVTWM.09A,CD96,4.404523377507141,CD96,lead
TARGET.20.PAVHWT.09A,CD96,6.453365983472721,CD96,lead
TARGET.20.PARUUB.09A,CD96,7.158842360384761,CD96,lead
TARGET.20.PAURPD.09A,CD96,8.184815754679029,CD96,lead
TARGET.20.PARUNX.09A,CD96,3.4026083623030705,CD96,lead
TARGET.20.PASDGX.09A,CD96,2.1027774140318596,CD96,lead
TARGET.20.PAVDZK.09A,CD96,4.249150914744856,CD96,lead
TARGET.20.PANUTB.09A,CD96,4.05577640654572,CD96,lead
TARGET.20.PAXMKU.09A,CD96,1.8191477102478424,CD96,lead
TARGET.20.PAERAH.09A,CD96,8.442917145913018,CD96,lead
TARGET.20.PAUDNA.09A,CD96,7.556391259919856,CD96,lead
TARGET.20.PAVMED.09A,CD96,2.150829413526857,CD96,lead
TARGET.20.PANTIV.09A,CD96,7.205993410741789,CD96,lead
TARGET.20.PAWVGN.09A,CD96,1.718749945255475,CD96,lead
TARGET.20.PAWKUR.09A,CD96,5.008841439253783,CD96,lead
TARGET.20.PAWPMA.09A,CD96,5.43942288372137,CD96,lead
TARGET.20.PAVGXF.09A,CD96,3.449608454062411,CD96,lead
TARGET.20.PAXKKE.09A,CD96,6.568216630397042,CD96,lead
TARGET.20.PARHVK.09A,CD96,2.3288751282677738,CD96,lead
TARGET.20.PAVFYL.09A,CD96,5.724310936416381,CD96,lead
TARGET.21.PANZLR.09A,CD96,8.510364265112575,CD96,lead
TARGET.20.PAWIHN.09A,CD96,4.454409436921668,CD96,lead
TARGET.20.PAWSWR.09A,CD96,8.040005454072201,CD96,lead
TARGET.20.PAXMLN.09A,CD96,6.89514800835459,CD96,lead
TARGET.20.PAWJPN.09A,CD96,6.5781520475138,CD96,lead
TARGET.20.PAVVAB.09A,CD96,2.3855018902722875,CD96,lead
TARGET.20.PAWHJI.09A,CD96,3.5298359863538806,CD96,lead
TARGET.20.PAVXUR.09A,CD96,3.496729371544244,CD96,lead
TARGET.20.PAVUHF.09A,CD96,4.814350625884439,CD96,lead
TARGET.20.PANLIZ.09A,CD96,4.274829748663666,CD96,lead
TARGET.20.PAVHXU.09A,CD96,2.162140408257421,CD96,lead
TARGET.20.PAXBSE.09A,CD96,5.748121736070217,CD96,lead
TARGET.20.PARBXE.09A,CD96,3.8513859096799488,CD96,lead
TARGET.20.PAWUWJ.09A,CD96,9.34232273142743,CD96,lead
TARGET.20.PAVDHJ.09A,CD96,4.80069668216845,CD96,lead
TARGET.20.PANINI.09A,CD96,5.6609254902791895,CD96,lead
TARGET.20.PATMXW.09A,CD96,7.228661922959117,CD96,lead
TARGET.20.PAXCZX.09A,CD96,2.439290938226664,CD96,lead
TARGET.20.PAXCVR.09A,CD96,2.499928781493071,CD96,lead
TARGET.20.PAVDBK.09A,CD96,7.28859954384104,CD96,lead
TARGET.20.PAUJCF.09A,CD96,4.813840070219659,CD96,lead
TARGET.20.PAXGIX.09A,CD96,4.029475340575604,CD96,lead
TARGET.20.PASIZX.09A,CD96,2.0813013089418053,CD96,lead
TARGET.20.PAWLEB.09A,CD96,3.402783540621745,CD96,lead
TARGET.20.PAVNIX.09A,CD96,6.992854691793076,CD96,lead
TARGET.20.PAWWLI.09A,CD96,1.3248985222576286,CD96,lead
TARGET.20.PAVULK.09A,CD96,3.593977343499126,CD96,lead
TARGET.20.PAWIXW.09A,CD96,2.6081255613854584,CD96,lead
TARGET.20.PAXIFA.09A,CD96,2.5318749631294355,CD96,lead
TARGET.20.PAUMTZ.09A,CD96,3.4453794073567963,CD96,lead
TARGET.20.PAXDBF.09A,CD96,1.531946474726139,CD96,lead
TARGET.20.PAVKVT.09A,CD96,6.059793112051459,CD96,lead
TARGET.20.PANFMG.09A,CD96,2.076775000489961,CD96,lead
TARGET.20.PARZUU.09A,CD96,8.563397128204063,CD96,lead
TARGET.20.PAVANX.09A,CD96,4.939652738246675,CD96,lead
TARGET.20.PAWPVX.09A,CD96,0.962964022477226,CD96,lead
TARGET.20.PAVDYE.09A,CD96,3.0633296215097197,CD96,lead
TARGET.20.PAXLXJ.09A,CD96,7.622965650383084,CD96,lead
TARGET.20.PAUYHR.09A,CD96,6.479823984369356,CD96,lead
TARGET.20.PARDDY.09A,CD96,1.9641595103326932,CD96,lead
TARGET.20.PANXPU.09A,CD96,5.699072528748871,CD96,lead
TARGET.20.PAVJCJ.09A,CD96,3.2213981582961955,CD96,lead
TARGET.20.PAXGHE.09A,CD96,3.797918770271562,CD96,lead
TARGET.20.PAWBYK.09A,CD96,6.919875037449999,CD96,lead
TARGET.20.PAWRKX.09A,CD96,7.078874637580432,CD96,lead
TARGET.20.PATDNN.09A,CD96,0.9325886451560478,CD96,lead
TARGET.20.PAVZIB.09A,CD96,9.039860713232647,CD96,lead
TARGET.20.PAUVGD.09A,CD96,7.572345899551701,CD96,lead
TARGET.20.PAXEHH.09A,CD96,5.0819538021705775,CD96,lead
TARGET.20.PANGTF.09A,CD96,2.790840302466406,CD96,lead
TARGET.20.PAVNHN.09A,CD96,1.2215325487997148,CD96,lead
TARGET.20.PANGDN.09A,CD96,1.8892017315985017,CD96,lead
TARGET.20.PAVPMH.09A,CD96,5.591952603009504,CD96,lead
TARGET.20.PAVDNF.09A,CD96,4.058060437864339,CD96,lead
TARGET.20.PARCHW.09A,CD96,5.935058437348345,CD96,lead
TARGET.20.PAXACY.09A,CD96,8.21391909247856,CD96,lead
TARGET.20.PAWYNR.09A,CD96,5.870037753842901,CD96,lead
TARGET.20.PAXLJV.09A,CD96,9.03197761350627,CD96,lead
TARGET.20.PAUYAE.09A,CD96,4.768159482734677,CD96,lead
TARGET.20.PAWBDK.09A,CD96,4.387842291683821,CD96,lead
TARGET.20.PASTTW.09A,CD96,6.296928271931177,CD96,lead
TARGET.20.PARXVI.09A,CD96,8.953591144670638,CD96,lead
TARGET.20.PAWKYG.09A,CD96,7.833751684779337,CD96,lead
TARGET.20.PAVPLM.09A,CD96,7.46000863551373,CD96,lead
TARGET.20.PANXWX.09A,CD96,0.9720023151183372,CD96,lead
TARGET.20.PAUNBR.09A,CD96,1.568511446413028,CD96,lead
TARGET.20.PAVANE.09A,CD96,6.487064265920763,CD96,lead
TARGET.20.PARKCX.09A,CD96,3.320060228952388,CD96,lead
TARGET.20.PARJWH.09A,CD96,1.5333963247302331,CD96,lead
TARGET.20.PATSSY.09A,CD96,6.47869564449182,CD96,lead
TARGET.20.PAWMII.09A,CD96,2.0001109329446995,CD96,lead
TARGET.20.PAVDBT.09A,CD96,2.911149335118535,CD96,lead
TARGET.20.PAEFHC.09A,CD96,6.908270116634182,CD96,lead
TARGET.20.PAXGSJ.09A,CD96,6.408295309057908,CD96,lead
TARGET.20.PAVNAZ.09A,CD96,5.727589095908568,CD96,lead
TARGET.20.PAUHGM.09A,CD96,5.87201308190157,CD96,lead
TARGET.20.PAUJBK.09A,CD96,7.654624088164382,CD96,lead
TARGET.20.PALBYP.09A,CD96,0.5496857952888381,CD96,lead
TARGET.20.PAXFAG.09A,CD96,2.3360390556988517,CD96,lead
TARGET.20.PANJFJ.09A,CD96,7.160920692280691,CD96,lead
TARGET.20.PAXLMN.09A,CD96,4.083991422629066,CD96,lead
TARGET.20.PAPXWI.09A,CD96,2.7364436641108463,CD96,lead
TARGET.20.PAVDXS.09A,CD96,8.181254427194284,CD96,lead
TARGET.20.PAUYHB.09A,CD96,8.134540800810354,CD96,lead
TARGET.20.PASPGA.09A,CD96,3.2756834841951266,CD96,lead
TARGET.20.PAUSLS.09A,CD96,4.047786930305308,CD96,lead
TARGET.20.PAXISI.09A,CD96,8.83939129016111,CD96,lead
TARGET.20.PAWNIX.09A,CD96,6.13837209917013,CD96,lead
TARGET.20.PAXHYG.09A,CD96,4.5093241218980635,CD96,lead
TARGET.20.PAUPIY.09A,CD96,6.035490449752545,CD96,lead
TARGET.20.PAWCII.09A,CD96,4.3352837863068965,CD96,lead
TARGET.20.PAUUYP.09A,CD96,6.7208239146839395,CD96,lead
TARGET.20.PASMGW.09A,CD96,2.6563403305598894,CD96,lead
TARGET.20.PAXEWD.09A,CD96,7.754288072435957,CD96,lead
TARGET.20.PAVTKK.09A,CD96,6.226322522107103,CD96,lead
TARGET.20.PANTWV.09A,CD96,0.6840306536295039,CD96,lead
TARGET.20.PARZWH.09A,CD96,8.283833456941359,CD96,lead
TARGET.20.PAWLTL.09A,CD96,8.247978820410585,CD96,lead
TARGET.20.PANBZH.09A,CD96,6.301971858316955,CD96,lead
TARGET.20.PAVKNA.09A,CD96,4.842492205960117,CD96,lead
TARGET.20.PAXGDG.09A,CD96,5.467678061385697,CD96,lead
TARGET.20.PAXBAP.09A,CD96,6.594519497258274,CD96,lead
TARGET.20.PAXGNZ.09A,CD96,6.332104215062305,CD96,lead
TARGET.20.PAVGYA.09A,CD96,2.4385602235835244,CD96,lead
TARGET.20.PARUBT.09A,CD96,1.778590864340844,CD96,lead
TARGET.20.PAWXCK.09A,CD96,2.688342200371438,CD96,lead
TARGET.20.PARLSW.09A,CD96,4.012289872426155,CD96,lead
TARGET.20.PASARK.09A,CD96,7.003982234408036,CD96,lead
TARGET.20.PAWWPA.09A,CD96,2.6137455720654006,CD96,lead
TARGET.20.PAWIEM.09A,CD96,4.299871080588142,CD96,lead
TARGET.20.PAUVBS.09A,CD96,3.092648507148609,CD96,lead
TARGET.20.PAPZLT.09A,CD96,0.2978908312911041,CD96,lead
TARGET.21.PARNAW.09A,CD96,5.532671849118971,CD96,lead
TARGET.20.PAVFHT.09A,CD96,3.058153653365915,CD96,lead
TARGET.20.PAURJZ.09A,CD96,6.300925900339072,CD96,lead
TARGET.20.PAXFDN.09A,CD96,7.7817376591086,CD96,lead
TARGET.20.PAWUCG.09A,CD96,3.8096071113013257,CD96,lead
TARGET.20.PAURMH.09A,CD96,7.513077141839568,CD96,lead
TARGET.20.PANTPW.09A,CD96,8.33746684743206,CD96,lead
TARGET.20.PAUNBY.09A,CD96,8.01078189727804,CD96,lead
TARGET.20.PASLTF.09A,CD96,6.814109543225754,CD96,lead
TARGET.21.PARBTV.09A,CD96,0.7644157487809481,CD96,lead
TARGET.20.PAEAKL.09A,CD96,0.8247880706922208,CD96,lead
TARGET.20.PAVZJM.09A,CD96,2.2558185749424093,CD96,lead
TARGET.20.PAUWCF.09A,CD96,5.000228861252178,CD96,lead
TARGET.20.PAVNWF.09A,CD96,8.904729703716054,CD96,lead
TARGET.20.PAVWRN.09A,CD96,8.220242550907498,CD96,lead
TARGET.20.PAWNHU.09A,CD96,2.053860528045075,CD96,lead
TARGET.20.PASGCE.09A,CD96,2.5694302142232375,CD96,lead
TARGET.20.PANUTX.09A,CD96,6.221716310802458,CD96,lead
TARGET.20.PAVSSE.09A,CD96,4.7636046014339195,CD96,lead
TARGET.20.PAXJPP.09A,CD96,6.41546199999588,CD96,lead
TARGET.20.PAKERZ.09A,CD96,7.535008597525276,CD96,lead
TARGET.20.PASFEW.09A,CD96,7.908899446382993,CD96,lead
TARGET.20.PARBFJ.09A,CD96,5.534621175662807,CD96,lead
TARGET.20.PAVUPX.09A,CD96,2.0785735748031393,CD96,lead
TARGET.20.PASILA.09A,CD96,4.908327628983904,CD96,lead
TARGET.20.PAWRGZ.09A,CD96,2.017103154569036,CD96,lead
TARGET.20.PAVEDT.09A,CD96,1.91097040360908,CD96,lead
TARGET.20.PAXFHW.09A,CD96,8.449711785147858,CD96,lead
TARGET.20.PATJCR.09A,CD96,4.573484317126676,CD96,lead
TARGET.20.PAVAKA.09A,CD96,3.092587822857608,CD96,lead
TARGET.20.PANLJN.09A,CD96,1.6225550873365604,CD96,lead
TARGET.20.PAUUTI.09A,CD96,8.867307230889862,CD96,lead
TARGET.20.PAXBEF.09A,CD96,5.399773206178921,CD96,lead
TARGET.20.PAWRSU.09A,CD96,1.8081998590598105,CD96,lead
TARGET.20.PAWPBT.09A,CD96,2.6437620894198153,CD96,lead
TARGET.20.PATZVF.09A,CD96,7.449983226280246,CD96,lead
TARGET.20.PAWFMF.09A,CD96,9.002588525000936,CD96,lead
TARGET.20.PAUUXA.09A,CD96,3.3099928248402084,CD96,lead
TARGET.20.PAVUBN.09A,CD96,3.091019506184635,CD96,lead
TARGET.20.PASPFE.09A,CD96,1.8546170507586912,CD96,lead
TARGET.20.PARYVW.09A,CD96,5.566072865218155,CD96,lead
TARGET.20.PAXCYN.09A,CD96,1.7331879445478957,CD96,lead
TARGET.20.PAVALI.09A,CD96,4.059343884654705,CD96,lead
TARGET.20.PAWEBG.09A,CD96,3.1180074529633703,CD96,lead
TARGET.20.PAPAPD.09A,CD96,1.741902792574905,CD96,lead
TARGET.20.PAUWUZ.09A,CD96,3.120437032999428,CD96,lead
TARGET.20.PAUWRZ.09A,CD96,6.386651376514848,CD96,lead
TARGET.21.PASDXR.09A,CD96,7.999162913425102,CD96,lead
TARGET.20.PAUYCB.09A,CD96,3.9986498902673744,CD96,lead
TARGET.20.PAVWBB.09A,CD96,1.2004160324105095,CD96,lead
TARGET.20.PASPSV.09A,CD96,7.991331907147961,CD96,lead
TARGET.20.PAXGTM.09A,CD96,7.273858758277356,CD96,lead
TARGET.20.PAUYCA.09A,CD96,1.3662002220801983,CD96,lead
TARGET.20.PAXBXI.09A,CD96,5.369514800438781,CD96,lead
TARGET.20.PAWMKP.09A,CD96,5.901908851300673,CD96,lead
TARGET.21.PASFJJ.09A,CD96,9.012943550557004,CD96,lead
TARGET.20.PASWAJ.09A,CD96,2.3468385211252323,CD96,lead
TARGET.20.PAWUUE.09A,CD96,5.16669719622213,CD96,lead
TARGET.20.PAPZIZ.09A,CD96,0.9919071475354158,CD96,lead
TARGET.20.PAWLYM.09A,CD96,7.805862199154415,CD96,lead
TARGET.20.PAWHFW.09A,CD96,7.574981465544319,CD96,lead
TARGET.20.PAWMNN.09A,CD96,2.088863725094923,CD96,lead
TARGET.20.PAUWYR.09A,CD96,3.54390013151787,CD96,lead
TARGET.20.PAWJJY.09A,CD96,7.045422101137374,CD96,lead
TARGET.20.PAWMGT.09A,CD96,3.048728571580441,CD96,lead
TARGET.20.PAVSVU.09A,CD96,3.6963080093309175,CD96,lead
TARGET.20.PAVBFN.09A,CD96,2.0196041222731904,CD96,lead
TARGET.20.PASELF.09A,CD96,6.680899156254402,CD96,lead
TARGET.21.PASFHK.09A,CD96,6.239226295636688,CD96,lead
TARGET.20.PAXDDY.09A,CD96,5.066041883803432,CD96,lead
TARGET.20.PARXEC.09A,CD96,2.585625978268645,CD96,lead
TARGET.20.PAVTLN.09A,CD96,6.665292381020727,CD96,lead
TARGET.20.PAVAYD.09A,CD96,6.309087967096534,CD96,lead
TARGET.20.PAVBZM.09A,CD96,3.1848810200472957,CD96,lead
TARGET.20.PASEYM.09A,CD96,2.9534961403456887,CD96,lead
TARGET.20.PAPAJE.09A,CD96,1.4864602022966025,CD96,lead
TARGET.20.PAWEVC.09A,CD96,7.388766099632301,CD96,lead
TARGET.20.PASFVP.09A,CD96,6.3674589588235,CD96,lead
TARGET.20.PASLMR.09A,CD96,7.4652538924327185,CD96,lead
TARGET.20.PAUYNI.09A,CD96,7.205948104627056,CD96,lead
TARGET.20.PAVDFC.09A,CD96,6.432104482766503,CD96,lead
TARGET.20.PAVTMY.09A,CD96,6.791416899718973,CD96,lead
TARGET.20.PASWLN.09A,CD96,0.6511782565645075,CD96,lead
TARGET.20.PAULSL.09A,CD96,4.109854855983142,CD96,lead
TARGET.20.PATBFL.09A,CD96,7.308110919251869,CD96,lead
TARGET.20.PASGZS.09A,CD96,2.1317901308368796,CD96,lead
TARGET.20.PAVTDW.09A,CD96,4.229798510977045,CD96,lead
TARGET.20.PAXCWR.09A,CD96,5.019439135351825,CD96,lead
TARGET.20.PAUBKI.09A,CD96,8.016497378838805,CD96,lead
TARGET.20.PAXKAI.09A,CD96,3.2934469584340635,CD96,lead
TARGET.20.PAPVZK.09A,CD96,4.009483323040776,CD96,lead
TARGET.20.PAUMGZ.09A,CD96,2.3209049636666244,CD96,lead
TARGET.20.PASWTY.09A,CD96,2.582064520111228,CD96,lead
TARGET.20.PANJTK.09A,CD96,7.819659756361934,CD96,lead
TARGET.20.PAXARD.09A,CD96,4.211836826211971,CD96,lead
TARGET.20.PAVPFR.09A,CD96,6.933668777900885,CD96,lead
TARGET.20.PAVYPX.09A,CD96,5.8527438082505245,CD96,lead
TARGET.20.PAXMFG.09A,CD96,7.075524012148259,CD96,lead
TARGET.20.PALNAT.09A,CD96,0.5911622669245464,CD96,lead
TARGET.20.PANDER.09A,CD96,7.137290283150253,CD96,lead
TARGET.20.PAXLDI.09A,CD96,5.59574781759413,CD96,lead
TARGET.20.PASSLT.09A,CD96,5.332550185679497,CD96,lead
TARGET.20.PAWMDY.09A,CD96,3.440557666189287,CD96,lead
TARGET.20.PAWYRT.09A,CD96,7.969112687668732,CD96,lead
TARGET.20.PAWGKS.09A,CD96,4.586843253590828,CD96,lead
TARGET.20.PATGRR.09A,CD96,7.095867838697528,CD96,lead
TARGET.20.PAVJRF.09A,CD96,7.305520964979342,CD96,lead
TARGET.20.PAXIHA.09A,CD96,2.768125481920891,CD96,lead
TARGET.20.PAUWFM.09A,CD96,5.316272030420388,CD96,lead
TARGET.20.PARCUK.09A,CD96,0.3452390694288179,CD96,lead
TARGET.20.PAVKAH.09A,CD96,8.206893588770576,CD96,lead
TARGET.20.PAUYZY.09A,CD96,6.203546276072039,CD96,lead
TARGET.20.PARMME.09A,CD96,8.760534068219142,CD96,lead
TARGET.20.PASVVS.09A,CD96,2.485462120940545,CD96,lead
TARGET.20.PAXGXR.09A,CD96,6.955294005041478,CD96,lead
TARGET.20.PAXANS.09A,CD96,7.114181490051911,CD96,lead
TARGET.20.PAWHAX.09A,CD96,1.7622218952592097,CD96,lead
TARGET.20.PAVXZL.09A,CD96,1.5956855974374766,CD96,lead
TARGET.20.PASPLU.09A,CD96,6.8887347035257696,CD96,lead
TARGET.20.PAUXKD.09A,CD96,6.5874760771612735,CD96,lead
TARGET.20.PAVWZV.09A,CD96,7.656681855632596,CD96,lead
TARGET.20.PANKNB.09A,CD96,0.857537405926472,CD96,lead
TARGET.20.PAVTXM.09A,CD96,6.46092264721339,CD96,lead
TARGET.20.PAXBNE.09A,CD96,2.870827781318265,CD96,lead
TARGET.20.PAXBLW.09A,CD96,4.1596258022973265,CD96,lead
TARGET.20.PAWZZN.09A,CD96,7.51032671869201,CD96,lead
TARGET.20.PAVLAE.09A,CD96,1.4484060260974343,CD96,lead
TARGET.20.PAWIVB.09A,CD96,4.360249545023929,CD96,lead
TARGET.20.PAWPCN.09A,CD96,2.955962640571883,CD96,lead
TARGET.20.PAXCPM.09A,CD96,2.5797465939851505,CD96,lead
TARGET.20.PAUXLK.09A,CD96,8.612400448197175,CD96,lead
TARGET.20.PAVZBG.09A,CD96,8.213466312959797,CD96,lead
TARGET.20.PAVPCA.09A,CD96,7.453306200654891,CD96,lead
TARGET.20.PAUHTE.09A,CD96,7.701099806396102,CD96,lead
TARGET.21.PARLSL.09A,CD96,3.4254202186946547,CD96,lead
TARGET.20.PAVGIX.09A,CD96,1.7428954177114573,CD96,lead
TARGET.20.PAWMIP.09A,CD96,4.5776809652337755,CD96,lead
TARGET.20.PAEEYP.09A,CD96,0.3523808585137213,CD96,lead
TARGET.20.PAUVBZ.09A,CD96,6.011086315559298,CD96,lead
TARGET.20.PAXIIP.09A,CD96,2.0766615157710397,CD96,lead
TARGET.20.PANZKA.09A,CD96,1.1320620133272457,CD96,lead
TARGET.20.PAXARX.09A,CD96,6.10901174703475,CD96,lead
TARGET.20.PAUMJB.09A,CD96,9.408203200721008,CD96,lead
TARGET.20.PATBUK.09A,CD96,7.440718071970128,CD96,lead
TARGET.20.PAUZSY.09A,CD96,6.783563911793299,CD96,lead
TARGET.20.PASFNP.09A,CD96,2.567455696768737,CD96,lead
TARGET.20.PAVIDK.09A,CD96,3.3510889962858648,CD96,lead
TARGET.20.PAXMLW.09A,CD96,7.335888698408048,CD96,lead
TARGET.20.PATWYU.09A,CD96,7.998649241021634,CD96,lead
TARGET.20.PASFJB.09A,CD96,5.90304660616336,CD96,lead
TARGET.20.PAWUAE.09A,CD96,5.547619658784848,CD96,lead
TARGET.21.PASSLT.09A,CD96,4.760733220710272,CD96,lead
TARGET.20.PAUJNJ.09A,CD96,7.650395129924547,CD96,lead
TARGET.20.PAXEMU.09A,CD96,4.25586483766991,CD96,lead
TARGET.20.PAVIXV.09A,CD96,1.9718309101475953,CD96,lead
TARGET.20.PAVNKI.09A,CD96,6.177396720155457,CD96,lead
TARGET.20.PAVAAM.09A,CD96,2.2167787116602815,CD96,lead
TARGET.20.PANSBH.09A,CD96,3.373228005919936,CD96,lead
TARGET.20.PAWFFJ.09A,CD96,2.435475249274931,CD96,lead
TARGET.20.PAUVEF.09A,CD96,7.61134764108834,CD96,lead
TARGET.20.PAWEYY.09A,CD96,2.920107751071736,CD96,lead
TARGET.20.PAWNAP.09A,CD96,6.235224731682781,CD96,lead
TARGET.20.PAXFWY.09A,CD96,3.874683346977343,CD96,lead
TARGET.20.PAWLKE.09A,CD96,2.4692622703951534,CD96,lead
TARGET.20.PASZZE.09A,CD96,8.438813399801472,CD96,lead
TARGET.21.PASYWA.09A,CD96,8.722103183371226,CD96,lead
TARGET.20.PAUBLN.09A,CD96,7.924639207728118,CD96,lead
TARGET.20.PAWPDC.09A,CD96,4.4494927256586765,CD96,lead
TARGET.20.PASRTP.09A,CD96,8.009328076515661,CD96,lead
TARGET.20.PAWLHJ.09A,CD96,2.0745368416058576,CD96,lead
TARGET.20.PARWXS.09A,CD96,2.3382291598061027,CD96,lead
TARGET.20.PAXLEE.09A,CD96,6.167963403924705,CD96,lead
TARGET.20.PATVRA.09A,CD96,7.637591888726039,CD96,lead
TARGET.20.PASSSI.09A,CD96,0.811062560470779,CD96,lead
TARGET.20.PAUMZV.09A,CD96,8.575353744192023,CD96,lead
TARGET.20.PAXFEE.09A,CD96,6.287920585353258,CD96,lead
TARGET.20.PAWNPU.09A,CD96,6.015459175257874,CD96,lead
TARGET.20.PAECCE.09A,CD96,2.463363150830723,CD96,lead
TARGET.20.PAVSHX.09A,CD96,1.463405215696666,CD96,lead
TARGET.20.PAVDDU.09A,CD96,7.8237797182613935,CD96,lead
TARGET.20.PAUPSX.09A,CD96,9.054230057342108,CD96,lead
TARGET.20.PARKFB.09A,CD96,2.07421836695177,CD96,lead
TARGET.20.PAUIPM.09A,CD96,2.400461022745753,CD96,lead
